hunt_code,boundary_id,hunt_name_database,species_database,sex_type_database,weapon_database,hunt_type_database,hunt_class_database,rollup_bucket,resolution_status,database_family_match,boundary_confirmed,permit_conflict,current_allotment_res,current_allotment_nr,current_allotment_total,current_allotment_source,current_allotment_status,recommended_total_from_conflict_file,database_total_from_conflict_file,database_total_matches_recommended_total,best_crosswalk_status,best_confidence,evidence_source_count,evidence_sources,confirmed_boundary_ids_from_evidence,candidate_boundary_ids_from_evidence,historical_hunt_codes_from_evidence,regulation_present,notes
EL3077,685,Beaver East,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,685,685,EB3077,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3079,12,Book Cliffs Little Creek Roadless,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,12,12,EB3079|EB3166,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3081,33,Cache Meadowville,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,33,33,EB3081|EB3083,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3083,41,Cache South,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,41,41,EB3081|EB3083,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3084,51,Manti,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,51,51,EB3084,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3086,88,Fillmore Pahvant,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,88,88,EB3086,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3087,617,La Sal La Sal Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,617,617,EB3087,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3088,629,Monroe,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,629,629,EB3088,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3089,630,Mt Dutton,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,630,630,EB3089,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3091,140,North Slope Three Corners,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,140,140,EB3091,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3093,634,Panguitch Lake,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,634,634,EB3093,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3096,175,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,175,175,EB3096,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3097,183,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,183,183,EB3097,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3098,206,Diamond Mtn,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,206,206,EB3098,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3100,222,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,222,222,EB3100,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3126,51,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_id_to_hunt_code|boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,51,51,EB3126,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3127,222,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,222,222,EB3127,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3130,682,Box Elder Pilot Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,682,682,EB3130,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3132,36,Cache North,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,36,36,EB3132,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3135,869,Barney Top/Kaiparowits,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,869,869,EB3135,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3136,871,Southwest Desert North,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,6,boundary_xlsx|current_historical_primary|current_historical_processed|historical_le_to_eb|model_year_crosswalk|runtime_boundary_draft,871,871,EB3136|EB3146|EB3197|LE0013,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3137,241,West Desert Deep Creek,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,241,241,EB3137,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3139,36,Cache North,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,36,36,EB3081|EB3083|EB3139,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3142,869,Barney Top/Kaiparowits,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,869,869,EB3142,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3143,871,Southwest Desert North,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,871,871,EB3143|EB3155,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3144,241,West Desert Deep Creek,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,241,241,EB3144,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3145,172,Boulder,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,172,172,EB3145|EB3190,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3146,872,Southwest Desert South,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,872,872,EB3136|EB3146|EB3197,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3147,867,Box Elder Grouse Creek,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,867,867,EB3031|EB3147|EB3150,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3148,172,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,172,172,EB3148|EB3151|EB3191,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3149,872,Southwest Desert South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,872,872,EB3149|EB3152|EB3198,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3150,867,Box Elder Grouse Creek,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,867,867,EB3150,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3151,172,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,172,172,EB3148|EB3151|EB3191,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3152,872,Southwest Desert South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,872,872,EB3149|EB3152|EB3198,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3153,867,Box Elder Grouse Creek,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,867,867,EB3153,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3154,172,Boulder,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,YES,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,172,172,EB3154,false,Hunt-code identity and database boundary mapping are ready for downstream use.
EL3155,872,Southwest Desert South,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,872,872,EB3155,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3158,685,Beaver East,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,685,685,EB3000|EB3158,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3159,685,Beaver East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,685,685,EB3159,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3160,899,Book Cliffs Bitter Creek/East,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,5,boundary_xlsx|current_historical_primary|current_historical_processed|model_year_crosswalk|runtime_boundary_draft,899,899,EB3002|EB3160|EB3161,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3161,899,Book Cliffs Bitter Creek/East,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,899,899,EB3161,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3162,899,Book Cliffs Bitter Creek/East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,899,899,EB3162,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
EL3163,899,Book Cliffs Bitter Creek/East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,BOUNDARY_CONFIRMED_IDENTITY_READY,RESOLVED_HUNT_CODE_BOUNDARY_IDENTITY,NO:hunt_name,true,false,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,NO_QUOTA_PUBLISHED,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,4,boundary_xlsx|current_historical_primary|current_historical_processed|runtime_boundary_draft,899,899,EB3163,false,Hunt-code identity and database boundary mapping are ready for downstream use. Database display-family comparison flagged NO:hunt_name.
