hunt_code,boundary_id,hunt_name_database,species_database,sex_type_database,weapon_database,hunt_type_database,hunt_class_database,rollup_bucket,resolution_status,database_family_match,boundary_confirmed,permit_conflict,current_allotment_res,current_allotment_nr,current_allotment_total,current_allotment_source,current_allotment_status,recommended_total_from_conflict_file,database_total_from_conflict_file,database_total_matches_recommended_total,best_crosswalk_status,best_confidence,evidence_source_count,evidence_sources,confirmed_boundary_ids_from_evidence,candidate_boundary_ids_from_evidence,historical_hunt_codes_from_evidence,regulation_present,notes
PD1016,537,Zane CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,MANUAL_REMAP_REQUIRED,REMAINS_MANUAL_REMAP,YES,false,true,4.0,0.0,4,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,4,4,true,NEEDS_MANUAL_REMAP,HIGH,1,model_year_crosswalk,,537,PD1016,true,Manual crosswalk/remap remains before this row should be treated as resolved.
PD1026,826,Pahvant Ensign CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,MANUAL_REMAP_REQUIRED,REMAINS_MANUAL_REMAP,YES,false,true,4.0,0.0,4,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,4,4,true,NEEDS_MANUAL_REMAP,HIGH,1,model_year_crosswalk,,826,PD1026,true,Manual crosswalk/remap remains before this row should be treated as resolved.
BR7019,610,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,,MANUAL_REMAP_REQUIRED,REMAINS_MANUAL_REMAP,YES,false,false,,,,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,,,,EXACT_MATCH,HIGH,3,black_bear_primary|black_bear_secondary|model_year_crosswalk,,610,BR7019,false,Manual crosswalk/remap remains before this row should be treated as resolved.
MB6263,485,Moon Ranch CWMU,Moose,Bull,Any Legal Weapon,CWMU,,MANUAL_REMAP_REQUIRED,REMAINS_MANUAL_REMAP,YES,false,false,,,,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,,,,NEEDS_MANUAL_REMAP,HIGH,3,model_year_crosswalk|model_year_dropped_review|remaining_boundary_closeout,,485,MB6263,false,Manual crosswalk/remap remains before this row should be treated as resolved.
MB6264,740,Sand Creek CWMU,Moose,Bull,Any Legal Weapon,CWMU,,MANUAL_REMAP_REQUIRED,REMAINS_MANUAL_REMAP,YES,false,false,,,,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,,,,NEEDS_MANUAL_REMAP,HIGH,3,model_year_crosswalk|model_year_dropped_review|remaining_boundary_closeout,,740,MB6264,false,Manual crosswalk/remap remains before this row should be treated as resolved.
