current_hunt_code,historical_hunt_code,draw_year,model_year,historical_hunt_name,current_hunt_name,species,sex_type,weapon,hunt_type,historical_unit_name,current_unit_name,historical_boundary_id,current_boundary_id,boundary_match,permits_res_historical,permits_nr_historical,permits_total_historical,permits_res_current,permits_nr_current,permits_total_current,crosswalk_status,confidence,evidence_source,evidence_notes,source_file_historical,source_file_current,source_priority_historical,source_priority_current,merge_split_flag,statewide_flag,unlimited_flag,source_permit_conflict_flag,unresolved_split_bucket,regulation_presence_status,recommended_action
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,21,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,22,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,27,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,29,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,3,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,30,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,4,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,5,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,6,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,7,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,8A,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,8B,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,9A,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,9BD,,5120,UNKNOWN,,,,,,10,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON_cleaned.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,1;10;11A;11B;12;14;15;16A;18;19;2;21;22;27;29;3;30;4;5;6;7;8A;8B;9A;9BD,,5120,YES,,,,,,10,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,boundary_xlsx,Current code exists in 2026 boundary crosswalk workbook.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026.xlsx,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,Any Bull Elk Units,,5120,YES,,,,,,10,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,boundary_id_to_hunt_code,Current code appears in boundary-id-to-hunt-code crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\audits\boundary_id_to_hunt_code_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1001,,,2026,,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,,Any Bull Elk Units,,5120,YES,,,,,,10,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,runtime_boundary_draft,Current code appears in runtime draft boundary crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_model\runtime_drafts\hunt_boundary_crosswalk_v2.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,1,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,10,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,11A,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,11B,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,12,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,14,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,15,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,16A,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,18,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,19,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,2,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,21,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,22,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,27,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,29,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,3,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,30,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,4,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,5,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,6,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EB1002,,,2026,,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,,7,,5121,UNKNOWN,,,,,,6,EXACT_MATCH,LOW,boundary_unit_fill,Unit-fill source provides unit text only.,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\formatted_tables\elk_general_season_2024_extract\ELK_GENERAL_SEASON.csv,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026_unit_fill_sources.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
