hunt_code,hunt_name,species,sex_type,weapon,hunt_type,split_bucket,recommended_action,source_support_count,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,database_res_reference,database_nr_reference,database_total_reference,recommended_res,recommended_nr,recommended_total,winner_source,conflicting_sources,database_alignment,regulation_presence_status,matched_pdf_count,matched_pdfs,matched_pages,snippet,notes
DB0010,Southern Paiute Buck Deer (early),Deer,Buck,Any Legal Weapon,Tribal,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB0011,Southern Paiute Buck Deer,Deer,Buck,Archery,Tribal,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB0012,Southern Paiute Buck Deer,Deer,Buck,Muzzleloader,Tribal,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
DB0013,Southern Paiute Buck Deer (late),Deer,Buck,Any Legal Weapon,Tribal,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EA2000,Antlerless Elk Control,Elk,Antlerless,Any Legal Weapon,Antlerless Elk Control,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EB1009,Spike Only Elk Units - Multiseason,Elk,Bull,Multiseason,General Season - Spike Bull,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EB1011,Youth General Season Bull Elk,Elk,Bull,Any Legal Weapon,General Season - Youth,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3000,"Beaver, East",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3002,"Book Cliffs, Little Creek Roadless",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3003,"Cache, Meadowville",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3005,"Cache, South",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3006,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3008,"Fillmore, Pahvant",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3009,"La Sal, La Sal Mtns",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3010,Monroe,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3011,Mt Dutton,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3013,"North Slope, Three Corners",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3015,Panguitch Lake,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3018,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3019,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3020,Diamond Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3022,Wasatch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3024,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3025,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3028,"Book Cliffs, Little Creek Roadless",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3031,"Box Elder, Pilot Mtn",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3032,"Cache, Meadowville",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3033,"Cache, Meadowville",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3036,"Cache, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3037,"Cache, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3038,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3039,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3042,"Fillmore, Pahvant",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3043,"Fillmore, Pahvant",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3044,"La Sal, Dolores Triangle",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3045,"La Sal, La Sal Mtns",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3046,"La Sal, La Sal Mtns",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3047,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3048,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3049,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3050,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3053,"North Slope, Three Corners",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3056,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3057,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3063,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3064,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3065,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3067,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3068,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3069,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3072,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3073,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3077,"Beaver, East",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3079,"Book Cliffs, Little Creek Roadless",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3081,"Cache, Meadowville",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3083,"Cache, South",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3084,Manti,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3086,"Fillmore, Pahvant",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3087,"La Sal, La Sal Mtns",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3088,Monroe,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3089,Mt Dutton,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3091,"North Slope, Three Corners",Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3093,Panguitch Lake,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3096,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3097,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3098,Diamond Mtn,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3100,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3126,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3127,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3130,"Box Elder, Pilot Mtn",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3132,"Cache, North",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3135,Barney Top/Kaiparowits,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3136,"Southwest Desert, North",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3137,"West Desert, Deep Creek",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3139,"Cache, North",Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3142,Barney Top/Kaiparowits,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3143,"Southwest Desert, North",Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3144,"West Desert, Deep Creek",Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3145,Boulder,Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
EL3146,"Southwest Desert, South",Elk,Bull,Archery,Limited Entry - Private Land Only,true_no_permit_value,NO_CURRENT_PERMIT_VALUE_FOUND,0,,,,,,,,,,,,,,,,NONE,,NOT_COMPARED,NOT_FOUND_IN_THESE_REGULATION_PDFS,0,,,,Code string was not found in the three supplied 2026 regulation PDFs.
