hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,source_presence,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,buck_deer_res,buck_deer_nr,buck_deer_total,database_res_reference,database_nr_reference,database_total_reference,recommended_res,recommended_nr,recommended_total,winner_source,confidence,source_support_count,conflicting_sources,database_alignment,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status,split_bucket,matching_non_database_sources,matching_source_count,matching_res,matching_nr,matching_total,split_review_note,resolution_status,resolved_res,resolved_nr,resolved_total,resolved_source_rule,remaining_review_required
DB1504,Nebo,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,1060,,,1060,683,76,782,,,1060,,,1060,,,1060,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,1060,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,1060,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1506,Fillmore,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,460,,,460,274,31,338,,,460,,,460,,,460,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,460,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,460,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1508,Kamas,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,200,,,200,128,14,149,,,200,,,200,,,200,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,200,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,200,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1509,La Sal Mtns,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,360,,,360,220,25,265,,,360,,,360,,,360,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,360,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,360,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1510,Monroe,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,220,,,220,132,15,180,,,220,,,220,,,220,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,220,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,220,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1511,Mt Dutton,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,80,,,80,45,5,53,,,80,,,80,,,80,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,80,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,80,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1512,Nine Mile,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,280,,,280,170,19,201,,,280,,,280,,,280,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,280,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,280,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1513,North Slope,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,620,,,620,424,47,513,,,620,,,620,,,620,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,620,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,620,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1514,Ogden,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,540,,,540,377,42,438,,,540,,,540,,,540,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,540,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,540,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1516,Panguitch Lake,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,500,,,500,295,33,410,,,500,,,500,,,500,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,500,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,500,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1517,Pine Valley,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,600,,,600,341,38,430,,,600,,,600,,,600,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,600,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,600,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1518,Boulder/Kaiparowits,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,720,,,720,457,51,557,,,720,,,720,,,720,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,720,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,720,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1519,Fishlake,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,260,,,260,148,17,193,,,260,,,260,,,260,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,260,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,260,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1521,"San Juan, Abajo Mtns",Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,560,,,560,392,44,464,,,560,,,560,,,560,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,560,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,560,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1522,Vernal/Bonanza,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,420,,,420,251,28,344,,,420,,,420,,,420,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,420,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,420,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1523,Yellowstone,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,280,,,280,166,19,211,,,280,,,280,,,280,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,280,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,280,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1524,Southwest Desert,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,100,,,100,57,7,77,,,100,,,100,,,100,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,100,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,100,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1525,"Wasatch Mtns, East",Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,1300,,,1300,802,89,953,,,1300,,,1300,,,1300,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,1300,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,1300,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1526,"Wasatch Mtns, West",Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,1580,,,1580,1129,126,1324,,,1580,,,1580,,,1580,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,1580,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,1580,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1529,Zion,Deer,Buck,Archery,General Season,Aug 15 2026 - Sept 11 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,675,,,675,392,44,470,,,675,,,675,,,675,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,675,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,675,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1531,Box Elder,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,2080,,,2080,1603,178,2269,,,2080,,,2080,,,2080,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,2080,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,2080,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1533,Manti/San Rafael,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,5400,,,5400,3241,360,5047,,,5400,,,5400,,,5400,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,5400,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,5400,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1534,Nebo,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,3180,,,3180,2045,227,3064,,,3180,,,3180,,,3180,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,3180,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,3180,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1536,Fillmore,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,920,,,920,547,59,916,,,920,,,920,,,920,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,920,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,920,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1538,Kamas,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,400,,,400,254,28,394,,,400,,,400,,,400,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,400,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,400,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1539,La Sal Mtns,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,1080,,,1080,660,72,1010,,,1080,,,1080,,,1080,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,1080,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,1080,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1540,Monroe,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,660,,,660,393,42,637,,,660,,,660,,,660,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,660,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,660,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
DB1541,Mt Dutton,Deer,Buck,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|BUCK_DEER|DATABASE,,,240,,,240,135,14,242,,,240,,,240,,,240,HANUMBER,REVIEW_SOURCE_CONFLICT,3,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,XLSX_PERMIT_ROWS_REPAIRED_AND_EXTERNALLY_CONFIRMED,LIVE_DWR_TOTAL_ONLY,strong_3_source_current_matches,HANUMBER|HUNTTABLE|BUCK_DEER,3,,,240,Three or more non-database current sources match; unresolved only because another source conflicts.,RESOLVED_BY_3_SOURCE_CURRENT_MATCH_RULE,,,240,At least three non-database current sources match exactly; conflicting UtahDraws/BIBLE value remains audit evidence but does not keep the row in unresolved current-permit review.,false
