current_hunt_code,historical_hunt_code,draw_year,model_year,historical_hunt_name,current_hunt_name,species,sex_type,weapon,hunt_type,historical_unit_name,current_unit_name,historical_boundary_id,current_boundary_id,boundary_match,permits_res_historical,permits_nr_historical,permits_total_historical,permits_res_current,permits_nr_current,permits_total_current,crosswalk_status,confidence,evidence_source,evidence_notes,source_file_historical,source_file_current,source_priority_historical,source_priority_current,merge_split_flag,statewide_flag,unlimited_flag,source_permit_conflict_flag,unresolved_split_bucket,regulation_presence_status,recommended_action
EA1010,,,2026,,"Cache, Rich",Elk,Antlerless,Any Legal Weapon,General Season,,"Cache, Rich",,38,UNKNOWN,,,,18,2,20,MERGED_UNITS,LOW,conservation_area,Conservation area bundle includes or references this hunt code.,pipeline/RAW/hunt_unit_database/2026/pdf/Conservation Permits/2025-27 Conservation Permits.pdf,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\conservation_area_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,CONSERVATION_AREA_BUNDLE,false,false,true,true_source_conflicts,REGULATION_CODE_PRESENT,REVIEW_BEFORE_PROMOTION
EA1011,,,2026,,"Cache, Richards Hollow",Elk,Antlerless,Any Legal Weapon,General Season,,"Cache, Richards Hollow",,39,UNKNOWN,,,,9,1,10,MERGED_UNITS,LOW,conservation_area,Conservation area bundle includes or references this hunt code.,pipeline/RAW/hunt_unit_database/2026/pdf/Conservation Permits/2025-27 Conservation Permits.pdf,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\conservation_area_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,CONSERVATION_AREA_BUNDLE,false,false,true,true_source_conflicts,REGULATION_CODE_PRESENT,REVIEW_BEFORE_PROMOTION
EA1193,,,2026,,"Cache, Rich",Elk,Antlerless,Any Legal Weapon,General Season,,"Cache, Rich",,38,UNKNOWN,,,,18,2,20,MERGED_UNITS,LOW,conservation_area,Conservation area bundle includes or references this hunt code.,pipeline/RAW/hunt_unit_database/2026/pdf/Conservation Permits/2025-27 Conservation Permits.pdf,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\conservation_area_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,CONSERVATION_AREA_BUNDLE,false,false,true,true_source_conflicts,REGULATION_CODE_PRESENT,REVIEW_BEFORE_PROMOTION
EA1267,,,2026,,Cache,Elk,Antlerless,Any Legal Weapon,General Season,,Cache,,29,UNKNOWN,,,,81,9,90,MERGED_UNITS,LOW,conservation_area,Conservation area bundle includes or references this hunt code.,pipeline/RAW/hunt_unit_database/2026/pdf/Conservation Permits/2025-27 Conservation Permits.pdf,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\conservation_area_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,CONSERVATION_AREA_BUNDLE,false,false,true,true_source_conflicts,REGULATION_CODE_PRESENT,REVIEW_BEFORE_PROMOTION
EA1220,,,2026,,Manti (Expo),Elk,Antlerless,Any Legal Weapon,General Season,,Manti (Expo),,5112,UNKNOWN,,,,,,3,STRUCTURE_CHANGED,LOW,conservation_area,Conservation-area bundle touches this hunt code.,pipeline/RAW/hunt_unit_database/2026/pdf/Conservation Permits/2025-27 Conservation Permits.pdf,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\conservation_area_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,CONSERVATION_AREA_BUNDLE,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
EA1258,,,2026,,La Sal (Expo),Elk,Antlerless,Any Legal Weapon,General Season,,La Sal (Expo),,5113,UNKNOWN,,,,,,1,STRUCTURE_CHANGED,LOW,conservation_area,Conservation-area bundle touches this hunt code.,pipeline/RAW/hunt_unit_database/2026/pdf/Conservation Permits/2025-27 Conservation Permits.pdf,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\conservation_area_crosswalk_2026.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,CONSERVATION_AREA_BUNDLE,false,false,false,database_only_external_missing,NOT_FOUND_IN_THESE_REGULATION_PDFS,FIND_EXTERNAL_SOURCE_BEFORE_PROMOTION
