current_hunt_code,historical_hunt_code,draw_year,model_year,historical_hunt_name,current_hunt_name,species,sex_type,weapon,hunt_type,historical_unit_name,current_unit_name,historical_boundary_id,current_boundary_id,boundary_match,permits_res_historical,permits_nr_historical,permits_total_historical,permits_res_current,permits_nr_current,permits_total_current,crosswalk_status,confidence,evidence_source,evidence_notes,source_file_historical,source_file_current,source_priority_historical,source_priority_current,merge_split_flag,statewide_flag,unlimited_flag,source_permit_conflict_flag,unresolved_split_bucket,regulation_presence_status,recommended_action
TK1000,,,2026,,Statewide,Turkey,Bearded,Any Legal Weapon,Spring General Season,,Statewide,,454,YES,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,boundary_xlsx,Current code exists in 2026 boundary crosswalk workbook.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\processed_data\hunt_boundary_crosswalk_2026.xlsx,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,true,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
TK1000,,,2026,,Statewide,Turkey,Bearded,Any Legal Weapon,Spring General Season,,Statewide,,454,YES,,,,,,,CODE_MATCH_BOUNDARY_CONFIRMED,HIGH,runtime_boundary_draft,Current code appears in runtime draft boundary crosswalk.,,D:\DOCUMENTS\GitHub\HUNTS\HUNTS\data_model\runtime_drafts\hunt_boundary_crosswalk_v2.csv,prior_verified_crosswalk_file,current_database_or_verified_crosswalk,,true,false,false,true_no_permit_value,NOT_FOUND_IN_THESE_REGULATION_PDFS,NO_CURRENT_PERMIT_VALUE_FOUND
