year,row_number,hunt_code,points,record_type,field,candidate_values
2022,2,DA1001,,hunt_total_draw_result,sex_type,Antlerless | Doe
2022,37,DA1027,9,point_level_draw_result,sex_type,Antlerless | Doe
2022,37,DA1027,9,point_level_draw_result,hunt_type,General Season | Limited Entry
2022,38,EA1129,,hunt_total_draw_result,sex_type,Antlerless | Cow
2022,38,EA1129,,hunt_total_draw_result,draw_design,Max/Weighted Split | Preference
2022,39,EA1129,0,point_level_draw_result,sex_type,Antlerless | Cow
2022,39,EA1129,0,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,40,EA1129,1,point_level_draw_result,sex_type,Antlerless | Cow
2022,40,EA1129,1,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,41,EA1129,10,point_level_draw_result,sex_type,Antlerless | Cow
2022,41,EA1129,10,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,42,EA1129,11,point_level_draw_result,sex_type,Antlerless | Cow
2022,42,EA1129,11,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,43,EA1129,12,point_level_draw_result,sex_type,Antlerless | Cow
2022,43,EA1129,12,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,44,EA1129,13,point_level_draw_result,sex_type,Antlerless | Cow
2022,44,EA1129,13,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,45,EA1129,14,point_level_draw_result,sex_type,Antlerless | Cow
2022,45,EA1129,14,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,46,EA1129,15,point_level_draw_result,sex_type,Antlerless | Cow
2022,46,EA1129,15,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,47,EA1129,16,point_level_draw_result,sex_type,Antlerless | Cow
2022,47,EA1129,16,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,48,EA1129,2,point_level_draw_result,sex_type,Antlerless | Cow
2022,48,EA1129,2,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,49,EA1129,3,point_level_draw_result,sex_type,Antlerless | Cow
2022,49,EA1129,3,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,50,EA1129,4,point_level_draw_result,sex_type,Antlerless | Cow
2022,50,EA1129,4,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,51,EA1129,5,point_level_draw_result,sex_type,Antlerless | Cow
2022,51,EA1129,5,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,52,EA1129,6,point_level_draw_result,sex_type,Antlerless | Cow
2022,52,EA1129,6,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,53,EA1129,7,point_level_draw_result,sex_type,Antlerless | Cow
2022,53,EA1129,7,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,54,EA1129,8,point_level_draw_result,sex_type,Antlerless | Cow
2022,54,EA1129,8,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,55,EA1129,9,point_level_draw_result,sex_type,Antlerless | Cow
2022,55,EA1129,9,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,56,EA1130,,hunt_total_draw_result,sex_type,Antlerless | Cow
2022,56,EA1130,,hunt_total_draw_result,draw_design,Max/Weighted Split | Preference
2022,57,EA1130,0,point_level_draw_result,sex_type,Antlerless | Cow
2022,57,EA1130,0,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,58,EA1130,1,point_level_draw_result,sex_type,Antlerless | Cow
2022,58,EA1130,1,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,59,EA1130,10,point_level_draw_result,sex_type,Antlerless | Cow
2022,59,EA1130,10,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,60,EA1130,11,point_level_draw_result,sex_type,Antlerless | Cow
2022,60,EA1130,11,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,61,EA1130,12,point_level_draw_result,sex_type,Antlerless | Cow
2022,61,EA1130,12,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,62,EA1130,13,point_level_draw_result,sex_type,Antlerless | Cow
2022,62,EA1130,13,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,63,EA1130,14,point_level_draw_result,sex_type,Antlerless | Cow
2022,63,EA1130,14,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,64,EA1130,15,point_level_draw_result,sex_type,Antlerless | Cow
2022,64,EA1130,15,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,65,EA1130,16,point_level_draw_result,sex_type,Antlerless | Cow
2022,65,EA1130,16,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,66,EA1130,2,point_level_draw_result,sex_type,Antlerless | Cow
2022,66,EA1130,2,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,67,EA1130,3,point_level_draw_result,sex_type,Antlerless | Cow
2022,67,EA1130,3,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,68,EA1130,4,point_level_draw_result,sex_type,Antlerless | Cow
2022,68,EA1130,4,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,69,EA1130,5,point_level_draw_result,sex_type,Antlerless | Cow
2022,69,EA1130,5,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,70,EA1130,6,point_level_draw_result,sex_type,Antlerless | Cow
2022,70,EA1130,6,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,71,EA1130,7,point_level_draw_result,sex_type,Antlerless | Cow
2022,71,EA1130,7,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,72,EA1130,8,point_level_draw_result,sex_type,Antlerless | Cow
2022,72,EA1130,8,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,73,EA1130,9,point_level_draw_result,sex_type,Antlerless | Cow
2022,73,EA1130,9,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,74,EA1131,,hunt_total_draw_result,sex_type,Antlerless | Cow
2022,74,EA1131,,hunt_total_draw_result,draw_design,Max/Weighted Split | Preference
2022,75,EA1131,0,point_level_draw_result,sex_type,Antlerless | Cow
2022,75,EA1131,0,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,76,EA1131,1,point_level_draw_result,sex_type,Antlerless | Cow
2022,76,EA1131,1,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,77,EA1131,10,point_level_draw_result,sex_type,Antlerless | Cow
2022,77,EA1131,10,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,78,EA1131,11,point_level_draw_result,sex_type,Antlerless | Cow
2022,78,EA1131,11,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,79,EA1131,12,point_level_draw_result,sex_type,Antlerless | Cow
2022,79,EA1131,12,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,80,EA1131,13,point_level_draw_result,sex_type,Antlerless | Cow
2022,80,EA1131,13,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,81,EA1131,14,point_level_draw_result,sex_type,Antlerless | Cow
2022,81,EA1131,14,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,82,EA1131,15,point_level_draw_result,sex_type,Antlerless | Cow
2022,82,EA1131,15,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,83,EA1131,16,point_level_draw_result,sex_type,Antlerless | Cow
2022,83,EA1131,16,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,84,EA1131,2,point_level_draw_result,sex_type,Antlerless | Cow
2022,84,EA1131,2,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,85,EA1131,3,point_level_draw_result,sex_type,Antlerless | Cow
2022,85,EA1131,3,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,86,EA1131,4,point_level_draw_result,sex_type,Antlerless | Cow
2022,86,EA1131,4,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,87,EA1131,5,point_level_draw_result,sex_type,Antlerless | Cow
2022,87,EA1131,5,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,88,EA1131,6,point_level_draw_result,sex_type,Antlerless | Cow
2022,88,EA1131,6,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,89,EA1131,7,point_level_draw_result,sex_type,Antlerless | Cow
2022,89,EA1131,7,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,90,EA1131,8,point_level_draw_result,sex_type,Antlerless | Cow
2022,90,EA1131,8,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,91,EA1131,9,point_level_draw_result,sex_type,Antlerless | Cow
2022,91,EA1131,9,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,92,EA1132,,hunt_total_draw_result,sex_type,Antlerless | Cow
2022,92,EA1132,,hunt_total_draw_result,draw_design,Max/Weighted Split | Preference
2022,93,EA1132,0,point_level_draw_result,sex_type,Antlerless | Cow
2022,93,EA1132,0,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,94,EA1132,1,point_level_draw_result,sex_type,Antlerless | Cow
2022,94,EA1132,1,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,95,EA1132,10,point_level_draw_result,sex_type,Antlerless | Cow
2022,95,EA1132,10,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,96,EA1132,11,point_level_draw_result,sex_type,Antlerless | Cow
2022,96,EA1132,11,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,97,EA1132,12,point_level_draw_result,sex_type,Antlerless | Cow
2022,97,EA1132,12,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,98,EA1132,13,point_level_draw_result,sex_type,Antlerless | Cow
2022,98,EA1132,13,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,99,EA1132,14,point_level_draw_result,sex_type,Antlerless | Cow
2022,99,EA1132,14,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,100,EA1132,15,point_level_draw_result,sex_type,Antlerless | Cow
2022,100,EA1132,15,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,101,EA1132,16,point_level_draw_result,sex_type,Antlerless | Cow
2022,101,EA1132,16,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,102,EA1132,2,point_level_draw_result,sex_type,Antlerless | Cow
2022,102,EA1132,2,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,103,EA1132,3,point_level_draw_result,sex_type,Antlerless | Cow
2022,103,EA1132,3,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,104,EA1132,4,point_level_draw_result,sex_type,Antlerless | Cow
2022,104,EA1132,4,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,105,EA1132,5,point_level_draw_result,sex_type,Antlerless | Cow
2022,105,EA1132,5,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,106,EA1132,6,point_level_draw_result,sex_type,Antlerless | Cow
2022,106,EA1132,6,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,107,EA1132,7,point_level_draw_result,sex_type,Antlerless | Cow
2022,107,EA1132,7,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,108,EA1132,8,point_level_draw_result,sex_type,Antlerless | Cow
2022,108,EA1132,8,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,109,EA1132,9,point_level_draw_result,sex_type,Antlerless | Cow
2022,109,EA1132,9,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,110,EA1134,,hunt_total_draw_result,sex_type,Antlerless | Cow
2022,110,EA1134,,hunt_total_draw_result,draw_design,Max/Weighted Split | Preference
2022,111,EA1134,0,point_level_draw_result,sex_type,Antlerless | Cow
2022,111,EA1134,0,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,112,EA1134,1,point_level_draw_result,sex_type,Antlerless | Cow
2022,112,EA1134,1,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,113,EA1134,10,point_level_draw_result,sex_type,Antlerless | Cow
2022,113,EA1134,10,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,114,EA1134,11,point_level_draw_result,sex_type,Antlerless | Cow
2022,114,EA1134,11,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,115,EA1134,12,point_level_draw_result,sex_type,Antlerless | Cow
2022,115,EA1134,12,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,116,EA1134,13,point_level_draw_result,sex_type,Antlerless | Cow
2022,116,EA1134,13,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,117,EA1134,14,point_level_draw_result,sex_type,Antlerless | Cow
2022,117,EA1134,14,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,118,EA1134,15,point_level_draw_result,sex_type,Antlerless | Cow
2022,118,EA1134,15,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,119,EA1134,16,point_level_draw_result,sex_type,Antlerless | Cow
2022,119,EA1134,16,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,120,EA1134,2,point_level_draw_result,sex_type,Antlerless | Cow
2022,120,EA1134,2,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,121,EA1134,3,point_level_draw_result,sex_type,Antlerless | Cow
2022,121,EA1134,3,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,122,EA1134,4,point_level_draw_result,sex_type,Antlerless | Cow
2022,122,EA1134,4,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,123,EA1134,5,point_level_draw_result,sex_type,Antlerless | Cow
2022,123,EA1134,5,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,124,EA1134,6,point_level_draw_result,sex_type,Antlerless | Cow
2022,124,EA1134,6,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,125,EA1134,7,point_level_draw_result,sex_type,Antlerless | Cow
2022,125,EA1134,7,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,126,EA1134,8,point_level_draw_result,sex_type,Antlerless | Cow
2022,126,EA1134,8,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,127,EA1134,9,point_level_draw_result,sex_type,Antlerless | Cow
2022,127,EA1134,9,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,128,EA1135,,hunt_total_draw_result,sex_type,Antlerless | Cow
2022,128,EA1135,,hunt_total_draw_result,draw_design,Max/Weighted Split | Preference
2022,129,EA1135,0,point_level_draw_result,sex_type,Antlerless | Cow
2022,129,EA1135,0,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,130,EA1135,1,point_level_draw_result,sex_type,Antlerless | Cow
2022,130,EA1135,1,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,131,EA1135,10,point_level_draw_result,sex_type,Antlerless | Cow
2022,131,EA1135,10,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,132,EA1135,11,point_level_draw_result,sex_type,Antlerless | Cow
2022,132,EA1135,11,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,133,EA1135,12,point_level_draw_result,sex_type,Antlerless | Cow
2022,133,EA1135,12,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,134,EA1135,13,point_level_draw_result,sex_type,Antlerless | Cow
2022,134,EA1135,13,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,135,EA1135,14,point_level_draw_result,sex_type,Antlerless | Cow
2022,135,EA1135,14,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,136,EA1135,15,point_level_draw_result,sex_type,Antlerless | Cow
2022,136,EA1135,15,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,137,EA1135,16,point_level_draw_result,sex_type,Antlerless | Cow
2022,137,EA1135,16,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,138,EA1135,2,point_level_draw_result,sex_type,Antlerless | Cow
2022,138,EA1135,2,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,139,EA1135,3,point_level_draw_result,sex_type,Antlerless | Cow
2022,139,EA1135,3,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,140,EA1135,4,point_level_draw_result,sex_type,Antlerless | Cow
2022,140,EA1135,4,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,141,EA1135,5,point_level_draw_result,sex_type,Antlerless | Cow
2022,141,EA1135,5,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,142,EA1135,6,point_level_draw_result,sex_type,Antlerless | Cow
2022,142,EA1135,6,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,143,EA1135,7,point_level_draw_result,sex_type,Antlerless | Cow
2022,143,EA1135,7,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,144,EA1135,8,point_level_draw_result,sex_type,Antlerless | Cow
2022,144,EA1135,8,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,145,EA1135,9,point_level_draw_result,sex_type,Antlerless | Cow
2022,145,EA1135,9,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,146,EA1136,,hunt_total_draw_result,sex_type,Antlerless | Cow
2022,146,EA1136,,hunt_total_draw_result,draw_design,Max/Weighted Split | Preference
2022,147,EA1136,0,point_level_draw_result,sex_type,Antlerless | Cow
2022,147,EA1136,0,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,148,EA1136,1,point_level_draw_result,sex_type,Antlerless | Cow
2022,148,EA1136,1,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,149,EA1136,10,point_level_draw_result,sex_type,Antlerless | Cow
2022,149,EA1136,10,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,150,EA1136,11,point_level_draw_result,sex_type,Antlerless | Cow
2022,150,EA1136,11,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,151,EA1136,12,point_level_draw_result,sex_type,Antlerless | Cow
2022,151,EA1136,12,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,152,EA1136,13,point_level_draw_result,sex_type,Antlerless | Cow
2022,152,EA1136,13,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,153,EA1136,14,point_level_draw_result,sex_type,Antlerless | Cow
2022,153,EA1136,14,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,154,EA1136,15,point_level_draw_result,sex_type,Antlerless | Cow
2022,154,EA1136,15,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,155,EA1136,16,point_level_draw_result,sex_type,Antlerless | Cow
2022,155,EA1136,16,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,156,EA1136,2,point_level_draw_result,sex_type,Antlerless | Cow
2022,156,EA1136,2,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,157,EA1136,3,point_level_draw_result,sex_type,Antlerless | Cow
2022,157,EA1136,3,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,158,EA1136,4,point_level_draw_result,sex_type,Antlerless | Cow
2022,158,EA1136,4,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,159,EA1136,5,point_level_draw_result,sex_type,Antlerless | Cow
2022,159,EA1136,5,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,160,EA1136,6,point_level_draw_result,sex_type,Antlerless | Cow
2022,160,EA1136,6,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,161,EA1136,7,point_level_draw_result,sex_type,Antlerless | Cow
2022,161,EA1136,7,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,162,EA1136,8,point_level_draw_result,sex_type,Antlerless | Cow
2022,162,EA1136,8,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,163,EA1136,9,point_level_draw_result,sex_type,Antlerless | Cow
2022,163,EA1136,9,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,164,EA1137,,hunt_total_draw_result,sex_type,Antlerless | Cow
2022,164,EA1137,,hunt_total_draw_result,draw_design,Max/Weighted Split | Preference
2022,165,EA1137,0,point_level_draw_result,sex_type,Antlerless | Cow
2022,165,EA1137,0,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,166,EA1137,1,point_level_draw_result,sex_type,Antlerless | Cow
2022,166,EA1137,1,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,167,EA1137,10,point_level_draw_result,sex_type,Antlerless | Cow
2022,167,EA1137,10,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,168,EA1137,11,point_level_draw_result,sex_type,Antlerless | Cow
2022,168,EA1137,11,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,169,EA1137,12,point_level_draw_result,sex_type,Antlerless | Cow
2022,169,EA1137,12,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,170,EA1137,13,point_level_draw_result,sex_type,Antlerless | Cow
2022,170,EA1137,13,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,171,EA1137,14,point_level_draw_result,sex_type,Antlerless | Cow
2022,171,EA1137,14,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,172,EA1137,15,point_level_draw_result,sex_type,Antlerless | Cow
2022,172,EA1137,15,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,173,EA1137,16,point_level_draw_result,sex_type,Antlerless | Cow
2022,173,EA1137,16,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,174,EA1137,2,point_level_draw_result,sex_type,Antlerless | Cow
2022,174,EA1137,2,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,175,EA1137,3,point_level_draw_result,sex_type,Antlerless | Cow
2022,175,EA1137,3,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,176,EA1137,4,point_level_draw_result,sex_type,Antlerless | Cow
2022,176,EA1137,4,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,177,EA1137,5,point_level_draw_result,sex_type,Antlerless | Cow
2022,177,EA1137,5,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,178,EA1137,6,point_level_draw_result,sex_type,Antlerless | Cow
2022,178,EA1137,6,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,179,EA1137,7,point_level_draw_result,sex_type,Antlerless | Cow
2022,179,EA1137,7,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,180,EA1137,8,point_level_draw_result,sex_type,Antlerless | Cow
2022,180,EA1137,8,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,181,EA1137,9,point_level_draw_result,sex_type,Antlerless | Cow
2022,181,EA1137,9,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,182,EA1138,,hunt_total_draw_result,sex_type,Antlerless | Cow
2022,182,EA1138,,hunt_total_draw_result,draw_design,Max/Weighted Split | Preference
2022,183,EA1138,0,point_level_draw_result,sex_type,Antlerless | Cow
2022,183,EA1138,0,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,184,EA1138,1,point_level_draw_result,sex_type,Antlerless | Cow
2022,184,EA1138,1,point_level_draw_result,draw_design,Max/Weighted Split | Preference
2022,185,EA1138,10,point_level_draw_result,sex_type,Antlerless | Cow
