hunt_code,year,in_2026_database,overall_status,reconciliation_action,permit_status,harvest_permits,draw_total_permits_reconciled,harvest_permits_unique,draw_total_permits_unique,draw_permits_by_residency,metadata_status,metadata_matching_columns,metadata_fill_candidate_columns,metadata_conflict_columns,harvest_row_count,draw_row_count,draw_points_count,harvest_model_target_years,harvest_source_files,draw_source_files,draw_statuses,harvest_boundary_id,draw_boundary_id,harvest_hunt_name,draw_hunt_name,harvest_species,draw_species,harvest_sex_type,draw_sex_type,harvest_hunt_type,draw_hunt_type,harvest_weapon,draw_weapon,harvest_hunt_class,draw_hunt_class
EB3152,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,29,31,29,0|1|2|3|9,"{""Nonresident"": ""30"", ""Resident"": ""1""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,"Southwest Desert, South (late)","Limited-entry Alw (rifle) Bull Elk - Late - Southwest Desert, South - Any Legal Weapon",Elk,,,,,Limited Entry,,,,Limited Entry
EB3153,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,8,8,8,0|1|2,"{""Nonresident"": ""7"", ""Resident"": ""1""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,"Box Elder, Grouse Creek","Limited-entry Muzzleloader Bull Elk - Box Elder, Grouse Creek - Muzzleloader",Elk,,,,,Limited Entry,,,,Limited Entry
EB3154,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,11,12,11,0|1|5,"{""Nonresident"": ""11"", ""Resident"": ""1""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,52,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,"Plateau, Boulder","Limited-entry Muzzleloader Bull Elk - Plateau, Boulder - Muzzleloader",Elk,,,,,Limited Entry,,,,Limited Entry
EB3155,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,21,16,21,0|1|2|3,"{""Nonresident"": ""15"", ""Resident"": ""1""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,49,27,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,"Southwest Desert, South","Limited-entry Muzzleloader Bull Elk - Southwest Desert, South - Muzzleloader",Elk,,,,,Limited Entry,,,,Limited Entry
EB3156,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,3,2,3,0|1,"{""Nonresident"": ""1"", ""Resident"": ""1""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,51,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,"Plateau, Boulder","Multi-season Limited-entry Any Bull Elk - Plateau, Boulder - Any Legal Weapon",Elk,,,,,Limited Entry,,,,Limited Entry
EB3157,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,5,3,5,0|1,"{""Nonresident"": ""2"", ""Resident"": ""1""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,51,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,"Southwest Desert, South","Multi-season Limited-entry Any Bull Elk - Southwest Desert, South - Any Legal Weapon",Elk,,,,,Limited Entry,,,,Limited Entry
EB3500,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,7,2,7,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Alton,Cwmu Any Bull Elk - Alton - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3501,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,11,2,11,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,51,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Bar J Ranch,Cwmu Any Bull Elk - Bar J Ranch - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3502,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,7,1,7,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Bear Mountain,Cwmu Any Bull Elk - Bear Mountain - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3503,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,6,1,6,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Bear Springs,Cwmu Any Bull Elk - Bear Springs - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3504,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,5,1,5,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Black Hawk,Cwmu Any Bull Elk - Black Hawk - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3505,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,16,2,16,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Boobe Hole,Cwmu Any Bull Elk -Boobe Hole - An y Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3506,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,11,1,11,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Causey Spring,Cwmu Any Bull Elk - Causey Spring - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3508,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,20,2,20,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,51,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Chimney Rock,Cwmu Any Bull Elk - Chimney Rock - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3509,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,16,2,16,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,51,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Coldwater Ranch,Cwmu Any Bull Elk - Coldwater Ranch - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3510,2021,FALSE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,7,1,7,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Conover-Jensen,Cwmu Any Bull Elk - Conover-jensen - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3511,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,3,1,3,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Cotton Thomas,Cwmu Any Bull Elk - Cotton Thomas - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3514,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,106,17,106,0|1|3|8,"{""Nonresident"": ""17"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,52,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Deseret,Cwmu Any Bull Elk - Deseret - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3515,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,7,1,7,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Double Cone,Cwmu Any Bull Elk - Double Cone - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3516,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,19,3,19,0|1,"{""Nonresident"": ""3"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Durst Mountain,Cwmu Any Bull Elk - Durst Mountain - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3517,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,30,3,30,0|1|2,"{""Nonresident"": ""3"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,East Fork Chalk Creek,Cwmu Any Bull Elk - East Fork Chalk Creek - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3519,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,28,4,28,0|1,"{""Nonresident"": ""4"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Ensign Ranches,Cwmu Any Bull Elk - Ensign Ranches - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3520,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,19,2,19,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,51,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Folley Ridge,Cwmu Any Bull Elk - Folley Ridge - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3521,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,97,10,97,0|1|2,"{""Nonresident"": ""10"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Grass Valley/Clark Canyon,Cwmu Any Bull Elk - Grass Valley/clark Canyon - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3522,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,6,1,6,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Grazing Pasture,Cwmu Any Bull Elk - Grazing Pasture - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3523,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,10,1,10,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Guildersleeve,Cwmu Any Bull Elk - Guildersleeve - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3524,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,6,2,6,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Hardscrabble,Cwmu Any Bull Elk - Hardscrabble - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3525,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,21,3,21,0|1,"{""Nonresident"": ""3"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Heaston East,Cwmu Any Bull Elk - Heaston East - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3526,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,8,1,8,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Hiawatha,Cwmu Any Bull Elk - Hiawatha - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3527,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,16,2,16,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Indian Head,Cwmu Any Bull Elk - Indian Head - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3528,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,6,2,6,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Ingham Peak,Cwmu Any Bull Elk - Ingham Peak - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3529,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,8,1,8,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,J. B. Ranch,Cwmu Any Bull Elk - J.b. Ranch - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3530,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,18,2,18,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Jacob's Creek,Cwmu Any Bull Elk -Jacob's Creek - An y Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3531,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,14,2,14,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,51,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Johnson Mountain Ranch,Cwmu Any Bull Elk - Johnson Mountain Ranch - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3532,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,5,1,5,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Jump Creek,Cwmu Any Bull Elk - Jump Creek - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3533,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,6,1,6,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Junction Valley,Cwmu Any Bull Elk - Junction Valley - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3534,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,15,2,15,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,51,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Little Red Creek,Cwmu Any Bull Elk - Little Red Creek - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3535,2021,FALSE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,17,2,17,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Lone Tree Tunnel Hollow,Cwmu Any Bull Elk - Lone Tree Tunnel Hollow - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3536,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,44,4,44,0|1|2,"{""Nonresident"": ""4"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Minnie Maud Ridge,Cwmu Any Bull Elk - Minnie Maud Ridge - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3538,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,11,2,11,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Moon Ranch,Cwmu Any Bull Elk - Moon Ranch - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3540,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,10,2,10,0|1,"{""Nonresident"": ""2"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Old Woman Plateau,Cwmu Any Bull Elk - Old Woman Plateau - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3541,2021,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,2,1,2,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Patmos Ridge,Cwmu Any Bull Elk - Patmos Ridge - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
EB3542,2021,FALSE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,2,1,2,0|1,"{""Nonresident"": ""1"", ""Resident"": ""0""}",METADATA_CONFLICT,,hunt_type|hunt_class,hunt_name,8,50,28,2022,21_bg_report.pdf|harvest_quality_features_by_hunt_code_2021_for_2022.csv|harvest_results_2021_for_2022_hunt_code_keyed.csv,21_bg-odds.pdf,,,,Powder Mountain,Cwmu Any Bull Elk - Powder Mountain - Any Legal Weapon,Elk,,,,,Limited Entry,,,,Limited Entry
