source_csv,raw_path,raw_exists,raw_size_bytes,raw_rows,raw_columns,has_hunt_code,hunt_codes,reported_hunt_years,model_target_years,source_dates,top_source_files,classification,status
harvest_results_2025_for_2026_BISON_hunt_success.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\harvest_results_2025_for_2026_BISON_hunt_success.csv,True,7685,18,25,True,18,2025,2026,2026-03-06,"{""2026-03-06-2025-preliminary-bg-harvest.xlsx"": 18}",HARVEST_SOURCE,RAW_GENERATED_CSV_PRESENT
harvest_results_2025_for_2026_DEER_hunt_success.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\harvest_results_2025_for_2026_DEER_hunt_success.csv,True,170444,418,25,True,418,2025,2026,2026-03-06,"{""2026-03-06-2025-preliminary-bg-harvest.xlsx"": 418}",HARVEST_SOURCE,RAW_GENERATED_CSV_PRESENT
harvest_results_2025_for_2026_DESERT_BIGHORN_SHEEP_hunt_success.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\harvest_results_2025_for_2026_DESERT_BIGHORN_SHEEP_hunt_success.csv,True,10857,25,25,True,25,2025,2026,2026-03-06,"{""2026-03-06-2025-preliminary-bg-harvest.xlsx"": 25}",HARVEST_SOURCE,RAW_GENERATED_CSV_PRESENT
harvest_results_2025_for_2026_ELK_hunt_success.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\harvest_results_2025_for_2026_ELK_hunt_success.csv,True,186507,455,25,True,455,2025,2026,2026-03-06,"{""2026-03-06-2025-preliminary-bg-harvest.xlsx"": 455}",HARVEST_SOURCE,RAW_GENERATED_CSV_PRESENT
harvest_results_2025_for_2026_hunt_code_keyed.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\harvest_results_2025_for_2026_hunt_code_keyed.csv,True,458510,1120,25,True,1120,2025,2026,2026-03-06,"{""2026-03-06-2025-preliminary-bg-harvest.xlsx"": 1120}",HARVEST_SOURCE,RAW_GENERATED_CSV_PRESENT
harvest_results_2025_for_2026_MOOSE_hunt_success.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\harvest_results_2025_for_2026_MOOSE_hunt_success.csv,True,17926,44,25,True,44,2025,2026,2026-03-06,"{""2026-03-06-2025-preliminary-bg-harvest.xlsx"": 44}",HARVEST_SOURCE,RAW_GENERATED_CSV_PRESENT
harvest_results_2025_for_2026_MOUNTAIN_GOAT_hunt_success.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\harvest_results_2025_for_2026_MOUNTAIN_GOAT_hunt_success.csv,True,7802,18,25,True,18,2025,2026,2026-03-06,"{""2026-03-06-2025-preliminary-bg-harvest.xlsx"": 18}",HARVEST_SOURCE,RAW_GENERATED_CSV_PRESENT
harvest_results_2025_for_2026_PRONGHORN_hunt_success.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\harvest_results_2025_for_2026_PRONGHORN_hunt_success.csv,True,50440,121,25,True,121,2025,2026,2026-03-06,"{""2026-03-06-2025-preliminary-bg-harvest.xlsx"": 121}",HARVEST_SOURCE,RAW_GENERATED_CSV_PRESENT
harvest_results_2025_for_2026_ROCKY_MOUNTAIN_BIGHORN_SHEEP_hunt_success.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\harvest_results_2025_for_2026_ROCKY_MOUNTAIN_BIGHORN_SHEEP_hunt_success.csv,True,9425,21,25,True,21,2025,2026,2026-03-06,"{""2026-03-06-2025-preliminary-bg-harvest.xlsx"": 21}",HARVEST_SOURCE,RAW_GENERATED_CSV_PRESENT
harvest_results_2025_for_2026_source_inventory.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\harvest_results_2025_for_2026_source_inventory.csv,True,487,1,11,False,0,2025,2026,2026-03-06,"{""2026-03-06-2025-preliminary-bg-harvest.xlsx"": 1}",HARVEST_SOURCE,RAW_GENERATED_CSV_PRESENT
harvest_results_2025_for_2026_summary.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\harvest_results_2025_for_2026_summary.csv,True,2083,29,10,False,0,2025,2026,,{},HARVEST_SOURCE,RAW_GENERATED_CSV_PRESENT
harvest_quality_features_by_hunt_code_2025_for_2026.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\harvest_quality_features_by_hunt_code_2025_for_2026.csv,True,313722,1120,26,True,1120,2025,2026,,"{""2026-03-06-2025-preliminary-bg-harvest.xlsx"": 1120}",HARVEST_SOURCE,RAW_GENERATED_CSV_PRESENT
harvest_results_2025_for_2026_all_long.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\harvest_results_2025_for_2026_all_long.csv,True,458510,1120,25,True,1120,2025,2026,2026-03-06,"{""2026-03-06-2025-preliminary-bg-harvest.xlsx"": 1120}",HARVEST_SOURCE,RAW_GENERATED_CSV_PRESENT
limited entry elk private lands draw odds 2025.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2026\csv\harvest report\limited entry elk private lands draw odds 2025.csv,True,18203,131,11,True,131,,,,{},NON_HARVEST_DRAW_REFERENCE,RAW_GENERATED_CSV_PRESENT
