hunt_code,species,sex_type,hunt_name,hunt_type,weapon,source_scope,comparison_status,draw_total_permits,expo_permits_matched,draw_plus_expo_total,harvest_permits,permit_delta_harvest_minus_draw,permit_delta_harvest_minus_draw_plus_expo,draw_plus_expo_status,expo_match_status,expo_match_sources,draw_source_files,harvest_source_files,draw_row_count,harvest_row_count,draw_residencies,draw_points_count,harvest_unique_permit_values,in_2026_database,same_total_match_ready,notes
DB1018,Deer,Buck,"Book Cliffs, South",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,29,0,29,31,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,31,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1019,Deer,Buck,"Fillmore, Oak Creek LE",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,32,0,32,40,8,8,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,40,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1020,Deer,Buck,Dolores Triangle,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,12,0,12,12,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,12,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1022,Deer,Buck,"San Juan, Elk Ridge",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,42,2,44,45,3,1,HARVEST_GREATER_THAN_SOURCE,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,"Buck Deer - Limited Entry - Any Weapon - San Juan, Elk Ridge - Permits: 2",2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,45,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1023,Deer,Buck,Diamond Mtn,Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,60,3,63,64,4,1,HARVEST_GREATER_THAN_SOURCE,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,"Buck Deer - Limited Entry - Any Weapon - Diamond Mtn
- Permits: 3",2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,64,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1024,Deer,Buck,"West Desert, Vernon",Limited Entry,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,127,4,131,154,27,23,HARVEST_GREATER_THAN_SOURCE,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,"Buck Deer - Limited Entry - Any Weapon - West Desert, Vernon - Permits: 4",2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,154,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1025,Deer,Buck,Book Cliffs,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,47,3,50,51,4,1,HARVEST_GREATER_THAN_SOURCE,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,Buck Deer - Limited Entry - Muzzleloader - Book Cliffs - Permits: 3,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,51,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1026,Deer,Buck,"Cache, Crawford Mtn",Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,7,1,8,8,1,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_EXACT_GAP_AND_SPECIES_UNIT,"Buck Deer - Limited Entry - Muzzleloader - Cache, Crawford Mtn - Permits: 1",2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,8,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1028,Deer,Buck,Fillmore,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,11,0,11,11,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,11,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1029,Deer,Buck,"Fillmore, Oak Creek LE",Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,12,0,12,15,3,3,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,15,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1030,Deer,Buck,Kamas,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,6,0,6,6,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,6,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1031,Deer,Buck,Dolores Triangle,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,4,0,4,4,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,4,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1032,Deer,Buck,Monroe,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,6,0,6,6,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,6,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1033,Deer,Buck,Nine Mile,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,DRAW_GREATER_THAN_HARVEST,7,0,7,6,-1,-1,SOURCE_GREATER_THAN_HARVEST,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,6,TRUE,FALSE,"Draw-result total is higher; review extraction grain, hunt status, or whether harvest report filtered the permit universe."
DB1034,Deer,Buck,Pine Valley,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,14,1,15,15,1,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_EXACT_GAP_AND_SPECIES_UNIT,Buck Deer - Limited Entry - Late-season Muzzleloader - Pine Valley - Permits: 1,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,15,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1037,Deer,Buck,"San Juan, Elk Ridge",Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,16,1,17,17,1,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,Buck Deer - Limited Entry - Late-season Muzzleloader - Manti/San Rafael - Permits: 1,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,17,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1038,Deer,Buck,Diamond Mtn,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,21,1,22,23,2,1,HARVEST_GREATER_THAN_SOURCE,EXPO_MATCHED_BY_SPECIES_UNIT_TOKENS,Buck Deer - Limited Entry - Muzzleloader - Diamond Mtn - Permits: 1,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,23,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1039,Deer,Buck,Yellowstone,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,7,0,7,7,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,7,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1040,Deer,Buck,Southwest Desert,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,5,0,5,5,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,5,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1041,Deer,Buck,"Wasatch Mtns, East",Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,29,2,31,30,1,-1,SOURCE_GREATER_THAN_HARVEST,EXPO_MATCHED_BY_EXACT_GAP_AND_SPECIES_UNIT,"Buck Deer - Limited Entry - Late-season Muzzleloader - Wasatch Mtns, West - Permits: 1|Buck Deer - Limited Entry - Late-season Muzzleloader - Wasatch Mtns, East - Permits: 1",2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,30,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1042,Deer,Buck,"West Desert, Vernon",Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,44,0,44,50,6,6,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,50,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1043,Deer,Buck,Zion,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,14,1,15,15,1,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_EXACT_GAP_AND_SPECIES_UNIT,Buck Deer - Limited Entry - Late-season Muzzleloader - Zion - Permits: 1,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,15,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1044,Deer,Buck,Book Cliffs,Limited Entry,Multiseason,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,7,0,7,9,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,9,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1045,Deer,Buck,"Fillmore, Oak Creek LE",Limited Entry,Multiseason,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,2,0,2,3,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,3,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1046,Deer,Buck,"San Juan, Elk Ridge",Limited Entry,Multiseason,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,2,0,2,3,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,3,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1047,Deer,Buck,Diamond Mtn,Limited Entry,Multiseason,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,3,0,3,5,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,5,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1048,Deer,Buck,"West Desert, Vernon",Limited Entry,Multiseason,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,7,2,9,9,2,0,TOTAL_PERMIT_MATCH,EXPO_MATCHED_BY_EXACT_GAP_AND_SPECIES_UNIT,"Buck Deer - Limited Entry - Muzzleloader - West Desert, Vernon - Permits: 2",2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,9,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1053,Deer,Buck,Mt Dutton,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,5,0,5,5,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,5,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1054,Deer,Buck,Ogden,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,12,0,12,12,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,12,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1055,Deer,Buck,Fishlake,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,6,0,6,6,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,6,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1056,Deer,Male Only,Book Cliffs,Conservation,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,2,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,2,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
DB1058,Deer,Buck,Paunsaugunt,Cactus Buck,Any Legal Weapon,LE_OR_BIG_GAME_SCOPE,DRAW_GREATER_THAN_HARVEST,30,0,30,28,-2,-2,SOURCE_GREATER_THAN_HARVEST,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,28,TRUE,FALSE,"Draw-result total is higher; review extraction grain, hunt status, or whether harvest report filtered the permit universe."
DB1065,Deer,Buck,North Slope,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,15,0,15,15,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,15,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1073,Deer,Buck,Paunsaugunt,Management Buck Deer,Archery,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,9,0,9,9,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,9,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1074,Deer,Buck,Paunsaugunt,Management Buck Deer,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,9,0,9,9,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,9,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1077,Deer,Buck,Box Elder,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,DRAW_GREATER_THAN_HARVEST,25,0,25,24,-1,-1,SOURCE_GREATER_THAN_HARVEST,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,24,TRUE,FALSE,"Draw-result total is higher; review extraction grain, hunt status, or whether harvest report filtered the permit universe."
DB1078,Deer,Buck,Cache,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,10,0,10,10,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,10,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1079,Deer,Buck,Manti/San Rafael,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,DRAW_GREATER_THAN_HARVEST,41,0,41,40,-1,-1,SOURCE_GREATER_THAN_HARVEST,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,40,TRUE,FALSE,"Draw-result total is higher; review extraction grain, hunt status, or whether harvest report filtered the permit universe."
DB1080,Deer,Buck,Nebo,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,25,0,25,27,2,2,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,27,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1081,Deer,Buck,La Sal Mtns,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,9,0,9,9,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,9,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1083,Deer,Buck,Panguitch Lake,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,12,0,12,12,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,12,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1084,Deer,Buck,Boulder/Kaiparowits,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,12,0,12,12,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,12,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1085,Deer,Buck,"San Juan, Abajo Mtns",Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,13,0,13,13,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,13,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1086,Deer,Buck,Vernal/Bonanza,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,6,0,6,6,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,6,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1087,Deer,Buck,"Wasatch Mtns, West",Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,32,0,32,32,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,32,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1090,Deer,Buck,"Book Cliffs, Floy Canyon",Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,7,0,7,7,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,7,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1091,Deer,Buck,Kaiparowits HAMSS,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,5,0,5,5,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,5,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1100,Deer,Buck,Chalk Creek,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,11,0,11,11,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,11,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1101,Deer,Buck,East Canyon,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,TOTAL_PERMIT_MATCH,10,0,10,10,0,0,TOTAL_PERMIT_MATCH,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,10,TRUE,TRUE,Exact hunt-code total match between normalized draw result and preliminary harvest permit count.
DB1103,Deer,Buck,Morgan-South Rich,Limited Entry,Muzzleloader,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,7,0,7,8,1,1,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,8,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1105,Deer,Buck,East Canyon,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",LE_OR_BIG_GAME_SCOPE,DRAW_GREATER_THAN_HARVEST,7,0,7,6,-1,-1,SOURCE_GREATER_THAN_HARVEST,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,6,TRUE,FALSE,"Draw-result total is higher; review extraction grain, hunt status, or whether harvest report filtered the permit universe."
DB1106,Deer,Buck,Thousand Lakes,Limited Entry,Restricted Archery,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,11,0,11,20,9,9,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,20,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
DB1107,Deer,Buck,Thousand Lakes,Limited Entry,Restricted Muzzleloader,LE_OR_BIG_GAME_SCOPE,HARVEST_GREATER_THAN_DRAW,4,0,4,20,16,16,HARVEST_GREATER_THAN_SOURCE,NO_EXPO_MATCH,,2025 LE Deer Draw Results.pdf,2026-03-06-2025-preliminary-bg-harvest.xlsx,66,9,Nonresident|Resident,33,20,TRUE,FALSE,"Harvest permit total is higher; likely needs overlay/source-channel review such as expo, conservation, CWMU, or other field-issued permits."
