hunt_code,year,harvest_permits,draw_total_permits_reconciled,field_permit_gap,overlay_matched_permits,overlay_gap_status,matched_overlay_families,matched_overlay_sources,matched_overlay_areas,max_overlay_match_score,harvest_hunt_name,draw_hunt_name,harvest_species,draw_species,harvest_weapon,draw_weapon
DB1303,2022,4,3,1,0,NO_OVERLAY_MATCH_FOUND,,,,,North Peaks,North Peaks CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1304,2022,10,2,8,0,NO_OVERLAY_MATCH_FOUND,,,,,Two Bear,Two Bear CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1305,2022,6,1,5,0,NO_OVERLAY_MATCH_FOUND,,,,,Wallsburg,Wallsburg CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1306,2022,10,2,8,0,NO_OVERLAY_MATCH_FOUND,,,,,Washakie,Washakie CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1307,2022,49,9,40,0,NO_OVERLAY_MATCH_FOUND,,,,,Weber Florence Creek,Cwmu Buck Deer - Weber Florence Creek - Any Legal Weapon,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1308,2022,15,4,11,0,NO_OVERLAY_MATCH_FOUND,,,,,West Hills,West Hills CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1309,2022,18,8,10,0,NO_OVERLAY_MATCH_FOUND,,,,,West Willow Creek Ranch,West Willow Creek Ranch CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1310,2022,4,3,1,0,NO_OVERLAY_MATCH_FOUND,,,,,White's Valley,White's Valley CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1312,2022,3,1,2,0,NO_OVERLAY_MATCH_FOUND,,,,,Woodruff Creek South,Woodruff Creek South CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1317,2022,14,4,10,0,NO_OVERLAY_MATCH_FOUND,,,,,Jacob's Creek,Jacob's Creek CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1320,2022,9,2,7,0,NO_OVERLAY_MATCH_FOUND,,,,,Deer Creek,Cwmu Buck Deer - Deer Creek - Any Legal Weapon,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1321,2022,7,2,5,0,NO_OVERLAY_MATCH_FOUND,,,,,Mecham Ridge,Cwmu Buck Deer - Mecham Ridge - Any Legal Weapon,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1322,2022,10,2,8,0,NO_OVERLAY_MATCH_FOUND,,,,,Pahvant Ensign,Pahvant Ensign CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1324,2022,3,2,1,0,NO_OVERLAY_MATCH_FOUND,,,,,Royal Ivory Outfitters,Cwmu Buck Deer - Royal Ivory Outfitters - Any Legal Weapon,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1325,2022,7,2,5,0,NO_OVERLAY_MATCH_FOUND,,,,,Double Cone,Double Cone CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1326,2022,3,1,2,0,NO_OVERLAY_MATCH_FOUND,,,,,Rosette,Rosette CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1327,2022,5,1,4,0,NO_OVERLAY_MATCH_FOUND,,,,,Mountain Sky Ranch,Mountain Sky Ranch CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1329,2022,9,2,7,0,NO_OVERLAY_MATCH_FOUND,,,,,Indian Canyon,Cwmu Buck Deer - Indian Canyon - Any Legal Weapon,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1330,2022,1,2,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Iron Spring,Iron Spring CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1331,2022,8,3,5,0,NO_OVERLAY_MATCH_FOUND,,,,,Raft River,Raft River CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1332,2022,18,5,13,0,NO_OVERLAY_MATCH_FOUND,,,,,West Ridge,West Ridge CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1333,2022,20,2,18,0,NO_OVERLAY_MATCH_FOUND,,,,,5S,5S CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1334,2022,5,3035,-3030,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Alton,Alton - Cactus Buck CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1335,2022,7,1,6,0,NO_OVERLAY_MATCH_FOUND,,,,,Big Piney Ranch,Big Piney Ranch CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1336,2022,4,1,3,0,NO_OVERLAY_MATCH_FOUND,,,,,First Light,First Light CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1337,2022,4,1,3,0,NO_OVERLAY_MATCH_FOUND,,,,,Little Pole Canyon,Little Pole Canyon CWMU,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1338,2022,3,1,2,0,NO_OVERLAY_MATCH_FOUND,,,,,Sweetwater,Cwmu Buck Deer - Sweetwater - Any Legal Weapon,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1339,2022,10,1,9,0,NO_OVERLAY_MATCH_FOUND,,,,,Double J Valley,Cwmu Buck Deer - Double J Valley - Any Legal Weapon,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DB1340,2022,9,3117,-3108,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Tunnel Hollow,Cwmu Buck Deer - Tunnel Hollow - Any Legal Weapon,Limited Entry Buck Deer,Deer,Any Legal Weapon,Any Legal Weapon
DS6600,2022,4,8,-4,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Henry Mtns,Henry Mtns,Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6601,2022,9,13,-4,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Kaiparowits, East","Kaiparowits, East",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6602,2022,8,13,-5,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Kaiparowits, Escalante","Desert Bighorn Sheep - Kaiparowits, Escalante - Any Legal Weapon",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6603,2022,5,13,-8,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Kaiparowits, West","Kaiparowits, West",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6604,2022,4,7,-3,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"La Sal, Potash/South Cisco","La Sal, Potash/South Cisco",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6606,2022,3,6,-3,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"San Juan, Lockhart","San Juan, Lockhart",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6607,2022,2,4,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"San Juan, South","San Juan, South",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6608,2022,6,10,-4,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"San Rafael, Dirty Devil","San Rafael, Dirty Devil",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6609,2022,4,8,-4,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"San Rafael, North","San Rafael, North",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6610,2022,12,20,-8,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"San Rafael, South","San Rafael, South",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6611,2022,2,5,-3,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Zion,Zion,Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6620,2022,2,4,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Pine Valley, Virgin River","Pine Valley, Virgin River",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6621,2022,4,7,-3,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Pine Valley, Beaver Dam","Pine Valley, Beaver Dam",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6622,2022,3,5,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"San Juan, North","San Juan, North",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6623,2022,1,2,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"San Juan, San Juan River","San Juan, San Juan River",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Any Legal Weapon,Any Legal Weapon
DS6624,2022,2,79,-77,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"San Rafael, Dirty Devil","San Rafael, Dirty Devil",Once-in-a-Lifetime Desert Bighorn Sheep,Desert Bighorn Sheep,Archery,Archery
EA1004,2022,27,28,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Book Cliffs, Little Creek Roadless","Antlerless Elk - Book Cliffs, Little Creek Roadless - Any Legal Weapon",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1009,2022,479,482,-3,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Cache, East","Antlerless Elk - Cache, East - Any Legal Weapon",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1010,2022,69,67,2,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Cache:1|Cache:1|Cache:1|Cache:1,0.850,"Cache, Rich","Cache, Rich",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1012,2022,10,12,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Cache, Richmond Hyde Park","Cache, Richmond Hyde Park",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1013,2022,15,9,6,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Central Mtns:1|Central Mtns:1|Central Mtns:1|Central Mtns:1,0.850,"Central Mtns, Central Manti","Manti, Central",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1015,2022,9,10,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Central Mtns, Ferron Canyon","Manti, Ferron Canyon",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1021,2022,89,72,17,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Central Mtns:1|Central Mtns:1|Central Mtns:1|Central Mtns:1,0.850,"Central Mtns, Nebo",Nebo,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1022,2022,121,146,-25,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Central Mtns, North Manti","Manti, North",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1023,2022,10,40,-30,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Central Mtns, South Manti","Manti, South",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1024,2022,18,10,8,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Central Mtns:1|Central Mtns:1|Central Mtns:1|Central Mtns:1,0.850,"Central Mtns, South Manti","Manti, South",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1025,2022,70,67,3,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Central Mtns:1|Central Mtns:1|Central Mtns:1|Central Mtns:1,0.850,"Central Mtns, West Manti","Manti, West",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1026,2022,348,311,37,0,NO_OVERLAY_MATCH_FOUND,,,,,Chalk Creek,Chalk Creek,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1030,2022,50,25,25,0,NO_OVERLAY_MATCH_FOUND,,,,,"Fillmore, Pahvant","Fillmore, Pahvant",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1031,2022,50,25,25,0,NO_OVERLAY_MATCH_FOUND,,,,,"Fillmore, Pahvant","Fillmore, Pahvant",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1033,2022,125,98,27,0,NO_OVERLAY_MATCH_FOUND,,,,,Kamas,Kamas,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1034,2022,25,19,6,0,NO_OVERLAY_MATCH_FOUND,,,,,"Kamas, Francis","Antlerless Elk - Kamas, Francis - Any Legal Weapon",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1035,2022,125,89,36,0,NO_OVERLAY_MATCH_FOUND,,,,,"Kamas, Oakley","Kamas, Oakley",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1038,2022,298,221,77,0,NO_OVERLAY_MATCH_FOUND,,,,,"La Sal, La Sal Mtns","La Sal, La Sal Mtns",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1039,2022,247,235,12,0,NO_OVERLAY_MATCH_FOUND,,,,,"La Sal, La Sal Mtns","La Sal, La Sal Mtns",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1040,2022,9,10,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Monroe, Koosharem Valley","Antlerless Elk - Monroe, Koosharem Valley - Any Legal Weapon",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1044,2022,49,44,5,0,NO_OVERLAY_MATCH_FOUND,,,,,"Morgan-South Rich, South Rich","Morgan-South Rich, South Rich",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1052,2022,249,229,20,0,NO_OVERLAY_MATCH_FOUND,,,,,"Nine Mile, Avintaquin-West Anthro","Antlerless Elk - Nine Mile, Avintaquin-west Anthro - Any Legal Weapon",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1054,2022,249,182,67,0,NO_OVERLAY_MATCH_FOUND,,,,,"Nine Mile, West Anthro","Nine Mile, West Anthro",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1058,2022,100,49,51,0,NO_OVERLAY_MATCH_FOUND,,,,,"North Slope, Henrys Fork-Burnt Fork","North Slope, Henry's Fork-Burnt Fork",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1060,2022,20,9,11,0,NO_OVERLAY_MATCH_FOUND,,,,,"North Slope, West Daggett","North Slope, West Daggett",Antlerless Elk,Elk,Muzzleloader,Muzzleloader
EA1063,2022,28,19,9,0,NO_OVERLAY_MATCH_FOUND,,,,,Ogden,Ogden,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1064,2022,30,20,10,0,NO_OVERLAY_MATCH_FOUND,,,,,Ogden,Ogden,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1069,2022,15,73,-58,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Panguitch Lake,Panguitch Lake,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1073,2022,49,48,1,0,NO_OVERLAY_MATCH_FOUND,,,,,Paunsaugunt,Paunsaugunt,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1074,2022,10,19,-9,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Pine Valley,Antlerless Elk - Pine Valley - Any Legal Weapon,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1075,2022,14,10,4,4,FIELD_PERMIT_GAP_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Plateau:1|Plateau:1|Plateau:1|Plateau:1,0.850,"Plateau, Boulder East",Boulder East,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1076,2022,15,10,5,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Plateau:1|Plateau:1|Plateau:1|Plateau:1,0.850,"Plateau, Boulder West",Boulder West,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1077,2022,18,19,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Plateau, Boulder-Circle Cliffs",Boulder-Circle Cliffs,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1078,2022,258,239,19,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Plateau:1|Plateau:1|Plateau:1|Plateau:1,0.850,"Plateau, Fishlake/Thousand Lakes",Fishlake/Thousand Lakes,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1079,2022,127,80,47,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Plateau:1|Plateau:1|Plateau:1|Plateau:1,0.850,"Plateau, Fishlake/Thousand Lakes East",Fishlake/Thousand Lakes East,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1080,2022,77,80,-3,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Plateau, Fishlake/Thousand Lakes West",Fishlake/Thousand Lakes West,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1081,2022,125,115,10,0,NO_OVERLAY_MATCH_FOUND,,,,,San Juan,San Juan,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1082,2022,125,116,9,0,NO_OVERLAY_MATCH_FOUND,,,,,San Juan,San Juan,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1084,2022,5,4,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"San Rafael, North","San Rafael, North",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1085,2022,98,97,1,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Bonanza/Vernal",Vernal/Bonanza,Antlerless Elk,Elk,Archery,Archery
EA1089,2022,49,48,1,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Diamond Mtn",Diamond Mtn,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1090,2022,50,48,2,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Diamond Mtn",Diamond Mtn,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1091,2022,50,49,1,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Diamond Mtn","Antlerless Elk - South Slope, Diamond Mtn - Any Legal Weapon",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1094,2022,100,79,21,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Mosby Mtn","Vernal, Mosby Mtn",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1098,2022,73,71,2,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Yellowstone","Antlerless Elk - South Slope, Yellowstone - Any Legal Weapon",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1099,2022,73,72,1,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Yellowstone","Antlerless Elk - South Slope, Yellowstone - Any Legal Weapon",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1100,2022,75,62,13,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Yellowstone","Antlerless Elk - South Slope, Yellowstone - Any Legal Weapon",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1101,2022,50,96,-46,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Southwest Desert,Southwest Desert,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1112,2022,50,49,1,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1,0.850,"Wasatch Mtns, Wallsburg","Wasatch Mtns, Wallsburg",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1116,2022,40,92,-52,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Zion,Antlerless Elk - Zion - Any Legal Weapon,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1117,2022,159,178,-19,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Zion,Zion,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1118,2022,13,9,4,0,NO_OVERLAY_MATCH_FOUND,,,,,Alton,Alton CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1119,2022,16,12,4,0,NO_OVERLAY_MATCH_FOUND,,,,,Bar J Ranch,Bar J Ranch CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1120,2022,20,12,8,0,NO_OVERLAY_MATCH_FOUND,,,,,Bear Mountain,Bear Mountain CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1121,2022,11,10,1,0,NO_OVERLAY_MATCH_FOUND,,,,,Boobe Hole,Boobe Hole CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1124,2022,12,11,1,0,NO_OVERLAY_MATCH_FOUND,,,,,Chimney Rock,Chimney Rock CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1126,2022,5,4,1,0,NO_OVERLAY_MATCH_FOUND,,,,,Cotton Thomas,Cwmu Antlerless Elk - Cotton Thomas - Any Legal Weapon,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1129,2022,293,309,-16,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Deseret,Deseret CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1130,2022,7,6,1,0,NO_OVERLAY_MATCH_FOUND,,,,,Double Cone,Double Cone CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1131,2022,25,24,1,0,NO_OVERLAY_MATCH_FOUND,,,,,Durst Mountain,Durst Mountain CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1132,2022,30,29,1,0,NO_OVERLAY_MATCH_FOUND,,,,,East Fork Chalk Creek,East Fork Chalk Creek CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1134,2022,68,60,8,0,NO_OVERLAY_MATCH_FOUND,,,,,Ensign Ranches,Ensign Ranches CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1136,2022,50,46,4,0,NO_OVERLAY_MATCH_FOUND,,,,,Grass Valley/Clark Canyon,Grass Valley/Clark Canyon CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1137,2022,15,8,7,0,NO_OVERLAY_MATCH_FOUND,,,,,Grazing Pasture,Grazing Pasture CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1140,2022,10,8,2,0,NO_OVERLAY_MATCH_FOUND,,,,,Heaston East,Heaston East CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1141,2022,12,10,2,0,NO_OVERLAY_MATCH_FOUND,,,,,Hiawatha,Hiawatha CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1142,2022,8,6,2,0,NO_OVERLAY_MATCH_FOUND,,,,,Indian Head,Indian Head CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1143,2022,35,21,14,0,NO_OVERLAY_MATCH_FOUND,,,,,J. B. Ranch,Circle E Ranch CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
