hunt_code,year,harvest_permits,draw_total_permits_reconciled,field_permit_gap,overlay_matched_permits,overlay_gap_status,matched_overlay_families,matched_overlay_sources,matched_overlay_areas,max_overlay_match_score,harvest_hunt_name,draw_hunt_name,harvest_species,draw_species,harvest_weapon,draw_weapon
EA1193,2023,50,69,-19,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Cache, Rich","Cache, Rich",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1194,2023,5,9,-4,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Cache, Richmond Hyde Park Any Legal Weapon 5 3 0 0.0 5.","Antlerless Elk - Cache, Richmond Hyde Park - Any Legal Weapon",Antlerless Elk,Elk,,Any Legal Weapon
EA1196,2023,74,75,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"North Slope, Summit","North Slope, Summit",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1201,2023,10,5,5,0,NO_OVERLAY_MATCH_FOUND,,,,,Mountain Sky Ranch Any Legal Weapon 5 5,Mountain Sky Ranch CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1205,2023,5,9,-4,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Cache, Richmond Hyde Park Any Legal Weapon 5 5 0 0.0","Antlerless Elk - Cache, Richmond Hyde Park - Any Legal Weapon",Antlerless Elk,Elk,,Any Legal Weapon
EA1206,2023,10,9,1,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Cache:1|Cache:1|Cache:1|Cache:1,0.850,"Cache, Richmond Hyde Park Any Legal Weapon 5 4 2 50.0 3.","Cache, Richmond Hyde Park",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1207,2023,20,19,1,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Central Mtns:1|Central Mtns:1|Central Mtns:1|Central Mtns:1,0.850,"Central Mtns, Moroni Hills","Nebo, Moroni Hills",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1208,2023,219,100,119,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Central Mtns:1|Central Mtns:1|Central Mtns:1|Central Mtns:1,0.850,"Central Mtns, Nebo",Nebo,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1209,2023,50,49,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"Fillmore, Oak Creek LE","Fillmore, Oak Creek LE",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1217,2023,149,134,15,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1,0.850,"Wasatch Mtns, Avintaquin","Wasatch Mtns, Avintaquin",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1222,2023,30,5,25,0,NO_OVERLAY_MATCH_FOUND,,,,,"Beaver, East","Beaver, East",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1223,2023,30,5,25,0,NO_OVERLAY_MATCH_FOUND,,,,,"Beaver, East","Beaver, East",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1224,2023,128,127,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"Book Cliffs, Bitter Creek/South","Book Cliffs, Bitter Creek/South",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1225,2023,158,161,-3,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Book Cliffs, Bitter Creek/South","Book Cliffs, Bitter Creek/South",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1226,2023,20,9,11,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Central Mtns:1|Central Mtns:1|Central Mtns:1|Central Mtns:1,0.850,"Central Mtns, Moroni Hills","Nebo, Moroni Hills",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1227,2023,10,9,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"Fillmore, Kanosh Valley","Antlerless Elk - Fillmore, Kanosh Valley - Any Legal Weapon",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1228,2023,100,58,42,0,NO_OVERLAY_MATCH_FOUND,,,,,Morgan-South Rich,Morgan-South Rich,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1229,2023,175,138,37,0,NO_OVERLAY_MATCH_FOUND,,,,,Morgan-South Rich,Morgan-South Rich,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1231,2023,100,49,51,0,NO_OVERLAY_MATCH_FOUND,,,,,"West Desert, Tintic Valley","West Desert, Tintic Valley",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1233,2023,10,4,6,0,NO_OVERLAY_MATCH_FOUND,,,,,Avintaquin Canyon,Avintaquin Canyon CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1234,2023,18,13,5,0,NO_OVERLAY_MATCH_FOUND,,,,,Royal Ivory Outfitters,Royal Ivory Outfitters CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1235,2023,10,5,5,0,NO_OVERLAY_MATCH_FOUND,,,,,Sharp Mountain Any Legal Weapon 10,Sharp Mountain CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1236,2023,352,353,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,East Canyon,East Canyon,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1237,2023,150,53,97,0,NO_OVERLAY_MATCH_FOUND,,,,,"La Sal, La Sal Mtns, North","La Sal, La Sal Mtns-North",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1239,2023,30,38,-8,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Nine Mile, Range Creek","Nine Mile, Range Creek",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1240,2023,119,50,69,0,NO_OVERLAY_MATCH_FOUND,,,,,"Nine Mile, Range Creek","Nine Mile, Range Creek",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1242,2023,100,89,11,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Buckskin Hills-Jensen","Vernal, Buckskin Hills-Jensen",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1243,2023,99,88,11,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Buckskin Hills-Jensen","Vernal, Buckskin Hills-Jensen",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1244,2023,150,267,-117,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"South Slope, Yellowstone",Yellowstone,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1245,2023,50,70,-20,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"South Slope, Yellowstone",Yellowstone,Antlerless Elk,Elk,Muzzleloader,Muzzleloader
EA1251,2023,17,19,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Southwest Desert, Burbank/Garrison","Southwest Desert, Burbank/Garrison",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1252,2023,15,17,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Southwest Desert, Burbank/Garrison","Antlerless Elk - Southwest Desert, Burbank/garrison - Any Legal Weapon",Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1254,2023,24,18,6,0,NO_OVERLAY_MATCH_FOUND,,,,,Pine Valley,Pine Valley,Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1255,2023,5,4,1,0,NO_OVERLAY_MATCH_FOUND,,,,,5S,Cwmu Antlerless Elk - 5s - Any Legal Weapon,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1256,2023,12,9,3,0,NO_OVERLAY_MATCH_FOUND,,,,,Little Pole Canyon Any Legal Weapon 9,Little Pole Canyon CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EA1257,2023,5,274,-269,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Tunnel Hollow,Tunnel Hollow CWMU,CWMU Antlerless Elk,Elk,Any Legal Weapon,Any Legal Weapon
EB3000,2023,20,16,4,0,NO_OVERLAY_MATCH_FOUND,,,,,"Beaver, East",Beaver East,Elk,Elk,Archery,Archery
EB3003,2023,14,13,1,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Cache:1|Cache:1|Cache:1|Cache:1,0.850,"Cache, Meadowville",Cache Meadowville,Elk,Elk,Archery,Archery
EB3005,2023,9,8,1,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Cache:1|Cache:1|Cache:1|Cache:1,0.850,"Cache, South",Cache South,Elk,Elk,Archery,Archery
EB3006,2023,165,138,27,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Central Mtns:1|Central Mtns:1|Central Mtns:1|Central Mtns:1,0.850,"Central Mtns, Manti",Manti,Elk,Elk,Archery,Archery
EB3008,2023,19,13,6,0,NO_OVERLAY_MATCH_FOUND,,,,,"Fillmore, Pahvant",Fillmore Pahvant,Elk,Elk,Archery,Archery
EB3009,2023,38,32,6,0,NO_OVERLAY_MATCH_FOUND,,,,,"La Sal, La Sal Mtns",La Sal Mtns,Elk,Elk,Archery,Archery
EB3010,2023,15,13,2,0,NO_OVERLAY_MATCH_FOUND,,,,,Monroe,Monroe,Elk,Elk,Archery,Archery
EB3011,2023,16,13,3,0,NO_OVERLAY_MATCH_FOUND,,,,,Mt Dutton,Mt Dutton,Elk,Elk,Archery,Archery
EB3013,2023,7,6,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"North Slope, Three Corners",North Slope Three Corners,Elk,Elk,Archery,Archery
EB3015,2023,13,10,3,0,NO_OVERLAY_MATCH_FOUND,,,,,Panguitch Lake,Panguitch Lake,Elk,Elk,Archery,Archery
EB3018,2023,73,62,11,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Plateau:1|Plateau:1|Plateau:1|Plateau:1,0.850,"Plateau, Fishlake/Thousand Lakes",Fishlake/Thousand Lakes,Elk,Elk,Archery,Archery
EB3019,2023,25,17,8,0,NO_OVERLAY_MATCH_FOUND,,,,,San Juan Bull Elk,San Juan Bull Elk,Elk,Elk,Archery,Archery
EB3020,2023,25,17,8,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Diamond Mtn",Diamond Mtn,Elk,Elk,Archery,Archery
EB3022,2023,236,231,5,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1,0.850,Wasatch Mtns,Wasatch Mtns,Elk,Elk,Archery,Archery
EB3024,2023,11,21,-10,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Beaver, East",Beaver East,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3025,2023,13,15,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Beaver, East",Beaver East,Elk,Elk,Late Any Legal Weapon,Any Legal Weapon
EB3028,2023,1,4,-3,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Book Cliffs, Little Creek Roadless",Book Cliffs Little Creek Roadless,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3031,2023,14,12,2,0,NO_OVERLAY_MATCH_FOUND,,,,,"Box Elder, Pilot Mtn",Box Elder Pilot Mtn,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3032,2023,6,19,-13,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Cache, Meadowville",Cache Meadowville,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3033,2023,10,14,-4,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Cache, Meadowville",Cache Meadowville,Elk,Elk,Late Any Legal Weapon,Any Legal Weapon
EB3036,2023,4,12,-8,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Cache, South",Cache South,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3037,2023,6,7,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Cache, South",Cache South,Elk,Elk,Late Any Legal Weapon,Any Legal Weapon
EB3038,2023,72,153,-81,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Central Mtns, Manti",Manti,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3039,2023,111,121,-10,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Central Mtns, Manti",Manti,Elk,Elk,Late Any Legal Weapon,Any Legal Weapon
EB3042,2023,13,18,-5,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Fillmore, Pahvant",Fillmore Pahvant,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3044,2023,7,5,2,0,NO_OVERLAY_MATCH_FOUND,,,,,"La Sal, Dolores Triangle",Dolores Triangle,Elk,Elk,Late Any Legal Weapon,Any Legal Weapon
EB3045,2023,18,44,-26,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"La Sal, La Sal Mtns",La Sal Mtns,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3046,2023,24,29,-5,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"La Sal, La Sal Mtns",La Sal Mtns,Elk,Elk,Late Any Legal Weapon,Any Legal Weapon
EB3047,2023,10,17,-7,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Monroe,Monroe,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3048,2023,10,11,-1,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Monroe,Monroe,Elk,Elk,Late Any Legal Weapon,Any Legal Weapon
EB3049,2023,8,15,-7,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Mt Dutton,Mt Dutton,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3050,2023,12,9,3,0,NO_OVERLAY_MATCH_FOUND,,,,,Mt Dutton,Mt Dutton,Elk,Elk,Late Any Legal Weapon,Any Legal Weapon
EB3053,2023,16,14,2,0,NO_OVERLAY_MATCH_FOUND,,,,,"North Slope, Three Corners",North Slope Three Corners,Elk,Elk,Mid Any Legal Weapon,Any Legal Weapon
EB3056,2023,10,12,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Panguitch Lake,Panguitch Lake,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3057,2023,9,7,2,0,NO_OVERLAY_MATCH_FOUND,,,,,Panguitch Lake,Panguitch Lake,Elk,Elk,Late Any Legal Weapon,Any Legal Weapon
EB3063,2023,32,55,-23,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,"Plateau, Fishlake/Thousand Lakes",Fishlake/Thousand Lakes,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3064,2023,86,43,43,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Plateau:1|Plateau:1|Plateau:1|Plateau:1,0.850,"Plateau, Fishlake/Thousand Lakes",Fishlake/Thousand Lakes,Elk,Elk,Mid Any Legal Weapon,Any Legal Weapon
EB3065,2023,51,43,8,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Plateau:1|Plateau:1|Plateau:1|Plateau:1,0.850,"Plateau, Fishlake/Thousand Lakes",Fishlake/Thousand Lakes,Elk,Elk,Late Any Legal Weapon,Any Legal Weapon
EB3066,2023,14,24,-10,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,San Juan Bull Elk,San Juan Bull Elk,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3067,2023,14,16,-2,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,San Juan Bull Elk,San Juan Bull Elk,Elk,Elk,Late Any Legal Weapon,Any Legal Weapon
EB3068,2023,26,22,4,4,FIELD_PERMIT_GAP_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Diamond Mtn",Diamond Mtn,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3069,2023,35,15,20,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Diamond Mtn",Diamond Mtn,Elk,Elk,Mid Any Legal Weapon,Any Legal Weapon
EB3072,2023,101,209,-108,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Wasatch Mtns,Wasatch Mtns,Elk,Elk,Early Any Legal Weapon,Any Legal Weapon
EB3073,2023,161,158,3,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1,0.850,Wasatch Mtns,Wasatch Mtns,Elk,Elk,Late Any Legal Weapon,Any Legal Weapon
EB3077,2023,12,10,2,0,NO_OVERLAY_MATCH_FOUND,,,,,"Beaver, East",Beaver East,Elk,Elk,Muzzleloader,Muzzleloader
EB3083,2023,5,4,1,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Cache:1|Cache:1|Cache:1|Cache:1,0.850,"Cache, South",Cache South,Elk,Elk,Muzzleloader,Muzzleloader
EB3084,2023,99,83,16,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Central Mtns:1|Central Mtns:1|Central Mtns:1|Central Mtns:1,0.850,"Central Mtns, Manti",Manti,Elk,Elk,Muzzleloader,Muzzleloader
EB3086,2023,10,8,2,0,NO_OVERLAY_MATCH_FOUND,,,,,"Fillmore, Pahvant",Fillmore Pahvant,Elk,Elk,Muzzleloader,Muzzleloader
EB3087,2023,23,20,3,0,NO_OVERLAY_MATCH_FOUND,,,,,"La Sal, La Sal Mtns",La Sal Mtns,Elk,Elk,Muzzleloader,Muzzleloader
EB3088,2023,10,8,2,0,NO_OVERLAY_MATCH_FOUND,,,,,Monroe,Monroe,Elk,Elk,Muzzleloader,Muzzleloader
EB3089,2023,10,14,-4,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Mt Dutton,Mt Dutton,Elk,Elk,Muzzleloader,Muzzleloader
EB3093,2023,8,11,-3,0,NOT_OVERLAY_EXPLAINED_DRAW_GE_HARVEST,,,,,Panguitch Lake,Panguitch Lake,Elk,Elk,Muzzleloader,Muzzleloader
EB3096,2023,45,38,7,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Plateau:1|Plateau:1|Plateau:1|Plateau:1,0.850,"Plateau, Fishlake/Thousand Lakes",Fishlake/Thousand Lakes,Elk,Elk,Muzzleloader,Muzzleloader
EB3097,2023,15,11,4,0,NO_OVERLAY_MATCH_FOUND,,,,,San Juan Bull Elk,San Juan Bull Elk,Elk,Elk,Muzzleloader,Muzzleloader
EB3098,2023,21,10,11,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Diamond Mtn",Diamond Mtn,Elk,Elk,Muzzleloader,Muzzleloader
EB3100,2023,143,137,6,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1,0.850,Wasatch Mtns,Wasatch Mtns,Elk,Elk,Muzzleloader,Muzzleloader
EB3102,2023,3,2,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"Beaver, East",Beaver East,Elk,Elk,Multiseason,Multiseason
EB3105,2023,3,2,1,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Cache:1|Cache:1|Cache:1|Cache:1,0.850,"Cache, Meadowville",Cache Meadowville,Elk,Elk,Multiseason,Multiseason
EB3107,2023,2,1,1,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Cache:1|Cache:1|Cache:1|Cache:1,0.850,"Cache, South",Cache South,Elk,Elk,Multiseason,Multiseason
EB3108,2023,22,17,5,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Central Mtns:1|Central Mtns:1|Central Mtns:1|Central Mtns:1,0.850,"Central Mtns, Manti",Manti,Elk,Elk,Multiseason,Multiseason
EB3110,2023,3,2,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"Fillmore, Pahvant",Fillmore Pahvant,Elk,Elk,Multiseason,Multiseason
EB3111,2023,5,4,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"La Sal, La Sal Mtns",La Sal Mtns,Elk,Elk,Multiseason,Multiseason
EB3112,2023,3,2,1,0,NO_OVERLAY_MATCH_FOUND,,,,,Monroe,Monroe,Elk,Elk,Multiseason,Multiseason
EB3113,2023,3,2,1,0,NO_OVERLAY_MATCH_FOUND,,,,,Mt Dutton,Mt Dutton,Elk,Elk,Multiseason,Multiseason
EB3115,2023,2,1,1,0,NO_OVERLAY_MATCH_FOUND,,,,,"North Slope, Three Corners",North Slope Three Corners,Elk,Elk,Multiseason,Multiseason
EB3117,2023,3,1,2,0,NO_OVERLAY_MATCH_FOUND,,,,,Panguitch Lake,Panguitch Lake,Elk,Elk,Multiseason,Multiseason
EB3120,2023,11,8,3,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Plateau:1|Plateau:1|Plateau:1|Plateau:1,0.850,"Plateau, Fishlake/Thousand Lakes",Fishlake/Thousand Lakes,Elk,Elk,Multiseason,Multiseason
EB3121,2023,4,2,2,0,NO_OVERLAY_MATCH_FOUND,,,,,San Juan Bull Elk,San Juan Bull Elk,Elk,Elk,Multiseason,Multiseason
EB3122,2023,4,2,2,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,South Slope:1|South Slope:1|South Slope:1|South Slope:1,0.850,"South Slope, Diamond Mtn",Diamond Mtn,Elk,Elk,Multiseason,Multiseason
EB3124,2023,31,27,4,4,FIELD_PERMIT_GAP_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1,0.850,Wasatch Mtns,Wasatch Mtns,Elk,Elk,Multiseason,Multiseason
EB3126,2023,193,43,150,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Central Mtns:1|Central Mtns:1|Central Mtns:1|Central Mtns:1,0.850,"Central Mtns, Manti",Manti,Elk,Elk,Mid Any Legal Weapon,Any Legal Weapon
EB3127,2023,277,159,118,4,FIELD_PERMIT_GAP_PARTIALLY_EXPLAINED_BY_OVERLAYS,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1|Wasatch Mtns:1,0.850,Wasatch Mtns,Wasatch Mtns,Elk,Elk,Mid Any Legal Weapon,Any Legal Weapon
EB3132,2023,22,20,2,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Cache:1|Cache:1|Cache:1|Cache:1,0.850,"Cache, North",Cache North,Elk,Elk,September Archery,Archery
EB3135,2023,10,8,2,4,OVERLAY_CANDIDATES_EXCEED_GAP_REVIEW,CONSERVATION_LIBRARY_MASTER,pipeline/RAW/hunt_unit_database/library-master.csv,Plateau:1|Plateau:1|Plateau:1|Plateau:1,0.850,"Plateau, Barney Top/Kaiparowits",Barney Top/Kaiparowits,Elk,Elk,September Archery,Archery
EB3136,2023,10,8,2,0,NO_OVERLAY_MATCH_FOUND,,,,,"Southwest Desert, North",Southwest Desert North,Elk,Elk,September Archery,Archery
EB3137,2023,15,13,2,0,NO_OVERLAY_MATCH_FOUND,,,,,"West Desert, Deep Creek",West Desert Deep Creek,Elk,Elk,September Archery,Archery
