row_number,hunt_code,raw_hunt_name,normalized_family_before,normalized_family_after,source_classification_before,source_classification_after,hunt_type_before,hunt_type_after,numeric_fields_changed
50689,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50690,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50691,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50692,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50693,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50694,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50695,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50696,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50697,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50698,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50699,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50700,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50701,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50702,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50703,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50704,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50705,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50706,PB5026,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, Bitter Creek - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50707,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50708,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50709,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50710,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50711,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50712,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50713,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50714,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50715,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50716,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50717,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50718,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50719,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50720,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50721,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50722,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50723,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50724,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50725,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50726,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50727,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50728,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50729,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50730,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50731,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50732,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50733,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50734,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50735,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50736,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50737,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50738,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50739,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50740,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50741,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50742,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50743,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50744,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50745,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50746,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50747,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50748,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50749,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50750,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50751,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50752,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50753,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50754,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50755,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50756,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50757,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50758,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50759,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50760,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50761,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50762,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50763,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50764,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50765,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50766,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50767,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50768,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50769,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50770,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50771,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50772,PB5027,"Limited-entry Alw (rifle) Buck Pronghorn - Book Cliffs, South - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50773,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50774,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50775,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50776,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50777,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50778,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50779,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50780,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50781,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50782,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50783,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50784,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50785,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50786,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50787,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50788,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50789,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50790,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50791,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50792,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50793,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50794,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
50795,PB5028,"Limited-entry Alw (rifle) Buck Pronghorn - Box Elder, Promontory - Any Legal Weapon",LE,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,LIMITED_ENTRY_PRONGHORN,L.E.,L.E.,false
