hunt_code,hunt_name,species,residency,hunt_class,modeled_draw_probability,harvest_success_pct,permits_2026_total,sleeper_score,sleeper_reasons,data_limitations
EB3194,San Juan Bull Elk,Elk,Resident,Mature Bull,6.2,88.6,37,6,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; management objective meeting/above where comparable data exists; not an obvious marquee hunt name,
EB3196,Diamond Mtn,Elk,Nonresident,Mature Bull,0,61.1,19,4,permit count at or above peer median; point creep not worse than peer median; management objective meeting/above where comparable data exists; not an obvious marquee hunt name,
EB3196,Diamond Mtn,Elk,Resident,Mature Bull,0,61.1,19,4,permit count at or above peer median; point creep not worse than peer median; management objective meeting/above where comparable data exists; not an obvious marquee hunt name,
EB3197,"Southwest Desert, South",Elk,Resident,Mature Bull,0,12.5,20,4,permit count at or above peer median; point creep not worse than peer median; management objective meeting/above where comparable data exists; not an obvious marquee hunt name,
EB3198,"Southwest Desert, South",Elk,Nonresident,Mature Bull,0.3,69.4,51,4,permit count at or above peer median; point creep not worse than peer median; management objective meeting/above where comparable data exists; not an obvious marquee hunt name,
EB3198,"Southwest Desert, South",Elk,Resident,Mature Bull,6,69.4,51,5,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; management objective meeting/above where comparable data exists; not an obvious marquee hunt name,
EB3514,Deseret CWMU,Elk,Resident,CWMU,6.9,89,19,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3519,Ensign Ranches CWMU,Elk,Resident,CWMU,3.3,100,6,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3521,Grass Valley/Clark Canyon CWMU,Elk,Resident,CWMU,18.3,75.3,10,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3536,Minnie Maud Ridge CWMU,Elk,Resident,CWMU,12.9,43.6,5,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EB3619,Weber Florence Creek/Stillman Creek CWMU,Elk,Resident,CWMU,10,87.9,10,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5011,"Nine Mile, Anthro-Myton Bench",Pronghorn,Nonresident,Limited Entry,0.1,93.5,33,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5011,"Nine Mile, Anthro-Myton Bench",Pronghorn,Resident,Limited Entry,0,93.5,33,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5018,Southwest Desert,Pronghorn,Resident,Limited Entry,0,90.3,35,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5019,"West Desert, Riverbed",Pronghorn,Nonresident,Limited Entry,0,94.4,20,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5019,"West Desert, Riverbed",Pronghorn,Resident,Limited Entry,0,94.4,20,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5025,Beaver,Pronghorn,Resident,Limited Entry,0,90.9,48,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5033,"Fillmore, Oak Creek South",Pronghorn,Resident,Limited Entry,0,97.9,51,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5035,"La Sal, Potash/South Cisco",Pronghorn,Resident,Limited Entry,0,100,24,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5040,"North Slope, Three Corners/West Daggett",Pronghorn,Nonresident,Limited Entry,0,92.3,32,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5040,"North Slope, Three Corners/West Daggett",Pronghorn,Resident,Limited Entry,0,92.3,32,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5041,"Panguitch Lake/Zion, North",Pronghorn,Resident,Limited Entry,0,100,23,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5046,"San Rafael, North",Pronghorn,Nonresident,Limited Entry,0,92.9,69,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5046,"San Rafael, North",Pronghorn,Resident,Limited Entry,0,92.9,69,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5047,Diamond Mtn/Bonanza,Pronghorn,Nonresident,Limited Entry,0,90.9,56,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5047,Diamond Mtn/Bonanza,Pronghorn,Resident,Limited Entry,0,90.9,56,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5050,"West Desert, Riverbed",Pronghorn,Resident,Limited Entry,0,94.9,81,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5051,"West Desert, Rush Valley",Pronghorn,Nonresident,Limited Entry,0,94.4,36,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5051,"West Desert, Rush Valley",Pronghorn,Resident,Limited Entry,0,94.4,36,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5060,Diamond Mtn/Bonanza,Pronghorn,Resident,Limited Entry,0,100,19,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5076,Parker Mtn,Pronghorn,Nonresident,Limited Entry,0.1,96.1,150,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PB5076,Parker Mtn,Pronghorn,Resident,Limited Entry,0,96.1,150,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1000,"Box Elder, Snowville",Pronghorn,Nonresident,Antlerless,59.5,47.1,40,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1035,"Fillmore, Oak Creek South",Pronghorn,Nonresident,Antlerless,0,100,30,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1054,Parker Mtn,Pronghorn,Nonresident,Antlerless,100,20,30,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1054,Parker Mtn,Pronghorn,Resident,Antlerless,89.7,20,30,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1055,Parker Mtn,Pronghorn,Nonresident,Antlerless,100,43.3,35,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1055,Parker Mtn,Pronghorn,Resident,Antlerless,90.8,43.3,35,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1057,"Parker Mtn, Highlands",Pronghorn,Nonresident,Antlerless,0,90.6,30,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1057,"Parker Mtn, Highlands",Pronghorn,Resident,Antlerless,0,90.6,30,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1058,"Parker Mtn, Highlands",Pronghorn,Nonresident,Antlerless,25,45.5,40,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1059,"Parker Mtn, Plains",Pronghorn,Nonresident,Antlerless,21.7,82.6,35,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
PD1059,"Parker Mtn, Plains",Pronghorn,Resident,Antlerless,0,82.6,35,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1060,"Parker Mtn, Plains",Pronghorn,Nonresident,Antlerless,0,85.7,40,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
PD1060,"Parker Mtn, Plains",Pronghorn,Resident,Antlerless,0,85.7,40,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
