source_pdf,pdf_page,table_index,row_index,hunt_code,reason,tokens
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,192,0,33,DB1344,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 4 | 0 | 1 | 1 | 1 in 4.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,193,0,33,DB1345,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 17 | 0 | 1 | 1 | 1 in 17.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,194,0,33,DB1347,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 6 | 1 | 1 | 2 | 1 in 3.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,195,0,33,DB1348,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 8 | 0 | 1 | 1 | 1 in 8.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK DEER DRAW RESULTS.pdf,196,0,33,DB1349,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 82 | 5 | 4 | 9 | 1 in 9.1 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,2,0,33,PB5000,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 29 | 5 | 5 | 10 | 1 in 2.9 | Totals | 21 | 0 | 1 | 1 | 1 in 21.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,3,0,33,PB5001,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 23 | 6 | 7 | 13 | 1 in 1.8 | Totals | 32 | 0 | 1 | 1 | 1 in 32.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,4,0,33,PB5002,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 24 | 4 | 3 | 7 | 1 in 3.4 | Totals | 49 | 0 | 1 | 1 | 1 in 49.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,5,0,33,PB5003,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 3 | 0 | 3 | 3 | 1 in 1.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,6,0,33,PB5004,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 16 | 2 | 1 | 3 | 1 in 5.3 | Totals | 6 | 0 | 1 | 1 | 1 in 6.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,7,0,33,PB5005,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 9 | 4 | 5 | 9 | 1 in 1.0 | Totals | 4 | 0 | 1 | 1 | 1 in 4.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,8,0,33,PB5006,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 11 | 4 | 5 | 9 | 1 in 1.2 | Totals | 4 | 0 | 1 | 1 | 1 in 4.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,9,0,33,PB5008,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 50 | 6 | 6 | 12 | 1 in 4.2 | Totals | 31 | 1 | 1 | 2 | 1 in 15.5
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,10,0,33,PB5009,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 24 | 3 | 3 | 6 | 1 in 4.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,11,0,33,PB5011,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 60 | 15 | 14 | 29 | 1 in 2.1 | Totals | 47 | 2 | 1 | 3 | 1 in 15.7
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,12,0,33,PB5012,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 19 | 6 | 6 | 12 | 1 in 1.6 | Totals | 9 | 0 | 1 | 1 | 1 in 9.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,13,0,33,PB5013,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 9 | 3 | 4 | 7 | 1 in 1.3 | Totals | 14 | 0 | 1 | 1 | 1 in 14.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,14,0,33,PB5015,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 69 | 10 | 9 | 19 | 1 in 3.6 | Totals | 84 | 1 | 1 | 2 | 1 in 42.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,15,0,33,PB5016,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 50 | 9 | 8 | 17 | 1 in 2.9 | Totals | 24 | 1 | 1 | 2 | 1 in 12.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,16,0,33,PB5017,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 26 | 10 | 10 | 20 | 1 in 1.3 | Totals | 21 | 1 | 1 | 2 | 1 in 10.5
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,17,0,33,PB5018,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 67 | 15 | 15 | 30 | 1 in 2.2 | Totals | 79 | 2 | 2 | 4 | 1 in 19.8
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,18,0,33,PB5019,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 76 | 8 | 8 | 16 | 1 in 4.8 | Totals | 25 | 1 | 1 | 2 | 1 in 12.5
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,19,0,33,PB5020,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 34 | 4 | 4 | 8 | 1 in 4.3 | Totals | 5 | 0 | 1 | 1 | 1 in 5.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,20,0,33,PB5021,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 27 | 11 | 11 | 22 | 1 in 1.2 | Totals | 13 | 1 | 1 | 2 | 1 in 6.5
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,21,0,33,PB5024,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 40 | 15 | 15 | 30 | 1 in 1.3 | Totals | 54 | 2 | 2 | 4 | 1 in 13.5
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,22,0,33,PB5025,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 274 | 20 | 19 | 39 | 1 in 7.0 | Totals | 348 | 2 | 2 | 4 | 1 in 87.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,23,0,33,PB5026,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 142 | 25 | 24 | 49 | 1 in 2.9 | Totals | 196 | 3 | 3 | 6 | 1 in 32.7
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,24,0,33,PB5027,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 165 | 16 | 15 | 31 | 1 in 5.3 | Totals | 598 | 2 | 1 | 3 | 1 in 199.3
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,25,0,33,PB5028,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 68 | 7 | 7 | 14 | 1 in 4.9 | Totals | 43 | 1 | 1 | 2 | 1 in 21.5
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,26,0,33,PB5029,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 150 | 7 | 7 | 14 | 1 in 10.7 | Totals | 80 | 1 | 1 | 2 | 1 in 40.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,27,0,33,PB5030,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 247 | 14 | 13 | 27 | 1 in 9.1 | Totals | 131 | 2 | 1 | 3 | 1 in 43.7
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,28,0,33,PB5031,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 184 | 14 | 13 | 27 | 1 in 6.8 | Totals | 118 | 2 | 1 | 3 | 1 in 39.3
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,29,0,33,PB5033,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 415 | 19 | 19 | 38 | 1 in 10.9 | Totals | 336 | 3 | 2 | 5 | 1 in 67.2
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,30,0,33,PB5034,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 20 | 1 | 1 | 2 | 1 in 10.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,31,0,33,PB5035,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 93 | 10 | 10 | 20 | 1 in 4.7 | Totals | 129 | 1 | 1 | 2 | 1 in 64.5
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,32,0,33,PB5037,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 433 | 44 | 43 | 87 | 1 in 5.0 | Totals | 287 | 5 | 4 | 9 | 1 in 31.9
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,33,0,33,PB5038,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 79 | 6 | 5 | 11 | 1 in 7.2 | Totals | 33 | 0 | 1 | 1 | 1 in 33.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,34,0,33,PB5039,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 54 | 8 | 7 | 15 | 1 in 3.6 | Totals | 60 | 1 | 1 | 2 | 1 in 30.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,35,0,33,PB5040,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 220 | 17 | 17 | 34 | 1 in 6.5 | Totals | 125 | 2 | 2 | 4 | 1 in 31.3
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,36,0,33,PB5041,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 248 | 11 | 10 | 21 | 1 in 11.8 | Totals | 198 | 1 | 1 | 2 | 1 in 99.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,37,0,33,PB5042,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 120 | 10 | 10 | 20 | 1 in 6.0 | Totals | 83 | 1 | 1 | 2 | 1 in 41.5
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,38,0,33,PB5044,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 48 | 2 | 2 | 4 | 1 in 12.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,39,0,33,PB5045,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 100 | 3 | 2 | 5 | 1 in 20.0 | Totals | 82 | 0 | 1 | 1 | 1 in 82.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,40,0,33,PB5046,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 581 | 28 | 28 | 56 | 1 in 10.4 | Totals | 1075 | 3 | 3 | 6 | 1 in 179.2
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,41,0,33,PB5047,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 238 | 24 | 24 | 48 | 1 in 5.0 | Totals | 196 | 3 | 2 | 5 | 1 in 39.2
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,42,0,33,PB5048,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 259 | 30 | 29 | 59 | 1 in 4.4 | Totals | 93 | 4 | 3 | 7 | 1 in 13.3
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,43,0,33,PB5049,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 694 | 46 | 46 | 92 | 1 in 7.5 | Totals | 760 | 5 | 5 | 10 | 1 in 76.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,44,0,33,PB5050,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 647 | 33 | 33 | 66 | 1 in 9.8 | Totals | 212 | 4 | 3 | 7 | 1 in 30.3
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,45,0,33,PB5051,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 337 | 16 | 16 | 32 | 1 in 10.5 | Totals | 57 | 2 | 2 | 4 | 1 in 14.3
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,46,0,33,PB5052,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 293 | 43 | 43 | 86 | 1 in 3.4 | Totals | 233 | 5 | 5 | 10 | 1 in 23.3
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,47,0,33,PB5053,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 10 | 2 | 1 | 3 | 1 in 3.3 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,48,0,33,PB5054,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 48 | 4 | 3 | 7 | 1 in 6.9 | Totals | 39 | 0 | 1 | 1 | 1 in 39.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,49,0,33,PB5055,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 10 | 1 | 1 | 2 | 1 in 5.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,50,0,33,PB5056,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 66 | 10 | 9 | 19 | 1 in 3.5 | Totals | 48 | 1 | 1 | 2 | 1 in 24.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,51,0,33,PB5059,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 37 | 15 | 15 | 30 | 1 in 1.2 | Totals | 29 | 1 | 1 | 2 | 1 in 14.5
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,52,0,33,PB5060,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 33 | 9 | 8 | 17 | 1 in 1.9 | Totals | 23 | 1 | 1 | 2 | 1 in 11.5
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,53,0,33,PB5061,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 34 | 4 | 3 | 7 | 1 in 4.9 | Totals | 27 | 0 | 1 | 1 | 1 in 27.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,54,0,33,PB5062,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 15 | 3 | 4 | 7 | 1 in 2.1 | Totals | 21 | 0 | 1 | 1 | 1 in 21.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,55,0,33,PB5065,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 32 | 7 | 6 | 13 | 1 in 2.5 | Totals | 25 | 1 | 1 | 2 | 1 in 12.5
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,56,0,33,PB5066,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 21 | 6 | 6 | 12 | 1 in 1.8 | Totals | 22 | 0 | 1 | 1 | 1 in 22.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,57,0,33,PB5072,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 62 | 10 | 10 | 20 | 1 in 3.1 | Totals | 32 | 1 | 1 | 2 | 1 in 16.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,58,0,33,PB5073,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 205 | 3 | 3 | 6 | 1 in 34.2 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,59,0,33,PB5074,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 11 | 1 | 1 | 2 | 1 in 5.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,60,0,33,PB5075,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 13 | 1 | 1 | 2 | 1 in 6.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,61,0,33,PB5076,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 575 | 36 | 36 | 72 | 1 in 8.0 | Totals | 225 | 4 | 3 | 7 | 1 in 32.1
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,62,0,33,PB5077,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 39 | 17 | 22 | 39 | 1 in 1.0 | Totals | 27 | 3 | 6 | 9 | 1 in 3.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,63,0,33,PB5078,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 75 | 27 | 27 | 54 | 1 in 1.4 | Totals | 34 | 3 | 3 | 6 | 1 in 5.7
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,64,0,33,PB5079,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 5 | 3 | 2 | 5 | 1 in 1.0 | Totals | 12 | 0 | 2 | 2 | 1 in 6.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,65,0,33,PB5080,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 1 | 1 | 0 | 1 | 1 in 1.0 | Totals | 6 | 0 | 6 | 6 | 1 in 1.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,66,0,33,PB5300,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 18 | 2 | 2 | 4 | 1 in 4.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,67,0,33,PB5302,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 163 | 8 | 8 | 16 | 1 in 10.2 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,68,0,33,PB5305,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 4 | 0 | 1 | 1 | 1 in 4.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,69,0,33,PB5306,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 11 | 0 | 1 | 1 | 1 in 11.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,70,0,33,PB5309,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 19 | 1 | 1 | 2 | 1 in 9.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,71,0,33,PB5311,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 40 | 2 | 1 | 3 | 1 in 13.3 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,72,0,33,PB5312,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 6 | 0 | 1 | 1 | 1 in 6.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,73,0,33,PB5314,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 46 | 2 | 1 | 3 | 1 in 15.3 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,74,0,33,PB5315,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 7 | 1 | 1 | 2 | 1 in 3.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,75,0,33,PB5325,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 6 | 0 | 1 | 1 | 1 in 6.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,76,0,33,PB5326,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 11 | 0 | 1 | 1 | 1 in 11.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,77,0,33,PB5327,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 18 | 2 | 2 | 4 | 1 in 4.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,78,0,33,PB5328,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 27 | 1 | 1 | 2 | 1 in 13.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,79,0,33,PB5329,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 11 | 0 | 1 | 1 | 1 in 11.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,80,0,33,PB5330,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 21 | 1 | 1 | 2 | 1 in 10.5 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,81,0,33,PB5331,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 175 | 7 | 6 | 13 | 1 in 13.5 | Totals | 147 | 1 | 1 | 2 | 1 in 73.5
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,82,0,33,PB5332,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 9 | 2 | 1 | 3 | 1 in 3.0 | Totals | 12 | 0 | 1 | 1 | 1 in 12.0
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,83,0,33,PB5337,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 4 | 1 | 1 | 2 | 1 in 2.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,84,0,33,PB5338,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 2 | 1 | 1 | 2 | 1 in 1.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,85,0,33,PB5339,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 16 | 0 | 1 | 1 | 1 in 16.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,86,0,33,PB5342,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 6 | 1 | 1 | 2 | 1 in 3.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,87,0,33,PB5343,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 4 | 0 | 1 | 1 | 1 in 4.0 | Totals | 0 | 0 | 0 | 0 | N/A
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,88,0,33,PB5345,POINT_LIKE_ROW_NOT_STANDARD_12_TOKEN_SHAPE,Totals | 4 | 1 | 1 | 2 | 1 in 2.0 | Totals | 0 | 0 | 0 | 0 | N/A
