source_pdf,pdf_page,source_scope,hunt_code,raw_hunt_name,tables_found,point_rows_extracted
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,67,LIMITED_ENTRY_PRONGHORN,PB5302,Cwmu Buck Pronghorn - Deseret - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,68,LIMITED_ENTRY_PRONGHORN,PB5305,Cwmu Buck Pronghorn - Park Valley -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,69,LIMITED_ENTRY_PRONGHORN,PB5306,Cwmu Buck Pronghorn - Rabbit Creek -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,70,LIMITED_ENTRY_PRONGHORN,PB5309,Cwmu Buck Pronghorn - Skull Valley South - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,71,LIMITED_ENTRY_PRONGHORN,PB5311,Cwmu Buck Pronghorn - The Rose Of Snowville - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,72,LIMITED_ENTRY_PRONGHORN,PB5312,Cwmu Buck Pronghorn - Tl Bar Ranch - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,73,LIMITED_ENTRY_PRONGHORN,PB5314,Cwmu Buck Pronghorn - Westlake - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,74,LIMITED_ENTRY_PRONGHORN,PB5315,Cwmu Buck Pronghorn - Zane -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,75,LIMITED_ENTRY_PRONGHORN,PB5325,Cwmu Buck Pronghorn - Allen Ranch - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,76,LIMITED_ENTRY_PRONGHORN,PB5326,Cwmu Buck Pronghorn - Cedar Springs - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,77,LIMITED_ENTRY_PRONGHORN,PB5327,Cwmu Buck Pronghorn - Cottonwood Ridge - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,78,LIMITED_ENTRY_PRONGHORN,PB5328,Cwmu Buck Pronghorn - Pahvant Ensign - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,79,LIMITED_ENTRY_PRONGHORN,PB5329,Cwmu Buck Pronghorn - Snowville Flat - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,80,LIMITED_ENTRY_PRONGHORN,PB5330,Cwmu Buck Pronghorn - George Creek - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,81,LIMITED_ENTRY_PRONGHORN,PB5331,Limited-entry Alw (rifle) Buck Pronghorn - Mt Dutton/paunsaugunt - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,82,LIMITED_ENTRY_PRONGHORN,PB5332,Limited-entry Archery Buck Pronghorn - Mt Dutton/paunsaugunt - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,83,LIMITED_ENTRY_PRONGHORN,PB5337,Cwmu Buck Pronghorn - Heist - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,84,LIMITED_ENTRY_PRONGHORN,PB5338,Cwmu Buck Pronghorn - Castle Valley Outdoors - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,85,LIMITED_ENTRY_PRONGHORN,PB5339,Cwmu Buck Pronghorn - Iron Spring - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,86,LIMITED_ENTRY_PRONGHORN,PB5342,Cwmu Buck Pronghorn - Salt Wells - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,87,LIMITED_ENTRY_PRONGHORN,PB5343,Cwmu Buck Pronghorn - Prohibition Springs - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,88,LIMITED_ENTRY_PRONGHORN,PB5345,Cwmu Buck Pronghorn - Green River Flat - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BUCK PRONGHORN DRAW RESULTS.pdf,89,LIMITED_ENTRY_PRONGHORN,PB5346,Cwmu Buck Pronghorn - Junction Valley - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,1,LIMITED_ENTRY_ELK,,,1,0
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,2,LIMITED_ENTRY_ELK,EB3000,"Limited-entry Archery Bull Elk - Beaver, East - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,3,LIMITED_ENTRY_ELK,EB3002,"Limited-entry Archery Bull Elk - Book Cliffs, Little Creek Roadless - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,4,LIMITED_ENTRY_ELK,EB3003,"Limited-entry Archery Bull Elk - Cache, Meadowville - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,5,LIMITED_ENTRY_ELK,EB3005,"Limited-entry Archery Bull Elk - Cache, South - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,6,LIMITED_ENTRY_ELK,EB3006,Limited-entry Archery Bull Elk - Manti - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,7,LIMITED_ENTRY_ELK,EB3008,"Limited-entry Archery Bull Elk - Fillmore, Pahvant - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,8,LIMITED_ENTRY_ELK,EB3009,"Limited-entry Archery Bull Elk - La Sal, La Sal Mtns - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,9,LIMITED_ENTRY_ELK,EB3010,Limited-entry Archery Bull Elk - Monroe - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,10,LIMITED_ENTRY_ELK,EB3011,Limited-entry Archery Bull Elk - Mt Dutton - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,11,LIMITED_ENTRY_ELK,EB3013,"Limited-entry Archery Bull Elk - North Slope, Three Corners - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,12,LIMITED_ENTRY_ELK,EB3015,Limited-entry Archery Bull Elk - Panguitch Lake - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,13,LIMITED_ENTRY_ELK,EB3018,Limited-entry Archery Bull Elk - Fishlake/thousand Lakes - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,14,LIMITED_ENTRY_ELK,EB3019,Limited-entry Archery Bull Elk - San Juan Bull Elk - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,15,LIMITED_ENTRY_ELK,EB3020,Limited-entry Archery Bull Elk - Diamond Mtn - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,16,LIMITED_ENTRY_ELK,EB3022,Limited-entry Archery Bull Elk - Wasatch Mtns -Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,17,LIMITED_ENTRY_ELK,EB3024,"Limited-entry Alw (rifle) Bull Elk - Early - Beaver, East - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,18,LIMITED_ENTRY_ELK,EB3025,"Limited-entry Alw (rifle) Bull Elk - Late - Beaver, East - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,19,LIMITED_ENTRY_ELK,EB3028,"Limited-entry Alw (rifle) Bull Elk - Early -Book Cliffs, Little Creek Roadless - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,20,LIMITED_ENTRY_ELK,EB3031,"Limited-entry Alw (rifle) Bull Elk - Early -Box Elder, Pilot Mtn - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,21,LIMITED_ENTRY_ELK,EB3032,"Limited-entry Alw (rifle) Bull Elk - Early - Cache, Meadowville - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,22,LIMITED_ENTRY_ELK,EB3033,"Limited-entry Alw (rifle) Bull Elk - Late -Cache, Meadowville - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,23,LIMITED_ENTRY_ELK,EB3036,"Limited-entry Alw (rifle) Bull Elk - Early - Cache, South - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,24,LIMITED_ENTRY_ELK,EB3037,"Limited-entry Alw (rifle) Bull Elk - Late -Cache, South - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,25,LIMITED_ENTRY_ELK,EB3038,Limited-entry Alw (rifle) Bull Elk - Early -Manti - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,26,LIMITED_ENTRY_ELK,EB3039,Limited-entry Alw (rifle) Bull Elk - Late -Manti - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,27,LIMITED_ENTRY_ELK,EB3042,"Limited-entry Alw (rifle) Bull Elk - Early -Fillmore, Pahvant - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,28,LIMITED_ENTRY_ELK,EB3043,"Limited-entry Alw (rifle) Bull Elk - Late -Fillmore, Pahvant - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,29,LIMITED_ENTRY_ELK,EB3044,"Limited-entry Alw (rifle) Bull Elk - Late - La Sal, Dolores Triangle - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,30,LIMITED_ENTRY_ELK,EB3045,"Limited-entry Alw (rifle) Bull Elk - Early -La Sal, La Sal Mtns - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,31,LIMITED_ENTRY_ELK,EB3046,"Limited-entry Alw (rifle) Bull Elk - Late - La Sal, La Sal Mtns - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,32,LIMITED_ENTRY_ELK,EB3047,Limited-entry Alw (rifle) Bull Elk - Early -Monroe - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,33,LIMITED_ENTRY_ELK,EB3048,Limited-entry Alw (rifle) Bull Elk - Late - Monroe - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,34,LIMITED_ENTRY_ELK,EB3049,Limited-entry Alw (rifle) Bull Elk - Early -Mt Dutton - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,35,LIMITED_ENTRY_ELK,EB3050,Limited-entry Alw (rifle) Bull Elk - Late - Mt Dutton - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,36,LIMITED_ENTRY_ELK,EB3053,"Limited-entry Alw (rifle) Bull Elk - Mid -North Slope, Three Corners - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,37,LIMITED_ENTRY_ELK,EB3056,Limited-entry Alw (rifle) Bull Elk - Early -Panguitch Lake - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,38,LIMITED_ENTRY_ELK,EB3057,Limited-entry Alw (rifle) Bull Elk - Late -Panguitch Lake - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,39,LIMITED_ENTRY_ELK,EB3063,Limited-entry Alw (rifle) Bull Elk - Early - Fishlake/thousand Lakes - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,40,LIMITED_ENTRY_ELK,EB3064,Limited-entry Alw (rifle) Bull Elk - Mid -Fishlake/thousand Lakes -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,41,LIMITED_ENTRY_ELK,EB3065,Limited-entry Alw (rifle) Bull Elk - Late - Fishlake/thousand Lakes - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,42,LIMITED_ENTRY_ELK,EB3066,Limited-entry Alw (rifle) Bull Elk - Early -San Juan Bull Elk - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,43,LIMITED_ENTRY_ELK,EB3067,Limited-entry Alw (rifle) Bull Elk - Late - San Juan Bull Elk - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,44,LIMITED_ENTRY_ELK,EB3068,Limited-entry Alw (rifle) Bull Elk - Early -Diamond Mtn - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,45,LIMITED_ENTRY_ELK,EB3069,Limited-entry Alw (rifle) Bull Elk - Mid -Diamond Mtn - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,46,LIMITED_ENTRY_ELK,EB3072,Limited-entry Alw (rifle) Bull Elk - Early - Wasatch Mtns -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,47,LIMITED_ENTRY_ELK,EB3073,Limited-entry Alw (rifle) Bull Elk - Late - Wasatch Mtns - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,48,LIMITED_ENTRY_ELK,EB3077,"Limited-entry Muzzleloader Bull Elk - Beaver, East - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,49,LIMITED_ENTRY_ELK,EB3079,"Limited-entry Muzzleloader Bull Elk - Book Cliffs, Little Creek Roadless - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,50,LIMITED_ENTRY_ELK,EB3081,"Limited-entry Muzzleloader Bull Elk - Cache, Meadowville -Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,51,LIMITED_ENTRY_ELK,EB3083,"Limited-entry Muzzleloader Bull Elk - Cache, South - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,52,LIMITED_ENTRY_ELK,EB3084,Limited-entry Muzzleloader Bull Elk - Manti - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,53,LIMITED_ENTRY_ELK,EB3086,"Limited-entry Muzzleloader Bull Elk - Fillmore, Pahvant - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,54,LIMITED_ENTRY_ELK,EB3087,"Limited-entry Muzzleloader Bull Elk - La Sal, La Sal Mtns - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,55,LIMITED_ENTRY_ELK,EB3088,Limited-entry Muzzleloader Bull Elk - Monroe - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,56,LIMITED_ENTRY_ELK,EB3089,Limited-entry Muzzleloader Bull Elk - Mt Dutton - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,57,LIMITED_ENTRY_ELK,EB3091,"Limited-entry Muzzleloader Bull Elk - North Slope, Three Corners - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,58,LIMITED_ENTRY_ELK,EB3093,Limited-entry Muzzleloader Bull Elk - Panguitch Lake - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,59,LIMITED_ENTRY_ELK,EB3096,Limited-entry Muzzleloader Bull Elk - Fishlake/thousand Lakes - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,60,LIMITED_ENTRY_ELK,EB3097,Limited-entry Muzzleloader Bull Elk - San Juan Bull Elk - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,61,LIMITED_ENTRY_ELK,EB3098,Limited-entry Muzzleloader Bull Elk - Diamond Mtn - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,62,LIMITED_ENTRY_ELK,EB3100,Limited-entry Muzzleloader Bull Elk - Wasatch Mtns - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,63,LIMITED_ENTRY_ELK,EB3102,"Limited-entry Multi-season Bull Elk - Beaver, East - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,64,LIMITED_ENTRY_ELK,EB3104,"Limited-entry Multi-season Bull Elk - Book Cliffs, Little Creek Roadless - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,65,LIMITED_ENTRY_ELK,EB3105,"Limited-entry Multi-season Bull Elk - Cache, Meadowville - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,66,LIMITED_ENTRY_ELK,EB3107,"Limited-entry Multi-season Bull Elk - Cache, South - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,67,LIMITED_ENTRY_ELK,EB3108,Limited-entry Multi-season Bull Elk - Manti - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,68,LIMITED_ENTRY_ELK,EB3110,"Limited-entry Multi-season Bull Elk - Fillmore, Pahvant -Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,69,LIMITED_ENTRY_ELK,EB3111,"Limited-entry Multi-season Bull Elk - La Sal, La Sal Mtns - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,70,LIMITED_ENTRY_ELK,EB3112,Limited-entry Multi-season Bull Elk - Monroe - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,71,LIMITED_ENTRY_ELK,EB3113,Limited-entry Multi-season Bull Elk - Mt Dutton -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,72,LIMITED_ENTRY_ELK,EB3115,"Limited-entry Multi-season Bull Elk - North Slope, Three Corners -Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,73,LIMITED_ENTRY_ELK,EB3117,Limited-entry Multi-season Bull Elk - Panguitch Lake - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,74,LIMITED_ENTRY_ELK,EB3120,Limited-entry Multi-season Bull Elk - Fishlake/thousand Lakes - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,75,LIMITED_ENTRY_ELK,EB3121,Limited-entry Multi-season Bull Elk - San Juan Bull Elk - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,76,LIMITED_ENTRY_ELK,EB3122,Limited-entry Multi-season Bull Elk - Diamond Mtn - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,77,LIMITED_ENTRY_ELK,EB3124,Limited-entry Multi-season Bull Elk - Wasatch Mtns - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,78,LIMITED_ENTRY_ELK,EB3126,Limited-entry Alw (rifle) Bull Elk - Mid -Manti - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,79,LIMITED_ENTRY_ELK,EB3127,Limited-entry Alw (rifle) Bull Elk - Mid -Wasatch Mtns - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,80,LIMITED_ENTRY_ELK,EB3130,"Limited-entry Archery Bull Elk - Box Elder, Pilot Mtn - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,81,LIMITED_ENTRY_ELK,EB3132,"Limited-entry September Archery Bull Elk - Cache, North - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,82,LIMITED_ENTRY_ELK,EB3135,Limited-entry September Archery Bull Elk - Barney Top/kaiparowits -Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,83,LIMITED_ENTRY_ELK,EB3136,"Limited-entry September Archery Bull Elk - Southwest Desert, North - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,84,LIMITED_ENTRY_ELK,EB3137,"Limited-entry September Archery Bull Elk - West Desert, Deep Creek - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,85,LIMITED_ENTRY_ELK,EB3139,"Limited-entry Hamss Bull Elk - Cache, North - H.a.m.s.s.",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,86,LIMITED_ENTRY_ELK,EB3142,Limited-entry Hamss Bull Elk - Barney Top/kaiparowits - H.a.m.s.s.,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,87,LIMITED_ENTRY_ELK,EB3143,"Limited-entry Hamss Bull Elk - Southwest Desert, North - H.a.m.s.s.",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,88,LIMITED_ENTRY_ELK,EB3144,"Limited-entry Hamss Bull Elk - West Desert, Deep Creek - H.a.m.s.s.",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,89,LIMITED_ENTRY_ELK,EB3145,Limited-entry Archery Bull Elk - Boulder - Archery,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,90,LIMITED_ENTRY_ELK,EB3146,"Limited-entry Archery Bull Elk - Southwest Desert, South -Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,91,LIMITED_ENTRY_ELK,EB3147,"Limited-entry Alw (rifle) Bull Elk - Early -Box Elder, Grouse Creek - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,92,LIMITED_ENTRY_ELK,EB3148,Limited-entry Alw (rifle) Bull Elk - Early - Boulder - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,93,LIMITED_ENTRY_ELK,EB3149,"Limited-entry Alw (rifle) Bull Elk - Early - Southwest Desert, South -Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,94,LIMITED_ENTRY_ELK,EB3150,"Limited-entry Alw (rifle) Bull Elk - Mid - Box Elder, Grouse Creek -Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,95,LIMITED_ENTRY_ELK,EB3151,Limited-entry Alw (rifle) Bull Elk - Late -Boulder - Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,96,LIMITED_ENTRY_ELK,EB3152,"Limited-entry Alw (rifle) Bull Elk - Late - Southwest Desert, South - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,97,LIMITED_ENTRY_ELK,EB3153,"Limited-entry Muzzleloader Bull Elk - Box Elder, Grouse Creek - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,98,LIMITED_ENTRY_ELK,EB3154,Limited-entry Muzzleloader Bull Elk - Boulder - Muzzleloader,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,99,LIMITED_ENTRY_ELK,EB3155,"Limited-entry Muzzleloader Bull Elk - Southwest Desert, South - Muzzleloader",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,100,LIMITED_ENTRY_ELK,EB3156,Limited-entry Multi-season Bull Elk - Boulder -Any Legal Weapon,1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,101,LIMITED_ENTRY_ELK,EB3157,"Limited-entry Multi-season Bull Elk - Southwest Desert, South - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,102,LIMITED_ENTRY_ELK,EB3158,"Limited-entry Archery Bull Elk - Late - Beaver, East - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,103,LIMITED_ENTRY_ELK,EB3159,"Limited-entry Alw (rifle) Bull Elk - Mid -Beaver, East - Any Legal Weapon",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,104,LIMITED_ENTRY_ELK,EB3160,"Limited-entry Archery Bull Elk - Book Cliffs, Bitter Creek/east - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,105,LIMITED_ENTRY_ELK,EB3161,"Limited-entry Archery Bull Elk - Late - Book Cliffs, Bitter Creek/east - Archery",1,66
2025_PERMITS=2026_MODEL__L.E. BULL ELK DRAW RESULTS.pdf,106,LIMITED_ENTRY_ELK,EB3162,"Limited-entry Alw (rifle) Bull Elk - Early -Book Cliffs, Bitter Creek/east - Any Legal Weapon",1,66
