comparison,hunt_code,boundary_id,hunt_name,species,primary_universe_bucket,scoring_bucket
matrix_2026_NOT_IN_bible_2026,DB1622,927,Oquirrh/Tintic,Deer,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DB1623,925,Cedar/Stansbury,Deer,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DB1624,925,Cedar/Stansbury,Deer,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DB1625,925,Cedar/Stansbury,Deer,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DB1627,29,Cache,Deer,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DB1628,29,Cache,Deer,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DB1629,455,Boulder/Kaiparowits,Deer,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DB1630,455,Boulder/Kaiparowits,Deer,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DB1631,607,Box Elder,Deer,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS1000,5110,Statewide,Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS1002,98,"Kaiparowits, East",Desert Bighorn Sheep,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,DS1003,5141,"Kaiparowits, Escalante East/West",Desert Bighorn Sheep,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,DS1004,193,"San Rafael, Dirty Devil",Desert Bighorn Sheep,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,DS1006,100,"Kaiparowits, West",Desert Bighorn Sheep,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,DS1007,195,"San Rafael, South",Desert Bighorn Sheep,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,DS6600,94,Henry Mtns,Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6601,98,"Kaiparowits, East",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6603,100,"Kaiparowits, West",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6604,688,"La Sal, Potash/South Cisco",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6605,305,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,DS6606,187,"San Juan, Lockhart",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6607,190,"San Juan, South",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6608,193,"San Rafael, Dirty Devil",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6609,194,"San Rafael, North",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6610,195,"San Rafael, South",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6611,635,Zion,Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6620,306,"Pine Valley, Virgin River",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6621,305,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6622,308,"San Juan, North",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6623,309,"San Juan, San Juan River",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6624,193,"San Rafael, Dirty Devil",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6625,10003,Mineral Mountain,Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6626,933,"Escalante, East",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,DS6627,934,"Escalante, West",Desert Bighorn Sheep,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1010,38,"Cache, Rich",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1011,39,"Cache, Richards Hollow",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1012,40,"Cache, Richmond-Hyde Park",Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,EA1013,43,"Manti, Central",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1015,45,"Manti, Ferron Canyon",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1017,47,"Manti, Gordon Creek-Price Canyon",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1018,49,"Manti, Horn Mtn",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1020,55,"Manti, Morhland Stump Flat",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1021,616,Nebo,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1022,58,"Manti, North",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1023,862,"Manti, South",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1024,862,"Manti, South",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1025,861,"Manti, West",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1026,69,Chalk Creek,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1030,88,"Fillmore, Pahvant",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1031,88,"Fillmore, Pahvant",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1033,611,Kamas,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1035,104,"Kamas, Oakley",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1037,108,Dolores Triangle,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1038,617,La Sal Mtns,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1039,617,La Sal Mtns,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1044,122,"Morgan-South Rich, South Rich",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1049,438,"Mt Dutton, Deep Creek",Elk,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE
matrix_2026_NOT_IN_bible_2026,EA1054,132,"Nine Mile, West Anthro",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1056,134,"North Slope, Greendale",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1058,135,"North Slope, Henrys Fork-Burnt Fork",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1060,142,"North Slope, West Daggett",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1061,142,"North Slope, West Daggett",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1063,609,Ogden,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1064,609,Ogden,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1069,634,Panguitch Lake,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1073,163,Paunsaugunt,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1075,695,Boulder East,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1076,697,Boulder West,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1077,96,Boulder-Circle Cliffs,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1078,175,Fishlake/Thousand Lakes,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1079,698,Fishlake/Thousand Lakes East,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1080,699,Fishlake/Thousand Lakes West,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1081,710,San Juan,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1082,710,San Juan,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1084,194,"San Rafael, North",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1085,614,Vernal/Bonanza,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1087,614,Vernal/Bonanza,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1089,206,Diamond Mtn,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1090,206,Diamond Mtn,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1094,814,"Vernal, Mosby Mtn",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1101,625,Southwest Desert,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1106,224,"Wasatch Mtns, Avintaquin A",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1110,234,"Wasatch Mtns, Salt Lake",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1111,238,"Wasatch Mtns, Wallsburg",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1112,238,"Wasatch Mtns, Wallsburg",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1113,240,"Wasatch Mtns, West Heber",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1114,480,"Wasatch Mtns, Timpanogos B",Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1117,635,Zion,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1118,526,Alton,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1119,527,Bar J Ranch,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1120,582,Bear Mountain,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1121,529,Boobe Hole,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1122,560,Causey Spring,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1124,732,Chimney Rock,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1125,505,Coldwater Ranch,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1129,568,Deseret,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1130,516,Double Cone,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1131,567,Durst Mountain,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1132,520,East Fork Chalk Creek,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1134,522,Ensign Ranches,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1135,579,Folly Ridge,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1136,525,Grass Valley/Clark Canyon,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1137,530,Grazing Pasture,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1138,573,Guildersleeve,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1139,577,Hardscrabble,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1140,555,Heaston East,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1141,550,Hiawatha,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1142,735,Indian Head,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1143,549,Circle E Ranch,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1145,531,Johnson Mtn Ranch,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1146,734,Jump Creek,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1147,484,Little Red Creek,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1149,551,Minnie Maud Ridge,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1151,485,Moon Ranch,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1153,535,Old Woman Plateau,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1156,542,Preston Nutter Ranch,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1157,548,Redd Ranches,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1158,517,Riverview Ranch LLC,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1159,543,Roan Cliffs,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1160,740,Sand Creek,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1161,539,Scofield Canyons,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1162,540,Scofield East,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1163,541,Scofield West,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1164,576,SJ Ranch,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1165,578,Skull Crack,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
matrix_2026_NOT_IN_bible_2026,EA1166,552,Soldier Summit,Elk,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES
