hunt_code,boundary_id,boundary_id_source,primary_universe_bucket,scoring_bucket,hunt_name,species,sex_type,hunt_type,weapon,prefix,present_2026_model_workbook,present_2025_model_workbook,present_2026_hunt_matrix,present_DATABASE,present_long_file,present_boundary_index,boundary_geojson_exists,present_BIBLE_2026,present_BIBLE_2025,present_normalized_2025_for_2026,present_demoted_1289_built_master,boundary_geojson_path,member_boundary_ids,source_boundary_ids,source_flags,lock_status
BR7020,629,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Monroe,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7020.geojson,,629,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7021,108,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Dolores Triangle,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,processed_data/boundaries/BR7021.geojson,,108,database|matrix|long|workbook_2026_for_2027|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7022,617,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,La Sal Mtns,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,processed_data/boundaries/BR7022.geojson,,617,database|matrix|long|workbook_2026_for_2027|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7100,628,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Beaver,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7100.geojson,,628,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7101,449,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Book Cliffs, Bitter Creek/South",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7101.geojson,,449,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7102,12,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Book Cliffs, Little Creek Roadless",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7102.geojson,,12,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7104,52,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Manti, North",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7104.geojson,,52,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7105,744,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Manti South/San Rafael, North",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7105.geojson,,744,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7106,616,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Nebo,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7106.geojson,,616,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7109,630,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Mt Dutton,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7109.geojson,,630,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7110,615,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Nine Mile,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7110.geojson,,615,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7111,289,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"North Slope, Three Corners/West Daggett",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7111.geojson,,289,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7112,462,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Panguitch Lake/Zion,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7112.geojson,,462,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7113,163,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Paunsaugunt,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7113.geojson,,163,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7114,455,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Boulder/Kaiparowits,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7114.geojson,,455,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7115,175,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Fishlake/Thousand Lakes,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7115.geojson,,175,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7116,710,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,San Juan,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7116.geojson,,710,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7117,444,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7117.geojson,,444,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7118,613,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Yellowstone,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7118.geojson,,613,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7119,463,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Wasatch Mtns, Avintaquin/Currant Creek",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7119.geojson,,463,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7120,448,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Wasatch Mtns, West-Central",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7120.geojson,,448,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7121,92,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Cache/Ogden,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7121.geojson,,92,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7122,93,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7122.geojson,,93,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7123,5053,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Kamas/North Slope, Summit",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7123.geojson,138|611,138|611,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7124,88,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Fillmore, Pahvant",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7124.geojson,,88,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7125,629,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Monroe,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7125.geojson,,629,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7126,108,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Dolores Triangle,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,processed_data/boundaries/BR7126.geojson,,108,database|matrix|long|workbook_2026_for_2027|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7127,617,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,La Sal Mtns,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,processed_data/boundaries/BR7127.geojson,,617,database|matrix|long|workbook_2026_for_2027|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7200,628,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Beaver,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7200.geojson,,628,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7201,449,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Book Cliffs, Bitter Creek/South",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7201.geojson,,449,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7203,52,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Manti, North",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7203.geojson,,52,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7204,744,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Manti South/San Rafael, North",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7204.geojson,,744,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7205,616,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Nebo,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7205.geojson,,616,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7207,88,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Fillmore, Pahvant",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7207.geojson,,88,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7210,630,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Mt Dutton,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7210.geojson,,630,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7211,615,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Nine Mile,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7211.geojson,,615,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7212,289,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"North Slope, Three Corners/West Daggett",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7212.geojson,,289,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7213,462,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Panguitch Lake/Zion,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7213.geojson,,462,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7214,163,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Paunsaugunt,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7214.geojson,,163,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7215,455,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Boulder/Kaiparowits,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7215.geojson,,455,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7216,175,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Fishlake/Thousand Lakes,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7216.geojson,,175,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7217,710,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,San Juan,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7217.geojson,,710,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7218,444,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7218.geojson,,444,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7219,613,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Yellowstone,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7219.geojson,,613,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7220,463,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Wasatch Mtns, Avintaquin/Currant Creek",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7220.geojson,,463,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7221,448,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Wasatch Mtns, West-Central",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7221.geojson,,448,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7224,12,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Book Cliffs, Little Creek Roadless",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7224.geojson,,12,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7225,12,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Book Cliffs, Little Creek Roadless",Black Bear,Either Sex,O.T.C.,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7225.geojson,,12,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7228,92,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Cache/Ogden,Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7228.geojson,,92,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
BR7229,5079,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Kamas/North Slope, Summit",Black Bear,Either Sex,Limited Entry,Any Legal Weapon,BR,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,processed_data/boundaries/BR7229.geojson,138|611,138|611,database|matrix|long|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
