actual_draw_year,model_target_year,hunt_code,hunt_prefix,species,program_family,draw_family,draw_design,draw_pool_default,scorable_draw_odds,availability_only,access_type,age_class,engine_route,source_rule,validation_status,year_resolution_rule,year_resolution_status,row_count,distinct_draw_designs,distinct_draw_families,distinct_program_families,existing_draw_pool_values,sample_hunt_names,sample_source_files
2019,2020,BI1000,BI,BISON,SPORTSMAN,SPORTSMAN_RANDOM,SPORTSMAN_RANDOM_SINGLE_PERMIT,sportsman,true,false,SPORTSMAN,ADULT_REGULAR,sportsman_engine,SPORTSMAN_PERMIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,2,SPORTSMAN_RANDOM_SINGLE_PERMIT,SPORTSMAN_RANDOM,SPORTSMAN,sportsman,Sportsman Bison,19-20_sportsman_odds.pdf
2019,2020,BI6500,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,Bison - Antelope Island - Any Legal Weapon,19_bg-odds.pdf
2019,2020,BI6501,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,19_bg-odds.pdf
2019,2020,BI6503,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,Bison - Henry Mtns (hunter's Choice) - Any Legal Weapon,19_bg-odds.pdf
2019,2020,BI6504,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,Bison - Henry Mtns (hunter's Choice) - Any Legal Weapon,19_bg-odds.pdf
2019,2020,BI6505,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,Bison - Henry Mtns (cow Only) - Any Legal Weapon,19_bg-odds.pdf
2019,2020,BI6506,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,Bison - Henry Mtns (cow Only) - Any Legal Weapon,19_bg-odds.pdf
2019,2020,BI6507,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,"Bison - Book Cliffs, Wild Horse Bench/nine Mile, Anthro - Any Legal Weapon",19_bg-odds.pdf
2019,2020,BI6508,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,Bison - Book Cliffs (cow Only) - Any Legal Weapon,19_bg-odds.pdf
2019,2020,BI6509,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,Bison Archery - Henry Mtns (hunter's Choice) - Archery,19_bg-odds.pdf
2019,2020,BI6515,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,Bison Archery - Henry Mtns (cow Only) - Archery,19_bg-odds.pdf
2019,2020,BI6516,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,Bison - Henry Mtns (hunter's Choice) - Any Legal Weapon,19_bg-odds.pdf
2019,2020,BI6517,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,19_bg-odds.pdf
2019,2020,BI6518,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,19_bg-odds.pdf
2019,2020,BI6519,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,"Bison - Book Cliffs, Little Creek Roadless (hunter's Choice) - Any Legal Weapon",19_bg-odds.pdf
2019,2020,BI6520,BI,BISON,OIL,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,true,false,PUBLIC,ADULT_REGULAR,bonus_split_engine,OIL_MAX_POINT_RANDOM_SPLIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,54,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,OIL,standard,Bison - Book Cliffs (cow Only) - Any Legal Weapon,19_bg-odds.pdf
2019,2020,BR1000,BR,BLACK_BEAR,SPORTSMAN,SPORTSMAN_RANDOM,SPORTSMAN_RANDOM_SINGLE_PERMIT,sportsman,true,false,SPORTSMAN,ADULT_REGULAR,sportsman_engine,SPORTSMAN_PERMIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,2,SPORTSMAN_RANDOM_SINGLE_PERMIT,SPORTSMAN_RANDOM,SPORTSMAN,sportsman,Sportsman Black Bear,19-20_sportsman_odds.pdf
2019,2020,BR1008,BR,BLACK_BEAR,HARVEST_OBJECTIVE,AVAILABILITY,HARVEST_OBJECTIVE_AVAILABILITY,availability,false,true,PUBLIC,ADULT_REGULAR,availability_only,HARVEST_OBJECTIVE_OR_PURSUIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,HARVEST_OBJECTIVE_AVAILABILITY,AVAILABILITY,HARVEST_OBJECTIVE,bear,Book Cliffs - Pursuit,19_drawing_odds.pdf
