actual_draw_year,model_target_year,hunt_code,hunt_prefix,species,program_family,draw_family,draw_design,draw_pool_default,scorable_draw_odds,availability_only,access_type,age_class,engine_route,source_rule,validation_status,year_resolution_rule,year_resolution_status,row_count,distinct_draw_designs,distinct_draw_families,distinct_program_families,existing_draw_pool_values,sample_hunt_names,sample_source_files
2019,2020,BR1009,BR,BLACK_BEAR,HARVEST_OBJECTIVE,AVAILABILITY,HARVEST_OBJECTIVE_AVAILABILITY,availability,false,true,PUBLIC,ADULT_REGULAR,availability_only,HARVEST_OBJECTIVE_OR_PURSUIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,HARVEST_OBJECTIVE_AVAILABILITY,AVAILABILITY,HARVEST_OBJECTIVE,bear,La Sal - Pursuit,19_drawing_odds.pdf
2019,2020,BR1010,BR,BLACK_BEAR,HARVEST_OBJECTIVE,AVAILABILITY,HARVEST_OBJECTIVE_AVAILABILITY,availability,false,true,PUBLIC,ADULT_REGULAR,availability_only,HARVEST_OBJECTIVE_OR_PURSUIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,HARVEST_OBJECTIVE_AVAILABILITY,AVAILABILITY,HARVEST_OBJECTIVE,bear,San Juan - Pursuit,19_drawing_odds.pdf
2019,2020,BR1011,BR,BLACK_BEAR,HARVEST_OBJECTIVE,AVAILABILITY,HARVEST_OBJECTIVE_AVAILABILITY,availability,false,true,PUBLIC,ADULT_REGULAR,availability_only,HARVEST_OBJECTIVE_OR_PURSUIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,HARVEST_OBJECTIVE_AVAILABILITY,AVAILABILITY,HARVEST_OBJECTIVE,bear,Book Cliffs - Pursuit,19_drawing_odds.pdf
2019,2020,BR1012,BR,BLACK_BEAR,HARVEST_OBJECTIVE,AVAILABILITY,HARVEST_OBJECTIVE_AVAILABILITY,availability,false,true,PUBLIC,ADULT_REGULAR,availability_only,HARVEST_OBJECTIVE_OR_PURSUIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,HARVEST_OBJECTIVE_AVAILABILITY,AVAILABILITY,HARVEST_OBJECTIVE,bear,La Sal - Pursuit,19_drawing_odds.pdf
2019,2020,BR1013,BR,BLACK_BEAR,HARVEST_OBJECTIVE,AVAILABILITY,HARVEST_OBJECTIVE_AVAILABILITY,availability,false,true,PUBLIC,ADULT_REGULAR,availability_only,HARVEST_OBJECTIVE_OR_PURSUIT_RULE,OK,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,HARVEST_OBJECTIVE_AVAILABILITY,AVAILABILITY,HARVEST_OBJECTIVE,bear,San Juan - Pursuit,19_drawing_odds.pdf
2019,2020,BR7000,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,Beaver - Any Legal Weapon,19_drawing_odds.pdf
2019,2020,BR7001,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Book Cliffs, Bitter Creek/south - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7003,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Central Mtns, Manti-north - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7004,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Central Mtns, Manti-south/san Rafael,north - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7005,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Central Mtns, Nebo - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7007,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Fillmore, Pahvant - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7008,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,La Sal - Any Legal Weapon,19_drawing_odds.pdf
2019,2020,BR7009,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,Mt Dutton - Any Legal Weapon,19_drawing_odds.pdf
2019,2020,BR7010,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,Panguitch Lake/zion - Any Legal Weapon,19_drawing_odds.pdf
2019,2020,BR7011,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,Paunsaugunt - Any Legal Weapon,19_drawing_odds.pdf
2019,2020,BR7012,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Plateau, Boulder/kaiparowits - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7013,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Plateau, Fishlake/thousand Lakes - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7014,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,San Juan - Any Legal Weapon,19_drawing_odds.pdf
2019,2020,BR7015,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"South Slope, Bonanza/diamond Mtn/vernal - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7016,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Wasatch Mtns, West-central - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7017,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,Cache/ogden - Any Legal Weapon,19_drawing_odds.pdf
2019,2020,BR7018,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Kamas/north Slope, Summit - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7100,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,Beaver - Any Legal Weapon,19_drawing_odds.pdf
2019,2020,BR7101,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Book Cliffs, Bitter Creek/south - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7102,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Book Cliffs, Little Creek Roadless - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7104,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Central Mtns, Manti-north - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7105,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Central Mtns, Manti-south/san Rafael,north - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7106,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"Central Mtns, Nebo - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7108,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,La Sal - Any Legal Weapon,19_drawing_odds.pdf
2019,2020,BR7109,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,Mt Dutton - Any Legal Weapon,19_drawing_odds.pdf
2019,2020,BR7110,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,Nine Mile - Any Legal Weapon,19_drawing_odds.pdf
2019,2020,BR7111,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,"North Slope, Three Corners/west Daggett - Any Legal Weapon",19_drawing_odds.pdf
2019,2020,BR7112,BR,BLACK_BEAR,BLACK_BEAR,BONUS_POINT,MAX_POINT_RANDOM_SPLIT,max_point_or_random,false,true,PUBLIC,ADULT_REGULAR,bear_availability_review,BLACK_BEAR_DRAW_ROWS_ONLY_RULE,REVIEW,ACTUAL_FROM_GENERIC_year;MODEL_TARGET_DERIVED_ACTUAL_PLUS_1,OK,80,MAX_POINT_RANDOM_SPLIT,BONUS_POINT,BLACK_BEAR,bear,Panguitch Lake/zion - Any Legal Weapon,19_drawing_odds.pdf
