hunt_code,residency,points,field,pdf_value,canonical_value,pdf_source_file,pdf_hunt_name,canonical_hunt_name
DA1044,Resident,14,eligible_applicants,2,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,14,regular_permits,2,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,14,total_permits,2,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,11,eligible_applicants,1,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,11,regular_permits,1,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,11,total_permits,1,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,9,eligible_applicants,2,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,9,regular_permits,2,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,9,total_permits,2,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,8,eligible_applicants,2,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,8,regular_permits,2,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,8,total_permits,2,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,7,eligible_applicants,4,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,7,regular_permits,4,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,7,total_permits,4,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,6,eligible_applicants,17,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,6,regular_permits,17,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,6,total_permits,17,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,5,eligible_applicants,170,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,5,regular_permits,148,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,5,total_permits,148,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Nonresident,5,eligible_applicants,13,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Nonresident,5,regular_permits,13,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Nonresident,5,total_permits,13,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,4,eligible_applicants,1276,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,4,regular_permits,815,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,4,total_permits,815,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Nonresident,4,eligible_applicants,37,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Nonresident,4,regular_permits,33,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Nonresident,4,total_permits,33,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,3,eligible_applicants,3533,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,3,regular_permits,1311,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,3,total_permits,1311,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Nonresident,3,eligible_applicants,170,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Nonresident,3,regular_permits,103,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Nonresident,3,total_permits,103,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,2,eligible_applicants,5976,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,2,regular_permits,1686,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Resident,2,total_permits,1686,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
DA1044,Nonresident,2,eligible_applicants,319,0,20_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Myton - Any Legal Weapon","South Slope, Myton"
