target_file,target_row_number,hunt_code,field,before_value,after_value,source_file,source_boundary_geojson_path,rule_name,reason
processed_data/hunt_unit_reference_linked.csv,1511,EA1271,boundary_id,51,5115,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1271.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
processed_data/hunt_unit_reference_linked.csv,1512,EA1271,boundary_id,51,5115,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1271.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
processed_data/hunt_unit_reference_linked.csv,1633,EA2041,boundary_id,29,5117,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA2041.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
processed_data/hunt_unit_reference_linked.csv,1634,EA2041,boundary_id,29,5117,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA2041.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
processed_data/hunt_unit_reference_linked.csv,1956,EB3209,boundary_id,683,5129,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EB3209.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
processed_data/hunt_unit_reference_linked.csv,1957,EB3209,boundary_id,683,5129,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EB3209.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
processed_data/hunt_unit_reference_linked.csv,1968,EB3504,boundary_id,808,874,elk_hunt_table_official.json,processed_data/boundaries/EB3504.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
processed_data/hunt_unit_reference_linked.csv,1969,EB3504,boundary_id,808,874,elk_hunt_table_official.json,processed_data/boundaries/EB3504.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
processed_data/hunt_unit_reference_linked.csv,2845,PB5326,boundary_id,830,9999,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5326.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
processed_data/hunt_unit_reference_linked.csv,2846,PB5326,boundary_id,830,9999,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5326.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,267,DB1208,boundary_id,808,874,hunt_boundaries.geojson,processed_data/boundaries/DB1208.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,267,DB1208,boundaryId,808,874,hunt_boundaries.geojson,processed_data/boundaries/DB1208.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,267,DB1208,boundaryID,808,874,hunt_boundaries.geojson,processed_data/boundaries/DB1208.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,267,DB1208,BoundaryID,808,874,hunt_boundaries.geojson,processed_data/boundaries/DB1208.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,267,DB1208,boundary_id_numeric,808,874,hunt_boundaries.geojson,processed_data/boundaries/DB1208.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,647,EA1180,boundary_id,684,5111,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1180.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,647,EA1180,boundaryId,684,5111,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1180.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,647,EA1180,boundaryID,684,5111,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1180.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,647,EA1180,BoundaryID,684,5111,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1180.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,647,EA1180,boundary_id_numeric,684,5111,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1180.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,692,EA1260,boundary_id,874,808,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1260.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,692,EA1260,boundaryId,874,808,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1260.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,692,EA1260,boundaryID,874,808,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1260.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,692,EA1260,BoundaryID,874,808,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1260.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,692,EA1260,boundary_id_numeric,874,808,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1260.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,693,EA1261,boundary_id,808,874,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1261.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,693,EA1261,boundaryId,808,874,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1261.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,693,EA1261,boundaryID,808,874,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1261.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,693,EA1261,BoundaryID,808,874,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1261.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,693,EA1261,boundary_id_numeric,808,874,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1261.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,701,EA1270,boundary_id,175,5114,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1270.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,701,EA1270,boundaryId,175,5114,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1270.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,701,EA1270,boundaryID,175,5114,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1270.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,701,EA1270,BoundaryID,175,5114,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1270.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,701,EA1270,boundary_id_numeric,175,5114,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1270.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,702,EA1271,boundary_id,51,5115,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1271.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,702,EA1271,boundaryId,51,5115,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1271.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,702,EA1271,boundaryID,51,5115,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1271.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,702,EA1271,BoundaryID,51,5115,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1271.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,702,EA1271,boundary_id_numeric,51,5115,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1271.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,763,EA2041,boundary_id,29,5117,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA2041.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,763,EA2041,boundaryId,29,5117,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA2041.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,763,EA2041,boundaryID,29,5117,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA2041.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,763,EA2041,BoundaryID,29,5117,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA2041.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,763,EA2041,boundary_id_numeric,29,5117,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA2041.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,922,EB3209,boundary_id,683,5129,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EB3209.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,922,EB3209,boundaryId,683,5129,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EB3209.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,922,EB3209,boundaryID,683,5129,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EB3209.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,922,EB3209,BoundaryID,683,5129,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EB3209.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,922,EB3209,boundary_id_numeric,683,5129,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EB3209.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,928,EB3504,boundary_id,808,874,elk_hunt_table_official.json,processed_data/boundaries/EB3504.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,928,EB3504,boundaryId,808,874,elk_hunt_table_official.json,processed_data/boundaries/EB3504.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,928,EB3504,boundaryID,808,874,elk_hunt_table_official.json,processed_data/boundaries/EB3504.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,928,EB3504,BoundaryID,808,874,elk_hunt_table_official.json,processed_data/boundaries/EB3504.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,928,EB3504,boundary_id_numeric,808,874,elk_hunt_table_official.json,processed_data/boundaries/EB3504.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,1386,PB5326,boundary_id,830,9999,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5326.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,1386,PB5326,boundaryId,830,9999,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5326.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,1386,PB5326,boundaryID,830,9999,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5326.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,1386,PB5326,BoundaryID,830,9999,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5326.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-source-of-truth.json,1386,PB5326,boundary_id_numeric,830,9999,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5326.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,267,DB1208,boundary_id,808,874,hunt_boundaries.geojson,processed_data/boundaries/DB1208.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,267,DB1208,boundaryId,808,874,hunt_boundaries.geojson,processed_data/boundaries/DB1208.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,267,DB1208,boundaryID,808,874,hunt_boundaries.geojson,processed_data/boundaries/DB1208.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,267,DB1208,BoundaryID,808,874,hunt_boundaries.geojson,processed_data/boundaries/DB1208.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,267,DB1208,boundary_id_numeric,808,874,hunt_boundaries.geojson,processed_data/boundaries/DB1208.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,647,EA1180,boundary_id,684,5111,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1180.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,647,EA1180,boundaryId,684,5111,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1180.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,647,EA1180,boundaryID,684,5111,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1180.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,647,EA1180,BoundaryID,684,5111,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1180.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,647,EA1180,boundary_id_numeric,684,5111,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1180.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,692,EA1260,boundary_id,874,808,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1260.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,692,EA1260,boundaryId,874,808,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1260.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,692,EA1260,boundaryID,874,808,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1260.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,692,EA1260,BoundaryID,874,808,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1260.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,692,EA1260,boundary_id_numeric,874,808,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1260.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,693,EA1261,boundary_id,808,874,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1261.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,693,EA1261,boundaryId,808,874,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1261.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,693,EA1261,boundaryID,808,874,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1261.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,693,EA1261,BoundaryID,808,874,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1261.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,693,EA1261,boundary_id_numeric,808,874,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1261.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,701,EA1270,boundary_id,175,5114,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1270.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,701,EA1270,boundaryId,175,5114,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1270.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,701,EA1270,boundaryID,175,5114,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1270.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,701,EA1270,BoundaryID,175,5114,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1270.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,701,EA1270,boundary_id_numeric,175,5114,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1270.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,702,EA1271,boundary_id,51,5115,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1271.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,702,EA1271,boundaryId,51,5115,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1271.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,702,EA1271,boundaryID,51,5115,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1271.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,702,EA1271,BoundaryID,51,5115,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1271.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,702,EA1271,boundary_id_numeric,51,5115,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA1271.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,763,EA2041,boundary_id,29,5117,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA2041.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,763,EA2041,boundaryId,29,5117,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA2041.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,763,EA2041,boundaryID,29,5117,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA2041.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,763,EA2041,BoundaryID,29,5117,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA2041.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,763,EA2041,boundary_id_numeric,29,5117,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EA2041.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,922,EB3209,boundary_id,683,5129,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EB3209.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,922,EB3209,boundaryId,683,5129,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EB3209.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,922,EB3209,boundaryID,683,5129,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EB3209.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
data/hunt-master-canonical-2026-foundation.json,922,EB3209,BoundaryID,683,5129,unit_specific_conservation_expo_bundles.csv,processed_data/boundaries/EB3209.geojson,reviewed_kmz_boundary_crossmap,Boundary ID extracted from reviewed DWR KMZ-derived boundary index row.
