year,row_number,hunt_code,boundary_id_filled
2024,2,DB1000,94
2024,3,DB1000,94
2024,4,DB1000,94
2024,5,DB1000,94
2024,6,DB1000,94
2024,7,DB1000,94
2024,8,DB1000,94
2024,9,DB1000,94
2024,10,DB1000,94
2024,11,DB1000,94
2024,12,DB1000,94
2024,13,DB1000,94
2024,14,DB1000,94
2024,15,DB1000,94
2024,16,DB1000,94
2024,17,DB1000,94
2024,18,DB1000,94
2024,19,DB1000,94
2024,20,DB1000,94
2024,21,DB1000,94
2024,22,DB1000,94
2024,23,DB1000,94
2024,24,DB1000,94
2024,25,DB1000,94
2024,26,DB1000,94
2024,27,DB1000,94
2024,28,DB1000,94
2024,29,DB1000,94
2024,30,DB1000,94
2024,31,DB1000,94
2024,32,DB1000,94
2024,33,DB1000,94
2024,34,DB1000,94
2024,35,DB1000,94
2024,36,DB1000,94
2024,37,DB1000,94
2024,38,DB1000,94
2024,39,DB1000,94
2024,40,DB1000,94
2024,41,DB1000,94
2024,42,DB1000,94
2024,43,DB1000,94
2024,44,DB1000,94
2024,45,DB1000,94
2024,46,DB1000,94
2024,47,DB1000,94
2024,48,DB1000,94
2024,49,DB1000,94
2024,50,DB1000,94
2024,51,DB1000,94
2024,52,DB1000,94
2024,53,DB1000,94
2024,54,DB1000,94
2024,55,DB1000,94
2024,56,DB1000,94
2024,57,DB1000,94
2024,58,DB1000,94
2024,59,DB1000,94
2024,60,DB1000,94
2024,61,DB1000,94
2024,62,DB1000,94
2024,63,DB1000,94
2024,64,DB1000,94
2024,65,DB1000,94
2024,66,DB1001,163
2024,67,DB1001,163
2024,68,DB1001,163
2024,69,DB1001,163
2024,70,DB1001,163
2024,71,DB1001,163
2024,72,DB1001,163
2024,73,DB1001,163
2024,74,DB1001,163
2024,75,DB1001,163
2024,76,DB1001,163
2024,77,DB1001,163
2024,78,DB1001,163
2024,79,DB1001,163
2024,80,DB1001,163
2024,81,DB1001,163
2024,82,DB1001,163
2024,83,DB1001,163
2024,84,DB1001,163
2024,85,DB1001,163
2024,86,DB1001,163
2024,87,DB1001,163
2024,88,DB1001,163
2024,89,DB1001,163
2024,90,DB1001,163
2024,91,DB1001,163
2024,92,DB1001,163
2024,93,DB1001,163
2024,94,DB1001,163
2024,95,DB1001,163
2024,96,DB1001,163
2024,97,DB1001,163
2024,98,DB1001,163
2024,99,DB1001,163
2024,100,DB1001,163
2024,101,DB1001,163
2024,102,DB1001,163
2024,103,DB1001,163
2024,104,DB1001,163
2024,105,DB1001,163
2024,106,DB1001,163
2024,107,DB1001,163
2024,108,DB1001,163
2024,109,DB1001,163
2024,110,DB1001,163
2024,111,DB1001,163
2024,112,DB1001,163
2024,113,DB1001,163
2024,114,DB1001,163
2024,115,DB1001,163
2024,116,DB1001,163
2024,117,DB1001,163
2024,118,DB1001,163
2024,119,DB1001,163
2024,120,DB1001,163
2024,121,DB1001,163
2024,122,DB1001,163
2024,123,DB1001,163
2024,124,DB1001,163
2024,125,DB1001,163
2024,126,DB1001,163
2024,127,DB1001,163
2024,128,DB1001,163
2024,129,DB1001,163
2024,130,DB1002,1
2024,131,DB1002,1
2024,132,DB1002,1
2024,133,DB1002,1
2024,134,DB1002,1
2024,135,DB1002,1
2024,136,DB1002,1
2024,137,DB1002,1
2024,138,DB1002,1
2024,139,DB1002,1
2024,140,DB1002,1
2024,141,DB1002,1
2024,142,DB1002,1
2024,143,DB1002,1
2024,144,DB1002,1
2024,145,DB1002,1
2024,146,DB1002,1
2024,147,DB1002,1
2024,148,DB1002,1
2024,149,DB1002,1
2024,150,DB1002,1
2024,151,DB1002,1
2024,152,DB1002,1
2024,153,DB1002,1
2024,154,DB1002,1
2024,155,DB1002,1
2024,156,DB1002,1
2024,157,DB1002,1
2024,158,DB1002,1
2024,159,DB1002,1
2024,160,DB1002,1
2024,161,DB1002,1
2024,162,DB1002,1
2024,163,DB1002,1
2024,164,DB1002,1
2024,165,DB1002,1
2024,166,DB1002,1
2024,167,DB1002,1
2024,168,DB1002,1
2024,169,DB1002,1
2024,170,DB1002,1
2024,171,DB1002,1
2024,172,DB1002,1
2024,173,DB1002,1
2024,174,DB1002,1
2024,175,DB1002,1
2024,176,DB1002,1
2024,177,DB1002,1
2024,178,DB1002,1
2024,179,DB1002,1
2024,180,DB1002,1
2024,181,DB1002,1
2024,182,DB1002,1
2024,183,DB1002,1
2024,184,DB1002,1
2024,185,DB1002,1
2024,186,DB1002,1
2024,187,DB1002,1
2024,188,DB1002,1
2024,189,DB1002,1
2024,190,DB1002,1
2024,191,DB1002,1
2024,192,DB1002,1
2024,193,DB1002,1
2024,194,DB1003,94
2024,195,DB1003,94
2024,196,DB1003,94
2024,197,DB1003,94
2024,198,DB1003,94
2024,199,DB1003,94
2024,200,DB1003,94
2024,201,DB1003,94
2024,202,DB1003,94
2024,203,DB1003,94
2024,204,DB1003,94
2024,205,DB1003,94
2024,206,DB1003,94
2024,207,DB1003,94
2024,208,DB1003,94
2024,209,DB1003,94
2024,210,DB1003,94
2024,211,DB1003,94
2024,212,DB1003,94
2024,213,DB1003,94
2024,214,DB1003,94
2024,215,DB1003,94
2024,216,DB1003,94
2024,217,DB1003,94
2024,218,DB1003,94
2024,219,DB1003,94
2024,220,DB1003,94
2024,221,DB1003,94
2024,222,DB1003,94
2024,223,DB1003,94
2024,224,DB1003,94
2024,225,DB1003,94
2024,226,DB1003,94
2024,227,DB1003,94
