row_number,hunt_code,hunt_name,species,sex_type,weapon,database_boundary_id_before,boundary_index_boundary_id,boundary_index_source_file,boundary_index_geojson_path,action
1146,DB1294,Spring Creek Acres CWMU,Deer,Buck,Any Legal Weapon,741,741,hunt_boundaries.geojson,processed_data/boundaries/DB1294.geojson,ok_existing_match
1147,MB6011,Wasatch Mtns/Central Mtns,Moose,Bull,Any Legal Weapon,743,743,moose_hunt_table_official.json,processed_data/boundaries/MB6011.geojson,ok_existing_match
1148,BR7004,Manti South/San Rafael North,Black Bear,Either Sex,Any Legal Weapon,744,744,black_bear_hunt_table_official.json,processed_data/boundaries/BR7004.geojson,ok_existing_match
1149,BR7105,Manti South/San Rafael North,Black Bear,Either Sex,Any Legal Weapon,744,744,black_bear_hunt_table_official.json,processed_data/boundaries/BR7105.geojson,ok_existing_match
1150,BR7204,Manti South/San Rafael North,Black Bear,Either Sex,Any Legal Weapon,744,744,black_bear_hunt_table_official.json,processed_data/boundaries/BR7204.geojson,ok_existing_match
1151,BR7304,Manti South/San Rafael North,Black Bear,Either Sex,Multiseason,744,744,black_bear_hunt_table_official.json,processed_data/boundaries/BR7304.geojson,ok_existing_match
1152,LP5031,"Box Elder, West - Private Land Only",Pronghorn,Buck,Any Legal Weapon,755,755,pronghorn_hunt_table_official.json,processed_data/boundaries/LP5031.geojson,ok_existing_match
1153,PB5006,"Box Elder, West",Pronghorn,Buck,Archery,755,755,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5006.geojson,ok_existing_match
1154,PB5031,"Box Elder, West",Pronghorn,Buck,Any Legal Weapon,755,755,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5031.geojson,ok_existing_match
1155,PB5079,"Box Elder, West",Pronghorn,Buck,Muzzleloader,755,755,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5079.geojson,ok_existing_match
1156,PD1017,"Box Elder, West",Pronghorn,Doe,Any Legal Weapon,755,755,pronghorn_hunt_table_official.json,processed_data/boundaries/PD1017.geojson,ok_existing_match
1157,DB1028,Fillmore,Deer,Buck,Muzzleloader,804,804,hunt_boundaries.geojson,processed_data/boundaries/DB1028.geojson,ok_existing_match
1158,DB1506,Fillmore,Deer,Buck,Archery,804,804,hunt_boundaries.geojson,processed_data/boundaries/DB1506.geojson,ok_existing_match
1159,DB1536,Fillmore,Deer,Buck,Any Legal Weapon (Late),804,804,hunt_boundaries.geojson,processed_data/boundaries/DB1536.geojson,ok_existing_match
1160,DB1566,Fillmore,Deer,Buck,Muzzleloader,804,804,hunt_boundaries.geojson,processed_data/boundaries/DB1566.geojson,ok_existing_match
1161,DB1591,Fillmore,Deer,Buck,Any Legal Weapon (Early),804,804,hunt_boundaries.geojson,processed_data/boundaries/DB1591.geojson,ok_existing_match
1162,DB1775,Fillmore,Deer,Buck,Dedicated Hunter,804,804,hunt_boundaries.geojson,processed_data/boundaries/DB1775.geojson,ok_existing_match
1163,LO1506,Fillmore,Deer,Buck,Archery,804,804,hunt_boundaries.geojson,processed_data/boundaries/LO1506.geojson,ok_existing_match
1164,LO1536,Fillmore,Deer,Buck,Any Legal Weapon (Late),804,804,hunt_boundaries.geojson,processed_data/boundaries/LO1536.geojson,ok_existing_match
1165,LO1566,Fillmore,Deer,Buck,Muzzleloader,804,804,hunt_boundaries.geojson,processed_data/boundaries/LO1566.geojson,ok_existing_match
1166,LO1591,Fillmore,Deer,Buck,Any Legal Weapon (Early),804,804,hunt_boundaries.geojson,processed_data/boundaries/LO1591.geojson,ok_existing_match
1167,DB1309,West Willow Creek Ranch CWMU,Deer,Buck,Any Legal Weapon,805,805,hunt_boundaries.geojson,processed_data/boundaries/DB1309.geojson,ok_existing_match
1168,EB3607,West Willow Creek Ranch CWMU,Elk,Bull,Any Legal Weapon,805,805,elk_hunt_table_official.json,processed_data/boundaries/EB3607.geojson,ok_existing_match
1169,DA1011,George Creek CWMU,Deer,Antlerless,Any Legal Weapon,806,806,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DA1011.geojson,ok_existing_match
1170,DB1240,George Creek CWMU,Deer,Buck,Any Legal Weapon,806,806,hunt_boundaries.geojson,processed_data/boundaries/DB1240.geojson,ok_existing_match
1171,PB5330,George Creek CWMU,Pronghorn,Buck,Any Legal Weapon,806,806,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5330.geojson,ok_existing_match
1172,DB1234,East Zion CWMU,Deer,Buck,Any Legal Weapon,807,807,hunt_boundaries.geojson,processed_data/boundaries/DB1234.geojson,ok_existing_match
1173,TK1021,East Zion CWMU,Turkey,Bearded,Any Legal Weapon,807,807,turkey_hunt_table_official.json,processed_data/boundaries/TK1021.geojson,ok_existing_match
1174,DB1208,Blackhawk CWMU,Deer,Buck,Any Legal Weapon,808,874,hunt_boundaries.geojson,processed_data/boundaries/DB1208.geojson,resolve_existing_conflict_to_boundary_index
1175,EA1261,Blackhawk CWMU,Elk,Antlerless,Any Legal Weapon,808,874,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1261.geojson,resolve_existing_conflict_to_boundary_index
1176,EB3504,Blackhawk CWMU,Elk,Bull,Any Legal Weapon,808,874,elk_hunt_table_official.json,processed_data/boundaries/EB3504.geojson,resolve_existing_conflict_to_boundary_index
1177,EA1094,"Vernal, Mosby Mtn",Elk,Antlerless,Any Legal Weapon,814,814,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1094.geojson,ok_existing_match
1178,EA2014,"Wasatch Mtns, Avintaquin-White River",Elk,Antlerless,Any Legal Weapon,817,817,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2014.geojson,ok_existing_match
1179,RS6713,"Nine Mile, Jack Creek",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,820,820,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/RS6713.geojson,ok_existing_match
1180,RS1006,"Nine Mile, Gray Canyon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,821,821,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/RS1006.geojson,ok_existing_match
1181,RS6712,"Nine Mile, Gray Canyon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,821,821,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/RS6712.geojson,ok_existing_match
1182,PB5327,Cottonwood Ridge CWMU,Pronghorn,Buck,Any Legal Weapon,824,824,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5327.geojson,ok_existing_match
1183,PD1050,Cottonwood Ridge CWMU,Pronghorn,Doe,Any Legal Weapon,824,824,pronghorn_hunt_table_official.json,processed_data/boundaries/PD1050.geojson,ok_existing_match
1184,DB1322,Pahvant Ensign CWMU,Deer,Buck,Any Legal Weapon,826,826,hunt_boundaries.geojson,processed_data/boundaries/DB1322.geojson,ok_existing_match
1185,EA1192,Pahvant Ensign CWMU,Elk,Antlerless,Any Legal Weapon,826,826,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1192.geojson,ok_existing_match
1186,EB3603,Pahvant Ensign CWMU,Elk,Bull,Any Legal Weapon,826,826,elk_hunt_table_official.json,processed_data/boundaries/EB3603.geojson,ok_existing_match
1187,PB5328,Pahvant Ensign CWMU,Pronghorn,Buck,Any Legal Weapon,826,826,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5328.geojson,ok_existing_match
1188,PD1051,Pahvant Ensign CWMU,Pronghorn,Doe,Any Legal Weapon,826,826,pronghorn_hunt_table_official.json,processed_data/boundaries/PD1051.geojson,ok_existing_match
1189,TK1018,Pahvant Ensign CWMU,Turkey,Bearded,Any Legal Weapon,826,826,turkey_hunt_table_official.json,processed_data/boundaries/TK1018.geojson,ok_existing_match
1190,DB1323,Rock House CWMU,Deer,Buck,Any Legal Weapon,827,827,hunt_boundaries.geojson,processed_data/boundaries/DB1323.geojson,ok_existing_match
1191,EA1234,Royal Ivory Outfitters CWMU,Elk,Antlerless,Any Legal Weapon,828,828,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1234.geojson,ok_existing_match
1192,PB5329,Snowville Flat CWMU,Pronghorn,Buck,Any Legal Weapon,829,829,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5329.geojson,ok_existing_match
1193,PB5326,Cedar Springs CWMU,Pronghorn,Buck,Any Legal Weapon,830,9999,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5326.geojson,resolve_existing_conflict_to_boundary_index
1194,EA1187,"Paunsaugunt, Hatch Bench",Elk,Antlerless,Any Legal Weapon,838,838,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1187.geojson,ok_existing_match
1195,DA1018,"Pine Valley, New Harmony",Deer,Antlerless,"Archery, Muzzleloader, Shotgun",840,840,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DA1018.geojson,ok_existing_match
1196,BR7016,Wasatch Mtns West-Central,Black Bear,Either Sex,Any Legal Weapon,845,845,black_bear_hunt_table_official.json,processed_data/boundaries/BR7016.geojson,ok_existing_match
1197,DB1326,Rosette CWMU,Deer,Buck,Any Legal Weapon,856,856,hunt_boundaries.geojson,processed_data/boundaries/DB1326.geojson,ok_existing_match
1198,DB1327,Mountain Sky Ranch CWMU,Deer,Buck,Any Legal Weapon,858,858,hunt_boundaries.geojson,processed_data/boundaries/DB1327.geojson,ok_existing_match
1199,EA1201,Mountain Sky Ranch CWMU,Elk,Antlerless,Any Legal Weapon,858,858,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1201.geojson,ok_existing_match
1200,EB3606,Mountain Sky Ranch CWMU,Elk,Bull,Any Legal Weapon,858,858,elk_hunt_table_official.json,processed_data/boundaries/EB3606.geojson,ok_existing_match
1201,EA1025,"Manti, West",Elk,Antlerless,Any Legal Weapon,861,861,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1025.geojson,ok_existing_match
1202,EA1023,"Manti, South",Elk,Antlerless,Any Legal Weapon,862,862,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1023.geojson,ok_existing_match
1203,EA1024,"Manti, South",Elk,Antlerless,Any Legal Weapon,862,862,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1024.geojson,ok_existing_match
1204,DB0004,Southern Navajo Buck Deer,Deer,Buck,Any Legal Weapon,865,865,hunt_boundaries.geojson,processed_data/boundaries/DB0004.geojson,ok_existing_match
1205,DB0005,Southern Navajo Buck Deer,Deer,Buck,Archery,865,865,hunt_boundaries.geojson,processed_data/boundaries/DB0005.geojson,ok_existing_match
1206,DB0006,Southern Navajo Buck Deer,Deer,Buck,Muzzleloader,865,865,hunt_boundaries.geojson,processed_data/boundaries/DB0006.geojson,ok_existing_match
1207,DB0010,Southern Paiute Buck Deer (early),Deer,Buck,Any Legal Weapon,865,865,hunt_boundaries.geojson,processed_data/boundaries/DB0010.geojson,ok_existing_match
1208,DB0011,Southern Paiute Buck Deer,Deer,Buck,Archery,865,865,hunt_boundaries.geojson,processed_data/boundaries/DB0011.geojson,ok_existing_match
1209,DB0012,Southern Paiute Buck Deer,Deer,Buck,Muzzleloader,865,865,hunt_boundaries.geojson,processed_data/boundaries/DB0012.geojson,ok_existing_match
1210,DB0013,Southern Paiute Buck Deer (late),Deer,Buck,Any Legal Weapon,865,865,hunt_boundaries.geojson,processed_data/boundaries/DB0013.geojson,ok_existing_match
1211,DB0001,Southeastern Navajo Buck Deer,Deer,Buck,Any Legal Weapon,866,866,hunt_boundaries.geojson,processed_data/boundaries/DB0001.geojson,ok_existing_match
1212,DB0002,Southeastern Navajo Buck Deer,Deer,Buck,Archery,866,866,hunt_boundaries.geojson,processed_data/boundaries/DB0002.geojson,ok_existing_match
1213,DB0003,Southeastern Navajo Buck Deer,Deer,Buck,Muzzleloader,866,866,hunt_boundaries.geojson,processed_data/boundaries/DB0003.geojson,ok_existing_match
1214,EB3128,"Box Elder, Grouse Creek",Elk,Bull,Multiseason,867,867,elk_hunt_table_official.json,processed_data/boundaries/EB3128.geojson,ok_existing_match
1215,EB3147,"Box Elder, Grouse Creek",Elk,Bull,Early Any Legal Weapon,867,867,elk_hunt_table_official.json,processed_data/boundaries/EB3147.geojson,ok_existing_match
1216,EB3150,"Box Elder, Grouse Creek",Elk,Bull,Mid Any Legal Weapon,867,867,elk_hunt_table_official.json,processed_data/boundaries/EB3150.geojson,ok_existing_match
1217,EB3153,"Box Elder, Grouse Creek",Elk,Bull,Muzzleloader,867,867,elk_hunt_table_official.json,processed_data/boundaries/EB3153.geojson,ok_existing_match
1218,EL3147,Box Elder Grouse Creek,Elk,Bull,Any Legal Weapon,867,867,elk_hunt_table_official.json,processed_data/boundaries/EL3147.geojson,ok_existing_match
1219,EL3150,Box Elder Grouse Creek,Elk,Bull,Any Legal Weapon,867,867,elk_hunt_table_official.json,processed_data/boundaries/EL3150.geojson,ok_existing_match
1220,EL3153,Box Elder Grouse Creek,Elk,Bull,Muzzleloader,867,867,elk_hunt_table_official.json,processed_data/boundaries/EL3153.geojson,ok_existing_match
1221,EA2046,"Box Elder, Sawtooth",Elk,Antlerless,Any Legal Weapon,868,868,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2046.geojson,ok_existing_match
1222,EB3135,Barney Top/Kaiparowits,Elk,Bull,September Archery,869,869,elk_hunt_table_official.json,processed_data/boundaries/EB3135.geojson,ok_existing_match
1223,EB3142,Barney Top/Kaiparowits,Elk,Bull,HAMSS,869,869,elk_hunt_table_official.json,processed_data/boundaries/EB3142.geojson,ok_existing_match
1224,EL3135,Barney Top/Kaiparowits,Elk,Bull,Archery,869,869,elk_hunt_table_official.json,processed_data/boundaries/EL3135.geojson,ok_existing_match
1225,EL3142,Barney Top/Kaiparowits,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",869,869,elk_hunt_table_official.json,processed_data/boundaries/EL3142.geojson,ok_existing_match
1226,EB3136,"Southwest Desert, North",Elk,Bull,September Archery,871,871,elk_hunt_table_official.json,processed_data/boundaries/EB3136.geojson,ok_existing_match
1227,EB3143,"Southwest Desert, North",Elk,Bull,HAMSS,871,871,elk_hunt_table_official.json,processed_data/boundaries/EB3143.geojson,ok_existing_match
1228,EL3136,Southwest Desert North,Elk,Bull,Archery,871,871,elk_hunt_table_official.json,processed_data/boundaries/EL3136.geojson,ok_existing_match
1229,EL3143,Southwest Desert North,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",871,871,elk_hunt_table_official.json,processed_data/boundaries/EL3143.geojson,ok_existing_match
1230,EB3146,"Southwest Desert, South",Elk,Bull,Archery,872,872,elk_hunt_table_official.json,processed_data/boundaries/EB3146.geojson,ok_existing_match
1231,EB3149,"Southwest Desert, South",Elk,Bull,Early Any Legal Weapon,872,872,elk_hunt_table_official.json,processed_data/boundaries/EB3149.geojson,ok_existing_match
1232,EB3152,"Southwest Desert, South",Elk,Bull,Late Any Legal Weapon,872,872,elk_hunt_table_official.json,processed_data/boundaries/EB3152.geojson,ok_existing_match
1233,EB3155,"Southwest Desert, South",Elk,Bull,Muzzleloader,872,872,elk_hunt_table_official.json,processed_data/boundaries/EB3155.geojson,ok_existing_match
1234,EB3157,"Southwest Desert, South",Elk,Bull,Multiseason,872,872,elk_hunt_table_official.json,processed_data/boundaries/EB3157.geojson,ok_existing_match
1235,EB3197,"Southwest Desert, South",Elk,Bull,Late Archery,872,872,elk_hunt_table_official.json,processed_data/boundaries/EB3197.geojson,ok_existing_match
1236,EB3198,"Southwest Desert, South",Elk,Bull,Mid Any Legal Weapon,872,872,elk_hunt_table_official.json,processed_data/boundaries/EB3198.geojson,ok_existing_match
1237,EL3146,Southwest Desert South,Elk,Bull,Archery,872,872,elk_hunt_table_official.json,processed_data/boundaries/EL3146.geojson,ok_existing_match
1238,EL3149,Southwest Desert South,Elk,Bull,Any Legal Weapon,872,872,elk_hunt_table_official.json,processed_data/boundaries/EL3149.geojson,ok_existing_match
1239,EL3152,Southwest Desert South,Elk,Bull,Any Legal Weapon,872,872,elk_hunt_table_official.json,processed_data/boundaries/EL3152.geojson,ok_existing_match
1240,EL3155,Southwest Desert South,Elk,Bull,Muzzleloader,872,872,elk_hunt_table_official.json,processed_data/boundaries/EL3155.geojson,ok_existing_match
1241,EL3197,Southwest Desert South,Elk,Bull,Archery,872,872,elk_hunt_table_official.json,processed_data/boundaries/EL3197.geojson,ok_existing_match
1242,EL3198,Southwest Desert South,Elk,Bull,Any Legal Weapon,872,872,elk_hunt_table_official.json,processed_data/boundaries/EL3198.geojson,ok_existing_match
1243,PD1057,"Parker Mtn, Highlands",Pronghorn,Doe,Any Legal Weapon,873,873,pronghorn_hunt_table_official.json,processed_data/boundaries/PD1057.geojson,ok_existing_match
1244,PD1058,"Parker Mtn, Highlands",Pronghorn,Doe,Any Legal Weapon,873,873,pronghorn_hunt_table_official.json,processed_data/boundaries/PD1058.geojson,ok_existing_match
1245,DB1332,West Ridge CWMU,Deer,Buck,Any Legal Weapon,874,874,hunt_boundaries.geojson,processed_data/boundaries/DB1332.geojson,ok_existing_match
1246,EA1260,West Ridge CWMU,Elk,Antlerless,Any Legal Weapon,874,808,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1260.geojson,resolve_existing_conflict_to_boundary_index
1247,EB3611,West Ridge CWMU,Elk,Bull,Any Legal Weapon,874,874,elk_hunt_table_official.json,processed_data/boundaries/EB3611.geojson,ok_existing_match
1248,DB1331,Raft River CWMU,Deer,Buck,Any Legal Weapon,875,875,hunt_boundaries.geojson,processed_data/boundaries/DB1331.geojson,ok_existing_match
1249,DB1330,Iron Spring CWMU,Deer,Buck,Any Legal Weapon,876,876,hunt_boundaries.geojson,processed_data/boundaries/DB1330.geojson,ok_existing_match
1250,PB5339,Iron Spring CWMU,Pronghorn,Buck,Any Legal Weapon,876,876,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5339.geojson,ok_existing_match
1251,DB1333,5S CWMU,Deer,Buck,Any Legal Weapon,878,878,hunt_boundaries.geojson,processed_data/boundaries/DB1333.geojson,ok_existing_match
1252,EA1237,"La Sal Mtns, North",Elk,Antlerless,Any Legal Weapon,879,879,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1237.geojson,ok_existing_match
1253,EA1280,"La Sal, La Sal Mtns-North",Elk,Antlerless,Any Legal Weapon,879,879,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1280.geojson,ok_existing_match
1254,EA1242,"Vernal, Buckskin Hills-Jensen",Elk,Antlerless,Any Legal Weapon,880,880,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1242.geojson,ok_existing_match
1255,EA1243,"Vernal, Buckskin Hills-Jensen",Elk,Antlerless,Any Legal Weapon,880,880,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1243.geojson,ok_existing_match
1256,PD1043,"Nine Mile, Anthro-Pleasant Valley",Pronghorn,Doe,Any Legal Weapon,882,882,pronghorn_hunt_table_official.json,processed_data/boundaries/PD1043.geojson,ok_existing_match
1257,TK1006,Southeastern Area,Turkey,Bearded,Any Legal Weapon,884,884,turkey_hunt_table_official.json,processed_data/boundaries/TK1006.geojson,ok_existing_match
1258,TK1015,Southeastern Area,Turkey,Bearded,Any Legal Weapon,884,884,turkey_hunt_table_official.json,processed_data/boundaries/TK1015.geojson,ok_existing_match
1259,TK1007,Southern Area,Turkey,Bearded,Any Legal Weapon,885,885,turkey_hunt_table_official.json,processed_data/boundaries/TK1007.geojson,ok_existing_match
1260,TK1016,Southern Area,Turkey,Bearded,Any Legal Weapon,885,885,turkey_hunt_table_official.json,processed_data/boundaries/TK1016.geojson,ok_existing_match
1261,TK1004,Northeastern Area,Turkey,Bearded,Any Legal Weapon,886,886,turkey_hunt_table_official.json,processed_data/boundaries/TK1004.geojson,ok_existing_match
1262,TK1013,Northeastern Area,Turkey,Bearded,Any Legal Weapon,886,886,turkey_hunt_table_official.json,processed_data/boundaries/TK1013.geojson,ok_existing_match
1263,TK1003,Central Area,Turkey,Bearded,Any Legal Weapon,887,887,turkey_hunt_table_official.json,processed_data/boundaries/TK1003.geojson,ok_existing_match
1264,TK1012,Central Area,Turkey,Bearded,Any Legal Weapon,887,887,turkey_hunt_table_official.json,processed_data/boundaries/TK1012.geojson,ok_existing_match
1265,TK1005,Northern Area,Turkey,Bearded,Any Legal Weapon,888,888,turkey_hunt_table_official.json,processed_data/boundaries/TK1005.geojson,ok_existing_match
1266,TK1014,Northern Area,Turkey,Bearded,Any Legal Weapon,888,888,turkey_hunt_table_official.json,processed_data/boundaries/TK1014.geojson,ok_existing_match
1267,BI6528,"Book Cliffs, Little Creek/South",Bison,Hunters Choice,Archery,889,889,bison_hunt_table_official.json,processed_data/boundaries/BI6528.geojson,ok_existing_match
1268,BI6529,"Book Cliffs, Little Creek/South",Bison,Female Only,Any Legal Weapon,889,889,bison_hunt_table_official.json,processed_data/boundaries/BI6529.geojson,ok_existing_match
1269,BI6531,"Book Cliffs, Little Creek/South",Bison,Hunters Choice,Any Legal Weapon,889,889,bison_hunt_table_official.json,processed_data/boundaries/BI6531.geojson,ok_existing_match
1270,BI6537,"Book Cliffs, Little Creek/South",Bison,Hunters Choice,Any Legal Weapon,889,889,bison_hunt_table_official.json,processed_data/boundaries/BI6537.geojson,ok_existing_match
1271,DB1336,First Light CWMU,Deer,Buck,Any Legal Weapon,890,890,hunt_boundaries.geojson,processed_data/boundaries/DB1336.geojson,ok_existing_match
1272,DB1335,Big Piney Ranch CWMU,Deer,Buck,Any Legal Weapon,892,892,hunt_boundaries.geojson,processed_data/boundaries/DB1335.geojson,ok_existing_match
1273,EA1251,"Southwest Desert, Burbank/Garrison",Elk,Antlerless,Any Legal Weapon,893,893,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1251.geojson,ok_existing_match
1274,DA1047,Vernal-Ouray Valley,Deer,Antlerless,Any Legal Weapon,895,895,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DA1047.geojson,ok_existing_match
1275,PD1044,Vernal-Ouray Valley,Pronghorn,Doe,Any Legal Weapon,895,895,pronghorn_hunt_table_official.json,processed_data/boundaries/PD1044.geojson,ok_existing_match
1276,TK1020,Central Region - Private land only,Turkey,Either Sex,Any Legal Weapon,898,898,turkey_hunt_table_official.json,processed_data/boundaries/TK1020.geojson,ok_existing_match
1277,EB3160,"Book Cliffs, Bitter Creek/East",Elk,Bull,Archery,899,899,elk_hunt_table_official.json,processed_data/boundaries/EB3160.geojson,ok_existing_match
1278,EB3161,"Book Cliffs, Bitter Creek/East",Elk,Bull,Late Archery,899,899,elk_hunt_table_official.json,processed_data/boundaries/EB3161.geojson,ok_existing_match
1279,EB3162,"Book Cliffs, Bitter Creek/East",Elk,Bull,Early Any Legal Weapon,899,899,elk_hunt_table_official.json,processed_data/boundaries/EB3162.geojson,ok_existing_match
1280,EB3163,"Book Cliffs, Bitter Creek/East",Elk,Bull,Late Any Legal Weapon,899,899,elk_hunt_table_official.json,processed_data/boundaries/EB3163.geojson,ok_existing_match
1281,EB3164,"Book Cliffs, Bitter Creek/East",Elk,Bull,Mid Any Legal Weapon,899,899,elk_hunt_table_official.json,processed_data/boundaries/EB3164.geojson,ok_existing_match
1282,EB3165,"Book Cliffs, Bitter Creek/East",Elk,Bull,Multiseason,899,899,elk_hunt_table_official.json,processed_data/boundaries/EB3165.geojson,ok_existing_match
1283,EB3166,"Book Cliffs, Bitter Creek/East",Elk,Bull,Muzzleloader,899,899,elk_hunt_table_official.json,processed_data/boundaries/EB3166.geojson,ok_existing_match
1284,EL3160,Book Cliffs Bitter Creek/East,Elk,Bull,Archery,899,899,elk_hunt_table_official.json,processed_data/boundaries/EL3160.geojson,ok_existing_match
1285,EL3161,Book Cliffs Bitter Creek/East,Elk,Bull,Archery,899,899,elk_hunt_table_official.json,processed_data/boundaries/EL3161.geojson,ok_existing_match
1286,EL3162,Book Cliffs Bitter Creek/East,Elk,Bull,Any Legal Weapon,899,899,elk_hunt_table_official.json,processed_data/boundaries/EL3162.geojson,ok_existing_match
1287,EL3163,Book Cliffs Bitter Creek/East,Elk,Bull,Any Legal Weapon,899,899,elk_hunt_table_official.json,processed_data/boundaries/EL3163.geojson,ok_existing_match
1288,EL3164,Book Cliffs Bitter Creek/East,Elk,Bull,Any Legal Weapon,899,899,elk_hunt_table_official.json,processed_data/boundaries/EL3164.geojson,ok_existing_match
1289,EL3166,Book Cliffs Bitter Creek/East,Elk,Bull,Muzzleloader,899,899,elk_hunt_table_official.json,processed_data/boundaries/EL3166.geojson,ok_existing_match
1290,EB3173,Nebo/San Pitch Mtns,Elk,Bull,Archery,901,901,elk_hunt_table_official.json,processed_data/boundaries/EB3173.geojson,ok_existing_match
1291,EB3174,Nebo/San Pitch Mtns,Elk,Bull,Late Archery,901,901,elk_hunt_table_official.json,processed_data/boundaries/EB3174.geojson,ok_existing_match
1292,EB3175,Nebo/San Pitch Mtns,Elk,Bull,Early Any Legal Weapon,901,901,elk_hunt_table_official.json,processed_data/boundaries/EB3175.geojson,ok_existing_match
1293,EB3176,Nebo/San Pitch Mtns,Elk,Bull,Late Any Legal Weapon,901,901,elk_hunt_table_official.json,processed_data/boundaries/EB3176.geojson,ok_existing_match
1294,EB3177,Nebo/San Pitch Mtns,Elk,Bull,Mid Any Legal Weapon,901,901,elk_hunt_table_official.json,processed_data/boundaries/EB3177.geojson,ok_existing_match
1295,EB3178,Nebo/San Pitch Mtns,Elk,Bull,Multiseason,901,901,elk_hunt_table_official.json,processed_data/boundaries/EB3178.geojson,ok_existing_match
1296,EB3179,Nebo/San Pitch Mtns,Elk,Bull,Muzzleloader,901,901,elk_hunt_table_official.json,processed_data/boundaries/EB3179.geojson,ok_existing_match
1297,EL3173,Nebo/San Pitch Mtns,Elk,Bull,Archery,901,901,elk_hunt_table_official.json,processed_data/boundaries/EL3173.geojson,ok_existing_match
1298,EL3174,Nebo/San Pitch Mtns,Elk,Bull,Archery,901,901,elk_hunt_table_official.json,processed_data/boundaries/EL3174.geojson,ok_existing_match
1299,EL3175,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,901,901,elk_hunt_table_official.json,processed_data/boundaries/EL3175.geojson,ok_existing_match
1300,EL3176,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,901,901,elk_hunt_table_official.json,processed_data/boundaries/EL3176.geojson,ok_existing_match
1301,EL3177,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,901,901,elk_hunt_table_official.json,processed_data/boundaries/EL3177.geojson,ok_existing_match
1302,EL3179,Nebo/San Pitch Mtns,Elk,Bull,Muzzleloader,901,901,elk_hunt_table_official.json,processed_data/boundaries/EL3179.geojson,ok_existing_match
1303,DB1342,Faust Valley CWMU,Deer,Buck,Any Legal Weapon,905,905,hunt_boundaries.geojson,processed_data/boundaries/DB1342.geojson,ok_existing_match
1304,PB5342,Salt Wells CWMU,Pronghorn,Buck,Any Legal Weapon,906,906,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5342.geojson,ok_existing_match
1305,DB1341,Dry Creek CWMU,Deer,Buck,Any Legal Weapon,908,908,hunt_boundaries.geojson,processed_data/boundaries/DB1341.geojson,ok_existing_match
1306,DA1049,"Vernal, Ashley Valley",Deer,Antlerless,Archery,909,909,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DA1049.geojson,ok_existing_match
1307,DA1048,Fillmore City,Deer,Antlerless,Archery,910,910,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DA1048.geojson,ok_existing_match
1308,PB5345,Green River Flat CWMU,Pronghorn,Buck,Any Legal Weapon,918,918,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5345.geojson,ok_existing_match
