boundary_id,hunt_units_boundary_name,arcgis_hunt_count,arcgis_hunt_numbers,arcgis_boundary_names,arcgis_seasons,arcgis_boundary_name_match
206,Diamond Mtn,5,DB0007|DB1015|DB1023|DB1038|DB1047,Buck Deer - Statewide Permit|Diamond Mtn,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027|Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026|Aug 15 2026 - Sept 11 2026|Oct 17 2026 - Oct 25 2026|Sept 23 2026 - Oct 01 2026",True
276,East Canyon,8,CG0018|CG0019|CG1000|CG7502|CG7511|CG9999|DB1101|DB1105,"Chalk Creek/Kamas, East Canyon, and Morgan-South Rich Conservation|Cougar - Statewide|Cougar - Statewide Permit|East Canyon|Statewide Conservation|Statewide Spot and Stalk",Nov 07 2026 - Nov 30 2026|Oct 28 2026 - Nov 05 2026,True
277,"Nine Mile, Range Creek",1,BI6525,Nine Mile,,False
301,"Book Cliffs, Floy Canyon",1,DB1090,"Book Cliffs, Floy Canyon",Nov 07 2026 - Nov 30 2026,True
455,Boulder/Kaiparowits,11,BR1000|BR1001|BR1007|BR1018|BR7012|BR7114|BR7215|BR7236|BR7310|DB1035|DB1084,Black Bear - Statewide Permit|Black Bear Harvest Objective Units|Black Bear Pursuit - Nonresident|Black Bear Pursuit - Resident|Boulder/Kaiparowits,"Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.|Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026|Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026|March 28 - May 25, 2026|May 25 - June 28, 2026|Oct 28 2026 - Nov 05 2026|Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026|Visit wildlife.utah.gov/bearharvest for units & closures.
You are required to complete the annual bear orientation course & carry proof while hunting bear.  Visit wildlife.utah.gov/bear for details.",True
609,Ogden,8,CG0018|CG0019|CG0999|CG1000|CG1012|CG9999|DB0007|DB1054,Buck Deer - Statewide Permit|Cougar - Statewide|Cougar - Statewide Permit|Cougar Pursuit|Ogden|Statewide Conservation|Statewide Spot and Stalk,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027|Oct 28 2026 - Nov 05 2026",True
611,Kamas,9,BR1000|BR7123|BR7229|BR7235|BR7321|CG0007|CG1034|DB0007|DB1030,"Black Bear - Statewide Permit|Buck Deer - Statewide Permit|Kamas|Kamas/North Slope, Summit","Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.|Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027|Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026|Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026|May 25 - June 28, 2026|Oct 28 2026 - Nov 05 2026",True
613,Yellowstone,16,BR1000|BR1001|BR1004|BR1007|BR1018|BR7118|BR7219|BR7314|CG0018|CG0019|CG0999|CG1000|CG1019|CG9999|DB0007|DB1039,Black Bear - Statewide Permit|Black Bear Harvest Objective Units|Black Bear Pursuit - Nonresident|Black Bear Pursuit - Resident|Buck Deer - Statewide Permit|Cougar - Statewide|Cougar - Statewide Permit|Cougar Pursuit|Statewide Conservation|Statewide Spot and Stalk|Yellowstone,"Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.|Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027|Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026|Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026|May 25 - June 28, 2026|Oct 28 2026 - Nov 05 2026|Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026|Visit wildlife.utah.gov/bearharvest for units & closures.
You are required to complete the annual bear orientation course & carry proof while hunting bear.  Visit wildlife.utah.gov/bear for details.",True
614,Vernal/Bonanza,2,DB1069|DB1086,Bonanza/Vernal|Vernal/Bonanza,Oct 28 2026 - Nov 05 2026,True
617,La Sal Mtns,6,BR1001|BR7022|BR7127|BR7239|BR7326|DB1081,Black Bear Harvest Objective Units|La Sal Mtns,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026|Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026|March 28 - May 25, 2026|May 25 - June 28, 2026|Oct 28 2026 - Nov 05 2026|Visit wildlife.utah.gov/bearharvest for units & closures.
You are required to complete the annual bear orientation course & carry proof while hunting bear.  Visit wildlife.utah.gov/bear for details.",True
625,Southwest Desert,8,CG0018|CG0019|CG0999|CG1000|CG1020|CG9999|DB0007|DB1040,Buck Deer - Statewide Permit|Cougar - Statewide|Cougar - Statewide Permit|Cougar Pursuit|Southwest Desert|Statewide Conservation|Statewide Spot and Stalk,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027|Oct 28 2026 - Nov 05 2026",True
629,Monroe,15,BR1000|BR1007|BR1018|BR7020|BR7125|BR7209|BR7237|CG0018|CG0019|CG0999|CG1000|CG7612|CG9999|DB0007|DB1032,Black Bear - Statewide Permit|Black Bear Pursuit - Nonresident|Black Bear Pursuit - Resident|Buck Deer - Statewide Permit|Cougar - Statewide|Cougar - Statewide Permit|Cougar Pursuit|Monroe|Statewide Conservation|Statewide Spot and Stalk,"Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.|Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027|Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026|March 28 - May 25, 2026|May 25 - June 28, 2026|Oct 28 2026 - Nov 05 2026|Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026",True
630,Mt Dutton,17,BR1000|BR1001|BR1007|BR1018|BR7009|BR7109|BR7210|BR7322|CG0010|CG0018|CG0019|CG0999|CG1000|CG7613|CG9999|DB0007|DB1053,Black Bear - Statewide Permit|Black Bear Harvest Objective Units|Black Bear Pursuit - Nonresident|Black Bear Pursuit - Resident|Buck Deer - Statewide Permit|Cougar - Statewide|Cougar - Statewide Permit|Cougar Pursuit|Mt Dutton|Statewide Conservation|Statewide Spot and Stalk,"Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates and take methods.|Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027|Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026|Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026|March 28 - May 25, 2026|May 25 - June 28, 2026|Oct 28 2026 - Nov 05 2026|Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026|Visit wildlife.utah.gov/bearharvest for units & closures.
You are required to complete the annual bear orientation course & carry proof while hunting bear.  Visit wildlife.utah.gov/bear for details.",True
634,Panguitch Lake,9,CG0012|CG0018|CG0019|CG0999|CG1000|CG7615|CG9999|DB1067|DB1083,Cougar - Statewide|Cougar - Statewide Permit|Cougar Pursuit|Panguitch Lake|Statewide Conservation|Statewide Spot and Stalk,Oct 28 2026 - Nov 05 2026,True
635,Zion,8,CG0018|CG0019|CG0999|CG1000|CG1025|CG9999|DB0007|DB1043,Buck Deer - Statewide Permit|Cougar - Statewide|Cougar - Statewide Permit|Cougar Pursuit|Statewide Conservation|Statewide Spot and Stalk|Zion,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027|Oct 28 2026 - Nov 05 2026",True
636,Pine Valley,2,DB0007|DB1034,Buck Deer - Statewide Permit|Pine Valley,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027|Oct 28 2026 - Nov 05 2026",True
672,"Beaver, West",6,CG0018|CG0019|CG1000|CG1031|CG9999|DB1111,"Beaver, West|Cougar - Statewide|Cougar - Statewide Permit|Statewide Conservation|Statewide Spot and Stalk",Oct 28 2026 - Nov 05 2026,True
685,"Beaver, East",6,CG0018|CG0019|CG1000|CG1030|CG9999|DB1110,"Beaver, East|Cougar - Statewide|Cougar - Statewide Permit|Statewide Conservation|Statewide Spot and Stalk",Oct 28 2026 - Nov 05 2026,True
935,$50 Coyote Bounty,1,COY050,Coyote Reimbursement - $50,,False
488,Whites Valley,1,DB1310,White's Valley CWMU,Contact Operator for 2026 season dates,False
496,Rattlesnake Pass,1,DB1281,Rattlesnake Pass CWMU,Contact Operator for 2026 season dates,False
499,Washakie,1,DB1306,Washakie CWMU,Contact Operator for 2026 season dates,False
501,Pocatello Valley,1,DB1277,Pocatello Valley CWMU,Contact Operator for 2026 season dates,False
511,West Hills,1,DB1308,West Hills CWMU,Contact Operator for 2026 season dates,False
514,Fort Ranch,1,DB1239,Fort Ranch CWMU,Contact Operator for 2026 season dates,False
542,Preston Nutter Ranch,1,DB1279,Preston Nutter Ranch CWMU,Contact Operator for 2026 season dates,False
546,Spring Creek/Dodge,1,DB1295,Spring Creek/Dodge CWMU,Contact Operator for 2026 season dates,False
547,Summit Point,1,DB1299,Summit Point CWMU,Contact Operator for 2026 season dates,False
548,Redd Ranches,1,DB1282,Redd Ranches CWMU,Contact Operator for 2026 season dates,False
602,Thatcher Mountain,1,DB1300,Thatcher Mountain CWMU,Contact Operator for 2026 season dates,False
640,Cotton Thomas,1,DB1224,Cotton Thomas CWMU,Contact Operator for 2026 season dates,False
808,Blackhawk,1,DB1208,Blackhawk CWMU,Contact Operator for 2026 season dates,False
936,$100 Coyote Bounty,1,COY100,Coyote Reimbursement - $100,,False
