year,row_number,hunt_code,hunt_name,species,sex_type,hunt_type,new_weapon,reason
2019,33368,CG1030,"Beaver, East",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33369,CG1030,"Beaver, East",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33370,CG1030,"Beaver, East",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33371,CG1030,"Beaver, East",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33372,CG1030,"Beaver, East",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33373,CG1030,"Beaver, East",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33375,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33376,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33377,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33378,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33379,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33380,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33381,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33382,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33383,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33384,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33385,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33386,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33387,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33388,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33389,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33390,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33391,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33392,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33393,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33394,CG1034,Kamas,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33396,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33397,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33398,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33399,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33400,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33401,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33402,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33403,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33404,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33405,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33406,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33407,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33408,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33409,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33410,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33411,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33412,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33413,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33414,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33415,CG7500,"Central Mtns, Southwest Manti",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33417,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33418,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33419,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33420,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33421,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33422,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33423,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33424,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33425,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33426,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33427,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33428,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33429,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33430,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33431,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33432,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33433,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33434,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33435,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33436,CG7502,East Canyon,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33438,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33439,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33440,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33441,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33442,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33443,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33444,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33445,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33446,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33447,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33448,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33449,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33450,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33451,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33452,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33453,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33454,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33455,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33456,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33457,CG7503,South Rich,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33459,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33460,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33461,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33462,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33463,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33464,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33465,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33466,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33467,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33468,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33469,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33470,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33471,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33472,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33473,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33474,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33475,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33476,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33477,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2019,33478,CG7505,North,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,13,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,14,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,15,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,16,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,17,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,18,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,19,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,20,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,21,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,22,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,23,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,24,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,25,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,26,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,27,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,28,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,29,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,30,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,31,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,32,CG7605,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,34,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,35,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,36,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,37,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,38,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,39,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,40,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,41,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,42,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,43,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,44,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,45,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,46,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,47,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,48,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,49,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,50,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,51,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,52,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,53,CG7610,"East Canyon, Davis",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,55,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,56,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,57,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,58,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,59,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,60,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,61,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,62,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,63,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,64,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,65,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,66,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,67,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,68,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,69,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,70,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,71,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,72,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,73,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,74,CG7612,Monroe,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,76,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,77,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,78,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,79,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,80,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,81,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,82,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,83,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,84,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,85,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,86,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,87,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,88,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,89,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,90,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,91,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,92,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,93,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,94,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,95,CG7613,Mt Dutton,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,97,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,98,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,99,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,100,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,101,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,102,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,103,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,104,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,105,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,106,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,107,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,108,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,109,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,110,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,111,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,112,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,113,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,114,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,115,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,116,CG7615,Panguitch Lake,Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,118,CG7619,"Plateau, Fishlake",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,119,CG7619,"Plateau, Fishlake",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,120,CG7619,"Plateau, Fishlake",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,121,CG7619,"Plateau, Fishlake",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,122,CG7619,"Plateau, Fishlake",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,123,CG7619,"Plateau, Fishlake",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
2020,124,CG7619,"Plateau, Fishlake",Cougar,Either Sex,Limited Entry,Any Legal Weapon,legacy cougar draw rows are any legal weapon
