hunt_code,residency,points,field,pdf_value,canonical_value,pdf_source_file,pdf_hunt_name,canonical_hunt_name
DA1047,Resident,13,eligible_applicants,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,13,regular_permits,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,13,total_permits,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,11,eligible_applicants,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,11,regular_permits,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,11,total_permits,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,9,eligible_applicants,2,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,9,regular_permits,2,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,9,total_permits,2,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Nonresident,9,eligible_applicants,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Nonresident,9,regular_permits,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Nonresident,9,total_permits,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,8,eligible_applicants,2,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,8,regular_permits,2,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,8,total_permits,2,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Nonresident,8,eligible_applicants,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Nonresident,8,regular_permits,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Nonresident,8,total_permits,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,7,eligible_applicants,14,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,7,regular_permits,14,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,7,total_permits,14,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Nonresident,7,eligible_applicants,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Nonresident,7,regular_permits,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Nonresident,7,total_permits,1,0,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,6,eligible_applicants,164,1,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
DA1047,Resident,6,regular_permits,117,1,22_antlerless_drawing_odds_report.pdf,"Two Doe Antlerless Deer -South Slope, Vernal-ouray Valley -Any Legal Weapon",Vernal-Ouray Valley
