source_file,page_number,hunt_code,hunt_name,residency,points,eligible_applicants,bonus_permits,regular_permits,total_permits,success_ratio
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,16,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,16,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,15,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,15,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,14,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,14,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,13,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,13,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,12,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,12,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,11,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,11,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,10,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,10,0,0,0,0,N/A
22_antlerless_drawing_odds_report.pdf,3,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,9,0,0,0,0,N/A
