"local_path","bytes","mb","content_type","r2_uri","public_url","uploaded_at"
"audits/prediction_validation/youth_reserved_pool_tuning_2021_to_2022/youth_reserved_pool_candidate_full.csv","28879769","27.54","text/csv","r2://uoga-data/hunt-builder/audits/prediction_validation/youth_reserved_pool_tuning_2021_to_2022/youth_reserved_pool_candidate_full.csv","https://json.uoga.workers.dev/hunt-builder/audits/prediction_validation/youth_reserved_pool_tuning_2021_to_2022/youth_reserved_pool_candidate_full.csv","2026-06-21T07:09:58"
"audits/truth_document_audit/rebuild_2025_le_oil_from_uploaded_pdfs/removed_2025_le_oil_rows_replaced_by_pdf_rebuild.csv","35768151","34.11","text/csv","r2://uoga-data/hunt-builder/audits/truth_document_audit/rebuild_2025_le_oil_from_uploaded_pdfs/removed_2025_le_oil_rows_replaced_by_pdf_rebuild.csv","https://json.uoga.workers.dev/hunt-builder/audits/truth_document_audit/rebuild_2025_le_oil_from_uploaded_pdfs/removed_2025_le_oil_rows_replaced_by_pdf_rebuild.csv","2026-06-21T07:10:03"
"data/hunt_odds_history.csv","30693029","29.27","text/csv","r2://uoga-data/hunt-builder/data/hunt_odds_history.csv","https://json.uoga.workers.dev/hunt-builder/data/hunt_odds_history.csv","2026-06-21T07:10:07"
"data/hunt_predictions.json","29495505","28.13","application/json","r2://uoga-data/hunt-builder/data/hunt_predictions.json","https://json.uoga.workers.dev/hunt-builder/data/hunt_predictions.json","2026-06-21T07:10:10"
"data_model/runtime_drafts/draw_reality_engine_v2.csv","44792285","42.72","text/csv","r2://uoga-data/hunt-builder/data_model/runtime_drafts/draw_reality_engine_v2.csv","https://json.uoga.workers.dev/hunt-builder/data_model/runtime_drafts/draw_reality_engine_v2.csv","2026-06-21T07:10:14"
"data_model/runtime_drafts/draw_reality_engine_v2_rows_added.csv","34418796","32.82","text/csv","r2://uoga-data/hunt-builder/data_model/runtime_drafts/draw_reality_engine_v2_rows_added.csv","https://json.uoga.workers.dev/hunt-builder/data_model/runtime_drafts/draw_reality_engine_v2_rows_added.csv","2026-06-21T07:10:18"
"data_model/runtime_drafts/point_ladder_view_v2.csv","44800057","42.72","text/csv","r2://uoga-data/hunt-builder/data_model/runtime_drafts/point_ladder_view_v2.csv","https://json.uoga.workers.dev/hunt-builder/data_model/runtime_drafts/point_ladder_view_v2.csv","2026-06-21T07:10:21"
"data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2019_for_2020_canonical_yearly_draw_results.csv","43322391","41.32","text/csv","r2://uoga-data/hunt-builder/data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2019_for_2020_canonical_yearly_draw_results.csv","https://json.uoga.workers.dev/hunt-builder/data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2019_for_2020_canonical_yearly_draw_results.csv","2026-06-21T07:10:25"
"data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2020_for_2021_canonical_yearly_draw_results.csv","45240557","43.14","text/csv","r2://uoga-data/hunt-builder/data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2020_for_2021_canonical_yearly_draw_results.csv","https://json.uoga.workers.dev/hunt-builder/data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2020_for_2021_canonical_yearly_draw_results.csv","2026-06-21T07:10:29"
"data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2021_for_2022_canonical_yearly_draw_results.csv","35795015","34.14","text/csv","r2://uoga-data/hunt-builder/data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2021_for_2022_canonical_yearly_draw_results.csv","https://json.uoga.workers.dev/hunt-builder/data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2021_for_2022_canonical_yearly_draw_results.csv","2026-06-21T07:10:32"
"data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2022_for_2023_canonical_yearly_draw_results.csv","32571578","31.06","text/csv","r2://uoga-data/hunt-builder/data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2022_for_2023_canonical_yearly_draw_results.csv","https://json.uoga.workers.dev/hunt-builder/data_truth/draw_results_truth/normalized/canonical_yearly/draw_results_2022_for_2023_canonical_yearly_draw_results.csv","2026-06-21T07:10:35"
"data_truth/draw_results_truth/normalized/draw_results_2021_for_2022_candidate_promotion_file_records.csv","31026657","29.59","text/csv","r2://uoga-data/hunt-builder/data_truth/draw_results_truth/normalized/draw_results_2021_for_2022_candidate_promotion_file_records.csv","https://json.uoga.workers.dev/hunt-builder/data_truth/draw_results_truth/normalized/draw_results_2021_for_2022_candidate_promotion_file_records.csv","2026-06-21T07:10:38"
"data_truth/draw_results_truth/normalized/draw_results_2022_for_2023_candidate_promotion_file_records.csv","33572504","32.02","text/csv","r2://uoga-data/hunt-builder/data_truth/draw_results_truth/normalized/draw_results_2022_for_2023_candidate_promotion_file_records.csv","https://json.uoga.workers.dev/hunt-builder/data_truth/draw_results_truth/normalized/draw_results_2022_for_2023_candidate_promotion_file_records.csv","2026-06-21T07:10:41"
"data_truth/draw_results_truth/normalized/draw_results_2026_for_2027_candidate_promotion_file_records.csv","30307038","28.9","text/csv","r2://uoga-data/hunt-builder/data_truth/draw_results_truth/normalized/draw_results_2026_for_2027_candidate_promotion_file_records.csv","https://json.uoga.workers.dev/hunt-builder/data_truth/draw_results_truth/normalized/draw_results_2026_for_2027_candidate_promotion_file_records.csv","2026-06-21T07:10:45"
"processed_data/audits/hunt_research_2026_ladder_unclassified.csv","46064532","43.93","text/csv","r2://uoga-data/hunt-builder/processed_data/audits/hunt_research_2026_ladder_unclassified.csv","https://json.uoga.workers.dev/hunt-builder/processed_data/audits/hunt_research_2026_ladder_unclassified.csv","2026-06-21T07:10:49"
"processed_data/audits/hunt_research_2026_ladder_unclassified_classifier_exact.csv","43967059","41.93","text/csv","r2://uoga-data/hunt-builder/processed_data/audits/hunt_research_2026_ladder_unclassified_classifier_exact.csv","https://json.uoga.workers.dev/hunt-builder/processed_data/audits/hunt_research_2026_ladder_unclassified_classifier_exact.csv","2026-06-21T07:10:54"
"processed_data/backups/current_year_allotment_overlay_20260523_071315/point_ladder_view.csv","47928799","45.71","text/csv","r2://uoga-data/hunt-builder/processed_data/backups/current_year_allotment_overlay_20260523_071315/point_ladder_view.csv","https://json.uoga.workers.dev/hunt-builder/processed_data/backups/current_year_allotment_overlay_20260523_071315/point_ladder_view.csv","2026-06-21T07:10:58"
"processed_data/backups/permit_allocations_2026_20260510_160357/processed_data/point_ladder_view.csv","33071892","31.54","text/csv","r2://uoga-data/hunt-builder/processed_data/backups/permit_allocations_2026_20260510_160357/processed_data/point_ladder_view.csv","https://json.uoga.workers.dev/hunt-builder/processed_data/backups/permit_allocations_2026_20260510_160357/processed_data/point_ladder_view.csv","2026-06-21T07:11:01"
"processed_data/backups/permit_allocations_2026_20260523_082859/processed_data/hunt_master_enriched.csv","31887607","30.41","text/csv","r2://uoga-data/hunt-builder/processed_data/backups/permit_allocations_2026_20260523_082859/processed_data/hunt_master_enriched.csv","https://json.uoga.workers.dev/hunt-builder/processed_data/backups/permit_allocations_2026_20260523_082859/processed_data/hunt_master_enriched.csv","2026-06-21T07:11:04"
"processed_data/backups/permit_allocations_2026_20260523_083028/processed_data/hunt_master_enriched.csv","32105793","30.62","text/csv","r2://uoga-data/hunt-builder/processed_data/backups/permit_allocations_2026_20260523_083028/processed_data/hunt_master_enriched.csv","https://json.uoga.workers.dev/hunt-builder/processed_data/backups/permit_allocations_2026_20260523_083028/processed_data/hunt_master_enriched.csv","2026-06-21T07:11:07"
"processed_data/draw_reality_engine_v2.csv","44863034","42.78","text/csv","r2://uoga-data/hunt-builder/processed_data/draw_reality_engine_v2.csv","https://json.uoga.workers.dev/hunt-builder/processed_data/draw_reality_engine_v2.csv","2026-06-21T07:11:10"
"processed_data/dwr_huntplanner_hanumber_2026_raw_payloads.json","34755647","33.15","application/json","r2://uoga-data/hunt-builder/processed_data/dwr_huntplanner_hanumber_2026_raw_payloads.json","https://json.uoga.workers.dev/hunt-builder/processed_data/dwr_huntplanner_hanumber_2026_raw_payloads.json","2026-06-21T07:11:15"
"processed_data/harvest_results_all_years_long.csv","30078733","28.69","text/csv","r2://uoga-data/hunt-builder/processed_data/harvest_results_all_years_long.csv","https://json.uoga.workers.dev/hunt-builder/processed_data/harvest_results_all_years_long.csv","2026-06-21T07:11:17"
"processed_data/public_contracts/hunt_odds_history.csv","30497310","29.08","text/csv","r2://uoga-data/hunt-builder/processed_data/public_contracts/hunt_odds_history.csv","https://json.uoga.workers.dev/hunt-builder/processed_data/public_contracts/hunt_odds_history.csv","2026-06-21T07:11:20"
