"local_path","bytes","mb","content_type","r2_uri","public_url","uploaded_at"
".pytest_tmp_retry_2022/test_formal_cli_generates_popu0/draw_reality_engine_v2.csv","44792285","42.72","text/csv","r2://uoga-data/hunt-builder/.pytest_tmp_retry_2022/test_formal_cli_generates_popu0/draw_reality_engine_v2.csv","https://json.uoga.workers.dev/hunt-builder/.pytest_tmp_retry_2022/test_formal_cli_generates_popu0/draw_reality_engine_v2.csv","2026-06-21T07:09:21"
".pytest_tmp_retry_2022/test_formal_cli_source_year_tr0/draw_reality_engine_v2.csv","44792285","42.72","text/csv","r2://uoga-data/hunt-builder/.pytest_tmp_retry_2022/test_formal_cli_source_year_tr0/draw_reality_engine_v2.csv","https://json.uoga.workers.dev/hunt-builder/.pytest_tmp_retry_2022/test_formal_cli_source_year_tr0/draw_reality_engine_v2.csv","2026-06-21T07:09:25"
".pytest_tmp_retry_2022/test_formal_cli_source_year_tr1/draw_reality_engine_v2.csv","44792285","42.72","text/csv","r2://uoga-data/hunt-builder/.pytest_tmp_retry_2022/test_formal_cli_source_year_tr1/draw_reality_engine_v2.csv","https://json.uoga.workers.dev/hunt-builder/.pytest_tmp_retry_2022/test_formal_cli_source_year_tr1/draw_reality_engine_v2.csv","2026-06-21T07:09:30"
".pytest_tmp_retry_after_dh_alias_fix/test_formal_cli_generates_popu0/draw_reality_engine_v2.csv","44792285","42.72","text/csv","r2://uoga-data/hunt-builder/.pytest_tmp_retry_after_dh_alias_fix/test_formal_cli_generates_popu0/draw_reality_engine_v2.csv","https://json.uoga.workers.dev/hunt-builder/.pytest_tmp_retry_after_dh_alias_fix/test_formal_cli_generates_popu0/draw_reality_engine_v2.csv","2026-06-21T07:09:34"
".pytest_tmp_retry_after_dh_alias_fix/test_formal_cli_source_year_tr0/draw_reality_engine_v2.csv","44792285","42.72","text/csv","r2://uoga-data/hunt-builder/.pytest_tmp_retry_after_dh_alias_fix/test_formal_cli_source_year_tr0/draw_reality_engine_v2.csv","https://json.uoga.workers.dev/hunt-builder/.pytest_tmp_retry_after_dh_alias_fix/test_formal_cli_source_year_tr0/draw_reality_engine_v2.csv","2026-06-21T07:09:38"
".tmp_r2_test.csv","46220759","44.08","text/csv","r2://uoga-data/hunt-builder/.tmp_r2_test.csv","https://json.uoga.workers.dev/hunt-builder/.tmp_r2_test.csv","2026-06-21T07:09:42"
"audits/prediction_validation/lane_specific_tuning/prediction_validation_lane_tuned_candidate.csv","31342179","29.89","text/csv","r2://uoga-data/hunt-builder/audits/prediction_validation/lane_specific_tuning/prediction_validation_lane_tuned_candidate.csv","https://json.uoga.workers.dev/hunt-builder/audits/prediction_validation/lane_specific_tuning/prediction_validation_lane_tuned_candidate.csv","2026-06-21T07:09:45"
"audits/prediction_validation/lane_specific_tuning_1_4/materialize_retry_2026/draw_reality_engine_v2.csv","44792285","42.72","text/csv","r2://uoga-data/hunt-builder/audits/prediction_validation/lane_specific_tuning_1_4/materialize_retry_2026/draw_reality_engine_v2.csv","https://json.uoga.workers.dev/hunt-builder/audits/prediction_validation/lane_specific_tuning_1_4/materialize_retry_2026/draw_reality_engine_v2.csv","2026-06-21T07:09:48"
"audits/prediction_validation/lane_specific_tuning_1_4/materialize_retry_2026_after_dh_alias_fix/draw_reality_engine_v2.csv","44792285","42.72","text/csv","r2://uoga-data/hunt-builder/audits/prediction_validation/lane_specific_tuning_1_4/materialize_retry_2026_after_dh_alias_fix/draw_reality_engine_v2.csv","https://json.uoga.workers.dev/hunt-builder/audits/prediction_validation/lane_specific_tuning_1_4/materialize_retry_2026_after_dh_alias_fix/draw_reality_engine_v2.csv","2026-06-21T07:09:51"
"audits/prediction_validation/lane_specific_tuning_1_4/materialize_retry_2026_after_dh_fix/draw_reality_engine_v2.csv","44792285","42.72","text/csv","r2://uoga-data/hunt-builder/audits/prediction_validation/lane_specific_tuning_1_4/materialize_retry_2026_after_dh_fix/draw_reality_engine_v2.csv","https://json.uoga.workers.dev/hunt-builder/audits/prediction_validation/lane_specific_tuning_1_4/materialize_retry_2026_after_dh_fix/draw_reality_engine_v2.csv","2026-06-21T07:09:55"
