report_year,draw_year,model_year,source_file,source_extension,source_location,source_label,source_family,hunt_code_raw,comparison_hunt_code,prefix,species_from_prefix,hunt_title_or_row_text,unit_or_area_inferred,weapon_or_last_segment_inferred,sex_type,hunt_type,weapon,resident_permits_drawn,nonresident_permits_drawn,total_permits_drawn,permit_parse_status,hunt_code_review_status,candidate_normalized_hunt_code,source_priority
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_87,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1216,DB1216,DB,Buck Deer,Hunt: DB1216 Cwmu Buck Deer - Castle Valley Outdoors - Any Legal Weapon Page 99,Castle Valley Outdoors,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_88,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1217,DB1217,DB,Buck Deer,Hunt: DB1217 Cwmu Buck Deer - Causey Spring - Any Legal Weapon Page 100,Causey Spring,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_89,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1219,DB1219,DB,Buck Deer,Hunt: DB1219 Cwmu Buck Deer - Chimney Rock - Any Legal Weapon Page 101,Chimney Rock,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_90,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1222,DB1222,DB,Buck Deer,Hunt: DB1222 Cwmu Buck Deer - Coldwater Ranch -An y Legal Weapon Page 102,Cwmu Buck Deer,Coldwater Ranch -An y Legal Weapon,Buck,CWMU,Coldwater Ranch -An y Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_91,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1223,DB1223,DB,Buck Deer,Hunt: DB1223 Cwmu Buck Deer - Conover-jensen - Any Legal Weapon Page 103,Conover-jensen,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,3,0,3,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_92,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1224,DB1224,DB,Buck Deer,Hunt: DB1224 Cwmu Buck Deer - Cotton Thomas - Any Legal Weapon Page 104,Cotton Thomas,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_93,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1227,DB1227,DB,Buck Deer,Hunt: DB1227 Cwmu Buck Deer - Deer Haven - Any Legal Weapon Page 105,Deer Haven,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_94,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1228,DB1228,DB,Buck Deer,Hunt: DB1228 Cwmu Buck Deer - Deseret - Any Legal Weapon Page 106,Deseret,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,14,0,14,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_95,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1229,DB1229,DB,Buck Deer,Hunt: DB1229 Cwmu Buck Deer - Dilly Ranch - Any Legal Weapon Page 107,Dilly Ranch,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_96,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1230,DB1230,DB,Buck Deer,Hunt: DB1230 Cwmu Buck Deer - Double R Ranch - Any Legal Weapon Page 108,Double R Ranch,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,3,0,3,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_97,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1231,DB1231,DB,Buck Deer,Hunt: DB1231 Cwmu Buck Deer - Dove Creek - Any Legal Weapon Page 109,Dove Creek,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_98,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1232,DB1232,DB,Buck Deer,Hunt: DB1232 Cwmu Buck Deer - Durst Mountain - Any Legal Weapon Page 110,Durst Mountain,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_99,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1233,DB1233,DB,Buck Deer,Hunt: DB1233 Cwmu Buck Deer - East Fork Chalk Creek - Any Legal Weapon Page 111,East Fork Chalk Creek,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,4,0,4,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_100,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1234,DB1234,DB,Buck Deer,Hunt: DB1234 Cwmu Buck Deer - East Zion - Any Legal Weapon Page 112,East Zion,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_101,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1236,DB1236,DB,Buck Deer,Hunt: DB1236 Cwmu Buck Deer - Engineer Springs - Any Legal Weapon Page 113,Engineer Springs,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_102,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1237,DB1237,DB,Buck Deer,Hunt: DB1237 Cwmu Buck Deer - Ensign Ranches - Any Legal Weapon Page 114,Ensign Ranches,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,4,0,4,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_103,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1238,DB1238,DB,Buck Deer,Hunt: DB1238 Cwmu Buck Deer - Folley Ridge - Any Legal Weapon Page 115,Folley Ridge,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,3,0,3,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_104,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1240,DB1240,DB,Buck Deer,Hunt: DB1240 Cwmu Buck Deer - George Creek - Any Legal Weapon Page 116,George Creek,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_105,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1241,DB1241,DB,Buck Deer,Hunt: DB1241 Cwmu Buck Deer - Golden Spike - Any Legal Weapon Page 117,Golden Spike,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_106,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1242,DB1242,DB,Buck Deer,Hunt: DB1242 Cwmu Buck Deer - Grass Valley/clark Canyon -An y Legal Weapon Page 118,Cwmu Buck Deer,Grass Valley/clark Canyon -An y Legal Weapon,Buck,CWMU,Grass Valley/clark Canyon -An y Legal Weapon,15,0,15,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_107,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1243,DB1243,DB,Buck Deer,Hunt: DB1243 Cwmu Buck Deer - Grazing Pasture - Any Legal Weapon Page 119,Grazing Pasture,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_108,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1244,DB1244,DB,Buck Deer,Hunt: DB1244 Cwmu Buck Deer - Green Canyon - Any Legal Weapon Page 120,Green Canyon,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_109,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1245,DB1245,DB,Buck Deer,Hunt: DB1245 Cwmu Buck Deer - Guildersleeve - Any Legal Weapon Page 121,Guildersleeve,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_110,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1246,DB1246,DB,Buck Deer,Hunt: DB1246 Cwmu Buck Deer - Hardscrabble - Any Legal Weapon Page 122,Hardscrabble,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_111,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1248,DB1248,DB,Buck Deer,Hunt: DB1248 Cwmu Buck Deer - Heaston East - Any Legal Weapon Page 123,Heaston East,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_112,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1249,DB1249,DB,Buck Deer,Hunt: DB1249 Cwmu Buck Deer - Hiawatha - Any Legal Weapon Page 124,Hiawatha,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_113,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1250,DB1250,DB,Buck Deer,Hunt: DB1250 Cwmu Buck Deer - Indian Creek - Any Legal Weapon Page 125,Indian Creek,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_114,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1251,DB1251,DB,Buck Deer,Hunt: DB1251 Cwmu Buck Deer - Indian Head - Any Legal Weapon Page 126,Indian Head,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_115,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1252,DB1252,DB,Buck Deer,Hunt: DB1252 Cwmu Buck Deer - Ingham Peak - Any Legal Weapon Page 127,Ingham Peak,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,4,0,4,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_116,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1253,DB1253,DB,Buck Deer,Hunt: DB1253 Cwmu Buck Deer - J.b. Ranch - Any Legal Weapon Page 128,J.b. Ranch,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_117,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1255,DB1255,DB,Buck Deer,Hunt: DB1255 Cwmu Buck Deer - Johnson Mountain Ranch - Any Legal Weapon Page 129,Johnson Mountain Ranch,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_118,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1256,DB1256,DB,Buck Deer,Hunt: DB1256 Cwmu Buck Deer - Junction Valley - Any Legal Weapon Page 130,Junction Valley,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,5,0,5,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_119,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1257,DB1257,DB,Buck Deer,Hunt: DB1257 Cwmu Buck Deer - Lazy H Ranch - Any Legal Weapon Page 131,Lazy H Ranch,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_120,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1258,DB1258,DB,Buck Deer,Hunt: DB1258 Cwmu Buck Deer - Little Red Creek - Any Legal Weapon Page 132,Little Red Creek,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_121,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1259,DB1259,DB,Buck Deer,Hunt: DB1259 Cwmu Buck Deer - Lone Tree Tunnel Hollow - Any Legal Weapon Page 133,Lone Tree Tunnel Hollow,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_122,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1260,DB1260,DB,Buck Deer,Hunt: DB1260 Cwmu Buck Deer - Middle Ridge - Any Legal Weapon Page 134,Middle Ridge,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,4,0,4,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_123,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1261,DB1261,DB,Buck Deer,Hunt: DB1261 Cwmu Buck Deer - Minnie Maud Ridge - Any Legal Weapon Page 135,Minnie Maud Ridge,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,5,0,5,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_124,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1263,DB1263,DB,Buck Deer,Hunt: DB1263 Cwmu Buck Deer - Moon Ranch - Any Legal Weapon Page 136,Moon Ranch,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_125,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1264,DB1264,DB,Buck Deer,Hunt: DB1264 Cwmu Buck Deer - Mountain Meadow - Any Legal Weapon Page 137,Mountain Meadow,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_126,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1265,DB1265,DB,Buck Deer,Hunt: DB1265 Cwmu Buck Deer - Mountain Top - Any Legal Weapon Page 138,Mountain Top,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_127,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1266,DB1266,DB,Buck Deer,Hunt: DB1266 Cwmu Buck Deer - Mt Carmel - Any Legal Weapon Page 139,Mt Carmel,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_128,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1267,DB1267,DB,Buck Deer,Hunt: DB1267 Cwmu Buck Deer - Neil Creek - Any Legal Weapon Page 140,Neil Creek,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_129,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1269,DB1269,DB,Buck Deer,Hunt: DB1269 Cwmu Buck Deer - North Promontory - Any Legal Weapon Page 141,North Promontory,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,2,0,2,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_130,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1270,DB1270,DB,Buck Deer,Hunt: DB1270 Cwmu Buck Deer - Nucor West - Any Legal Weapon Page 142,Nucor West,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_131,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1271,DB1271,DB,Buck Deer,Hunt: DB1271 Cwmu Buck Deer - Oak Ranch - Any Legal Weapon Page 143,Oak Ranch,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,3,0,3,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_132,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1272,DB1272,DB,Buck Deer,Hunt: DB1272 Cwmu Buck Deer - Old Woman Plateau - Any Legal Weapon Page 144,Old Woman Plateau,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,3,0,3,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_133,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1273,DB1273,DB,Buck Deer,Hunt: DB1273 Cwmu Buck Deer - Park Valley Hereford - Any Legal Weapon Page 145,Park Valley Hereford,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,10,0,10,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_134,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1274,DB1274,DB,Buck Deer,Hunt: DB1274 Cwmu Buck Deer - Patmos Ridge - Any Legal Weapon Page 146,Patmos Ridge,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_135,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1275,DB1275,DB,Buck Deer,Hunt: DB1275 Cwmu Buck Deer - Pine Canyon -An y Legal Weapon Page 147,Cwmu Buck Deer,Pine Canyon -An y Legal Weapon,Buck,CWMU,Pine Canyon -An y Legal Weapon,3,0,3,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_136,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1276,DB1276,DB,Buck Deer,Hunt: DB1276 Cwmu Buck Deer - Plymouth Peak - Any Legal Weapon Page 148,Plymouth Peak,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_137,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1277,DB1277,DB,Buck Deer,Hunt: DB1277 Cwmu Buck Deer - Pocatello Valley - Any Legal Weapon Page 149,Pocatello Valley,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2021,2021,2022,2021/.pdf/2021_PERMITS=2022_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,.pdf,pdf_page_138,L.E. BIG GAME DRAW RESULTS,LIMITED_ENTRY,DB1278,DB1278,DB,Buck Deer,Hunt: DB1278 Cwmu Buck Deer - Powder Mountain - Any Legal Weapon Page 150,Powder Mountain,Any Legal Weapon,Buck,CWMU,Any Legal Weapon,1,0,1,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
