hunt_code,prefix,confirmation_status,in_bible_2020,in_harvest_reports,bible_species,bible_title,bible_source_files,harvest_source_files,harvest_source_pages,harvest_context_samples,notes
EA1122,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1122 Cwmu Antlerless Elk - Causey Spring - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1122 Causey Spring 7 7 3 7.4 42.9,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1124,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1124 Cwmu Antlerless Elk - Chimney Rock - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1124 Chimney Rock 10 10 9 1.6 90.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1125,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1125 Cwmu Antlerless Elk - Coldwater Ranch - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1125 Coldwater Ranch 10 9 8 1.8 87.5,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1126,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1126 Cwmu Antlerless Elk - Cotton Thomas - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1126 Cotton Thomas 5 5 0 6.0 0.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1127,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1127 Cwmu Antlerless Elk - Coyote Little Pole - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1127 Coyote Little Pole 37 37 20 4.1 53.3,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1129,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1129 Cwmu Antlerless Elk - Deseret - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1129 Deseret 254 253 238 1.6 94.2,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1130,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1130 Cwmu Antlerless Elk - Double Cone - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1130 Double Cone 8 7 3 3.6 40.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1131,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1131 Cwmu Antlerless Elk - Durst Mountain - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1131 Durst Mountain 25 22 17 2.3 75.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1132,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1132 Cwmu Antlerless Elk - East Fork Chalk Creek - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1132 East Fork Chalk Creek 28 28 16 5.1 56.3,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1134,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1134 Cwmu Antlerless Elk - Ensign Ranches - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1134 Ensign Ranches 71 68 36 2.2 52.2,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1135,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1135 Cwmu Antlerless Elk - Folley Ridge - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1135 Folley Ridge 5 5 3 2.8 50.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1136,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1136 Cwmu Antlerless Elk - Grass Valley/clark Canyon - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1136 Grass Valley/Clark Canyon 50 49 31 2.1 62.9,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1137,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1137 Cwmu Antlerless Elk - Grazing Pasture - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1137 Grazing Pasture 14 11 11 1.5 100.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1138,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1138 Cwmu Antlerless Elk - Guildersleeve - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1138 Guildersleeve 7 7 4 1.4 60.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1139,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1139 Cwmu Antlerless Elk - Hardscrabble - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,4,CWMU Antlerless elk EA1139 Hardscrabble 10 10 5 7.0 50.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1140,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1140 Cwmu Antlerless Elk - Heaston East - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1140 Heaston East 9 9 9 1.5 100.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1141,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1141 Cwmu Antlerless Elk - Hiawatha - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1141 Hiawatha 15 15 2 4.0 12.5,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1142,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1142 Cwmu Antlerless Elk - Indian Head - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1142 Indian Head 8 8 3 3.7 33.3,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1143,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1143 Cwmu Antlerless Elk - J.b. Ranch - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1143 J. B. Ranch 34 34 30 2.0 88.9,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1145,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1145 Cwmu Antlerless Elk - Johnson Mountain Ranch - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1145 Johnson Mountain Ranch 20 20 18 1.8 87.5,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1146,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1146 Cwmu Antlerless Elk - Jump Creek - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1146 Jump Creek 16 16 13 2.5 83.3,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1147,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1147 Cwmu Antlerless Elk - Little Red Creek - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1147 Little Red Creek 20 18 17 1.4 91.7,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1149,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1149 Cwmu Antlerless Elk - Minnie Maud Ridge - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1149 Minnie Maud Ridge 8 7 1 10.8 20.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1151,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1151 Cwmu Antlerless Elk - Moon Ranch - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1151 Moon Ranch 8 6 0 1.8 0.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1153,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1153 Cwmu Antlerless Elk - Old Woman Plateau - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1153 Old Woman Plateau 4 4 4 4.0 100.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1155,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1155 Cwmu Antlerless Elk - Powder Mountain - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1155 Powder Mountain 5 3 0 2.0 0.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1156,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1156 Cwmu Antlerless Elk - Preston Nutter Ranch - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1156 Preston Nutter Ranch 5 3 3 1.5 100.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1157,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1157 Cwmu Antlerless Elk - Redd Ranches - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1157 Redd Ranches 29 26 19 2.8 73.3,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1158,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1158 Cwmu Antlerless Elk - Riverview Ranch Llc - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1158 Riverview Ranch LLC 9 7 0 8.0 0.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1159,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1159 Cwmu Antlerless Elk - Roan Cliffs - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1159 Roan Cliffs 6 6 3 2.7 50.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1160,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1160 Cwmu Antlerless Elk - Sand Creek - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1160 Sand Creek 6 6 5 1.8 75.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1161,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1161 Cwmu Antlerless Elk - Scofield Canyons - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1161 Scofield Canyons 10 10 4 2.3 42.9,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1162,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1162 Cwmu Antlerless Elk - Scofield East - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1162 Scofield East 11 11 8 1.5 75.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1163,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1163 Cwmu Antlerless Elk - Scofield West - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1163 Scofield West 40 38 12 4.6 31.8,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1164,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1164 Cwmu Antlerless Elk - Sj Ranch - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1164 SJ Ranch 7 7 5 2.8 66.7,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1165,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1165 Cwmu Antlerless Elk - Skull Crack - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1165 Skull Crack 13 12 12 1.5 100.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1166,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1166 Cwmu Antlerless Elk - Soldier Summit - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1166 Soldier Summit 10 10 3 4.3 33.3,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1167,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1167 Cwmu Antlerless Elk - South Canyon - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1167 South Canyon 5 5 4 1.8 80.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1168,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1168 Cwmu Antlerless Elk - Spring Creek/dodge - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1168 Spring Creek/Dodge 19 17 5 6.6 28.6,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1170,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1170 Cwmu Antlerless Elk - Strawberry Ridge - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1170 Strawberry Ridge 10 7 5 2.3 75.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1172,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1172 Cwmu Antlerless Elk - Three C - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1172 Three C 24 20 13 2.7 66.7,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1174,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1174 Cwmu Antlerless Elk - Two Bear - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1174 Two Bear 30 29 21 2.0 72.0,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1175,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1175 Cwmu Antlerless Elk - Wallsburg - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1175 Wallsburg 8 8 5 2.2 66.7,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
EA1176,EA,CONFIRMED_BY_2020_HARVEST_REPORT,YES,YES,Antlerless Elk,Hunt: EA1176 Cwmu Antlerless Elk - Weber Florence Creek - Any Legal Weapon,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf|2020/.pdf/2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,pipeline/RAW/hunt_unit_database/2020/pdf/harvest_report/2020_antlerless_hr.pdf,5,CWMU Antlerless elk EA1176 Weber Florence Creek 50 45 23 4.7 51.9,Hunt code appears in both the 2020 BIBLE draw-result document and the selected 2020 harvest reports.
