from_report_year,to_report_year,from_model_year,to_model_year,from_hunt_code,to_hunt_code,from_prefix,to_prefix,compare_status,candidate_confidence,identity_score,from_species,to_species,from_unit_or_area,to_unit_or_area,from_weapon,to_weapon,from_title,to_title,from_source_files,to_source_files,recommended_next_action,notes
2025,2026,2026,2027,,BI1000,,BI,ADDED_NO_YEAR_DOCUMENT_PREDECESSOR,NO_SAFE_MATCH,,,Bison,,,,,,2026_sportsman_combined | 2026_sportsman_26_sportsman_bison.json | 2026 Sportsman Permit Draw Results | Bison | BI1000 | Sportsman Bison | Sportsman | 1 | Adult Applicants | Resident | 0 | 7893 | 1 | 1 | 1 in 7893.0 | NO,,2026/.xlxs/2026_PERMITS=2027_MODEL__SPORTSMAN PERMITS DRAW RESULTS.xlsx,"Resolve as new, reactivated, renamed outside threshold, or prior-year extraction gap.",Built from independent BIBLE year documents.
2025,2026,2026,2027,,BI6539,,BI,ADDED_NO_YEAR_DOCUMENT_PREDECESSOR,NO_SAFE_MATCH,,,Bison,,,,,,2026_big_game_12_bison | 2026_big_game_12_bison.json | 2026 Big Game Bonus Point Draw Results | Bison (Cow Only) | BI6539 | Henry Mtns | Once-in-a-lifetime | 11 | 11 | Adult Applicants | Resident | 7 | 10 | 1 | 1 | 1 in 10.0 | NO,,2026/.xlxs/2026_PERMITS=2027_MODEL__O.I.L. BISON.xlsx,"Resolve as new, reactivated, renamed outside threshold, or prior-year extraction gap.",Built from independent BIBLE year documents.
2025,2026,2026,2027,,BR1000,,BR,ADDED_NO_YEAR_DOCUMENT_PREDECESSOR,NO_SAFE_MATCH,,,Black Bear,,,,,,2026_sportsman_combined | 2026_sportsman_30_sportsman_black_bear.json | 2026 Sportsman Permit Draw Results | Black Bear | BR1000 | Sportsman Black Bear | Sportsman | 1 | Adult Applicants | Resident | 0 | 3490 | 1 | 1 | 1 in 3490.0 | NO,,2026/.xlxs/2026_PERMITS=2027_MODEL__SPORTSMAN PERMITS DRAW RESULTS.xlsx,"Resolve as new, reactivated, renamed outside threshold, or prior-year extraction gap.",Built from independent BIBLE year documents.
2025,2026,2026,2027,,BR7021,,BR,ADDED_NO_YEAR_DOCUMENT_PREDECESSOR,NO_SAFE_MATCH,,,Black Bear,,,,,,2026_black_bear_01_black_bear | 2026_black_bear_01_black_bear.json | 2026 Black Bear Draw Results | Bear Spring | BR7021 | Dolores Triangle | Limited-Entry | 2 | 2 | Adult Applicants | Resident | 4 | 2 | 1 | 1 | 2 | 1 in 1.0 | NO,,2026/.xlxs/2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.xlsx,"Resolve as new, reactivated, renamed outside threshold, or prior-year extraction gap.",Built from independent BIBLE year documents.
2025,2026,2026,2027,,BR7022,,BR,ADDED_NO_YEAR_DOCUMENT_PREDECESSOR,NO_SAFE_MATCH,,,Black Bear,,,,,,2026_black_bear_01_black_bear | 2026_black_bear_01_black_bear.json | 2026 Black Bear Draw Results | Bear Spring | BR7022 | La Sal Mtns | Limited-Entry | 43 | 40 | 3 | Adult Applicants | Nonresident | 0 | 11 | 1 | 1 | 1 in 11.0 | NO,,2026/.xlxs/2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.xlsx,"Resolve as new, reactivated, renamed outside threshold, or prior-year extraction gap.",Built from independent BIBLE year documents.
2025,2026,2026,2027,,BR7126,,BR,ADDED_NO_YEAR_DOCUMENT_PREDECESSOR,NO_SAFE_MATCH,,,Black Bear,,,,,,2026_black_bear_01_black_bear | 2026_black_bear_01_black_bear.json | 2026 Black Bear Draw Results | Bear Summer | BR7126 | Dolores Triangle | Limited-Entry | 6 | 6 | Adult Applicants | Resident | 1 | 1 | 1 | 1 | 1 in 1.0 | NO,,2026/.xlxs/2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.xlsx,"Resolve as new, reactivated, renamed outside threshold, or prior-year extraction gap.",Built from independent BIBLE year documents.
2025,2026,2026,2027,,BR7127,,BR,ADDED_NO_YEAR_DOCUMENT_PREDECESSOR,NO_SAFE_MATCH,,,Black Bear,,,,,,2026_black_bear_01_black_bear | 2026_black_bear_01_black_bear.json | 2026 Black Bear Draw Results | Bear Summer | BR7127 | La Sal Mtns | Limited-Entry | 27 | 25 | 2 | Adult Applicants | Nonresident | 11 | 2 | 1 | 1 | 1 in 2.0 | NO,,2026/.xlxs/2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.xlsx,"Resolve as new, reactivated, renamed outside threshold, or prior-year extraction gap.",Built from independent BIBLE year documents.
2025,2026,2026,2027,,BR7238,,BR,ADDED_NO_YEAR_DOCUMENT_PREDECESSOR,NO_SAFE_MATCH,,,Black Bear,,,,,,2026_black_bear_01_black_bear | 2026_black_bear_01_black_bear.json | 2026 Black Bear Draw Results | Bear Fall | BR7238 | Dolores Triangle | Limited-Entry | 2 | 2 | Adult Applicants | Resident | 2 | 1 | 1 | 1 | 1 in 1.0 | NO,,2026/.xlxs/2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.xlsx,"Resolve as new, reactivated, renamed outside threshold, or prior-year extraction gap.",Built from independent BIBLE year documents.
2025,2026,2026,2027,,BR7239,,BR,ADDED_NO_YEAR_DOCUMENT_PREDECESSOR,NO_SAFE_MATCH,,,Black Bear,,,,,,2026_black_bear_01_black_bear | 2026_black_bear_01_black_bear.json | 2026 Black Bear Draw Results | Bear Fall | BR7239 | La Sal Mtns | Limited-Entry | 6 | 6 | Adult Applicants | Resident | 5 | 11 | 1 | 1 | 1 in 11.0 | NO,,2026/.xlxs/2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.xlsx,"Resolve as new, reactivated, renamed outside threshold, or prior-year extraction gap.",Built from independent BIBLE year documents.
2025,2026,2026,2027,,BR7326,,BR,ADDED_NO_YEAR_DOCUMENT_PREDECESSOR,NO_SAFE_MATCH,,,Black Bear,,,,,,2026_black_bear_01_black_bear | 2026_black_bear_01_black_bear.json | 2026 Black Bear Draw Results | Bear Multi-season | BR7326 | La Sal Mtns | Limited-Entry Multi Season | 14 | 13 | 1 | Adult Applicants | Nonresident | 10 | 2 | 1 | 1 | 1 in 2.0 | NO,,2026/.xlxs/2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.xlsx,"Resolve as new, reactivated, renamed outside threshold, or prior-year extraction gap.",Built from independent BIBLE year documents.
2025,2026,2026,2027,,DB0007,,DB,ADDED_NO_YEAR_DOCUMENT_PREDECESSOR,NO_SAFE_MATCH,,,Buck Deer,,,,,,2026_sportsman_combined | 2026_sportsman_22_sportsman_deer.json | 2026 Sportsman Permit Draw Results | Buck Deer | DB0007 | Sportsman Buck Deer | Sportsman | 1 | Adult Applicants | Resident | 0 | 15826 | 1 | 1 | 1 in 15826.0 | NO,,2026/.xlxs/2026_PERMITS=2027_MODEL__SPORTSMAN PERMITS DRAW RESULTS.xlsx,"Resolve as new, reactivated, renamed outside threshold, or prior-year extraction gap.",Built from independent BIBLE year documents.
