report_year,draw_year,model_year,source_file,source_extension,source_location,source_label,source_family,hunt_code_raw,comparison_hunt_code,prefix,species_from_prefix,hunt_title_or_row_text,unit_or_area_inferred,weapon_or_last_segment_inferred,sex_type,hunt_type,weapon,resident_permits_drawn,nonresident_permits_drawn,total_permits_drawn,permit_parse_status,hunt_code_review_status,candidate_normalized_hunt_code,source_priority
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_13,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1033,DA1033,DA,Antlerless Deer,"Hunt: DA1033 Antlerless Deer - San Juan, Monticello - Archery","San Juan, Monticello",Archery,Antlerless,Antlerless,Archery,4,0,4,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_14,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1041,DA1041,DA,Antlerless Deer,"Hunt: DA1041 Antlerless Deer - Nine Mile, Green River Valley - Any Legal Weapon","Nine Mile, Green River Valley",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,11,1,12,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_15,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1042,DA1042,DA,Antlerless Deer,"Hunt: DA1042 Antlerless Deer - San Juan, Monticello - Archery","San Juan, Monticello",Archery,Antlerless,Antlerless,Archery,4,0,4,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_16,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1045,DA1045,DA,Antlerless Deer,"Hunt: DA1045 Antlerless Deer - Fillmore, Oak City - Archery","Fillmore, Oak City",Archery,Antlerless,Antlerless,Archery,16,0,16,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_17,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1046,DA1046,DA,Antlerless Deer,"Hunt: DA1046 Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley","Archery, Mzldr, Shotgn Only",Antlerless,Antlerless,"Archery, Mzldr, Shotgn Only",20,0,20,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_18,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1047,DA1047,DA,Antlerless Deer,Hunt: DA1047 Two Doe Antlerless Deer - Vernal-ouray Valley - Any Legal Weapon,Vernal-ouray Valley,Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,18,2,20,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_19,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1048,DA1048,DA,Antlerless Deer,Hunt: DA1048 Antlerless Deer - Fillmore City - Archery,Fillmore City,Archery,Antlerless,Antlerless,Archery,12,0,12,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_20,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1049,DA1049,DA,Antlerless Deer,"Hunt: DA1049 Antlerless Deer - Vernal, Ashley Valley - Archery","Vernal, Ashley Valley",Archery,Antlerless,Antlerless,Archery,27,1,28,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_21,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1050,DA1050,DA,Antlerless Deer,Hunt: DA1050 Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville,Any Legal Weapon,Antlerless,CWMU,Any Legal Weapon,7,0,7,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_23,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1010,EA1010,EA,Antlerless Elk,"Hunt: EA1010 Antlerless Elk - Cache, Rich - Any Legal Weapon","Cache, Rich",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,15,2,17,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_24,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1011,EA1011,EA,Antlerless Elk,"Hunt: EA1011 Antlerless Elk - Cache, Richards Hollow - Any Legal Weapon","Cache, Richards Hollow",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,8,1,9,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_25,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1012,EA1012,EA,Antlerless Elk,"Hunt: EA1012 Antlerless Elk - Cache, Richmond Hyde Park - Any Legal Weapon","Cache, Richmond Hyde Park",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,4,1,5,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_26,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1013,EA1013,EA,Antlerless Elk,"Hunt: EA1013 Antlerless Elk - Manti, Central - Any Legal Weapon","Manti, Central",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,51,6,57,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_27,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1015,EA1015,EA,Antlerless Elk,"Hunt: EA1015 Antlerless Elk - Manti, Ferron Canyon - Any Legal Weapon","Manti, Ferron Canyon",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,51,5,56,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_28,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1017,EA1017,EA,Antlerless Elk,"Hunt: EA1017 Antlerless Elk - Manti, Gordon Creek-price Canyon - Any Legal Weapon","Manti, Gordon Creek-price Canyon",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,72,8,80,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_29,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1018,EA1018,EA,Antlerless Elk,"Hunt: EA1018 Antlerless Elk - Manti, Horn Mtn - Any Legal Weapon","Manti, Horn Mtn",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,44,5,49,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_30,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1020,EA1020,EA,Antlerless Elk,"Hunt: EA1020 Antlerless Elk - Manti, Mohrland-stump Flat - Any Legal Weapon","Manti, Mohrland-stump Flat",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,87,10,97,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_31,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1021,EA1021,EA,Antlerless Elk,Hunt: EA1021 Antlerless Elk - Nebo - Any Legal Weapon,Nebo,Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,166,16,182,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_32,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1022,EA1022,EA,Antlerless Elk,"Hunt: EA1022 Antlerless Elk - Manti, North - Any Legal Weapon","Manti, North",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,216,24,240,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_33,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1023,EA1023,EA,Antlerless Elk,"Hunt: EA1023 Antlerless Elk - Manti, South - Any Legal Weapon","Manti, South",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,72,8,80,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_34,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1024,EA1024,EA,Antlerless Elk,"Hunt: EA1024 Antlerless Elk - Manti, South - Any Legal Weapon","Manti, South",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,72,8,80,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_35,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1025,EA1025,EA,Antlerless Elk,"Hunt: EA1025 Antlerless Elk - Manti, West - Any Legal Weapon","Manti, West",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,87,10,97,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_36,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1026,EA1026,EA,Antlerless Elk,Hunt: EA1026 Antlerless Elk - Chalk Creek - Any Legal Weapon,Chalk Creek,Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,242,4,246,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_37,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1030,EA1030,EA,Antlerless Elk,"Hunt: EA1030 Antlerless Elk - Fillmore, Pahvant - Any Legal Weapon","Fillmore, Pahvant",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,36,4,40,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_38,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1031,EA1031,EA,Antlerless Elk,"Hunt: EA1031 Antlerless Elk - Fillmore, Pahvant - Any Legal Weapon","Fillmore, Pahvant",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,36,4,40,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_39,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1033,EA1033,EA,Antlerless Elk,Hunt: EA1033 Antlerless Elk - Kamas - Any Legal Weapon,Kamas,Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,90,11,101,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_40,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1035,EA1035,EA,Antlerless Elk,"Hunt: EA1035 Antlerless Elk - Kamas, Oakley - Any Legal Weapon","Kamas, Oakley",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,103,7,110,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_41,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1037,EA1037,EA,Antlerless Elk,"Hunt: EA1037 Antlerless Elk - La Sal, Dolores Triangle - Any Legal Weapon","La Sal, Dolores Triangle",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,36,4,40,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_42,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1038,EA1038,EA,Antlerless Elk,"Hunt: EA1038 Antlerless Elk - La Sal, La Sal Mtns - Any Legal Weapon","La Sal, La Sal Mtns",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,145,17,162,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_43,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1039,EA1039,EA,Antlerless Elk,"Hunt: EA1039 Antlerless Elk - La Sal, La Sal Mtns - Any Legal Weapon","La Sal, La Sal Mtns",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,108,12,120,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_44,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1044,EA1044,EA,Antlerless Elk,"Hunt: EA1044 Antlerless Elk - Morgan-south Rich, South Rich - Any Legal Weapon","Morgan-south Rich, South Rich",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,25,4,29,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_45,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1049,EA1049,EA,Antlerless Elk,"Hunt: EA1049 Antlerless Elk - Mt Dutton, Deep Creek - Any Legal Weapon","Mt Dutton, Deep Creek",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,54,7,61,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_46,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1054,EA1054,EA,Antlerless Elk,"Hunt: EA1054 Antlerless Elk - Nine Mile, West Anthro - Any Legal Weapon","Nine Mile, West Anthro",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,36,4,40,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_47,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1056,EA1056,EA,Antlerless Elk,"Hunt: EA1056 Antlerless Elk - North Slope, Greendale - Any Legal Weapon","North Slope, Greendale",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,4,0,4,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_48,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1058,EA1058,EA,Antlerless Elk,"Hunt: EA1058 Antlerless Elk - North Slope, Henry's Fork-burnt Fork - Any Legal Weapon","North Slope, Henry's Fork-burnt Fork",Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,72,8,80,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_49,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1060,EA1060,EA,Antlerless Elk,"Hunt: EA1060 Antlerless Elk - North Slope, West Daggett - Muzzleloader","North Slope, West Daggett",Muzzleloader,Antlerless,Antlerless,Muzzleloader,15,1,16,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_50,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1061,EA1061,EA,Antlerless Elk,"Hunt: EA1061 Antlerless Elk - North Slope, West Daggett - Muzzleloader","North Slope, West Daggett",Muzzleloader,Antlerless,Antlerless,Muzzleloader,15,2,17,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_51,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1063,EA1063,EA,Antlerless Elk,Hunt: EA1063 Antlerless Elk - Ogden - Any Legal Weapon,Ogden,Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,56,2,58,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_52,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1064,EA1064,EA,Antlerless Elk,Hunt: EA1064 Antlerless Elk - Ogden - Any Legal Weapon,Ogden,Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,65,0,65,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_53,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1069,EA1069,EA,Antlerless Elk,Hunt: EA1069 Antlerless Elk - Panguitch Lake - Any Legal Weapon,Panguitch Lake,Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,25,4,29,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2025,2025,2026,2025/.pdf/2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_54,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1073,EA1073,EA,Antlerless Elk,Hunt: EA1073 Antlerless Elk - Paunsaugunt - Any Legal Weapon,Paunsaugunt,Any Legal Weapon,Antlerless,Antlerless,Any Legal Weapon,15,2,17,PARSED_FROM_PAGE_TOTALS,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
