report_year,draw_year,model_year,source_file,source_extension,source_location,source_label,source_family,hunt_code_raw,comparison_hunt_code,prefix,species_from_prefix,hunt_title_or_row_text,unit_or_area_inferred,weapon_or_last_segment_inferred,hunt_code_review_status,candidate_normalized_hunt_code,source_priority
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_15,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1018,DA1018,DA,Antlerless Deer,"Hunt: DA1018 Two Doe Antlerless Deer - Pine Valley, New Harmony - Archery, Mzldr, Shotgn Only","Pine Valley, New Harmony","Archery, Mzldr, Shotgn Only",AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_16,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1019,DA1019,DA,Antlerless Deer,"Hunt: DA1019 Two Doe Antlerless Deer - Pine Valley, New Harmony - Archery, Mzldr, Shotgn Only","Pine Valley, New Harmony","Archery, Mzldr, Shotgn Only",AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_17,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1026,DA1026,DA,Antlerless Deer,Hunt: DA1026 Antlerless Deer - Chalk Creek - Any Legal Weapon,Chalk Creek,Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_18,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1027,DA1027,DA,Antlerless Deer,"Hunt: DA1027 Antlerless Deer - East Canyon, Davis-north Salt Lake - Archery","East Canyon, Davis-north Salt Lake",Archery,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_19,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1028,DA1028,DA,Antlerless Deer,"Hunt: DA1028 Antlerless Deer - East Canyon, Davis-north Salt Lake - Any Legal Weapon","East Canyon, Davis-north Salt Lake",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_20,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1029,DA1029,DA,Antlerless Deer,"Hunt: DA1029 Antlerless Deer - Nine Mile, Green River Valley - Archery","Nine Mile, Green River Valley",Archery,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_21,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1030,DA1030,DA,Antlerless Deer,"Hunt: DA1030 Antlerless Deer - Nine Mile, Price River Valley - Archery","Nine Mile, Price River Valley",Archery,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_22,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1031,DA1031,DA,Antlerless Deer,"Hunt: DA1031 Antlerless Deer - Oquirrh-stansbury, Settlement Cyn - Archery","Oquirrh-stansbury, Settlement Cyn",Archery,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_23,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1033,DA1033,DA,Antlerless Deer,"Hunt: DA1033 Antlerless Deer - San Juan, Monticello - Archery","San Juan, Monticello",Archery,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_24,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1036,DA1036,DA,Antlerless Deer,"Hunt: DA1036 Antlerless Deer - Wasatch Mtns, West-sheep Creek - Any Legal Weapon","Wasatch Mtns, West-sheep Creek",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_25,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1039,DA1039,DA,Antlerless Deer,Hunt: DA1039 Antlerless Deer - East Canyon - Any Legal Weapon,East Canyon,Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_26,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1040,DA1040,DA,Antlerless Deer,Hunt: DA1040 Antlerless Deer - East Canyon - Archery,East Canyon,Archery,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_27,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1041,DA1041,DA,Antlerless Deer,"Hunt: DA1041 Antlerless Deer - Nine Mile, Green River Valley - Any Legal Weapon","Nine Mile, Green River Valley",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_28,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1042,DA1042,DA,Antlerless Deer,"Hunt: DA1042 Antlerless Deer - San Juan, Monticello - Archery","San Juan, Monticello",Archery,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_29,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1043,DA1043,DA,Antlerless Deer,"Hunt: DA1043 Antlerless Deer - Southwest Desert, Cedar Valley - Archery, Mzldr, Shotgn Only","Southwest Desert, Cedar Valley","Archery, Mzldr, Shotgn Only",AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_30,ANTLERLESS DRAW RESULTS,ANTLERLESS,DA1044,DA1044,DA,Antlerless Deer,"Hunt: DA1044 Two Doe Antlerless Deer - South Slope, Myton - Any Legal Weapon","South Slope, Myton",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_33,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1004,EA1004,EA,Antlerless Elk,"Hunt: EA1004 Antlerless Elk - Book Cliffs, Little Creek Roadless - Any Legal Weapon","Book Cliffs, Little Creek Roadless",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_34,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1007,EA1007,EA,Antlerless Elk,"Hunt: EA1007 Antlerless Elk - Box Elder, Grouse Creek - Any Legal Weapon","Box Elder, Grouse Creek",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_35,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1008,EA1008,EA,Antlerless Elk,"Hunt: EA1008 Antlerless Elk - Box Elder, Grouse Creek - Any Legal Weapon","Box Elder, Grouse Creek",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_36,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1009,EA1009,EA,Antlerless Elk,"Hunt: EA1009 Antlerless Elk - Cache, East - Any Legal Weapon","Cache, East",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_37,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1010,EA1010,EA,Antlerless Elk,"Hunt: EA1010 Antlerless Elk - Cache, Rich - Any Legal Weapon","Cache, Rich",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_38,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1011,EA1011,EA,Antlerless Elk,"Hunt: EA1011 Antlerless Elk - Cache, Richards Hollow - Any Legal Weapon","Cache, Richards Hollow",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_39,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1012,EA1012,EA,Antlerless Elk,"Hunt: EA1012 Antlerless Elk - Cache, Richmond Hyde Park - Any Legal Weapon","Cache, Richmond Hyde Park",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_40,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1013,EA1013,EA,Antlerless Elk,"Hunt: EA1013 Antlerless Elk - Central Mtns, Central Manti - Any Legal Weapon","Central Mtns, Central Manti",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_41,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1015,EA1015,EA,Antlerless Elk,"Hunt: EA1015 Antlerless Elk - Central Mtns, Ferron Canyon - Any Legal Weapon","Central Mtns, Ferron Canyon",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_42,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1017,EA1017,EA,Antlerless Elk,"Hunt: EA1017 Antlerless Elk - Central Mtns, Gordon Creek-price Canyon - Any Legal Weapon","Central Mtns, Gordon Creek-price Canyon",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_43,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1018,EA1018,EA,Antlerless Elk,"Hunt: EA1018 Antlerless Elk - Central Mtns, Horn Mtn - Any Legal Weapon","Central Mtns, Horn Mtn",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_44,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1020,EA1020,EA,Antlerless Elk,"Hunt: EA1020 Antlerless Elk - Central Mtns, Mohrland-stump Flat - Any Legal Weapon","Central Mtns, Mohrland-stump Flat",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_45,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1021,EA1021,EA,Antlerless Elk,"Hunt: EA1021 Antlerless Elk - Central Mtns, Nebo - Any Legal Weapon","Central Mtns, Nebo",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_46,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1022,EA1022,EA,Antlerless Elk,"Hunt: EA1022 Antlerless Elk - Central Mtns, North Manti - Any Legal Weapon","Central Mtns, North Manti",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_47,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1023,EA1023,EA,Antlerless Elk,"Hunt: EA1023 Antlerless Elk - Central Mtns, South Manti - Any Legal Weapon","Central Mtns, South Manti",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_48,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1024,EA1024,EA,Antlerless Elk,"Hunt: EA1024 Antlerless Elk - Central Mtns, South Manti - Any Legal Weapon","Central Mtns, South Manti",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_49,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1025,EA1025,EA,Antlerless Elk,"Hunt: EA1025 Antlerless Elk - Central Mtns, West Manti - Any Legal Weapon","Central Mtns, West Manti",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_50,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1026,EA1026,EA,Antlerless Elk,Hunt: EA1026 Antlerless Elk - Chalk Creek - Any Legal Weapon,Chalk Creek,Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_51,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1027,EA1027,EA,Antlerless Elk,"Hunt: EA1027 Antlerless Elk - East Canyon, Davis-north Salt Lake - Any Legal Weapon","East Canyon, Davis-north Salt Lake",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_52,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1028,EA1028,EA,Antlerless Elk,"Hunt: EA1028 Antlerless Elk - East Canyon, Morgan - Any Legal Weapon","East Canyon, Morgan",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_53,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1029,EA1029,EA,Antlerless Elk,"Hunt: EA1029 Antlerless Elk - East Canyon, Summit - Any Legal Weapon","East Canyon, Summit",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_54,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1030,EA1030,EA,Antlerless Elk,"Hunt: EA1030 Antlerless Elk - Fillmore, Pahvant - Any Legal Weapon","Fillmore, Pahvant",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_55,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1031,EA1031,EA,Antlerless Elk,"Hunt: EA1031 Antlerless Elk - Fillmore, Pahvant - Any Legal Weapon","Fillmore, Pahvant",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_56,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1033,EA1033,EA,Antlerless Elk,Hunt: EA1033 Antlerless Elk - Kamas - Any Legal Weapon,Kamas,Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_57,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1034,EA1034,EA,Antlerless Elk,"Hunt: EA1034 Antlerless Elk - Kamas, Francis - Any Legal Weapon","Kamas, Francis",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_58,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1035,EA1035,EA,Antlerless Elk,"Hunt: EA1035 Antlerless Elk - Kamas, Oakley - Any Legal Weapon","Kamas, Oakley",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_59,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1037,EA1037,EA,Antlerless Elk,"Hunt: EA1037 Antlerless Elk - La Sal, Dolores Triangle - Any Legal Weapon","La Sal, Dolores Triangle",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_60,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1038,EA1038,EA,Antlerless Elk,"Hunt: EA1038 Antlerless Elk - La Sal, La Sal Mtns - Any Legal Weapon","La Sal, La Sal Mtns",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_61,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1039,EA1039,EA,Antlerless Elk,"Hunt: EA1039 Antlerless Elk - La Sal, La Sal Mtns - Any Legal Weapon","La Sal, La Sal Mtns",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_62,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1040,EA1040,EA,Antlerless Elk,"Hunt: EA1040 Antlerless Elk - Monroe, Koosharem Valley - Any Legal Weapon","Monroe, Koosharem Valley",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_63,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1044,EA1044,EA,Antlerless Elk,"Hunt: EA1044 Antlerless Elk - Morgan-south Rich, South Rich - Any Legal Weapon","Morgan-south Rich, South Rich",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_64,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1049,EA1049,EA,Antlerless Elk,"Hunt: EA1049 Antlerless Elk - Mt Dutton, Deep Creek -An y Legal Weapon",Antlerless Elk,"Mt Dutton, Deep Creek -An y Legal Weapon",AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_65,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1052,EA1052,EA,Antlerless Elk,"Hunt: EA1052 Antlerless Elk - Nine Mile, Avintaquin-west Anthro - Any Legal Weapon","Nine Mile, Avintaquin-west Anthro",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_66,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1054,EA1054,EA,Antlerless Elk,"Hunt: EA1054 Antlerless Elk - Nine Mile, West Anthro - Any Legal Weapon","Nine Mile, West Anthro",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
2020,2020,2021,2020/.pdf/2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,.pdf,pdf_page_67,ANTLERLESS DRAW RESULTS,ANTLERLESS,EA1055,EA1055,EA,Antlerless Elk,"Hunt: EA1055 Antlerless Elk - North Slope, Greendale - Any Legal Weapon","North Slope, Greendale",Any Legal Weapon,AS_EXTRACTED,,TIER_1_OR_2_PDF_SOURCE
