hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,has_permit_value,permit_count_status,hunt_code_mapping_status,boundary_id,boundary_id_mapping_status,source_role,source_file,source_row_number
DB1120,Castle Valley,Deer,Buck,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 22 2026,13,2,15,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,932,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,98
DB1121,Antelope Island,Deer,Buck,Any Legal Weapon,Management Buck Deer,"Nov 16 2026 - Nov 20, 2026",2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,1,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,99
DB1200,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,3,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,526,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,100
DB1201,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,526,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,101
DB1202,Antelope Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,581,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,102
DB1203,Avintaquin Canyon CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,599,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,103
DB1204,Bally Watts CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,559,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,104
DB1205,Bar J Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,527,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,105
DB1206,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,582,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,106
DB1207,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,575,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,107
DB1208,Blackhawk CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,808,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,108
DB1209,Blind Springs CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,500,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,109
DB1211,Blue Spring Hills CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,510,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,110
DB1212,Bluebell CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,604,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,111
DB1213,Boobe Hole CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,529,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,112
DB1215,Buckhorn Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,598,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,113
DB1216,Castle Valley Outdoors CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,545,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,114
DB1217,Causey Spring CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,560,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,115
DB1219,Chimney Rock CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,732,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,116
DB1222,Coldwater Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,505,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,117
DB1224,Cotton Thomas CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,640,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,118
DB1227,Deer Haven CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,606,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,119
DB1228,Deseret CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,13,0,13,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,568,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,120
DB1229,Dilly Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,733,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,121
DB1230,Double R Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,554,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,122
DB1231,Dove Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,512,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,123
DB1232,Durst Mountain CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,567,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,124
DB1233,East Fork Chalk Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,4,0,4,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,520,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,125
DB1234,East Zion CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,807,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,126
DB1236,Engineer Springs CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,519,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,127
DB1237,Ensign Ranches CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,522,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,128
DB1238,Folley Ridge CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,579,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,129
DB1239,Fort Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,514,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,130
DB1240,George Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,806,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,131
DB1241,Golden Spike CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,497,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,132
DB1242,Grass Valley/Clark Canyon CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,14,0,14,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,525,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,133
DB1243,Grazing Pasture CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,530,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,134
DB1244,Green Canyon CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,489,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,135
DB1245,Guildersleeve CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,573,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,136
DB1246,Hardscrabble CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,577,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,137
DB1248,Heaston East CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,555,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,138
DB1249,Hiawatha CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,550,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,139
DB1250,Indian Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,495,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,140
DB1251,Indian Head CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,735,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,141
DB1252,Ingham Peak CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,493,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,142
DB1253,Circle E Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,549,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,143
DB1255,Johnson Mountain Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,531,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,144
DB1256,Junction Valley CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,5,0,5,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,589,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,145
DB1258,Little Red Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,484,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,146
DB1259,Tunnel Hollow CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,569,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,147
DB1260,Middle Ridge CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,565,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,148
DB1261,Minnie Maud Ridge CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,5,0,5,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,551,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,149
DB1263,Moon Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,485,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,150
DB1264,Mountain Meadow CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,518,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,151
DB1265,Mountain Top CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,572,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,152
DB1266,Mt Carmel CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,533,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,153
DB1269,North Promontory CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,513,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,154
DB1270,Nucor West CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,503,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,155
DB1271,Oak Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,534,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,156
DB1272,Old Woman Plateau CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,535,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,157
DB1273,Park Valley Hereford CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,6,0,6,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,504,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,158
DB1274,Patmos Ridge CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,736,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,159
DB1275,Pine Canyon CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,592,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,160
DB1277,Pocatello Valley CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,501,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,161
DB1279,Preston Nutter Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,542,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,162
DB1280,Promontory Point CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,502,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,163
DB1281,Rattlesnake Pass CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,496,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,164
DB1282,Redd Ranches CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,548,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,165
DB1283,Roan Cliffs CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,543,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,166
DB1285,Sand Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,740,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,167
DB1286,Pisgah Mountain CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,574,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,168
DB1287,Scofield Canyons CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,539,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,169
DB1288,Scofield West CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,541,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,170
DB1289,Sharp Mountain CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,490,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,171
DB1290,Skull Crack CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,578,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,172
DB1291,Skull Valley South CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,585,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,173
DB1292,Soldier Summit CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,552,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,174
DB1293,South Canyon CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,491,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,175
DB1294,Spring Creek Acres CWMU,Deer,Buck,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,true,FULL_SPLIT,REVIEWED_CURRENT_HUNT_CODE,741,DATABASE_BOUNDARY_ID,REVIEWED_MASTER,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,176
