hunt_code,hunt_name,species,usable_reviewed_source_count,usable_reviewed_value_source_count,usable_reviewed_unique_value_count,reviewed_consensus_res,reviewed_consensus_nr,reviewed_consensus_total,reviewed_consensus_source_count,reviewed_consensus_status,all_reviewed_values,usable_source_files,all_source_roles
EA1166,Soldier Summit CWMU,Elk,2,2,1,16,0,16,2,REVIEWED_CONSENSUS,16/0/16:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1167,South Canyon CWMU,Elk,2,2,1,12,0,12,2,REVIEWED_CONSENSUS,12/0/12:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1168,Spring Creek/Dodge CWMU,Elk,2,2,1,15,0,15,2,REVIEWED_CONSENSUS,15/0/15:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1170,Strawberry Ridge CWMU,Elk,2,2,1,10,0,10,2,REVIEWED_CONSENSUS,10/0/10:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1171,Summit Point CWMU,Elk,2,2,1,5,0,5,2,REVIEWED_CONSENSUS,5/0/5:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1172,Three C CWMU,Elk,2,2,1,9,0,9,2,REVIEWED_CONSENSUS,9/0/9:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1174,Two Bear CWMU,Elk,2,2,1,60,0,60,2,REVIEWED_CONSENSUS,60/0/60:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1175,Wallsburg CWMU,Elk,2,2,1,10,0,10,2,REVIEWED_CONSENSUS,10/0/10:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1177,Woodruff Creek South CWMU,Elk,2,2,1,8,0,8,2,REVIEWED_CONSENSUS,8/0/8:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1180,La Sal (Conservation),Elk,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1187,"Paunsaugunt, Hatch Bench",Elk,2,2,1,13,2,15,2,REVIEWED_CONSENSUS,13/2/15:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1189,"Wasatch Mtns, West-Central",Elk,2,2,1,382,43,425,2,REVIEWED_CONSENSUS,382/43/425:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1192,Pahvant Ensign CWMU,Elk,2,2,1,6,0,6,2,REVIEWED_CONSENSUS,6/0/6:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1193,"Cache, Rich",Elk,2,2,1,18,2,20,2,REVIEWED_CONSENSUS,18/2/20:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1196,"North Slope, Summit",Elk,2,2,1,67,8,75,2,REVIEWED_CONSENSUS,67/8/75:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1198,Bear Springs CWMU,Elk,2,2,1,2,0,2,2,REVIEWED_CONSENSUS,2/0/2:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1200,Double R Ranch CWMU,Elk,2,2,1,10,0,10,2,REVIEWED_CONSENSUS,10/0/10:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1201,Mountain Sky Ranch CWMU,Elk,2,2,1,10,0,10,2,REVIEWED_CONSENSUS,10/0/10:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1203,"Box Elder, Pilot Mtn",Elk,2,2,1,4,1,5,2,REVIEWED_CONSENSUS,4/1/5:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1204,"Box Elder, Pilot Mtn",Elk,2,2,1,4,1,5,2,REVIEWED_CONSENSUS,4/1/5:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1206,"Cache, Richmond Hyde Park",Elk,2,2,1,9,1,10,2,REVIEWED_CONSENSUS,9/1/10:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1207,"Nebo, Moroni Hills",Elk,2,2,1,9,1,10,2,REVIEWED_CONSENSUS,9/1/10:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1208,Nebo,Elk,2,2,1,247,28,275,2,REVIEWED_CONSENSUS,247/28/275:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1209,"Fillmore, Oak Creek LE",Elk,2,2,1,45,5,50,2,REVIEWED_CONSENSUS,45/5/50:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1217,"Wasatch Mtns, Avintaquin",Elk,2,2,1,135,15,150,2,REVIEWED_CONSENSUS,135/15/150:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1220,Manti (Expo),Elk,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1221,Fishlake/Thousand Lake (Expo),Elk,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1222,"Beaver, East",Elk,2,2,1,27,3,30,2,REVIEWED_CONSENSUS,27/3/30:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1223,"Beaver, East",Elk,2,2,1,27,3,30,2,REVIEWED_CONSENSUS,27/3/30:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1224,"Book Cliffs, Bitter Creek/South",Elk,2,2,1,117,13,130,2,REVIEWED_CONSENSUS,117/13/130:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1225,"Book Cliffs, Bitter Creek/South",Elk,2,2,1,147,16,163,2,REVIEWED_CONSENSUS,147/16/163:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1226,"Nebo, Moroni Hills",Elk,2,2,1,9,1,10,2,REVIEWED_CONSENSUS,9/1/10:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1228,Morgan-South Rich,Elk,2,2,1,67,8,75,2,REVIEWED_CONSENSUS,67/8/75:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1229,Morgan-South Rich,Elk,2,2,1,144,16,160,2,REVIEWED_CONSENSUS,144/16/160:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1231,"West Desert, Tintic Valley",Elk,2,2,1,45,5,50,2,REVIEWED_CONSENSUS,45/5/50:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1233,Avintaquin Canyon CWMU,Elk,2,2,1,4,0,4,2,REVIEWED_CONSENSUS,4/0/4:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1234,Royal Ivory Outfitters CWMU,Elk,2,2,1,15,0,15,2,REVIEWED_CONSENSUS,15/0/15:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1235,Sharp Mountain CWMU,Elk,2,2,1,10,0,10,2,REVIEWED_CONSENSUS,10/0/10:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1236,East Canyon,Elk,2,2,1,135,15,150,2,REVIEWED_CONSENSUS,135/15/150:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1237,"La Sal, La Sal Mtns-North",Elk,2,2,1,157,18,175,2,REVIEWED_CONSENSUS,157/18/175:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1239,"Nine Mile, Range Creek",Elk,2,2,1,45,5,50,2,REVIEWED_CONSENSUS,45/5/50:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1240,"Nine Mile, Range Creek",Elk,2,2,1,135,15,150,2,REVIEWED_CONSENSUS,135/15/150:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1242,"Vernal, Buckskin Hills-Jensen",Elk,2,2,1,90,10,100,2,REVIEWED_CONSENSUS,90/10/100:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1243,"Vernal, Buckskin Hills-Jensen",Elk,2,2,1,90,10,100,2,REVIEWED_CONSENSUS,90/10/100:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1244,Yellowstone,Elk,2,2,1,90,10,100,2,REVIEWED_CONSENSUS,90/10/100:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1245,Yellowstone,Elk,2,2,1,45,5,50,2,REVIEWED_CONSENSUS,45/5/50:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1250,"North Slope, West Daggett",Elk,2,2,1,27,3,30,2,REVIEWED_CONSENSUS,27/3/30:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1251,"Southwest Desert, Burbank/Garrison",Elk,2,2,1,13,2,15,2,REVIEWED_CONSENSUS,13/2/15:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1254,Pine Valley,Elk,2,2,1,27,3,30,2,REVIEWED_CONSENSUS,27/3/30:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1256,Little Pole Canyon CWMU,Elk,2,2,1,9,0,9,2,REVIEWED_CONSENSUS,9/0/9:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1257,Tunnel Hollow CWMU,Elk,2,2,1,5,0,5,2,REVIEWED_CONSENSUS,5/0/5:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1258,La Sal (Expo),Elk,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1259,Diamond Mountain CWMU,Elk,2,2,1,2,0,2,2,REVIEWED_CONSENSUS,2/0/2:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1260,West Ridge CWMU,Elk,2,2,1,5,0,5,2,REVIEWED_CONSENSUS,5/0/5:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1261,Blackhawk CWMU,Elk,2,2,1,5,0,5,2,REVIEWED_CONSENSUS,5/0/5:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1263,Weber Florence Creek/Stillman Creek CWMU,Elk,2,2,1,35,0,35,2,REVIEWED_CONSENSUS,35/0/35:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1264,"Wasatch Mtns, Rabbit Gulch",Elk,2,2,1,45,5,50,2,REVIEWED_CONSENSUS,45/5/50:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1265,"Wasatch Mtns, Tabby Mtn",Elk,2,2,1,90,10,100,2,REVIEWED_CONSENSUS,90/10/100:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1266,"Box Elder, Hansel Mtn",Elk,2,2,1,18,2,20,2,REVIEWED_CONSENSUS,18/2/20:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1267,Cache,Elk,2,2,1,81,9,90,2,REVIEWED_CONSENSUS,81/9/90:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1268,"North Slope, Summit",Elk,2,2,1,180,20,200,2,REVIEWED_CONSENSUS,180/20/200:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1269,Ogden (Excludes Hyrum),Elk,2,2,1,180,20,200,2,REVIEWED_CONSENSUS,180/20/200:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1270,Fishlake (Conservation),Elk,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1271,Manti (Conservation),Elk,2,0,0,,,,0,NO_REVIEWED_VALUE,,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1272,"East Canyon, East",Elk,2,2,1,135,15,150,2,REVIEWED_CONSENSUS,135/15/150:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1273,"North Slope, Three Corners",Elk,2,2,1,22,3,25,2,REVIEWED_CONSENSUS,22/3/25:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1274,"North Slope, Three Corners",Elk,2,2,1,22,3,25,2,REVIEWED_CONSENSUS,22/3/25:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1276,"Wasatch Mtns, Box Elder Peak",Elk,2,2,1,40,5,45,2,REVIEWED_CONSENSUS,40/5/45:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1277,"North Slope, Three Corners",Elk,2,2,1,22,3,25,2,REVIEWED_CONSENSUS,22/3/25:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1278,"Manti, Ferron-Nelson Mtn",Elk,2,2,1,45,5,50,2,REVIEWED_CONSENSUS,45/5/50:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1279,"Manti, Ferron-Nelson Mtn",Elk,2,2,1,45,5,50,2,REVIEWED_CONSENSUS,45/5/50:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1280,"La Sal, La Sal Mtns-North",Elk,2,2,1,157,18,175,2,REVIEWED_CONSENSUS,157/18/175:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1281,"Mt Dutton, Deep Creek",Elk,2,2,1,67,8,75,2,REVIEWED_CONSENSUS,67/8/75:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
EA1282,"Ogden, North",Elk,2,2,1,180,20,200,2,REVIEWED_CONSENSUS,180/20/200:2,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 elk antlerless all reviewed res-nr-total.csv|pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 reviewed permit truth master.csv,REVIEWED_FAMILY|REVIEWED_MASTER
