source_file,page,hunt_code,hunt_name,sections,rows,status
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,76,PB5326,Cedar Springs,2,20,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,77,PB5327,Cottonwood Ridge,2,16,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,78,PB5328,Pahvant Ensign,2,14,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,79,PB5329,Snowville Flat,2,22,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,80,PB5330,George Creek,2,14,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,81,PB5331,Mt Dutton/Paunsaugunt,2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,82,PB5332,Mt Dutton/Paunsaugunt,2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,83,PB5337,Heist,2,16,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,84,PB5338,Castle Valley Outdoors,2,12,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,85,PB5339,Iron Spring,2,6,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,86,PB5342,Salt Wells,2,4,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,87,PB5345,Green River Flat,2,10,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,88,PB5346,Junction Valley,2,8,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,1,BIS,Bison Bonus Point,2,64,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,2,BI6500,Antelope Island,2,66,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,3,BI6503,Henry Mtns,2,62,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,4,BI6504,Henry Mtns,2,60,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,5,BI6505,Henry Mtns,2,54,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,6,BI6506,Henry Mtns,2,54,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,7,BI6509,Henry Mtns,2,48,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,8,BI6516,Henry Mtns,2,60,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,9,BI6528,"Book Cliffs, Little Creek/South",2,48,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,10,BI6529,"Book Cliffs, Little Creek/South",2,40,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,11,BI6531,"Book Cliffs, Little Creek/South",2,60,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,12,BI6532,"Book Cliffs, Bitter Creek",2,54,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,13,BI6534,"Book Cliffs, Bitter Creek",2,60,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,14,BI6535,"Book Cliffs, Bitter Creek",2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,15,BI6536,"Book Cliffs, Bitter Creek",2,52,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,16,BI6537,"Book Cliffs, Little Creek/South",2,58,OK
2026_PERMITS=2027_MODEL__O.I.L. BISON.pdf,17,BI6539,Henry Mtns,2,38,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,1,MOO,Moose Bonus Point,2,66,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,2,MB6000,Cache,2,62,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,3,MB6001,Chalk Creek,2,62,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,4,MB6002,East Canyon,2,60,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,5,MB6003,"East Canyon, Morgan-Summit",2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,6,MB6004,Kamas,2,58,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,7,MB6005,Morgan-South Rich,2,58,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,8,MB6006,"North Slope, Summit",2,60,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,9,MB6007,"North Slope, Three Corners/West Daggett",2,60,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,10,MB6008,Ogden,2,62,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,11,MB6009,Diamond Mtn/Vernal,2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,12,MB6010,Yellowstone,2,58,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,13,MB6011,Wasatch Mtns/Central Mtns,2,60,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,14,MB6012,Box Elder,2,58,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,15,MB6201,Beaver Hollow,2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,16,MB6202,Causey Spring,2,58,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,17,MB6206,Deseret,2,64,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,18,MB6208,East Fork Chalk Creek,2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,19,MB6211,Grass Valley/Clark Canyon,2,60,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,20,MB6219,Skull Crack,2,62,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,21,MB6222,Strawberry Ridge,2,54,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,22,MB6251,Hardscrabble,2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,23,MB6256,Woodruff Creek South,2,58,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,24,MB6258,Jacob's Creek,2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,25,MB6262,Junction Valley,2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,26,MB6265,Little Pole Canyon,2,54,OK
2026_PERMITS=2027_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,27,MB6266,Weber Florence Creek/Stillman Creek,2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,1,DBS,Desert Bighorn Sheep Bonus Point,2,68,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,2,DS6600,Henry Mtns,2,58,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,3,DS6601,"Kaiparowits, East",2,68,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,4,DS6603,"Kaiparowits, West",2,66,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,5,DS6604,"La Sal, Potash/South Cisco",2,54,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,6,DS6606,"San Juan, Lockhart",2,52,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,7,DS6607,"San Juan, South",2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,8,DS6608,"San Rafael, Dirty Devil",2,66,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,9,DS6609,"San Rafael, North",2,60,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,10,DS6610,"San Rafael, South",2,66,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,11,DS6611,Zion,2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,12,DS6620,"Pine Valley, Virgin River",2,60,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,13,DS6621,"Pine Valley, Beaver Dam",2,58,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,14,DS6622,"San Juan, North",2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,15,DS6623,"San Juan, San Juan River",2,52,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,16,DS6624,"San Rafael, Dirty Devil",2,48,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,17,DS6625,Mineral Mtns,2,58,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,18,DS6626,"Escalante, East",2,68,OK
2026_PERMITS=2027_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,19,DS6627,"Escalante, West",2,52,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,1,GOA,Mountain Goat Bonus Point,2,64,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,2,GO6800,Beaver,2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,3,GO6801,Beaver,2,52,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,4,GO6803,Nebo,2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,5,GO6804,High Uintas Kamas,2,42,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,6,GO6805,High Uintas Central,2,42,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,7,GO6806,High Uintas East,2,44,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,8,GO6807,High Uintas Leidy Peak,2,48,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,9,GO6808,High Uintas West,2,54,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,10,GO6810,"Ogden, Willard Peak",2,50,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,11,GO6813,"Wasatch Mtns, Provo Peak",2,44,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,12,GO6814,Mt Dutton,2,50,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,13,GO6817,La Sal Mtns,2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,14,GO6818,"Wasatch Mtns, Box Elder Peak",2,46,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,15,GO6819,"Wasatch Mtns, Lone Peak",2,44,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,16,GO6820,"Wasatch Mtns, Timpanogos",2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,17,GO6821,Nebo,2,40,OK
2026_PERMITS=2027_MODEL__O.I.L. MTN GOAT.pdf,18,GO6822,Beaver,2,46,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,1,RMB,Rocky Mountain Sheep Bonus Point,2,64,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,2,RS6700,Antelope Island,2,54,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,3,RS6701,"Book Cliffs, South",2,54,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,4,RS6703,"Box Elder, Newfoundland Mtn",2,48,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,5,RS6704,"Box Elder, Newfoundland Mtn",2,54,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,6,RS6708,"North Slope, Three Corners",2,50,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,7,RS6709,"North Slope, Summit/West Daggett",2,50,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,8,RS6712,"Nine Mile, Gray Canyon",2,56,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,9,RS6713,"Nine Mile, Jack Creek",2,54,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,10,RS6720,"Fillmore, Oak Creek",2,48,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,11,RS6721,"Oquirrh-Stansbury, West",2,48,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,12,RS6722,"Box Elder, Newfoundland Mtn",2,42,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,13,RS6724,"Wasatch Mtns, West",2,54,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,14,RS6725,Nebo,2,50,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,15,RS6726,"Fillmore, Oak Creek",2,50,OK
2026_PERMITS=2027_MODEL__O.I.L. ROCKY MTN SHEEP.pdf,16,RS6727,"Fillmore, Oak Creek",2,44,OK
