file,path,rows,columns,unique_hunt_codes,point_rows,sportsman_rows,scorable_rows
PDF_DERIVED_AUDIT_CANDIDATE,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\audits\truth_document_audit\rebuild_2026_from_canonical_pdfs\2026_pdf_extracted_rows.csv,30298,34,847,29564,20,30298
draw_results_2026_for_2027_candidate_promotion_file_records.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\normalized\draw_results_2026_for_2027_candidate_promotion_file_records.csv,1096,84,548,1096,0,0
draw_results_2026_for_2027_candidate_promotion_file_records_CANONICAL_SCORABLE_CANDIDATE.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\normalized\draw_results_2026_for_2027_candidate_promotion_file_records_CANONICAL_SCORABLE_CANDIDATE.csv,19050,84,847,18378,0,19050
draw_results_2026_for_2027_candidate_promotion_file_records_SCORABLE_CANDIDATE.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\normalized\draw_results_2026_for_2027_candidate_promotion_file_records_SCORABLE_CANDIDATE.csv,19050,37,847,19050,0,19050
draw_results_2026_for_2027_candidate_promotion_file_records_SCORABLE_FOLDER_CANDIDATE.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\normalized\draw_results_2026_for_2027_candidate_promotion_file_records_SCORABLE_FOLDER_CANDIDATE.csv,14544,32,623,0,0,14544
