key,hunt_code,residency,draw_pool,points,different_columns,pdf_eligible_applicants,pdf_bonus_permits,pdf_regular_permits,pdf_total_permits,pdf_total_drawn,pdf_success_ratio,pdf_p_draw_percent,api_eligible_applicants,api_bonus_permits,api_regular_permits,api_total_permits,api_total_drawn,api_success_ratio,api_p_draw_percent
2026|2027|BI6500|Resident|standard|0,BI6500,Resident,standard,0,total_permits,529,0,0,0,0,0,0,529,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|1,BI6500,Resident,standard,1,total_permits,326,0,0,0,0,0,0,326,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|10,BI6500,Resident,standard,10,total_permits,98,0,0,0,0,0,0,98,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|11,BI6500,Resident,standard,11,total_permits,97,0,0,0,0,0,0,97,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|12,BI6500,Resident,standard,12,total_permits,69,0,0,0,0,0,0,69,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|13,BI6500,Resident,standard,13,total_permits,73,0,0,0,0,0,0,73,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|14,BI6500,Resident,standard,14,total_permits,59,0,0,0,0,0,0,59,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|15,BI6500,Resident,standard,15,total_permits,54,0,1,1,1,0.0185185185,1.851852,54,0,1,2,1,0.01851852,1.851852
2026|2027|BI6500|Resident|standard|16,BI6500,Resident,standard,16,total_permits,50,0,0,0,0,0,0,50,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|17,BI6500,Resident,standard,17,total_permits,42,0,0,0,0,0,0,42,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|18,BI6500,Resident,standard,18,total_permits,34,0,0,0,0,0,0,34,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|19,BI6500,Resident,standard,19,total_permits,41,0,0,0,0,0,0,41,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|2,BI6500,Resident,standard,2,total_permits,260,0,0,0,0,0,0,260,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|20,BI6500,Resident,standard,20,total_permits,31,0,0,0,0,0,0,31,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|21,BI6500,Resident,standard,21,total_permits,32,0,0,0,0,0,0,32,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|22,BI6500,Resident,standard,22,total_permits,39,0,0,0,0,0,0,39,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|23,BI6500,Resident,standard,23,total_permits,32,0,0,0,0,0,0,32,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|24,BI6500,Resident,standard,24,total_permits,28,0,0,0,0,0,0,28,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|25,BI6500,Resident,standard,25,total_permits,31,0,0,0,0,0,0,31,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|26,BI6500,Resident,standard,26,total_permits,21,0,0,0,0,0,0,21,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|27,BI6500,Resident,standard,27,total_permits,20,0,0,0,0,0,0,20,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|28,BI6500,Resident,standard,28,total_permits,18,0,0,0,0,0,0,18,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|29,BI6500,Resident,standard,29,total_permits,12,0,0,0,0,0,0,12,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|3,BI6500,Resident,standard,3,total_permits,247,0,0,0,0,0,0,247,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|30,BI6500,Resident,standard,30,total_permits,3,0,0,0,0,0,0,3,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|31,BI6500,Resident,standard,31,total_permits,1,0,0,0,0,0,0,1,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|32,BI6500,Resident,standard,32,total_permits,1,1,0,1,1,1,100,1,1,0,2,1,1,100
2026|2027|BI6500|Resident|standard|4,BI6500,Resident,standard,4,total_permits,232,0,0,0,0,0,0,232,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|5,BI6500,Resident,standard,5,total_permits,223,0,0,0,0,0,0,223,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|6,BI6500,Resident,standard,6,total_permits,182,0,0,0,0,0,0,182,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|7,BI6500,Resident,standard,7,total_permits,162,0,0,0,0,0,0,162,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|8,BI6500,Resident,standard,8,total_permits,141,0,0,0,0,0,0,141,0,0,2,0,0,0
2026|2027|BI6500|Resident|standard|9,BI6500,Resident,standard,9,total_permits,151,0,0,0,0,0,0,151,0,0,2,0,0,0
2026|2027|BI6503|Nonresident|standard|0,BI6503,Nonresident,standard,0,total_permits,242,0,0,0,0,0,0,242,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|1,BI6503,Nonresident,standard,1,total_permits,230,0,0,0,0,0,0,230,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|10,BI6503,Nonresident,standard,10,total_permits,116,0,0,0,0,0,0,116,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|11,BI6503,Nonresident,standard,11,total_permits,101,0,0,0,0,0,0,101,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|12,BI6503,Nonresident,standard,12,total_permits,92,0,0,0,0,0,0,92,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|13,BI6503,Nonresident,standard,13,total_permits,114,0,1,1,1,0.0087719298,0.877193,114,0,1,5,1,0.00877193,0.877193
2026|2027|BI6503|Nonresident|standard|14,BI6503,Nonresident,standard,14,total_permits,107,0,0,0,0,0,0,107,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|15,BI6503,Nonresident,standard,15,total_permits,93,0,0,0,0,0,0,93,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|16,BI6503,Nonresident,standard,16,total_permits,133,0,0,0,0,0,0,133,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|17,BI6503,Nonresident,standard,17,total_permits,254,0,0,0,0,0,0,254,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|18,BI6503,Nonresident,standard,18,total_permits,20,0,0,0,0,0,0,20,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|19,BI6503,Nonresident,standard,19,total_permits,17,0,0,0,0,0,0,17,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|2,BI6503,Nonresident,standard,2,total_permits,197,0,0,0,0,0,0,197,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|20,BI6503,Nonresident,standard,20,total_permits,18,0,0,0,0,0,0,18,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|21,BI6503,Nonresident,standard,21,total_permits,10,0,0,0,0,0,0,10,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|22,BI6503,Nonresident,standard,22,total_permits,8,0,0,0,0,0,0,8,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|23,BI6503,Nonresident,standard,23,total_permits,19,0,0,0,0,0,0,19,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|24,BI6503,Nonresident,standard,24,total_permits,10,0,0,0,0,0,0,10,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|25,BI6503,Nonresident,standard,25,total_permits,10,0,0,0,0,0,0,10,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|26,BI6503,Nonresident,standard,26,total_permits,5,0,0,0,0,0,0,5,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|27,BI6503,Nonresident,standard,27,total_permits,8,0,0,0,0,0,0,8,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|28,BI6503,Nonresident,standard,28,total_permits,9,0,0,0,0,0,0,9,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|29,BI6503,Nonresident,standard,29,total_permits,3,0,0,0,0,0,0,3,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|3,BI6503,Nonresident,standard,3,total_permits,173,0,0,0,0,0,0,173,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|30,BI6503,Nonresident,standard,30,total_permits,2,1,0,1,1,0.5,50,2,1,0,5,1,0.5,50
2026|2027|BI6503|Nonresident|standard|4,BI6503,Nonresident,standard,4,total_permits,170,0,0,0,0,0,0,170,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|5,BI6503,Nonresident,standard,5,total_permits,159,0,0,0,0,0,0,159,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|6,BI6503,Nonresident,standard,6,total_permits,186,0,0,0,0,0,0,186,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|7,BI6503,Nonresident,standard,7,total_permits,189,0,0,0,0,0,0,189,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|8,BI6503,Nonresident,standard,8,total_permits,172,0,0,0,0,0,0,172,0,0,5,0,0,0
2026|2027|BI6503|Nonresident|standard|9,BI6503,Nonresident,standard,9,total_permits,156,0,0,0,0,0,0,156,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|0,BI6503,Resident,standard,0,total_permits,531,0,0,0,0,0,0,531,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|1,BI6503,Resident,standard,1,total_permits,388,0,0,0,0,0,0,388,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|10,BI6503,Resident,standard,10,total_permits,140,0,0,0,0,0,0,140,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|11,BI6503,Resident,standard,11,total_permits,108,0,0,0,0,0,0,108,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|12,BI6503,Resident,standard,12,total_permits,116,0,0,0,0,0,0,116,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|13,BI6503,Resident,standard,13,total_permits,93,0,0,0,0,0,0,93,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|14,BI6503,Resident,standard,14,total_permits,83,0,0,0,0,0,0,83,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|15,BI6503,Resident,standard,15,total_permits,86,0,0,0,0,0,0,86,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|16,BI6503,Resident,standard,16,total_permits,85,0,0,0,0,0,0,85,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|17,BI6503,Resident,standard,17,total_permits,94,0,0,0,0,0,0,94,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|18,BI6503,Resident,standard,18,total_permits,71,0,0,0,0,0,0,71,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|19,BI6503,Resident,standard,19,total_permits,57,0,0,0,0,0,0,57,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|2,BI6503,Resident,standard,2,total_permits,326,0,0,0,0,0,0,326,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|20,BI6503,Resident,standard,20,total_permits,56,0,0,0,0,0,0,56,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|21,BI6503,Resident,standard,21,total_permits,54,0,0,0,0,0,0,54,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|22,BI6503,Resident,standard,22,total_permits,43,0,0,0,0,0,0,43,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|23,BI6503,Resident,standard,23,total_permits,49,0,0,0,0,0,0,49,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|24,BI6503,Resident,standard,24,total_permits,55,0,0,0,0,0,0,55,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|25,BI6503,Resident,standard,25,total_permits,60,0,0,0,0,0,0,60,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|26,BI6503,Resident,standard,26,total_permits,47,0,1,1,1,0.0212765957,2.12766,47,0,1,5,1,0.0212766,2.12766
2026|2027|BI6503|Resident|standard|27,BI6503,Resident,standard,27,total_permits,36,0,0,0,0,0,0,36,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|28,BI6503,Resident,standard,28,total_permits,31,0,0,0,0,0,0,31,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|29,BI6503,Resident,standard,29,total_permits,10,2,0,2,2,0.2,20,10,2,0,5,2,0.2,20
2026|2027|BI6503|Resident|standard|3,BI6503,Resident,standard,3,total_permits,306,0,0,0,0,0,0,306,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|4,BI6503,Resident,standard,4,total_permits,252,0,0,0,0,0,0,252,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|5,BI6503,Resident,standard,5,total_permits,243,0,0,0,0,0,0,243,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|6,BI6503,Resident,standard,6,total_permits,226,0,0,0,0,0,0,226,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|7,BI6503,Resident,standard,7,total_permits,232,0,0,0,0,0,0,232,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|8,BI6503,Resident,standard,8,total_permits,193,0,0,0,0,0,0,193,0,0,5,0,0,0
2026|2027|BI6503|Resident|standard|9,BI6503,Resident,standard,9,total_permits,198,0,0,0,0,0,0,198,0,0,5,0,0,0
2026|2027|BI6504|Nonresident|standard|0,BI6504,Nonresident,standard,0,total_permits,213,0,0,0,0,0,0,213,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|1,BI6504,Nonresident,standard,1,total_permits,164,0,0,0,0,0,0,164,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|10,BI6504,Nonresident,standard,10,total_permits,64,0,0,0,0,0,0,64,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|11,BI6504,Nonresident,standard,11,total_permits,72,0,0,0,0,0,0,72,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|12,BI6504,Nonresident,standard,12,total_permits,67,0,0,0,0,0,0,67,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|13,BI6504,Nonresident,standard,13,total_permits,62,0,0,0,0,0,0,62,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|14,BI6504,Nonresident,standard,14,total_permits,64,0,0,0,0,0,0,64,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|15,BI6504,Nonresident,standard,15,total_permits,55,0,0,0,0,0,0,55,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|16,BI6504,Nonresident,standard,16,total_permits,67,0,0,0,0,0,0,67,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|17,BI6504,Nonresident,standard,17,total_permits,121,0,0,0,0,0,0,121,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|18,BI6504,Nonresident,standard,18,total_permits,14,0,0,0,0,0,0,14,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|19,BI6504,Nonresident,standard,19,total_permits,4,0,0,0,0,0,0,4,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|2,BI6504,Nonresident,standard,2,total_permits,179,0,0,0,0,0,0,179,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|20,BI6504,Nonresident,standard,20,total_permits,5,0,0,0,0,0,0,5,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|21,BI6504,Nonresident,standard,21,total_permits,10,0,0,0,0,0,0,10,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|22,BI6504,Nonresident,standard,22,total_permits,4,0,0,0,0,0,0,4,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|23,BI6504,Nonresident,standard,23,total_permits,8,0,0,0,0,0,0,8,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|24,BI6504,Nonresident,standard,24,total_permits,8,0,0,0,0,0,0,8,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|25,BI6504,Nonresident,standard,25,total_permits,2,0,0,0,0,0,0,2,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|26,BI6504,Nonresident,standard,26,total_permits,5,0,0,0,0,0,0,5,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|27,BI6504,Nonresident,standard,27,total_permits,1,0,0,0,0,0,0,1,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|28,BI6504,Nonresident,standard,28,total_permits,1,0,0,0,0,0,0,1,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|29,BI6504,Nonresident,standard,29,total_permits,1,1,0,1,1,1,100,1,1,0,7,1,1,100
2026|2027|BI6504|Nonresident|standard|3,BI6504,Nonresident,standard,3,total_permits,114,0,0,0,0,0,0,114,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|4,BI6504,Nonresident,standard,4,total_permits,123,0,0,0,0,0,0,123,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|5,BI6504,Nonresident,standard,5,total_permits,135,0,1,1,1,0.0074074074,0.740741,135,0,1,7,1,0.00740741,0.740741
2026|2027|BI6504|Nonresident|standard|6,BI6504,Nonresident,standard,6,total_permits,106,0,0,0,0,0,0,106,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|7,BI6504,Nonresident,standard,7,total_permits,134,0,0,0,0,0,0,134,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|8,BI6504,Nonresident,standard,8,total_permits,108,0,0,0,0,0,0,108,0,0,7,0,0,0
2026|2027|BI6504|Nonresident|standard|9,BI6504,Nonresident,standard,9,total_permits,96,0,0,0,0,0,0,96,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|0,BI6504,Resident,standard,0,total_permits,282,0,0,0,0,0,0,282,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|1,BI6504,Resident,standard,1,total_permits,222,0,0,0,0,0,0,222,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|10,BI6504,Resident,standard,10,total_permits,88,0,0,0,0,0,0,88,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|11,BI6504,Resident,standard,11,total_permits,54,0,0,0,0,0,0,54,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|12,BI6504,Resident,standard,12,total_permits,49,0,0,0,0,0,0,49,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|13,BI6504,Resident,standard,13,total_permits,48,0,0,0,0,0,0,48,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|14,BI6504,Resident,standard,14,total_permits,51,0,0,0,0,0,0,51,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|15,BI6504,Resident,standard,15,total_permits,34,0,0,0,0,0,0,34,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|16,BI6504,Resident,standard,16,total_permits,49,0,0,0,0,0,0,49,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|17,BI6504,Resident,standard,17,total_permits,45,0,0,0,0,0,0,45,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|18,BI6504,Resident,standard,18,total_permits,38,0,0,0,0,0,0,38,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|19,BI6504,Resident,standard,19,total_permits,24,0,0,0,0,0,0,24,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|2,BI6504,Resident,standard,2,total_permits,200,0,0,0,0,0,0,200,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|20,BI6504,Resident,standard,20,total_permits,21,0,0,0,0,0,0,21,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|21,BI6504,Resident,standard,21,total_permits,22,0,0,0,0,0,0,22,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|22,BI6504,Resident,standard,22,total_permits,18,0,0,0,0,0,0,18,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|23,BI6504,Resident,standard,23,total_permits,24,0,0,0,0,0,0,24,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|24,BI6504,Resident,standard,24,total_permits,21,0,0,0,0,0,0,21,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|25,BI6504,Resident,standard,25,total_permits,16,0,0,0,0,0,0,16,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|26,BI6504,Resident,standard,26,total_permits,19,0,1,1,1,0.0526315789,5.263158,19,0,1,7,1,0.05263158,5.263158
2026|2027|BI6504|Resident|standard|27,BI6504,Resident,standard,27,total_permits,12,3,0,3,3,0.25,25,12,3,0,7,3,0.25,25
2026|2027|BI6504|Resident|standard|28,BI6504,Resident,standard,28,total_permits,1,0,0,0,0,0,0,1,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|3,BI6504,Resident,standard,3,total_permits,158,0,1,1,1,0.0063291139,0.632911,158,0,1,7,1,0.00632911,0.632911
2026|2027|BI6504|Resident|standard|4,BI6504,Resident,standard,4,total_permits,148,0,0,0,0,0,0,148,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|5,BI6504,Resident,standard,5,total_permits,168,0,0,0,0,0,0,168,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|6,BI6504,Resident,standard,6,total_permits,149,0,0,0,0,0,0,149,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|7,BI6504,Resident,standard,7,total_permits,122,0,0,0,0,0,0,122,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|8,BI6504,Resident,standard,8,total_permits,131,0,0,0,0,0,0,131,0,0,7,0,0,0
2026|2027|BI6504|Resident|standard|9,BI6504,Resident,standard,9,total_permits,115,0,0,0,0,0,0,115,0,0,7,0,0,0
2026|2027|BI6505|Nonresident|standard|0,BI6505,Nonresident,standard,0,total_permits,32,0,0,0,0,0,0,32,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|1,BI6505,Nonresident,standard,1,total_permits,15,0,0,0,0,0,0,15,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|10,BI6505,Nonresident,standard,10,total_permits,23,0,0,0,0,0,0,23,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|11,BI6505,Nonresident,standard,11,total_permits,12,0,0,0,0,0,0,12,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|12,BI6505,Nonresident,standard,12,total_permits,10,0,0,0,0,0,0,10,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|13,BI6505,Nonresident,standard,13,total_permits,9,0,1,1,1,0.1111111111,11.111111,9,0,1,10,1,0.11111111,11.111111
2026|2027|BI6505|Nonresident|standard|14,BI6505,Nonresident,standard,14,total_permits,6,0,0,0,0,0,0,6,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|15,BI6505,Nonresident,standard,15,total_permits,13,0,0,0,0,0,0,13,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|16,BI6505,Nonresident,standard,16,total_permits,12,0,0,0,0,0,0,12,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|17,BI6505,Nonresident,standard,17,total_permits,14,0,0,0,0,0,0,14,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|18,BI6505,Nonresident,standard,18,total_permits,2,0,0,0,0,0,0,2,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|19,BI6505,Nonresident,standard,19,total_permits,1,0,0,0,0,0,0,1,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|2,BI6505,Nonresident,standard,2,total_permits,31,0,0,0,0,0,0,31,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|21,BI6505,Nonresident,standard,21,total_permits,1,0,0,0,0,0,0,1,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|26,BI6505,Nonresident,standard,26,total_permits,1,1,0,1,1,1,100,1,1,0,10,1,1,100
2026|2027|BI6505|Nonresident|standard|3,BI6505,Nonresident,standard,3,total_permits,25,0,0,0,0,0,0,25,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|4,BI6505,Nonresident,standard,4,total_permits,17,0,0,0,0,0,0,17,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|5,BI6505,Nonresident,standard,5,total_permits,23,0,0,0,0,0,0,23,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|6,BI6505,Nonresident,standard,6,total_permits,17,0,0,0,0,0,0,17,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|7,BI6505,Nonresident,standard,7,total_permits,25,0,0,0,0,0,0,25,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|8,BI6505,Nonresident,standard,8,total_permits,21,0,0,0,0,0,0,21,0,0,10,0,0,0
2026|2027|BI6505|Nonresident|standard|9,BI6505,Nonresident,standard,9,total_permits,16,0,0,0,0,0,0,16,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|0,BI6505,Resident,standard,0,total_permits,63,0,0,0,0,0,0,63,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|1,BI6505,Resident,standard,1,total_permits,50,0,0,0,0,0,0,50,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|10,BI6505,Resident,standard,10,total_permits,12,0,0,0,0,0,0,12,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|11,BI6505,Resident,standard,11,total_permits,8,0,0,0,0,0,0,8,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|12,BI6505,Resident,standard,12,total_permits,9,0,0,0,0,0,0,9,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|13,BI6505,Resident,standard,13,total_permits,5,0,1,1,1,0.2,20,5,0,1,10,1,0.2,20
2026|2027|BI6505|Resident|standard|14,BI6505,Resident,standard,14,total_permits,4,0,0,0,0,0,0,4,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|15,BI6505,Resident,standard,15,total_permits,5,0,0,0,0,0,0,5,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|16,BI6505,Resident,standard,16,total_permits,7,0,0,0,0,0,0,7,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|17,BI6505,Resident,standard,17,total_permits,6,0,0,0,0,0,0,6,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|18,BI6505,Resident,standard,18,total_permits,1,0,0,0,0,0,0,1,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|19,BI6505,Resident,standard,19,total_permits,2,0,0,0,0,0,0,2,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|2,BI6505,Resident,standard,2,total_permits,31,0,0,0,0,0,0,31,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|20,BI6505,Resident,standard,20,total_permits,6,0,0,0,0,0,0,6,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|21,BI6505,Resident,standard,21,total_permits,2,0,0,0,0,0,0,2,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|22,BI6505,Resident,standard,22,total_permits,3,3,0,3,3,1,100,3,3,0,10,3,1,100
2026|2027|BI6505|Resident|standard|24,BI6505,Resident,standard,24,total_permits,1,1,0,1,1,1,100,1,1,0,10,1,1,100
2026|2027|BI6505|Resident|standard|3,BI6505,Resident,standard,3,total_permits,23,0,0,0,0,0,0,23,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|4,BI6505,Resident,standard,4,total_permits,31,0,0,0,0,0,0,31,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|5,BI6505,Resident,standard,5,total_permits,30,0,0,0,0,0,0,30,0,0,10,0,0,0
2026|2027|BI6505|Resident|standard|6,BI6505,Resident,standard,6,total_permits,38,0,1,1,1,0.0263157895,2.631579,38,0,1,10,1,0.02631579,2.631579
2026|2027|BI6505|Resident|standard|7,BI6505,Resident,standard,7,total_permits,24,0,1,1,1,0.0416666667,4.166667,24,0,1,10,1,0.04166667,4.166667
2026|2027|BI6505|Resident|standard|8,BI6505,Resident,standard,8,total_permits,15,0,1,1,1,0.0666666667,6.666667,15,0,1,10,1,0.06666667,6.666667
2026|2027|BI6505|Resident|standard|9,BI6505,Resident,standard,9,total_permits,20,0,0,0,0,0,0,20,0,0,10,0,0,0
