record_kind,source_dataset,actual_draw_year,year,model_target_year,source_file,source_pdf_page,source_report_title,source_report_family,hunt_code,hunt_name,raw_hunt_name,species,sex_type,hunt_type,hunt_class,weapon,residency,applicant_group,draw_pool,point_system,points,eligible_applicants,bonus_permits,regular_permits,total_permits,total_drawn,successful_applicants,success_ratio,success_ratio_text,p_draw,p_draw_percent,candidate_promotion_status,candidate_promotion_reason
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,31,2,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,30,4,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,29,5,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,28,32,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,27,27,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,26,38,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,25,49,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,24,61,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,23,81,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,22,76,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,21,89,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,20,111,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,19,130,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,18,172,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,17,816,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,16,521,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,15,421,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,14,427,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,13,406,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,12,437,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,11,488,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,10,506,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,9,684,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,8,717,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,7,817,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,6,887,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,5,963,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,4,1004,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,3,1161,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,2,1189,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,1,1317,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_PURCHASE_REFERENCE,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,1,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DEE,Buck Deer Bonus Point,Buck Deer Bonus Point,Deer,Buck,,,,Nonresident,Adult,standard,Bonus,0,1536,0,0,0,0,0,0,N/A,0,0,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row."
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,27,0,0,0,0,0,0,,N/A,,,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,26,0,0,0,0,0,0,,N/A,,,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,25,0,0,0,0,0,0,,N/A,,,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,24,1,1,0,1,1,1,1,1 in 1.0,1,100,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,23,6,3,0,3,3,3,0.5,1 in 2.0,0.5,50,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,22,9,0,0,0,0,0,0,N/A,0,0,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,21,6,0,0,0,0,0,0,N/A,0,0,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,20,8,0,0,0,0,0,0,N/A,0,0,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,19,12,0,0,0,0,0,0,N/A,0,0,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,18,8,0,0,0,0,0,0,N/A,0,0,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,17,8,0,0,0,0,0,0,N/A,0,0,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,16,10,0,0,0,0,0,0,N/A,0,0,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,15,20,0,1,1,1,1,0.05,1 in 20.0,0.05,5,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
POINT_ROW,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,2026,2026,2027,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__L.E. DEER.pdf,2,2026 Big Game Bonus Point Draw Results,LIMITED_ENTRY_DEER,DB1000,Henry Mtns,Henry Mtns,Deer,Buck,L.E.,,,Resident,Adult,standard,Bonus,14,23,0,1,1,1,1,0.0434782609,1 in 23.0,0.0434782609,4.347826,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.
