hunt_code,residency,points,field,pdf_value,canonical_value,pdf_source_file,pdf_hunt_name,canonical_hunt_name
DA1046,Resident,11,eligible_applicants,1,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Resident,11,regular_permits,1,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Resident,11,total_permits,1,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Resident,8,eligible_applicants,4,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Resident,8,regular_permits,4,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Resident,8,total_permits,4,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Nonresident,8,eligible_applicants,1,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Nonresident,8,regular_permits,1,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Nonresident,8,total_permits,1,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Resident,7,eligible_applicants,5,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Resident,7,regular_permits,5,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Resident,7,total_permits,5,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Nonresident,7,eligible_applicants,1,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Nonresident,7,regular_permits,1,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Nonresident,7,total_permits,1,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Resident,6,eligible_applicants,53,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
DA1046,Resident,6,regular_permits,53,0,21_antlerless_drawing_odds_report.pdf,"Antlerless Deer - Nine Mile, Price River Valley - Archery, Mzldr, Shotgn Only","Nine Mile, Price River Valley"
