year,title,url,official_basename,download_path,http_status,content_type,size_bytes,sha256
2020,Youth Dedicated Hunter deer draw results,https://wildlife.utah.gov/pdf/bg/2020/20_youth_dh_odds.pdf,20_youth_dh_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\audits\truth_document_audit\live_dwr_biggame_odds_refresh_20260618_163842\downloads\2020__20_youth_dh_odds.pdf,200,application/pdf,396792,830174af465b1b07dbf734f06205d5abbcdd63ad7e6383a764caf98f2cea344b
2020,Sportsman draw odds report,https://wildlife.utah.gov/pdf/bg/2020/20-21_sportsman_odds.pdf,20-21_sportsman_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\audits\truth_document_audit\live_dwr_biggame_odds_refresh_20260618_163842\downloads\2020__20-21_sportsman_odds.pdf,200,application/pdf,133936,3c4056bbd3952a4dfb6ce80326f94a58bba0d2262ff4cc008b613c76c50d4b15
2019,2019-20 sportsman drawing odds report,https://wildlife.utah.gov/pdf/bg/2019/19-20_sportsman_odds.pdf,19-20_sportsman_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\audits\truth_document_audit\live_dwr_biggame_odds_refresh_20260618_163842\downloads\2019__19-20_sportsman_odds.pdf,200,application/pdf,134182,63065d978f2f1d101dda427b1bd0cfea462b77cf6aa3e668d7ceaec98fd460f8
2019,2019 big game drawing odds report for limited-entry and once-in-a-lifetime,https://wildlife.utah.gov/pdf/bg/2019/19_bg-odds.pdf,19_bg-odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\audits\truth_document_audit\live_dwr_biggame_odds_refresh_20260618_163842\downloads\2019__19_bg-odds.pdf,200,application/pdf,2006015,0acdc1f714b4effc238f30ea0729d8470107dd68d8947ba74b685372ff49e789
2019,2019 general-season deer drawing odds report,https://wildlife.utah.gov/pdf/bg/2019/19_deer_odds.pdf,19_deer_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\audits\truth_document_audit\live_dwr_biggame_odds_refresh_20260618_163842\downloads\2019__19_deer_odds.pdf,200,application/pdf,397391,c76bfc68a1a78b5cb594ff1be174d150fcb8f9e44244f1ca280aedd6b891a964
2019,2019 Dedicated Hunter drawing odds report,https://wildlife.utah.gov/pdf/bg/2019/19_dh_odds.pdf,19_dh_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\audits\truth_document_audit\live_dwr_biggame_odds_refresh_20260618_163842\downloads\2019__19_dh_odds.pdf,200,application/pdf,180565,7aee1718249bff1ca448be61ec184def74142dd444d5794353ac883756fd0126
2019,2019 lifetime general-season deer drawing odds report,https://wildlife.utah.gov/pdf/bg/2019/19_lifetime_deer.pdf,19_lifetime_deer.pdf,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\audits\truth_document_audit\live_dwr_biggame_odds_refresh_20260618_163842\downloads\2019__19_lifetime_deer.pdf,200,application/pdf,387963,4f76e50ba31c938cc317b19b85c283aad2783f8f245e8e1dca336f42896df079
2019,2019 youth any bull elk drawing odds report,https://wildlife.utah.gov/pdf/bg/2019/19_youth_bull_elk.pdf,19_youth_bull_elk.pdf,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\audits\truth_document_audit\live_dwr_biggame_odds_refresh_20260618_163842\downloads\2019__19_youth_bull_elk.pdf,200,application/pdf,72444,b64e5b92a91267bb7bf86a9673779911c6ad56e79cab8f69922c0b0be0ee7f43
2019,2019 youth Dedicated Hunter drawing odds report,https://wildlife.utah.gov/pdf/bg/2019/19_youth_dh_odds.pdf,19_youth_dh_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\audits\truth_document_audit\live_dwr_biggame_odds_refresh_20260618_163842\downloads\2019__19_youth_dh_odds.pdf,200,application/pdf,148775,52565f2ff51d51f397bf15b14b4432dd549eca5e9c77315b052810246da948d0
2019,2019 youth general-season deer drawing odds report,https://wildlife.utah.gov/pdf/bg/2019/19_youth_deer.pdf,19_youth_deer.pdf,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\audits\truth_document_audit\live_dwr_biggame_odds_refresh_20260618_163842\downloads\2019__19_youth_deer.pdf,200,application/pdf,383036,025213b37d6d9fdbd28e9f5f5db0d7dcb032fbe2a5252d0386c4e55be14b144f
2019,2019 antlerless drawing odds report,https://wildlife.utah.gov/pdf/bg/2019/19_antlerless_drawing_odds_report.pdf,19_antlerless_drawing_odds_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\audits\truth_document_audit\live_dwr_biggame_odds_refresh_20260618_163842\downloads\2019__19_antlerless_drawing_odds_report.pdf,200,application/pdf,931713,7b5104325efad86b09da63827648b570138383439f1fae1d25f00f4c99b615f5
2019,2019 youth antlerless drawing odds report,https://wildlife.utah.gov/pdf/bg/2019/19_youth_antlerless_drawing_odds_report.pdf,19_youth_antlerless_drawing_odds_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\audits\truth_document_audit\live_dwr_biggame_odds_refresh_20260618_163842\downloads\2019__19_youth_antlerless_drawing_odds_report.pdf,200,application/pdf,822988,b2769ecdd0aae7faf5d1e86876e6fffec71987673c4478c8a2caf880af077015
