hunt_code,canonical_rows_before,canonical_rows_after,quota_rows_before,quota_rows_after,library_rows,library_rows_touched,boundary_id,hunt_name,permits_2026_res,permits_2026_nr,permits_2026_total
DB1348,29811,29812,262,263,1471,1,922,Kimberly CWMU,1,0,1
