cwmu_workbook_rows,cwmu_workbook_unique_codes,canonical_cwmu_rows,canonical_cwmu_unique_codes,scorable_cwmu_rows,scorable_cwmu_unique_codes,quota_cwmu_rows,quota_cwmu_unique_codes,workbook_codes_missing_from_canonical_cwmu,canonical_cwmu_codes_not_in_workbook,workbook_codes_missing_from_scorable_cwmu,workbook_codes_present_in_quota_cwmu
295,282,2871,282,2799,210,72,72,0,,72,72
