hunt_code,record_type,residency,points,blank_fields
EB3196,point_level_draw_result,Resident,17,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3196,point_level_draw_result,Resident,18,successful_applicants|unsuccessful_applicants|pdf_page
EB3197,point_level_draw_result,Nonresident,0,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3197,point_level_draw_result,Nonresident,1,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3197,point_level_draw_result,Nonresident,2,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3197,point_level_draw_result,Nonresident,3,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3197,point_level_draw_result,Nonresident,4,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3197,point_level_draw_result,Nonresident,5,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3197,point_level_draw_result,Nonresident,6,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3197,point_level_draw_result,Nonresident,7,successful_applicants|unsuccessful_applicants|pdf_page
EB3197,point_level_draw_result,Nonresident,8,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3197,point_level_draw_result,Nonresident,9,successful_applicants|unsuccessful_applicants|pdf_page
EB3197,point_level_draw_result,Resident,0,successful_applicants|unsuccessful_applicants|pdf_page
EB3197,point_level_draw_result,Resident,1,successful_applicants|unsuccessful_applicants|pdf_page
EB3197,point_level_draw_result,Resident,2,successful_applicants|unsuccessful_applicants|pdf_page
EB3197,point_level_draw_result,Resident,3,successful_applicants|unsuccessful_applicants|pdf_page
EB3197,point_level_draw_result,Resident,4,successful_applicants|unsuccessful_applicants|pdf_page
EB3197,point_level_draw_result,Resident,5,successful_applicants|unsuccessful_applicants|pdf_page
EB3197,point_level_draw_result,Resident,6,successful_applicants|unsuccessful_applicants|pdf_page
EB3197,point_level_draw_result,Resident,7,successful_applicants|unsuccessful_applicants|pdf_page
EB3197,point_level_draw_result,Resident,8,successful_applicants|unsuccessful_applicants|pdf_page
EB3197,point_level_draw_result,Resident,9,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3198,point_level_draw_result,Nonresident,0,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,1,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,2,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,3,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,4,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Nonresident,5,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,6,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,7,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,8,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,9,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,10,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,11,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,12,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,13,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,14,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,15,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Nonresident,16,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,17,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,18,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,19,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,20,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,21,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,22,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,23,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Nonresident,24,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Nonresident,25,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3198,point_level_draw_result,Nonresident,26,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3198,point_level_draw_result,Nonresident,27,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3198,point_level_draw_result,Resident,0,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,1,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Resident,2,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,3,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,4,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Resident,5,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,6,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,7,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,8,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Resident,9,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,10,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,11,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Resident,12,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,13,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,14,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,15,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,16,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,17,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,18,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,19,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,20,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Resident,21,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,22,successful_applicants|unsuccessful_applicants|pdf_page
EB3198,point_level_draw_result,Resident,23,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3198,point_level_draw_result,Resident,24,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3198,point_level_draw_result,Resident,25,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3198,point_level_draw_result,Resident,26,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3198,point_level_draw_result,Resident,27,successful_applicants|unsuccessful_applicants|pdf_page
EB3199,point_level_draw_result,Nonresident,0,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3199,point_level_draw_result,Nonresident,1,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3199,point_level_draw_result,Nonresident,2,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3199,point_level_draw_result,Nonresident,3,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3199,point_level_draw_result,Nonresident,4,successful_applicants|unsuccessful_applicants|pdf_page
EB3199,point_level_draw_result,Nonresident,5,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3199,point_level_draw_result,Nonresident,6,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3199,point_level_draw_result,Nonresident,7,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3199,point_level_draw_result,Nonresident,8,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3199,point_level_draw_result,Resident,0,successful_applicants|unsuccessful_applicants|pdf_page
EB3199,point_level_draw_result,Resident,1,successful_applicants|unsuccessful_applicants|pdf_page
EB3199,point_level_draw_result,Resident,2,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3199,point_level_draw_result,Resident,3,successful_applicants|unsuccessful_applicants|pdf_page
EB3199,point_level_draw_result,Resident,4,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3199,point_level_draw_result,Resident,5,successful_applicants|unsuccessful_applicants|pdf_page
EB3199,point_level_draw_result,Resident,6,successful_applicants|unsuccessful_applicants|pdf_page
EB3199,point_level_draw_result,Resident,7,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3199,point_level_draw_result,Resident,8,successful_applicants|unsuccessful_applicants|pdf_page
EB3205,point_level_draw_result,Nonresident,0,successful_applicants|unsuccessful_applicants|pdf_page
EB3205,point_level_draw_result,Nonresident,1,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3205,point_level_draw_result,Nonresident,2,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3205,point_level_draw_result,Nonresident,3,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3205,point_level_draw_result,Nonresident,4,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3205,point_level_draw_result,Nonresident,5,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3205,point_level_draw_result,Nonresident,6,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3205,point_level_draw_result,Nonresident,7,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3205,point_level_draw_result,Nonresident,8,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3205,point_level_draw_result,Nonresident,9,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3205,point_level_draw_result,Resident,0,successful_applicants|unsuccessful_applicants|pdf_page
EB3205,point_level_draw_result,Resident,1,successful_applicants|unsuccessful_applicants|pdf_page
EB3205,point_level_draw_result,Resident,2,successful_applicants|unsuccessful_applicants|pdf_page
EB3205,point_level_draw_result,Resident,3,successful_applicants|unsuccessful_applicants|pdf_page
EB3205,point_level_draw_result,Resident,4,successful_applicants|unsuccessful_applicants|pdf_page
EB3205,point_level_draw_result,Resident,5,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3205,point_level_draw_result,Resident,6,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3205,point_level_draw_result,Resident,7,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3205,point_level_draw_result,Resident,8,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3205,point_level_draw_result,Resident,9,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Nonresident,0,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Nonresident,1,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Nonresident,2,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Nonresident,3,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Nonresident,4,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Nonresident,5,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Nonresident,6,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Nonresident,7,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Nonresident,8,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Nonresident,9,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Nonresident,10,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Nonresident,11,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Nonresident,12,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Nonresident,13,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Nonresident,14,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Nonresident,15,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Nonresident,16,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Nonresident,17,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Nonresident,18,successful_applicants|unsuccessful_applicants|pdf_page
EB3208,point_level_draw_result,Resident,0,successful_applicants|unsuccessful_applicants|pdf_page
EB3208,point_level_draw_result,Resident,1,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Resident,2,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Resident,3,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Resident,4,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Resident,5,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Resident,6,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Resident,7,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Resident,8,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3208,point_level_draw_result,Resident,9,successful_applicants|unsuccessful_applicants|pdf_page
EB3208,point_level_draw_result,Resident,10,successful_applicants|unsuccessful_applicants|pdf_page
EB3208,point_level_draw_result,Resident,11,successful_applicants|unsuccessful_applicants|pdf_page
EB3208,point_level_draw_result,Resident,12,successful_applicants|unsuccessful_applicants|pdf_page
EB3208,point_level_draw_result,Resident,13,successful_applicants|unsuccessful_applicants|pdf_page
EB3208,point_level_draw_result,Resident,14,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Resident,15,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Resident,16,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Resident,17,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3208,point_level_draw_result,Resident,18,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,0,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,1,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,2,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,3,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,4,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,5,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,6,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,7,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,8,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,9,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,10,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,11,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,12,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,13,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,14,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,15,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,16,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,17,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,18,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,19,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,20,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,21,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,22,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,23,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,24,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Nonresident,25,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Resident,0,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,1,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,2,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,3,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,4,successful_applicants|unsuccessful_applicants|pdf_page
EB3210,point_level_draw_result,Resident,5,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,6,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,7,successful_applicants|unsuccessful_applicants|pdf_page
EB3210,point_level_draw_result,Resident,8,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,9,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,10,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,11,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,12,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,13,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,14,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,15,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,16,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,17,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,18,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,19,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,20,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,21,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3210,point_level_draw_result,Resident,22,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Resident,23,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3210,point_level_draw_result,Resident,24,successful_applicants|unsuccessful_applicants|pdf_page
EB3210,point_level_draw_result,Resident,25,successful_applicants|unsuccessful_applicants|pdf_page
EB3500,point_level_draw_result,Nonresident,0,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,1,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,2,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,3,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,4,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,5,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,6,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,7,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,8,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,9,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,10,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,11,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,12,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,13,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,14,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,15,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,16,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,17,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,18,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,19,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,20,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Nonresident,21,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Resident,0,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3500,point_level_draw_result,Resident,1,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3500,point_level_draw_result,Resident,2,successful_applicants|unsuccessful_applicants|p_draw|p_draw_percent|permits_2026_res|permits_2026_nr|permits_2026_total
EB3500,point_level_draw_result,Resident,3,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3500,point_level_draw_result,Resident,4,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3500,point_level_draw_result,Resident,5,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3500,point_level_draw_result,Resident,6,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3500,point_level_draw_result,Resident,7,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3500,point_level_draw_result,Resident,8,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
EB3500,point_level_draw_result,Resident,9,successful_applicants|unsuccessful_applicants|p_draw|pdf_page
