source_year,year,actual_draw_year,model_year,model_target_year,truth_year,permits_year,source_scope,source_namespace,draw_source_namespace,source_file,draw_source_file,source_path,source_pdf,pdf_page,official_page,page_kind,hunt_code,hunt_name,raw_hunt_name,unit,species,sex,sex_type,draw_design,weapon,hunt_draw_class,hunt_type,hunt_class,season,residency,points,eligible_applicants,bonus_permits,regular_permits,total_permits,success_ratio,p_draw,p_draw_percent,row_type,record_type,successful_applicants,unsuccessful_applicants,boundary_id,candidate_promotion_status,algorithm_status,source_dataset,extraction_status,parse_method,qa_status,qa_notes,notes,permits_year_res,permits_year_nr,permits_year_total,match_status,strict_key
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,4,4,POINT_ROW,DB1772,Manti/San Rafael,Manti/San Rafael,,Deer,Buck,Buck,youth_dedicated_hunter,,,,,,Nonresident,1,0,0,0,0,N/A,,,point_level_draw_result,point_level_draw_result,0,,,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,2026 Big Game Preference Point Draw Results,,,,duplicate_target_row_identical_payload,2026|2027|DB1772|Nonresident|1|point_level_draw_result
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,6,6,POINT_ROW,DB1775,Fillmore,Fillmore,,Deer,Buck,Buck,youth_dedicated_hunter,,,,,,Nonresident,1,0,0,0,0,N/A,,,point_level_draw_result,point_level_draw_result,0,,,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,2026 Big Game Preference Point Draw Results,,,,duplicate_target_row_identical_payload,2026|2027|DB1775|Nonresident|1|point_level_draw_result
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,7,7,POINT_ROW,DB1777,Kamas,Kamas,,Deer,Buck,Buck,youth_dedicated_hunter,,,,,,Nonresident,0,0,0,0,0,N/A,,,point_level_draw_result,point_level_draw_result,0,,,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,2026 Big Game Preference Point Draw Results,,,,duplicate_target_row_identical_payload,2026|2027|DB1777|Nonresident|0|point_level_draw_result
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,10,10,POINT_ROW,DB1780,Mt Dutton,Mt Dutton,,Deer,Buck,Buck,youth_dedicated_hunter,,,,,,Nonresident,3,0,0,0,0,N/A,,,point_level_draw_result,point_level_draw_result,0,,,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,2026 Big Game Preference Point Draw Results,,,,duplicate_target_row_identical_payload,2026|2027|DB1780|Nonresident|3|point_level_draw_result
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,11,11,POINT_ROW,DB1781,Nine Mile,Nine Mile,,Deer,Buck,Buck,youth_dedicated_hunter,,,,,,Nonresident,1,0,0,0,0,N/A,,,point_level_draw_result,point_level_draw_result,0,,,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,2026 Big Game Preference Point Draw Results,,,,duplicate_target_row_identical_payload,2026|2027|DB1781|Nonresident|1|point_level_draw_result
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,13,13,POINT_ROW,DB1783,Ogden,Ogden,,Deer,Buck,Buck,youth_dedicated_hunter,,,,,,Nonresident,0,0,0,0,0,N/A,,,point_level_draw_result,point_level_draw_result,0,,,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,2026 Big Game Preference Point Draw Results,,,,duplicate_target_row_identical_payload,2026|2027|DB1783|Nonresident|0|point_level_draw_result
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,17,17,POINT_ROW,DB1788,Fishlake,Fishlake,,Deer,Buck,Buck,youth_dedicated_hunter,,,,,,Nonresident,1,0,0,0,0,N/A,,,point_level_draw_result,point_level_draw_result,0,,,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,2026 Big Game Preference Point Draw Results,,,,duplicate_target_row_identical_payload,2026|2027|DB1788|Nonresident|1|point_level_draw_result
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,17,17,POINT_ROW,DB1788,Fishlake,Fishlake,,Deer,Buck,Buck,youth_dedicated_hunter,,,,,,Nonresident,2,0,0,0,0,N/A,,,point_level_draw_result,point_level_draw_result,0,,,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,2026 Big Game Preference Point Draw Results,,,,duplicate_target_row_identical_payload,2026|2027|DB1788|Nonresident|2|point_level_draw_result
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,19,19,POINT_ROW,DB1791,Vernal/Bonanza,Vernal/Bonanza,,Deer,Buck,Buck,youth_dedicated_hunter,,,,,,Nonresident,2,0,0,0,0,N/A,,,point_level_draw_result,point_level_draw_result,0,,,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,2026 Big Game Preference Point Draw Results,,,,duplicate_target_row_identical_payload,2026|2027|DB1791|Nonresident|2|point_level_draw_result
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,20,20,POINT_ROW,DB1792,Yellowstone,Yellowstone,,Deer,Buck,Buck,youth_dedicated_hunter,,,,,,Nonresident,0,0,0,0,0,N/A,,,point_level_draw_result,point_level_draw_result,0,,,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,PDF_DERIVED_CANDIDATE_NOT_APPLIED,Official 2026 DWR PDF point row extracted for audit.,2026 Big Game Preference Point Draw Results,,,,duplicate_target_row_identical_payload,2026|2027|DB1792|Nonresident|0|point_level_draw_result
