actual_draw_year,model_target_year,hunt_code,residency,points,record_type,source_file
2026,2027,DB1574,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1574,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1576,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1576,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1576,Nonresident,4,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1576,Nonresident,6,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1576,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1576,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1577,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1577,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1577,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1577,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1577,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1579,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1579,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1579,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1579,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1581,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1581,Nonresident,5,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1581,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1581,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1581,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1582,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1582,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1582,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1583,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1583,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1584,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1584,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1584,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1585,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1585,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1586,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1589,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1589,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1589,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1591,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1591,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1591,Nonresident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1591,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1591,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1591,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1592,Nonresident,4,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1592,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1592,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1593,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1593,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1593,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1593,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1594,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1594,Nonresident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1594,Nonresident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1594,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1594,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1594,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1594,Resident,4,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1595,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1595,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1595,Nonresident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1595,Nonresident,4,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1595,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1595,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1595,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1595,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1595,Resident,4,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1596,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1596,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1596,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1596,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1596,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1597,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1597,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1597,Nonresident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1597,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1597,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1597,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1597,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1598,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1598,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1598,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1598,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1598,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1599,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1599,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1599,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1600,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1600,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1601,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1601,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1601,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1603,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1603,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1603,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1603,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1603,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1604,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1605,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1605,Nonresident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1605,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1605,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1605,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1605,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1606,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1606,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1607,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1607,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1607,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1607,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1608,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1608,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1609,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1609,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1610,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1611,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1611,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1612,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1612,Nonresident,4,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1612,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1612,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1613,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1613,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1613,Nonresident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1613,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1613,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1613,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1614,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1615,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1615,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1616,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1616,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1616,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1616,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1616,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1617,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1618,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1619,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1619,Nonresident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1619,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1619,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1620,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1620,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1621,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1621,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1622,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1622,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1622,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1622,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1622,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1623,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1624,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1624,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1625,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1625,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1625,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1625,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1625,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1627,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1627,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1627,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1627,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1627,Resident,4,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1628,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1628,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1629,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1629,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1629,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1629,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1629,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1629,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1630,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1630,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1630,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1630,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1631,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1631,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1631,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,DB1631,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Big Game:General-Season
2026,2027,TK1003,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1003,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1003,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1003,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1003,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1003,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1003,Resident,4,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1004,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1004,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1004,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1004,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1004,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1005,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1005,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1005,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1005,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1005,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1005,Resident,4,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1006,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1006,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1006,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1006,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1006,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1006,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1007,Nonresident,0,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1007,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1007,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1007,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1007,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1007,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:Limited-Entry
2026,2027,TK1018,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:CWMU
2026,2027,TK1018,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:CWMU
2026,2027,TK1018,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:CWMU
2026,2027,TK1018,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:CWMU
2026,2027,TK1018,Resident,4,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:CWMU
2026,2027,TK1018,Resident,5,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:CWMU
2026,2027,TK1021,Nonresident,1,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:CWMU
2026,2027,TK1021,Resident,0,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:CWMU
2026,2027,TK1021,Resident,1,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:CWMU
2026,2027,TK1021,Resident,2,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:CWMU
2026,2027,TK1021,Resident,3,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:CWMU
2026,2027,TK1021,Resident,4,point_level_draw_result,UtahDraws live DrawOddsData: Turkey:CWMU
