source_year,year,actual_draw_year,model_year,model_target_year,truth_year,permits_year,source_scope,source_namespace,draw_source_namespace,source_file,draw_source_file,source_path,source_pdf,pdf_page,official_page,page_kind,hunt_code,hunt_name,raw_hunt_name,unit,species,sex,sex_type,draw_design,weapon,hunt_draw_class,hunt_type,hunt_class,season,residency,points,eligible_applicants,bonus_permits,regular_permits,total_permits,success_ratio,p_draw,p_draw_percent,row_type,record_type,successful_applicants,unsuccessful_applicants,boundary_id,candidate_promotion_status,algorithm_status,source_dataset,extraction_status,parse_method,qa_status,qa_notes,notes,permits_year_res,permits_year_nr,permits_year_total,removal_reason
2026,2026,2026,2027,2027,2026,2027,BLACK_BEAR,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,1,1,POINT_PURCHASE_REFERENCE,BER,Bear Bonus Point,Bear Bonus Point,,Black Bear,Either Sex,Either Sex,standard,,,Bear,,,Nonresident,22,0,0,0,0,N/A,,,point_purchase_reference,point_purchase_reference,0,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",2026 Black Bear Draw Results,,,,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,BLACK_BEAR,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,1,1,POINT_PURCHASE_REFERENCE,BER,Bear Bonus Point,Bear Bonus Point,,Black Bear,Either Sex,Either Sex,standard,,,Bear,,,Nonresident,24,0,0,0,0,N/A,,,point_purchase_reference,point_purchase_reference,0,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",2026 Black Bear Draw Results,,,,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,BLACK_BEAR,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,1,1,POINT_PURCHASE_REFERENCE,BER,Bear Bonus Point,Bear Bonus Point,,Black Bear,Either Sex,Either Sex,standard,,,Bear,,,Nonresident,25,0,0,0,0,N/A,,,point_purchase_reference,point_purchase_reference,0,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",2026 Black Bear Draw Results,,,,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,BLACK_BEAR,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__BEAR DRAW RESULTS.pdf,1,1,POINT_PURCHASE_REFERENCE,BER,Bear Bonus Point,Bear Bonus Point,,Black Bear,Either Sex,Either Sex,standard,,,Bear,,,Nonresident,26,0,0,0,0,N/A,,,point_purchase_reference,point_purchase_reference,0,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",2026 Black Bear Draw Results,,,,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,1,1,POINT_PURCHASE_REFERENCE,DHL,Dedicated Hunter Preference Point,Dedicated Hunter Preference Point,,Deer,Buck,Buck,dedicated_hunter,,,D.H.,,,Nonresident,9,0,0,0,0,N/A,,,point_purchase_reference,point_purchase_reference,0,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",2026 Big Game Preference Point Draw Results,,,,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,1,1,POINT_PURCHASE_REFERENCE,DHL,Dedicated Hunter Preference Point,Dedicated Hunter Preference Point,,Deer,Buck,Buck,dedicated_hunter,,,D.H.,,,Nonresident,10,0,0,0,0,N/A,,,point_purchase_reference,point_purchase_reference,0,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",2026 Big Game Preference Point Draw Results,,,,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,1,1,POINT_PURCHASE_REFERENCE,DHL,Dedicated Hunter Preference Point,Dedicated Hunter Preference Point,,Deer,Buck,Buck,dedicated_hunter,,,D.H.,,,Resident,10,0,0,0,0,N/A,,,point_purchase_reference,point_purchase_reference,0,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",2026 Big Game Preference Point Draw Results,,,,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,DEDICATED_HUNTER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__D.H. DEER DRAW RESULTS.pdf,1,1,POINT_PURCHASE_REFERENCE,DHL,Dedicated Hunter Preference Point,Dedicated Hunter Preference Point,,Deer,Buck,Buck,dedicated_hunter,,,D.H.,,,Resident,12,0,0,0,0,N/A,,,point_purchase_reference,point_purchase_reference,0,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",2026 Big Game Preference Point Draw Results,,,,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,1,1,POINT_PURCHASE_REFERENCE,GDR,General Deer Preference Point,General Deer Preference Point,,Deer,Buck,Buck,standard,,,G.S.,,,Resident,22,0,0,0,0,N/A,,,point_purchase_reference,point_purchase_reference,0,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",2026 Big Game Preference Point Draw Results,,,,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,1,1,POINT_PURCHASE_REFERENCE,GDR,General Deer Preference Point,General Deer Preference Point,,Deer,Buck,Buck,standard,,,G.S.,,,Resident,25,0,0,0,0,N/A,,,point_purchase_reference,point_purchase_reference,0,,,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,DO_NOT_PROMOTE_TO_HUNT_CODE_SCORING,"Generic point-purchase family page, not a hunt-code keyed draw-result row.",2026 Big Game Preference Point Draw Results,,,,reference_row_type_point_purchase_reference
