source_year,year,actual_draw_year,model_year,model_target_year,truth_year,permits_year,source_scope,source_namespace,draw_source_namespace,source_file,draw_source_file,source_path,source_pdf,pdf_page,official_page,page_kind,hunt_code,hunt_name,raw_hunt_name,unit,species,sex,sex_type,draw_design,weapon,hunt_draw_class,hunt_type,hunt_class,season,residency,points,eligible_applicants,bonus_permits,regular_permits,total_permits,success_ratio,p_draw,p_draw_percent,row_type,record_type,successful_applicants,unsuccessful_applicants,boundary_id,candidate_promotion_status,algorithm_status,source_dataset,extraction_status,parse_method,qa_status,qa_notes,notes,permits_year_res,permits_year_nr,permits_year_total,removal_reason
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,12,165,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,13,140,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,14,117,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,15,105,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,16,104,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,17,95,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,18,91,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,19,67,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,20,67,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,21,47,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,22,60,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,23,51,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,24,54,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,25,38,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,26,40,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,27,27,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,28,26,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,29,13,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,30,5,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,BIS,Bison Bonus Point,Bison Bonus Point,,Bison,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,31,2,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_12_bison,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Black Bear:Bonus Point,UtahDraws live DrawOddsData: Black Bear:Bonus Point,UtahDraws live DrawOddsData: Black Bear:Bonus Point,UtahDraws live DrawOddsData: Black Bear:Bonus Point,,,POINT_PURCHASE_REFERENCE,BPU,Bear Restricted Pursuit Bonus Point,Bear Restricted Pursuit Bonus Point,,Black Bear,Either Sex,Either Sex,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,0,25,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_black_bear_16_black_bear_restricted_pursuit,0,0,0,reference_row_type_point_purchase_reference
