row_number,hunt_code,field,target_before,canonical_value,strict_key
4643,DB1536,boundary_id,,804,2026|2027|DB1536|Resident|11|point_level_draw_result
4644,DB1538,draw_design,standard,Preference,2026|2027|DB1538|Nonresident|0|point_level_draw_result
4644,DB1538,hunt_type,General-Season,General Season,2026|2027|DB1538|Nonresident|0|point_level_draw_result
4644,DB1538,successful_applicants,27,,2026|2027|DB1538|Nonresident|0|point_level_draw_result
4644,DB1538,success_ratio,0.9310344828,0.931034483,2026|2027|DB1538|Nonresident|0|point_level_draw_result
4644,DB1538,p_draw,0.9310344828,0.931034483,2026|2027|DB1538|Nonresident|0|point_level_draw_result
4644,DB1538,boundary_id,,611,2026|2027|DB1538|Nonresident|0|point_level_draw_result
4645,DB1538,draw_design,youth,Unlimited,2026|2027|DB1538|Nonresident|0|point_level_draw_result
4645,DB1538,hunt_type,,General Season,2026|2027|DB1538|Nonresident|0|point_level_draw_result
4645,DB1538,successful_applicants,0,,2026|2027|DB1538|Nonresident|0|point_level_draw_result
4645,DB1538,boundary_id,,611,2026|2027|DB1538|Nonresident|0|point_level_draw_result
4646,DB1538,draw_design,standard,Preference,2026|2027|DB1538|Nonresident|1|point_level_draw_result
4646,DB1538,hunt_type,General-Season,General Season,2026|2027|DB1538|Nonresident|1|point_level_draw_result
4646,DB1538,successful_applicants,1,,2026|2027|DB1538|Nonresident|1|point_level_draw_result
4646,DB1538,boundary_id,,611,2026|2027|DB1538|Nonresident|1|point_level_draw_result
4647,DB1538,draw_design,youth,Unlimited,2026|2027|DB1538|Nonresident|1|point_level_draw_result
4647,DB1538,hunt_type,,General Season,2026|2027|DB1538|Nonresident|1|point_level_draw_result
4647,DB1538,successful_applicants,0,,2026|2027|DB1538|Nonresident|1|point_level_draw_result
4647,DB1538,boundary_id,,611,2026|2027|DB1538|Nonresident|1|point_level_draw_result
4648,DB1538,draw_design,standard,Preference,2026|2027|DB1538|Nonresident|2|point_level_draw_result
4648,DB1538,hunt_type,General-Season,General Season,2026|2027|DB1538|Nonresident|2|point_level_draw_result
4648,DB1538,successful_applicants,0,,2026|2027|DB1538|Nonresident|2|point_level_draw_result
4648,DB1538,boundary_id,,611,2026|2027|DB1538|Nonresident|2|point_level_draw_result
4649,DB1538,draw_design,standard,Unlimited,2026|2027|DB1538|Nonresident|3|point_level_draw_result
4649,DB1538,hunt_type,,General Season,2026|2027|DB1538|Nonresident|3|point_level_draw_result
4649,DB1538,successful_applicants,0,,2026|2027|DB1538|Nonresident|3|point_level_draw_result
4649,DB1538,boundary_id,,611,2026|2027|DB1538|Nonresident|3|point_level_draw_result
4650,DB1538,draw_design,standard,Preference,2026|2027|DB1538|Nonresident|4|point_level_draw_result
4650,DB1538,hunt_type,General-Season,General Season,2026|2027|DB1538|Nonresident|4|point_level_draw_result
4650,DB1538,successful_applicants,1,,2026|2027|DB1538|Nonresident|4|point_level_draw_result
4650,DB1538,boundary_id,,611,2026|2027|DB1538|Nonresident|4|point_level_draw_result
4651,DB1538,draw_design,standard,Unlimited,2026|2027|DB1538|Nonresident|5|point_level_draw_result
4651,DB1538,hunt_type,,General Season,2026|2027|DB1538|Nonresident|5|point_level_draw_result
4651,DB1538,successful_applicants,0,,2026|2027|DB1538|Nonresident|5|point_level_draw_result
4651,DB1538,boundary_id,,611,2026|2027|DB1538|Nonresident|5|point_level_draw_result
4652,DB1538,draw_design,standard,Unlimited,2026|2027|DB1538|Nonresident|6|point_level_draw_result
4652,DB1538,hunt_type,,General Season,2026|2027|DB1538|Nonresident|6|point_level_draw_result
4652,DB1538,successful_applicants,0,,2026|2027|DB1538|Nonresident|6|point_level_draw_result
4652,DB1538,boundary_id,,611,2026|2027|DB1538|Nonresident|6|point_level_draw_result
4653,DB1538,draw_design,standard,Preference,2026|2027|DB1538|Resident|0|point_level_draw_result
4653,DB1538,hunt_type,General-Season,General Season,2026|2027|DB1538|Resident|0|point_level_draw_result
4653,DB1538,successful_applicants,40,,2026|2027|DB1538|Resident|0|point_level_draw_result
4653,DB1538,success_ratio,0.0858369099,0.08583691,2026|2027|DB1538|Resident|0|point_level_draw_result
4653,DB1538,p_draw,0.0858369099,0.08583691,2026|2027|DB1538|Resident|0|point_level_draw_result
4653,DB1538,boundary_id,,611,2026|2027|DB1538|Resident|0|point_level_draw_result
4654,DB1538,draw_design,youth,Preference,2026|2027|DB1538|Resident|0|point_level_draw_result
4654,DB1538,hunt_type,General-Season,General Season,2026|2027|DB1538|Resident|0|point_level_draw_result
4654,DB1538,successful_applicants,86,,2026|2027|DB1538|Resident|0|point_level_draw_result
4654,DB1538,boundary_id,,611,2026|2027|DB1538|Resident|0|point_level_draw_result
4655,DB1538,draw_design,standard,Preference,2026|2027|DB1538|Resident|1|point_level_draw_result
4655,DB1538,hunt_type,General-Season,General Season,2026|2027|DB1538|Resident|1|point_level_draw_result
4655,DB1538,successful_applicants,189,,2026|2027|DB1538|Resident|1|point_level_draw_result
4655,DB1538,success_ratio,0.9947368421,0.994736842,2026|2027|DB1538|Resident|1|point_level_draw_result
4655,DB1538,p_draw,0.9947368421,0.994736842,2026|2027|DB1538|Resident|1|point_level_draw_result
4655,DB1538,boundary_id,,611,2026|2027|DB1538|Resident|1|point_level_draw_result
4656,DB1538,draw_design,youth,Preference,2026|2027|DB1538|Resident|1|point_level_draw_result
4656,DB1538,hunt_type,General-Season,General Season,2026|2027|DB1538|Resident|1|point_level_draw_result
4656,DB1538,successful_applicants,2,,2026|2027|DB1538|Resident|1|point_level_draw_result
4656,DB1538,boundary_id,,611,2026|2027|DB1538|Resident|1|point_level_draw_result
4657,DB1538,draw_design,standard,Preference,2026|2027|DB1538|Resident|2|point_level_draw_result
4657,DB1538,hunt_type,General-Season,General Season,2026|2027|DB1538|Resident|2|point_level_draw_result
4657,DB1538,successful_applicants,25,,2026|2027|DB1538|Resident|2|point_level_draw_result
4657,DB1538,boundary_id,,611,2026|2027|DB1538|Resident|2|point_level_draw_result
4658,DB1538,draw_design,standard,Preference,2026|2027|DB1538|Resident|3|point_level_draw_result
4658,DB1538,hunt_type,General-Season,General Season,2026|2027|DB1538|Resident|3|point_level_draw_result
4658,DB1538,successful_applicants,4,,2026|2027|DB1538|Resident|3|point_level_draw_result
4658,DB1538,boundary_id,,611,2026|2027|DB1538|Resident|3|point_level_draw_result
4659,DB1538,draw_design,standard,Preference,2026|2027|DB1538|Resident|4|point_level_draw_result
4659,DB1538,hunt_type,General-Season,General Season,2026|2027|DB1538|Resident|4|point_level_draw_result
4659,DB1538,successful_applicants,4,,2026|2027|DB1538|Resident|4|point_level_draw_result
4659,DB1538,boundary_id,,611,2026|2027|DB1538|Resident|4|point_level_draw_result
4660,DB1538,draw_design,standard,Preference,2026|2027|DB1538|Resident|5|point_level_draw_result
4660,DB1538,hunt_type,General-Season,General Season,2026|2027|DB1538|Resident|5|point_level_draw_result
4660,DB1538,successful_applicants,0,,2026|2027|DB1538|Resident|5|point_level_draw_result
4660,DB1538,boundary_id,,611,2026|2027|DB1538|Resident|5|point_level_draw_result
4661,DB1538,draw_design,standard,Preference,2026|2027|DB1538|Resident|6|point_level_draw_result
4661,DB1538,hunt_type,General-Season,General Season,2026|2027|DB1538|Resident|6|point_level_draw_result
4661,DB1538,successful_applicants,3,,2026|2027|DB1538|Resident|6|point_level_draw_result
4661,DB1538,boundary_id,,611,2026|2027|DB1538|Resident|6|point_level_draw_result
4662,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Nonresident|0|point_level_draw_result
4662,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Nonresident|0|point_level_draw_result
4662,DB1539,successful_applicants,4,,2026|2027|DB1539|Nonresident|0|point_level_draw_result
4662,DB1539,success_ratio,0.0677966102,0.06779661,2026|2027|DB1539|Nonresident|0|point_level_draw_result
4662,DB1539,p_draw,0.0677966102,0.06779661,2026|2027|DB1539|Nonresident|0|point_level_draw_result
4662,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|0|point_level_draw_result
4663,DB1539,draw_design,youth,Preference,2026|2027|DB1539|Nonresident|0|point_level_draw_result
4663,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Nonresident|0|point_level_draw_result
4663,DB1539,successful_applicants,11,,2026|2027|DB1539|Nonresident|0|point_level_draw_result
4663,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|0|point_level_draw_result
4664,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Nonresident|1|point_level_draw_result
4664,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Nonresident|1|point_level_draw_result
4664,DB1539,successful_applicants,0,,2026|2027|DB1539|Nonresident|1|point_level_draw_result
4664,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|1|point_level_draw_result
4665,DB1539,draw_design,youth,Preference,2026|2027|DB1539|Nonresident|1|point_level_draw_result
4665,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Nonresident|1|point_level_draw_result
4665,DB1539,successful_applicants,2,,2026|2027|DB1539|Nonresident|1|point_level_draw_result
4665,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|1|point_level_draw_result
4666,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Nonresident|2|point_level_draw_result
4666,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Nonresident|2|point_level_draw_result
4666,DB1539,successful_applicants,0,,2026|2027|DB1539|Nonresident|2|point_level_draw_result
4666,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|2|point_level_draw_result
4667,DB1539,draw_design,youth,Unlimited,2026|2027|DB1539|Nonresident|2|point_level_draw_result
4667,DB1539,hunt_type,,General Season,2026|2027|DB1539|Nonresident|2|point_level_draw_result
4667,DB1539,successful_applicants,0,,2026|2027|DB1539|Nonresident|2|point_level_draw_result
4667,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|2|point_level_draw_result
4668,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Nonresident|3|point_level_draw_result
4668,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Nonresident|3|point_level_draw_result
4668,DB1539,successful_applicants,32,,2026|2027|DB1539|Nonresident|3|point_level_draw_result
4668,DB1539,success_ratio,0.5517241379,0.551724138,2026|2027|DB1539|Nonresident|3|point_level_draw_result
4668,DB1539,p_draw,0.5517241379,0.551724138,2026|2027|DB1539|Nonresident|3|point_level_draw_result
4668,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|3|point_level_draw_result
4669,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Nonresident|4|point_level_draw_result
4669,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Nonresident|4|point_level_draw_result
4669,DB1539,successful_applicants,25,,2026|2027|DB1539|Nonresident|4|point_level_draw_result
4669,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|4|point_level_draw_result
4670,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Nonresident|5|point_level_draw_result
4670,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Nonresident|5|point_level_draw_result
4670,DB1539,successful_applicants,9,,2026|2027|DB1539|Nonresident|5|point_level_draw_result
4670,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|5|point_level_draw_result
4671,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Nonresident|6|point_level_draw_result
4671,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Nonresident|6|point_level_draw_result
4671,DB1539,successful_applicants,2,,2026|2027|DB1539|Nonresident|6|point_level_draw_result
4671,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|6|point_level_draw_result
4672,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Nonresident|7|point_level_draw_result
4672,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Nonresident|7|point_level_draw_result
4672,DB1539,successful_applicants,2,,2026|2027|DB1539|Nonresident|7|point_level_draw_result
4672,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|7|point_level_draw_result
4673,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Nonresident|8|point_level_draw_result
4673,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Nonresident|8|point_level_draw_result
4673,DB1539,successful_applicants,1,,2026|2027|DB1539|Nonresident|8|point_level_draw_result
4673,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|8|point_level_draw_result
4674,DB1539,draw_design,standard,Unlimited,2026|2027|DB1539|Nonresident|9|point_level_draw_result
4674,DB1539,hunt_type,,General Season,2026|2027|DB1539|Nonresident|9|point_level_draw_result
4674,DB1539,successful_applicants,0,,2026|2027|DB1539|Nonresident|9|point_level_draw_result
4674,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|9|point_level_draw_result
4675,DB1539,draw_design,standard,Unlimited,2026|2027|DB1539|Nonresident|10|point_level_draw_result
4675,DB1539,hunt_type,,General Season,2026|2027|DB1539|Nonresident|10|point_level_draw_result
4675,DB1539,successful_applicants,0,,2026|2027|DB1539|Nonresident|10|point_level_draw_result
4675,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|10|point_level_draw_result
4676,DB1539,draw_design,standard,Unlimited,2026|2027|DB1539|Nonresident|11|point_level_draw_result
4676,DB1539,hunt_type,,General Season,2026|2027|DB1539|Nonresident|11|point_level_draw_result
4676,DB1539,successful_applicants,0,,2026|2027|DB1539|Nonresident|11|point_level_draw_result
4676,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|11|point_level_draw_result
4677,DB1539,draw_design,standard,Unlimited,2026|2027|DB1539|Nonresident|12|point_level_draw_result
4677,DB1539,hunt_type,,General Season,2026|2027|DB1539|Nonresident|12|point_level_draw_result
4677,DB1539,successful_applicants,0,,2026|2027|DB1539|Nonresident|12|point_level_draw_result
4677,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|12|point_level_draw_result
4678,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Nonresident|13|point_level_draw_result
4678,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Nonresident|13|point_level_draw_result
4678,DB1539,successful_applicants,1,,2026|2027|DB1539|Nonresident|13|point_level_draw_result
4678,DB1539,boundary_id,,617,2026|2027|DB1539|Nonresident|13|point_level_draw_result
4679,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Resident|0|point_level_draw_result
4679,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Resident|0|point_level_draw_result
4679,DB1539,successful_applicants,25,,2026|2027|DB1539|Resident|0|point_level_draw_result
4679,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|0|point_level_draw_result
4680,DB1539,draw_design,youth,Preference,2026|2027|DB1539|Resident|0|point_level_draw_result
4680,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Resident|0|point_level_draw_result
4680,DB1539,successful_applicants,204,,2026|2027|DB1539|Resident|0|point_level_draw_result
4680,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|0|point_level_draw_result
4681,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Resident|1|point_level_draw_result
4681,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Resident|1|point_level_draw_result
4681,DB1539,successful_applicants,363,,2026|2027|DB1539|Resident|1|point_level_draw_result
4681,DB1539,success_ratio,0.7363083164,0.736308316,2026|2027|DB1539|Resident|1|point_level_draw_result
4681,DB1539,p_draw,0.7363083164,0.736308316,2026|2027|DB1539|Resident|1|point_level_draw_result
4681,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|1|point_level_draw_result
4682,DB1539,draw_design,youth,Preference,2026|2027|DB1539|Resident|1|point_level_draw_result
4682,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Resident|1|point_level_draw_result
4682,DB1539,successful_applicants,28,,2026|2027|DB1539|Resident|1|point_level_draw_result
4682,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|1|point_level_draw_result
4683,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Resident|2|point_level_draw_result
4683,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Resident|2|point_level_draw_result
4683,DB1539,successful_applicants,235,,2026|2027|DB1539|Resident|2|point_level_draw_result
4683,DB1539,success_ratio,0.9915611814,0.991561181,2026|2027|DB1539|Resident|2|point_level_draw_result
4683,DB1539,p_draw,0.9915611814,0.991561181,2026|2027|DB1539|Resident|2|point_level_draw_result
4683,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|2|point_level_draw_result
4684,DB1539,draw_design,youth,Preference,2026|2027|DB1539|Resident|2|point_level_draw_result
4684,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Resident|2|point_level_draw_result
4684,DB1539,successful_applicants,5,,2026|2027|DB1539|Resident|2|point_level_draw_result
4684,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|2|point_level_draw_result
4685,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Resident|3|point_level_draw_result
4685,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Resident|3|point_level_draw_result
4685,DB1539,successful_applicants,41,,2026|2027|DB1539|Resident|3|point_level_draw_result
4685,DB1539,success_ratio,0.9318181818,0.931818182,2026|2027|DB1539|Resident|3|point_level_draw_result
4685,DB1539,p_draw,0.9318181818,0.931818182,2026|2027|DB1539|Resident|3|point_level_draw_result
4685,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|3|point_level_draw_result
4686,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Resident|4|point_level_draw_result
4686,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Resident|4|point_level_draw_result
4686,DB1539,successful_applicants,10,,2026|2027|DB1539|Resident|4|point_level_draw_result
4686,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|4|point_level_draw_result
4687,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Resident|5|point_level_draw_result
4687,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Resident|5|point_level_draw_result
4687,DB1539,successful_applicants,6,,2026|2027|DB1539|Resident|5|point_level_draw_result
4687,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|5|point_level_draw_result
4688,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Resident|6|point_level_draw_result
4688,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Resident|6|point_level_draw_result
4688,DB1539,successful_applicants,2,,2026|2027|DB1539|Resident|6|point_level_draw_result
4688,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|6|point_level_draw_result
4689,DB1539,draw_design,standard,Preference,2026|2027|DB1539|Resident|7|point_level_draw_result
4689,DB1539,hunt_type,General-Season,General Season,2026|2027|DB1539|Resident|7|point_level_draw_result
4689,DB1539,successful_applicants,2,,2026|2027|DB1539|Resident|7|point_level_draw_result
4689,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|7|point_level_draw_result
4690,DB1539,draw_design,standard,Unlimited,2026|2027|DB1539|Resident|8|point_level_draw_result
4690,DB1539,hunt_type,,General Season,2026|2027|DB1539|Resident|8|point_level_draw_result
4690,DB1539,successful_applicants,0,,2026|2027|DB1539|Resident|8|point_level_draw_result
4690,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|8|point_level_draw_result
4691,DB1539,draw_design,standard,Unlimited,2026|2027|DB1539|Resident|9|point_level_draw_result
4691,DB1539,hunt_type,,General Season,2026|2027|DB1539|Resident|9|point_level_draw_result
4691,DB1539,successful_applicants,0,,2026|2027|DB1539|Resident|9|point_level_draw_result
4691,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|9|point_level_draw_result
4692,DB1539,draw_design,standard,Unlimited,2026|2027|DB1539|Resident|10|point_level_draw_result
4692,DB1539,hunt_type,,General Season,2026|2027|DB1539|Resident|10|point_level_draw_result
4692,DB1539,successful_applicants,0,,2026|2027|DB1539|Resident|10|point_level_draw_result
4692,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|10|point_level_draw_result
4693,DB1539,draw_design,standard,Unlimited,2026|2027|DB1539|Resident|11|point_level_draw_result
4693,DB1539,hunt_type,,General Season,2026|2027|DB1539|Resident|11|point_level_draw_result
4693,DB1539,successful_applicants,0,,2026|2027|DB1539|Resident|11|point_level_draw_result
4693,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|11|point_level_draw_result
4694,DB1539,draw_design,standard,Unlimited,2026|2027|DB1539|Resident|12|point_level_draw_result
4694,DB1539,hunt_type,,General Season,2026|2027|DB1539|Resident|12|point_level_draw_result
4694,DB1539,successful_applicants,0,,2026|2027|DB1539|Resident|12|point_level_draw_result
4694,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|12|point_level_draw_result
4695,DB1539,draw_design,standard,Unlimited,2026|2027|DB1539|Resident|13|point_level_draw_result
4695,DB1539,hunt_type,,General Season,2026|2027|DB1539|Resident|13|point_level_draw_result
4695,DB1539,successful_applicants,0,,2026|2027|DB1539|Resident|13|point_level_draw_result
4695,DB1539,boundary_id,,617,2026|2027|DB1539|Resident|13|point_level_draw_result
4696,DB1540,draw_design,standard,Preference,2026|2027|DB1540|Nonresident|0|point_level_draw_result
4696,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|0|point_level_draw_result
4696,DB1540,successful_applicants,6,,2026|2027|DB1540|Nonresident|0|point_level_draw_result
4696,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|0|point_level_draw_result
4697,DB1540,draw_design,youth,Preference,2026|2027|DB1540|Nonresident|0|point_level_draw_result
4697,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|0|point_level_draw_result
4697,DB1540,successful_applicants,1,,2026|2027|DB1540|Nonresident|0|point_level_draw_result
4697,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|0|point_level_draw_result
4698,DB1540,draw_design,standard,Preference,2026|2027|DB1540|Nonresident|1|point_level_draw_result
4698,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|1|point_level_draw_result
4698,DB1540,successful_applicants,0,,2026|2027|DB1540|Nonresident|1|point_level_draw_result
4698,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|1|point_level_draw_result
4699,DB1540,draw_design,youth,Preference,2026|2027|DB1540|Nonresident|1|point_level_draw_result
4699,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|1|point_level_draw_result
4699,DB1540,successful_applicants,3,,2026|2027|DB1540|Nonresident|1|point_level_draw_result
4699,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|1|point_level_draw_result
4700,DB1540,draw_design,standard,Preference,2026|2027|DB1540|Nonresident|2|point_level_draw_result
4700,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|2|point_level_draw_result
4700,DB1540,successful_applicants,0,,2026|2027|DB1540|Nonresident|2|point_level_draw_result
4700,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|2|point_level_draw_result
4701,DB1540,draw_design,youth,Preference,2026|2027|DB1540|Nonresident|2|point_level_draw_result
4701,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|2|point_level_draw_result
4701,DB1540,successful_applicants,1,,2026|2027|DB1540|Nonresident|2|point_level_draw_result
4701,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|2|point_level_draw_result
4702,DB1540,draw_design,standard,Preference,2026|2027|DB1540|Nonresident|3|point_level_draw_result
4702,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|3|point_level_draw_result
4702,DB1540,successful_applicants,0,,2026|2027|DB1540|Nonresident|3|point_level_draw_result
4702,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|3|point_level_draw_result
4703,DB1540,draw_design,youth,Unlimited,2026|2027|DB1540|Nonresident|3|point_level_draw_result
4703,DB1540,hunt_type,,General Season,2026|2027|DB1540|Nonresident|3|point_level_draw_result
4703,DB1540,successful_applicants,0,,2026|2027|DB1540|Nonresident|3|point_level_draw_result
4703,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|3|point_level_draw_result
4704,DB1540,draw_design,standard,Preference,2026|2027|DB1540|Nonresident|4|point_level_draw_result
4704,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|4|point_level_draw_result
4704,DB1540,successful_applicants,0,,2026|2027|DB1540|Nonresident|4|point_level_draw_result
4704,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|4|point_level_draw_result
4705,DB1540,draw_design,standard,Preference,2026|2027|DB1540|Nonresident|5|point_level_draw_result
4705,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|5|point_level_draw_result
4705,DB1540,successful_applicants,18,,2026|2027|DB1540|Nonresident|5|point_level_draw_result
4705,DB1540,success_ratio,0.6206896552,0.620689655,2026|2027|DB1540|Nonresident|5|point_level_draw_result
4705,DB1540,p_draw,0.6206896552,0.620689655,2026|2027|DB1540|Nonresident|5|point_level_draw_result
4705,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|5|point_level_draw_result
4706,DB1540,draw_design,standard,Preference,2026|2027|DB1540|Nonresident|6|point_level_draw_result
4706,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|6|point_level_draw_result
4706,DB1540,successful_applicants,16,,2026|2027|DB1540|Nonresident|6|point_level_draw_result
4706,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|6|point_level_draw_result
4707,DB1540,draw_design,standard,Preference,2026|2027|DB1540|Nonresident|7|point_level_draw_result
4707,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|7|point_level_draw_result
4707,DB1540,successful_applicants,3,,2026|2027|DB1540|Nonresident|7|point_level_draw_result
4707,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|7|point_level_draw_result
4708,DB1540,draw_design,standard,Preference,2026|2027|DB1540|Nonresident|8|point_level_draw_result
4708,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|8|point_level_draw_result
4708,DB1540,successful_applicants,1,,2026|2027|DB1540|Nonresident|8|point_level_draw_result
4708,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|8|point_level_draw_result
4709,DB1540,draw_design,standard,Unlimited,2026|2027|DB1540|Nonresident|9|point_level_draw_result
4709,DB1540,hunt_type,,General Season,2026|2027|DB1540|Nonresident|9|point_level_draw_result
4709,DB1540,successful_applicants,0,,2026|2027|DB1540|Nonresident|9|point_level_draw_result
4709,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|9|point_level_draw_result
4710,DB1540,draw_design,standard,Preference,2026|2027|DB1540|Nonresident|10|point_level_draw_result
4710,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|10|point_level_draw_result
4710,DB1540,successful_applicants,3,,2026|2027|DB1540|Nonresident|10|point_level_draw_result
4710,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|10|point_level_draw_result
4711,DB1540,draw_design,standard,Preference,2026|2027|DB1540|Nonresident|11|point_level_draw_result
4711,DB1540,hunt_type,General-Season,General Season,2026|2027|DB1540|Nonresident|11|point_level_draw_result
4711,DB1540,successful_applicants,1,,2026|2027|DB1540|Nonresident|11|point_level_draw_result
4711,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|11|point_level_draw_result
4712,DB1540,draw_design,standard,Unlimited,2026|2027|DB1540|Nonresident|12|point_level_draw_result
4712,DB1540,hunt_type,,General Season,2026|2027|DB1540|Nonresident|12|point_level_draw_result
4712,DB1540,successful_applicants,0,,2026|2027|DB1540|Nonresident|12|point_level_draw_result
4712,DB1540,boundary_id,,629,2026|2027|DB1540|Nonresident|12|point_level_draw_result
4713,DB1540,draw_design,standard,Unlimited,2026|2027|DB1540|Nonresident|13|point_level_draw_result
4713,DB1540,hunt_type,,General Season,2026|2027|DB1540|Nonresident|13|point_level_draw_result
