row_number,hunt_code,field,target_before,canonical_value,strict_key
716,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Nonresident|0|point_level_draw_result
716,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|0|point_level_draw_result
716,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Nonresident|0|point_level_draw_result
716,BR7000,successful_applicants,1,,2026|2027|BR7000|Nonresident|0|point_level_draw_result
716,BR7000,success_ratio,0.1428571429,0.142857143,2026|2027|BR7000|Nonresident|0|point_level_draw_result
716,BR7000,p_draw,0.1428571429,0.142857143,2026|2027|BR7000|Nonresident|0|point_level_draw_result
716,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|0|point_level_draw_result
717,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Nonresident|1|point_level_draw_result
717,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|1|point_level_draw_result
717,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Nonresident|1|point_level_draw_result
717,BR7000,successful_applicants,0,,2026|2027|BR7000|Nonresident|1|point_level_draw_result
717,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|1|point_level_draw_result
718,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Nonresident|2|point_level_draw_result
718,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|2|point_level_draw_result
718,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Nonresident|2|point_level_draw_result
718,BR7000,successful_applicants,0,,2026|2027|BR7000|Nonresident|2|point_level_draw_result
718,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|2|point_level_draw_result
719,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Nonresident|3|point_level_draw_result
719,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|3|point_level_draw_result
719,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Nonresident|3|point_level_draw_result
719,BR7000,successful_applicants,0,,2026|2027|BR7000|Nonresident|3|point_level_draw_result
719,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|3|point_level_draw_result
720,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Nonresident|4|point_level_draw_result
720,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|4|point_level_draw_result
720,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Nonresident|4|point_level_draw_result
720,BR7000,successful_applicants,0,,2026|2027|BR7000|Nonresident|4|point_level_draw_result
720,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|4|point_level_draw_result
721,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Nonresident|5|point_level_draw_result
721,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|5|point_level_draw_result
721,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Nonresident|5|point_level_draw_result
721,BR7000,successful_applicants,0,,2026|2027|BR7000|Nonresident|5|point_level_draw_result
721,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|5|point_level_draw_result
722,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|6|point_level_draw_result
722,BR7000,hunt_type,Bear,Limited Entry,2026|2027|BR7000|Nonresident|6|point_level_draw_result
722,BR7000,successful_applicants,0,,2026|2027|BR7000|Nonresident|6|point_level_draw_result
722,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|6|point_level_draw_result
723,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Nonresident|7|point_level_draw_result
723,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|7|point_level_draw_result
723,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Nonresident|7|point_level_draw_result
723,BR7000,successful_applicants,0,,2026|2027|BR7000|Nonresident|7|point_level_draw_result
723,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|7|point_level_draw_result
724,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Nonresident|8|point_level_draw_result
724,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|8|point_level_draw_result
724,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Nonresident|8|point_level_draw_result
724,BR7000,successful_applicants,0,,2026|2027|BR7000|Nonresident|8|point_level_draw_result
724,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|8|point_level_draw_result
725,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Nonresident|9|point_level_draw_result
725,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|9|point_level_draw_result
725,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Nonresident|9|point_level_draw_result
725,BR7000,successful_applicants,0,,2026|2027|BR7000|Nonresident|9|point_level_draw_result
725,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|9|point_level_draw_result
726,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|10|point_level_draw_result
726,BR7000,hunt_type,Bear,Limited Entry,2026|2027|BR7000|Nonresident|10|point_level_draw_result
726,BR7000,successful_applicants,0,,2026|2027|BR7000|Nonresident|10|point_level_draw_result
726,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|10|point_level_draw_result
727,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|11|point_level_draw_result
727,BR7000,hunt_type,Bear,Limited Entry,2026|2027|BR7000|Nonresident|11|point_level_draw_result
727,BR7000,successful_applicants,0,,2026|2027|BR7000|Nonresident|11|point_level_draw_result
727,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|11|point_level_draw_result
728,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|12|point_level_draw_result
728,BR7000,hunt_type,Bear,Limited Entry,2026|2027|BR7000|Nonresident|12|point_level_draw_result
728,BR7000,successful_applicants,0,,2026|2027|BR7000|Nonresident|12|point_level_draw_result
728,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|12|point_level_draw_result
729,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Nonresident|13|point_level_draw_result
729,BR7000,hunt_type,Bear,Limited Entry,2026|2027|BR7000|Nonresident|13|point_level_draw_result
729,BR7000,successful_applicants,0,,2026|2027|BR7000|Nonresident|13|point_level_draw_result
729,BR7000,boundary_id,,628,2026|2027|BR7000|Nonresident|13|point_level_draw_result
730,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|0|point_level_draw_result
730,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|0|point_level_draw_result
730,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|0|point_level_draw_result
730,BR7000,successful_applicants,0,,2026|2027|BR7000|Resident|0|point_level_draw_result
730,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|0|point_level_draw_result
731,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|1|point_level_draw_result
731,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|1|point_level_draw_result
731,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|1|point_level_draw_result
731,BR7000,successful_applicants,1,,2026|2027|BR7000|Resident|1|point_level_draw_result
731,BR7000,success_ratio,0.0303030303,0.03030303,2026|2027|BR7000|Resident|1|point_level_draw_result
731,BR7000,p_draw,0.0303030303,0.03030303,2026|2027|BR7000|Resident|1|point_level_draw_result
731,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|1|point_level_draw_result
732,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|2|point_level_draw_result
732,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|2|point_level_draw_result
732,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|2|point_level_draw_result
732,BR7000,successful_applicants,0,,2026|2027|BR7000|Resident|2|point_level_draw_result
732,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|2|point_level_draw_result
733,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|3|point_level_draw_result
733,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|3|point_level_draw_result
733,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|3|point_level_draw_result
733,BR7000,successful_applicants,0,,2026|2027|BR7000|Resident|3|point_level_draw_result
733,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|3|point_level_draw_result
734,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|4|point_level_draw_result
734,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|4|point_level_draw_result
734,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|4|point_level_draw_result
734,BR7000,successful_applicants,0,,2026|2027|BR7000|Resident|4|point_level_draw_result
734,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|4|point_level_draw_result
735,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|5|point_level_draw_result
735,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|5|point_level_draw_result
735,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|5|point_level_draw_result
735,BR7000,successful_applicants,1,,2026|2027|BR7000|Resident|5|point_level_draw_result
735,BR7000,success_ratio,0.0714285714,0.071428571,2026|2027|BR7000|Resident|5|point_level_draw_result
735,BR7000,p_draw,0.0714285714,0.071428571,2026|2027|BR7000|Resident|5|point_level_draw_result
735,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|5|point_level_draw_result
736,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|6|point_level_draw_result
736,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|6|point_level_draw_result
736,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|6|point_level_draw_result
736,BR7000,successful_applicants,0,,2026|2027|BR7000|Resident|6|point_level_draw_result
736,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|6|point_level_draw_result
737,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|7|point_level_draw_result
737,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|7|point_level_draw_result
737,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|7|point_level_draw_result
737,BR7000,successful_applicants,1,,2026|2027|BR7000|Resident|7|point_level_draw_result
737,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|7|point_level_draw_result
738,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|8|point_level_draw_result
738,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|8|point_level_draw_result
738,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|8|point_level_draw_result
738,BR7000,successful_applicants,1,,2026|2027|BR7000|Resident|8|point_level_draw_result
738,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|8|point_level_draw_result
739,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|9|point_level_draw_result
739,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|9|point_level_draw_result
739,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|9|point_level_draw_result
739,BR7000,successful_applicants,0,,2026|2027|BR7000|Resident|9|point_level_draw_result
739,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|9|point_level_draw_result
740,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|10|point_level_draw_result
740,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|10|point_level_draw_result
740,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|10|point_level_draw_result
740,BR7000,successful_applicants,3,,2026|2027|BR7000|Resident|10|point_level_draw_result
740,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|10|point_level_draw_result
741,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|11|point_level_draw_result
741,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|11|point_level_draw_result
741,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|11|point_level_draw_result
741,BR7000,successful_applicants,1,,2026|2027|BR7000|Resident|11|point_level_draw_result
741,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|11|point_level_draw_result
742,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|12|point_level_draw_result
742,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|12|point_level_draw_result
742,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|12|point_level_draw_result
742,BR7000,successful_applicants,1,,2026|2027|BR7000|Resident|12|point_level_draw_result
742,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|12|point_level_draw_result
743,BR7000,sex_type,,Either Sex,2026|2027|BR7000|Resident|13|point_level_draw_result
743,BR7000,draw_design,standard,Max/Weighted Split,2026|2027|BR7000|Resident|13|point_level_draw_result
743,BR7000,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7000|Resident|13|point_level_draw_result
743,BR7000,successful_applicants,0,,2026|2027|BR7000|Resident|13|point_level_draw_result
743,BR7000,boundary_id,,628,2026|2027|BR7000|Resident|13|point_level_draw_result
744,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Nonresident|0|point_level_draw_result
744,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|0|point_level_draw_result
744,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Nonresident|0|point_level_draw_result
744,BR7001,successful_applicants,0,,2026|2027|BR7001|Nonresident|0|point_level_draw_result
744,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|0|point_level_draw_result
745,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Nonresident|1|point_level_draw_result
745,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|1|point_level_draw_result
745,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Nonresident|1|point_level_draw_result
745,BR7001,successful_applicants,0,,2026|2027|BR7001|Nonresident|1|point_level_draw_result
745,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|1|point_level_draw_result
746,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Nonresident|2|point_level_draw_result
746,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|2|point_level_draw_result
746,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Nonresident|2|point_level_draw_result
746,BR7001,successful_applicants,0,,2026|2027|BR7001|Nonresident|2|point_level_draw_result
746,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|2|point_level_draw_result
747,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Nonresident|3|point_level_draw_result
747,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|3|point_level_draw_result
747,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Nonresident|3|point_level_draw_result
747,BR7001,successful_applicants,0,,2026|2027|BR7001|Nonresident|3|point_level_draw_result
747,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|3|point_level_draw_result
748,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Nonresident|4|point_level_draw_result
748,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|4|point_level_draw_result
748,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Nonresident|4|point_level_draw_result
748,BR7001,successful_applicants,0,,2026|2027|BR7001|Nonresident|4|point_level_draw_result
748,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|4|point_level_draw_result
749,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Nonresident|5|point_level_draw_result
749,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|5|point_level_draw_result
749,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Nonresident|5|point_level_draw_result
749,BR7001,successful_applicants,0,,2026|2027|BR7001|Nonresident|5|point_level_draw_result
749,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|5|point_level_draw_result
750,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Nonresident|6|point_level_draw_result
750,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|6|point_level_draw_result
750,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Nonresident|6|point_level_draw_result
750,BR7001,successful_applicants,1,,2026|2027|BR7001|Nonresident|6|point_level_draw_result
750,BR7001,success_ratio,0.3333333333,0.333333333,2026|2027|BR7001|Nonresident|6|point_level_draw_result
750,BR7001,p_draw,0.3333333333,0.333333333,2026|2027|BR7001|Nonresident|6|point_level_draw_result
750,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|6|point_level_draw_result
751,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Nonresident|7|point_level_draw_result
751,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|7|point_level_draw_result
751,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Nonresident|7|point_level_draw_result
751,BR7001,successful_applicants,1,,2026|2027|BR7001|Nonresident|7|point_level_draw_result
751,BR7001,success_ratio,0.3333333333,0.333333333,2026|2027|BR7001|Nonresident|7|point_level_draw_result
751,BR7001,p_draw,0.3333333333,0.333333333,2026|2027|BR7001|Nonresident|7|point_level_draw_result
751,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|7|point_level_draw_result
752,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Nonresident|8|point_level_draw_result
752,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|8|point_level_draw_result
752,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Nonresident|8|point_level_draw_result
752,BR7001,successful_applicants,1,,2026|2027|BR7001|Nonresident|8|point_level_draw_result
752,BR7001,success_ratio,0.3333333333,0.333333333,2026|2027|BR7001|Nonresident|8|point_level_draw_result
752,BR7001,p_draw,0.3333333333,0.333333333,2026|2027|BR7001|Nonresident|8|point_level_draw_result
752,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|8|point_level_draw_result
753,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Nonresident|9|point_level_draw_result
753,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|9|point_level_draw_result
753,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Nonresident|9|point_level_draw_result
753,BR7001,successful_applicants,0,,2026|2027|BR7001|Nonresident|9|point_level_draw_result
753,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|9|point_level_draw_result
754,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Nonresident|10|point_level_draw_result
754,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|10|point_level_draw_result
754,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Nonresident|10|point_level_draw_result
754,BR7001,successful_applicants,0,,2026|2027|BR7001|Nonresident|10|point_level_draw_result
754,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|10|point_level_draw_result
755,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|11|point_level_draw_result
755,BR7001,hunt_type,Bear,Limited Entry,2026|2027|BR7001|Nonresident|11|point_level_draw_result
755,BR7001,successful_applicants,0,,2026|2027|BR7001|Nonresident|11|point_level_draw_result
755,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|11|point_level_draw_result
756,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|12|point_level_draw_result
756,BR7001,hunt_type,Bear,Limited Entry,2026|2027|BR7001|Nonresident|12|point_level_draw_result
756,BR7001,successful_applicants,0,,2026|2027|BR7001|Nonresident|12|point_level_draw_result
756,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|12|point_level_draw_result
757,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|13|point_level_draw_result
757,BR7001,hunt_type,Bear,Limited Entry,2026|2027|BR7001|Nonresident|13|point_level_draw_result
757,BR7001,successful_applicants,0,,2026|2027|BR7001|Nonresident|13|point_level_draw_result
757,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|13|point_level_draw_result
758,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Nonresident|14|point_level_draw_result
758,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|14|point_level_draw_result
758,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Nonresident|14|point_level_draw_result
758,BR7001,successful_applicants,1,,2026|2027|BR7001|Nonresident|14|point_level_draw_result
758,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|14|point_level_draw_result
759,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Nonresident|15|point_level_draw_result
759,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Nonresident|15|point_level_draw_result
759,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Nonresident|15|point_level_draw_result
759,BR7001,successful_applicants,1,,2026|2027|BR7001|Nonresident|15|point_level_draw_result
759,BR7001,boundary_id,,449,2026|2027|BR7001|Nonresident|15|point_level_draw_result
760,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Resident|0|point_level_draw_result
760,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Resident|0|point_level_draw_result
760,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Resident|0|point_level_draw_result
760,BR7001,successful_applicants,4,,2026|2027|BR7001|Resident|0|point_level_draw_result
760,BR7001,success_ratio,0.0727272727,0.072727273,2026|2027|BR7001|Resident|0|point_level_draw_result
760,BR7001,p_draw,0.0727272727,0.072727273,2026|2027|BR7001|Resident|0|point_level_draw_result
760,BR7001,boundary_id,,449,2026|2027|BR7001|Resident|0|point_level_draw_result
761,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Resident|1|point_level_draw_result
761,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Resident|1|point_level_draw_result
761,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Resident|1|point_level_draw_result
761,BR7001,successful_applicants,8,,2026|2027|BR7001|Resident|1|point_level_draw_result
761,BR7001,success_ratio,0.1860465116,0.186046512,2026|2027|BR7001|Resident|1|point_level_draw_result
761,BR7001,p_draw,0.1860465116,0.186046512,2026|2027|BR7001|Resident|1|point_level_draw_result
761,BR7001,boundary_id,,449,2026|2027|BR7001|Resident|1|point_level_draw_result
762,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Resident|2|point_level_draw_result
762,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Resident|2|point_level_draw_result
762,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Resident|2|point_level_draw_result
762,BR7001,successful_applicants,4,,2026|2027|BR7001|Resident|2|point_level_draw_result
762,BR7001,success_ratio,0.1666666667,0.166666667,2026|2027|BR7001|Resident|2|point_level_draw_result
762,BR7001,p_draw,0.1666666667,0.166666667,2026|2027|BR7001|Resident|2|point_level_draw_result
762,BR7001,boundary_id,,449,2026|2027|BR7001|Resident|2|point_level_draw_result
763,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Resident|3|point_level_draw_result
763,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Resident|3|point_level_draw_result
763,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Resident|3|point_level_draw_result
763,BR7001,successful_applicants,6,,2026|2027|BR7001|Resident|3|point_level_draw_result
763,BR7001,success_ratio,0.4615384615,0.461538462,2026|2027|BR7001|Resident|3|point_level_draw_result
763,BR7001,p_draw,0.4615384615,0.461538462,2026|2027|BR7001|Resident|3|point_level_draw_result
763,BR7001,boundary_id,,449,2026|2027|BR7001|Resident|3|point_level_draw_result
764,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Resident|4|point_level_draw_result
764,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Resident|4|point_level_draw_result
764,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Resident|4|point_level_draw_result
764,BR7001,successful_applicants,2,,2026|2027|BR7001|Resident|4|point_level_draw_result
764,BR7001,success_ratio,0.1818181818,0.181818182,2026|2027|BR7001|Resident|4|point_level_draw_result
764,BR7001,p_draw,0.1818181818,0.181818182,2026|2027|BR7001|Resident|4|point_level_draw_result
764,BR7001,boundary_id,,449,2026|2027|BR7001|Resident|4|point_level_draw_result
765,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Resident|5|point_level_draw_result
765,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Resident|5|point_level_draw_result
765,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Resident|5|point_level_draw_result
765,BR7001,successful_applicants,6,,2026|2027|BR7001|Resident|5|point_level_draw_result
765,BR7001,boundary_id,,449,2026|2027|BR7001|Resident|5|point_level_draw_result
766,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Resident|6|point_level_draw_result
766,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Resident|6|point_level_draw_result
766,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Resident|6|point_level_draw_result
766,BR7001,successful_applicants,7,,2026|2027|BR7001|Resident|6|point_level_draw_result
766,BR7001,boundary_id,,449,2026|2027|BR7001|Resident|6|point_level_draw_result
767,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Resident|7|point_level_draw_result
767,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Resident|7|point_level_draw_result
767,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Resident|7|point_level_draw_result
767,BR7001,successful_applicants,6,,2026|2027|BR7001|Resident|7|point_level_draw_result
767,BR7001,boundary_id,,449,2026|2027|BR7001|Resident|7|point_level_draw_result
768,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Resident|8|point_level_draw_result
768,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Resident|8|point_level_draw_result
768,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Resident|8|point_level_draw_result
768,BR7001,successful_applicants,2,,2026|2027|BR7001|Resident|8|point_level_draw_result
768,BR7001,boundary_id,,449,2026|2027|BR7001|Resident|8|point_level_draw_result
769,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Resident|9|point_level_draw_result
769,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Resident|9|point_level_draw_result
769,BR7001,hunt_type,Limited-Entry,Limited Entry,2026|2027|BR7001|Resident|9|point_level_draw_result
769,BR7001,successful_applicants,2,,2026|2027|BR7001|Resident|9|point_level_draw_result
769,BR7001,boundary_id,,449,2026|2027|BR7001|Resident|9|point_level_draw_result
770,BR7001,draw_design,standard,Max/Weighted Split,2026|2027|BR7001|Resident|10|point_level_draw_result
770,BR7001,hunt_type,Bear,Limited Entry,2026|2027|BR7001|Resident|10|point_level_draw_result
770,BR7001,successful_applicants,0,,2026|2027|BR7001|Resident|10|point_level_draw_result
770,BR7001,boundary_id,,449,2026|2027|BR7001|Resident|10|point_level_draw_result
771,BR7001,sex_type,,Either Sex,2026|2027|BR7001|Resident|11|point_level_draw_result
