path,row_index,hunt_code,boundary_id,old_hunt_name,new_hunt_name
processed_data/hunt-master-canonical-2026-source-of-truth.json,71,BR7119,463,Wasatch Mtns Avintaquin/Currant Creek,"Wasatch Mtns, Avintaquin/Currant Creek"
processed_data/hunt-master-canonical-2026-source-of-truth.json,72,BR7120,448,Wasatch Mtns West-Central,"Wasatch Mtns, West-Central"
processed_data/hunt-master-canonical-2026-source-of-truth.json,75,BR7123,5053,Kamas/North Slope Summit,"Kamas/North Slope, Summit"
processed_data/hunt-master-canonical-2026-source-of-truth.json,76,BR7124,88,Fillmore Pahvant,"Fillmore, Pahvant"
processed_data/hunt-master-canonical-2026-source-of-truth.json,81,BR7201,449,Book Cliffs Bitter Creek/South,"Book Cliffs, Bitter Creek/South"
processed_data/hunt-master-canonical-2026-source-of-truth.json,82,BR7203,52,Manti North,"Manti, North"
processed_data/hunt-master-canonical-2026-source-of-truth.json,83,BR7204,744,Manti South/San Rafael North,"Manti South/San Rafael, North"
processed_data/hunt-master-canonical-2026-source-of-truth.json,85,BR7207,88,Fillmore Pahvant,"Fillmore, Pahvant"
processed_data/hunt-master-canonical-2026-source-of-truth.json,89,BR7212,289,North Slope Three Corners/West Daggett,"North Slope, Three Corners/West Daggett"
processed_data/hunt-master-canonical-2026-source-of-truth.json,97,BR7220,463,Wasatch Mtns Avintaquin/Currant Creek,"Wasatch Mtns, Avintaquin/Currant Creek"
processed_data/hunt-master-canonical-2026-source-of-truth.json,98,BR7221,448,Wasatch Mtns West-Central,"Wasatch Mtns, West-Central"
processed_data/hunt-master-canonical-2026-source-of-truth.json,99,BR7224,12,Book Cliffs Little Creek Roadless,"Book Cliffs, Little Creek Roadless"
processed_data/hunt-master-canonical-2026-source-of-truth.json,100,BR7225,12,Book Cliffs Little Creek Roadless,"Book Cliffs, Little Creek Roadless"
processed_data/hunt-master-canonical-2026-source-of-truth.json,102,BR7229,5079,Kamas/North Slope Summit,"Kamas/North Slope, Summit"
processed_data/hunt-master-canonical-2026-source-of-truth.json,106,BR7300,449,Book Cliffs Bitter Creek/South,"Book Cliffs, Bitter Creek/South"
processed_data/hunt-master-canonical-2026-source-of-truth.json,107,BR7301,12,Book Cliffs Little Creek Roadless,"Book Cliffs, Little Creek Roadless"
processed_data/hunt-master-canonical-2026-source-of-truth.json,108,BR7303,52,Manti North,"Manti, North"
processed_data/hunt-master-canonical-2026-source-of-truth.json,109,BR7304,744,Manti South/San Rafael North,"Manti South/San Rafael, North"
processed_data/hunt-master-canonical-2026-source-of-truth.json,112,BR7308,289,North Slope Three Corners/West Daggett,"North Slope, Three Corners/West Daggett"
processed_data/hunt-master-canonical-2026-source-of-truth.json,119,BR7315,463,Wasatch Mtns Avintaquin/Currant Creek,"Wasatch Mtns, Avintaquin/Currant Creek"
processed_data/hunt-master-canonical-2026-source-of-truth.json,120,BR7316,448,Wasatch Mtns West-Central,"Wasatch Mtns, West-Central"
processed_data/hunt-master-canonical-2026-source-of-truth.json,124,BR7321,5101,Kamas/North Slope Summit,"Kamas/North Slope, Summit"
processed_data/hunt-master-canonical-2026-source-of-truth.json,135,DA1011,806,George Creek CWMU,George Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,136,DA1012,589,Junction Valley CWMU,Junction Valley
processed_data/hunt-master-canonical-2026-source-of-truth.json,137,DA1013,533,Mt Carmel CWMU,Mt Carmel
processed_data/hunt-master-canonical-2026-source-of-truth.json,149,DA1048,910,Fillmore City,"Fillmore, Fillmore City"
processed_data/hunt-master-canonical-2026-source-of-truth.json,151,DA1050,509,The Rose of Snowville CWMU,The Rose of Snowville
processed_data/hunt-master-canonical-2026-source-of-truth.json,153,DB0001,866,Southeastern Navajo Buck Deer,Navajo Nation SER permit area
processed_data/hunt-master-canonical-2026-source-of-truth.json,154,DB0002,866,Southeastern Navajo Buck Deer,Navajo Nation SER permit area
processed_data/hunt-master-canonical-2026-source-of-truth.json,155,DB0003,866,Southeastern Navajo Buck Deer,Navajo Nation SER permit area
processed_data/hunt-master-canonical-2026-source-of-truth.json,156,DB0004,865,Southern Navajo Buck Deer,Navajo Nation SR permit area
processed_data/hunt-master-canonical-2026-source-of-truth.json,157,DB0005,865,Southern Navajo Buck Deer,Navajo Nation SR permit area
processed_data/hunt-master-canonical-2026-source-of-truth.json,158,DB0006,865,Southern Navajo Buck Deer,Navajo Nation SR permit area
processed_data/hunt-master-canonical-2026-source-of-truth.json,159,DB0007,5108,Buck Deer - Statewide Permit,Statewide
processed_data/hunt-master-canonical-2026-source-of-truth.json,160,DB0008,5109,Extended Archery Deer,Deer Extended
processed_data/hunt-master-canonical-2026-source-of-truth.json,161,DB0009,1,Antelope Island - Conservation/Expo,Antelope Island
processed_data/hunt-master-canonical-2026-source-of-truth.json,162,DB0010,865,Southern Paiute Buck Deer (early),Navajo Nation SR permit area
processed_data/hunt-master-canonical-2026-source-of-truth.json,163,DB0011,865,Southern Paiute Buck Deer,Navajo Nation SR permit area
processed_data/hunt-master-canonical-2026-source-of-truth.json,164,DB0012,865,Southern Paiute Buck Deer,Navajo Nation SR permit area
processed_data/hunt-master-canonical-2026-source-of-truth.json,165,DB0013,865,Southern Paiute Buck Deer (late),Navajo Nation SR permit area
processed_data/hunt-master-canonical-2026-source-of-truth.json,166,DB1000,94,Henry Mtns Premium,Henry Mtns
processed_data/hunt-master-canonical-2026-source-of-truth.json,167,DB1001,163,Paunsaugunt Premium,Paunsaugunt
processed_data/hunt-master-canonical-2026-source-of-truth.json,168,DB1002,1,Antelope Island Premium,Antelope Island
processed_data/hunt-master-canonical-2026-source-of-truth.json,169,DB1003,94,Henry Mtns Premium,Henry Mtns
processed_data/hunt-master-canonical-2026-source-of-truth.json,170,DB1004,163,Paunsaugunt Premium,Paunsaugunt
processed_data/hunt-master-canonical-2026-source-of-truth.json,171,DB1005,94,Henry Mtns Premium,Henry Mtns
processed_data/hunt-master-canonical-2026-source-of-truth.json,172,DB1006,163,Paunsaugunt Premium,Paunsaugunt
processed_data/hunt-master-canonical-2026-source-of-truth.json,173,DB1007,94,Henry Mtns Premium,Henry Mtns
processed_data/hunt-master-canonical-2026-source-of-truth.json,174,DB1008,163,Paunsaugunt Premium,Paunsaugunt
processed_data/hunt-master-canonical-2026-source-of-truth.json,175,DB1009,94,Henry Mtns Management,Henry Mtns
processed_data/hunt-master-canonical-2026-source-of-truth.json,176,DB1010,163,Paunsaugunt Management,Paunsaugunt
processed_data/hunt-master-canonical-2026-source-of-truth.json,178,DB1012,85,"Fillmore, Oak Creek LE","Fillmore, Oak Creek"
processed_data/hunt-master-canonical-2026-source-of-truth.json,185,DB1019,85,"Fillmore, Oak Creek LE","Fillmore, Oak Creek"
processed_data/hunt-master-canonical-2026-source-of-truth.json,193,DB1029,85,"Fillmore, Oak Creek LE","Fillmore, Oak Creek"
processed_data/hunt-master-canonical-2026-source-of-truth.json,208,DB1045,85,"Fillmore, Oak Creek LE","Fillmore, Oak Creek"
processed_data/hunt-master-canonical-2026-source-of-truth.json,215,DB1056,7,Book Cliffs (North & South),Book Cliffs
processed_data/hunt-master-canonical-2026-source-of-truth.json,216,DB1058,163,Paunsaugunt Cactus,Paunsaugunt
processed_data/hunt-master-canonical-2026-source-of-truth.json,219,DB1073,163,Paunsaugunt Management,Paunsaugunt
processed_data/hunt-master-canonical-2026-source-of-truth.json,220,DB1074,163,Paunsaugunt Management,Paunsaugunt
processed_data/hunt-master-canonical-2026-source-of-truth.json,221,DB1075,7,Book Cliffs (North & South),Book Cliffs
processed_data/hunt-master-canonical-2026-source-of-truth.json,222,DB1076,7,Book Cliffs (North & South),Book Cliffs
processed_data/hunt-master-canonical-2026-source-of-truth.json,236,DB1090,301,HAMSS,"Book Cliffs, Floy Canyon"
processed_data/hunt-master-canonical-2026-source-of-truth.json,237,DB1091,314,HAMSS,Kaiparowits (HAMS)
processed_data/hunt-master-canonical-2026-source-of-truth.json,242,DB1105,276,HAMSS,East Canyon
processed_data/hunt-master-canonical-2026-source-of-truth.json,253,DB1116,929,HAMSS,"San Juan, Mancos Mesa"
processed_data/hunt-master-canonical-2026-source-of-truth.json,257,DB1121,1,Antelope Island Management,Antelope Island
processed_data/hunt-master-canonical-2026-source-of-truth.json,258,DB1200,526,Alton - Premium Buck CWMU,Alton
processed_data/hunt-master-canonical-2026-source-of-truth.json,259,DB1201,526,Alton - Management Buck CWMU,Alton
processed_data/hunt-master-canonical-2026-source-of-truth.json,260,DB1202,581,Antelope Creek CWMU,Antelope Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,261,DB1203,599,Avintaquin Canyon CWMU,Avintaquin Canyon
processed_data/hunt-master-canonical-2026-source-of-truth.json,262,DB1204,559,Bally Watts CWMU,Bally Watts
processed_data/hunt-master-canonical-2026-source-of-truth.json,263,DB1205,527,Bar J Ranch CWMU,Bar J Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,264,DB1206,582,Bear Mountain CWMU,Bear Mountain
processed_data/hunt-master-canonical-2026-source-of-truth.json,265,DB1207,575,Bear Springs CWMU,Bear Springs
processed_data/hunt-master-canonical-2026-source-of-truth.json,267,DB1209,500,Blind Springs CWMU,Blind Spring
processed_data/hunt-master-canonical-2026-source-of-truth.json,268,DB1211,510,Blue Spring Hills CWMU,Blue Spring Hills
processed_data/hunt-master-canonical-2026-source-of-truth.json,269,DB1212,604,Bluebell CWMU,Bluebell
processed_data/hunt-master-canonical-2026-source-of-truth.json,270,DB1213,529,Boobe Hole CWMU,Boobe Hole
processed_data/hunt-master-canonical-2026-source-of-truth.json,271,DB1215,598,Buckhorn Ranch CWMU,Buckhorn Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,272,DB1216,545,Castle Valley Outdoors CWMU,Castle Valley Outdoors
processed_data/hunt-master-canonical-2026-source-of-truth.json,273,DB1217,560,Causey Spring CWMU,Causey Spring
processed_data/hunt-master-canonical-2026-source-of-truth.json,274,DB1219,732,Chimney Rock CWMU,Chimney Rock
processed_data/hunt-master-canonical-2026-source-of-truth.json,275,DB1222,505,Coldwater Ranch CWMU,Coldwater Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,276,DB1224,640,Cotton Thomas CWMU,Cotton Thomas
processed_data/hunt-master-canonical-2026-source-of-truth.json,277,DB1227,606,Deer Haven CWMU,Deer Haven
processed_data/hunt-master-canonical-2026-source-of-truth.json,278,DB1228,568,Deseret CWMU,Deseret
processed_data/hunt-master-canonical-2026-source-of-truth.json,279,DB1229,733,Dilly Ranch CWMU,Dilly Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,280,DB1230,554,Double R Ranch CWMU,Double R Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,281,DB1231,512,Dove Creek CWMU,Dove Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,282,DB1232,567,Durst Mountain CWMU,Durst Mountain
processed_data/hunt-master-canonical-2026-source-of-truth.json,283,DB1233,520,East Fork Chalk Creek CWMU,East Fork Chalk Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,284,DB1234,807,East Zion CWMU,East Zion
processed_data/hunt-master-canonical-2026-source-of-truth.json,285,DB1236,519,Engineer Springs CWMU,Engineer Springs
processed_data/hunt-master-canonical-2026-source-of-truth.json,286,DB1237,522,Ensign Ranches CWMU,Ensign Ranches
processed_data/hunt-master-canonical-2026-source-of-truth.json,287,DB1238,579,Folley Ridge CWMU,Folly Ridge
processed_data/hunt-master-canonical-2026-source-of-truth.json,288,DB1239,514,Fort Ranch CWMU,Fort Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,289,DB1240,806,George Creek CWMU,George Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,290,DB1241,497,Golden Spike CWMU,Golden Spike
processed_data/hunt-master-canonical-2026-source-of-truth.json,291,DB1242,525,Grass Valley/Clark Canyon CWMU,Grass Valley/Clark Canyon
processed_data/hunt-master-canonical-2026-source-of-truth.json,292,DB1243,530,Grazing Pasture CWMU,Grazing Pasture
processed_data/hunt-master-canonical-2026-source-of-truth.json,293,DB1244,489,Green Canyon CWMU,Green Canyon
processed_data/hunt-master-canonical-2026-source-of-truth.json,294,DB1245,573,Guildersleeve CWMU,Guildersleeve
processed_data/hunt-master-canonical-2026-source-of-truth.json,295,DB1246,577,Hardscrabble CWMU,Hardscrabble
processed_data/hunt-master-canonical-2026-source-of-truth.json,296,DB1248,555,Heaston East CWMU,Heaston East
processed_data/hunt-master-canonical-2026-source-of-truth.json,297,DB1249,550,Hiawatha CWMU,Hiawatha
processed_data/hunt-master-canonical-2026-source-of-truth.json,298,DB1250,495,Indian Creek CWMU,Indian Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,299,DB1251,735,Indian Head CWMU,Indian Head
processed_data/hunt-master-canonical-2026-source-of-truth.json,300,DB1252,493,Ingham Peak CWMU,Ingham Peak
processed_data/hunt-master-canonical-2026-source-of-truth.json,301,DB1253,549,Circle E Ranch CWMU,Circle E Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,302,DB1255,531,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,303,DB1256,589,Junction Valley CWMU,Junction Valley
processed_data/hunt-master-canonical-2026-source-of-truth.json,304,DB1258,484,Little Red Creek CWMU,Little Red Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,305,DB1259,569,Tunnel Hollow CWMU,Tunnel Hollow
processed_data/hunt-master-canonical-2026-source-of-truth.json,306,DB1260,565,Middle Ridge CWMU,Middle Ridge
processed_data/hunt-master-canonical-2026-source-of-truth.json,307,DB1261,551,Minnie Maud Ridge CWMU,Minnie Maud Ridge
processed_data/hunt-master-canonical-2026-source-of-truth.json,308,DB1263,485,Moon Ranch CWMU,Moon Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,309,DB1264,518,Mountain Meadow CWMU,Mountain Meadow
processed_data/hunt-master-canonical-2026-source-of-truth.json,310,DB1265,572,Mountain Top CWMU,Mountain Top
processed_data/hunt-master-canonical-2026-source-of-truth.json,311,DB1266,533,Mt Carmel CWMU,Mt Carmel
processed_data/hunt-master-canonical-2026-source-of-truth.json,312,DB1269,513,North Promontory CWMU,North Promontory
processed_data/hunt-master-canonical-2026-source-of-truth.json,313,DB1270,503,Nucor West CWMU,Nucor West
processed_data/hunt-master-canonical-2026-source-of-truth.json,314,DB1271,534,Oak Ranch CWMU,Oak Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,315,DB1272,535,Old Woman Plateau CWMU,Old Woman Plateau
processed_data/hunt-master-canonical-2026-source-of-truth.json,316,DB1273,504,Park Valley Hereford CWMU,Park Valley Hereford
processed_data/hunt-master-canonical-2026-source-of-truth.json,317,DB1274,736,Patmos Ridge CWMU,Patmos Ridge
processed_data/hunt-master-canonical-2026-source-of-truth.json,318,DB1275,592,Pine Canyon CWMU,Pine Canyon
processed_data/hunt-master-canonical-2026-source-of-truth.json,319,DB1276,737,Plymouth Peak CWMU,Plymouth Peak
processed_data/hunt-master-canonical-2026-source-of-truth.json,320,DB1277,501,Pocatello Valley CWMU,Pocatello Valley
processed_data/hunt-master-canonical-2026-source-of-truth.json,321,DB1279,542,Preston Nutter Ranch CWMU,Preston Nutter Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,322,DB1280,502,Promontory Point CWMU,Promontory Point
processed_data/hunt-master-canonical-2026-source-of-truth.json,323,DB1281,496,Rattlesnake Pass CWMU,Rattlesnake Pass
processed_data/hunt-master-canonical-2026-source-of-truth.json,324,DB1282,548,Redd Ranches CWMU,Redd Ranches
processed_data/hunt-master-canonical-2026-source-of-truth.json,325,DB1283,543,Roan Cliffs CWMU,Roan Cliffs
processed_data/hunt-master-canonical-2026-source-of-truth.json,326,DB1285,740,Sand Creek CWMU,Sand Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,327,DB1286,574,Pisgah Mountain CWMU,Pisgah Mountain
processed_data/hunt-master-canonical-2026-source-of-truth.json,328,DB1287,539,Scofield Canyons CWMU,Scofield Canyons
processed_data/hunt-master-canonical-2026-source-of-truth.json,329,DB1288,541,Scofield West CWMU,Scofield West
processed_data/hunt-master-canonical-2026-source-of-truth.json,330,DB1289,490,Sharp Mountain CWMU,Sharp Mountain
processed_data/hunt-master-canonical-2026-source-of-truth.json,331,DB1290,578,Skull Crack CWMU,Skull Crack
processed_data/hunt-master-canonical-2026-source-of-truth.json,332,DB1291,585,Skull Valley South CWMU,Skull Valley South
processed_data/hunt-master-canonical-2026-source-of-truth.json,333,DB1292,552,Soldier Summit CWMU,Soldier Summit
processed_data/hunt-master-canonical-2026-source-of-truth.json,334,DB1293,491,South Canyon CWMU,South Canyon
processed_data/hunt-master-canonical-2026-source-of-truth.json,335,DB1294,741,Spring Creek Acres CWMU,Spring Creek Acres
processed_data/hunt-master-canonical-2026-source-of-truth.json,336,DB1295,546,Spring Creek/Dodge CWMU,Spring Creek/Dodge
processed_data/hunt-master-canonical-2026-source-of-truth.json,337,DB1298,562,Strawberry Ridge CWMU,Strawberry Ridge
processed_data/hunt-master-canonical-2026-source-of-truth.json,338,DB1299,547,Summit Point CWMU,Summit Point
processed_data/hunt-master-canonical-2026-source-of-truth.json,339,DB1300,602,Thatcher Mountain CWMU,Thatcher Mountain
processed_data/hunt-master-canonical-2026-source-of-truth.json,340,DB1301,553,Three C CWMU,Three C
processed_data/hunt-master-canonical-2026-source-of-truth.json,341,DB1303,492,North Peaks CWMU,North Peaks
processed_data/hunt-master-canonical-2026-source-of-truth.json,342,DB1304,521,Two Bear CWMU,Two Bear
processed_data/hunt-master-canonical-2026-source-of-truth.json,343,DB1305,586,Wallsburg CWMU,Wallsburg
processed_data/hunt-master-canonical-2026-source-of-truth.json,344,DB1306,499,Washakie CWMU,Washakie
processed_data/hunt-master-canonical-2026-source-of-truth.json,345,DB1308,511,West Hills CWMU,West Hills
processed_data/hunt-master-canonical-2026-source-of-truth.json,346,DB1309,805,West Willow Creek Ranch CWMU,West Willow Creek Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,347,DB1310,488,White's Valley CWMU,Whites Valley
processed_data/hunt-master-canonical-2026-source-of-truth.json,348,DB1312,571,Woodruff Creek South CWMU,Woodruff Creek South
processed_data/hunt-master-canonical-2026-source-of-truth.json,349,DB1317,580,Jacob's Creek CWMU,Jacob's Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,350,DB1320,686,Deer Creek CWMU,Deer Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,351,DB1322,826,Pahvant Ensign CWMU,Pahvant Ensign
processed_data/hunt-master-canonical-2026-source-of-truth.json,352,DB1323,827,Rock House CWMU,Rock House
processed_data/hunt-master-canonical-2026-source-of-truth.json,353,DB1324,828,Royal Ivory Outfitters CWMU,Royal Ivory Outfitters
processed_data/hunt-master-canonical-2026-source-of-truth.json,354,DB1325,516,Double Cone CWMU,Double Cone
processed_data/hunt-master-canonical-2026-source-of-truth.json,355,DB1326,856,Rosette CWMU,Rosette
processed_data/hunt-master-canonical-2026-source-of-truth.json,356,DB1327,858,Mountain Sky Ranch CWMU,Mountain Sky Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,357,DB1328,494,Clear Creek CWMU,Clear Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,358,DB1330,876,Iron Spring CWMU,Iron Springs
processed_data/hunt-master-canonical-2026-source-of-truth.json,359,DB1331,875,Raft River CWMU,Raft River
processed_data/hunt-master-canonical-2026-source-of-truth.json,360,DB1332,874,West Ridge CWMU,West Ridge
processed_data/hunt-master-canonical-2026-source-of-truth.json,361,DB1333,878,5S CWMU,5S Land and Livestock
processed_data/hunt-master-canonical-2026-source-of-truth.json,362,DB1334,526,Alton - Cactus Buck CWMU,Alton
processed_data/hunt-master-canonical-2026-source-of-truth.json,363,DB1335,892,Big Piney Ranch CWMU,Big Piney Mountain Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,364,DB1336,890,First Light CWMU,First Light
processed_data/hunt-master-canonical-2026-source-of-truth.json,365,DB1337,556,Little Pole Canyon CWMU,Coyote Little Pole
processed_data/hunt-master-canonical-2026-source-of-truth.json,366,DB1338,891,Sweetwater CWMU,Sweetwater
processed_data/hunt-master-canonical-2026-source-of-truth.json,367,DB1341,908,Dry Creek CWMU,Dry Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,368,DB1342,905,Faust Valley CWMU,Faust Valley
processed_data/hunt-master-canonical-2026-source-of-truth.json,369,DB1343,907,Red Iron CWMU,Red Iron
processed_data/hunt-master-canonical-2026-source-of-truth.json,370,DB1344,906,Salt Wells CWMU,Salt Wells
processed_data/hunt-master-canonical-2026-source-of-truth.json,371,DB1345,923,Diamond Mountain CWMU,The Dirty Dozen
processed_data/hunt-master-canonical-2026-source-of-truth.json,372,DB1347,509,The Rose of Snowville CWMU,The Rose of Snowville
processed_data/hunt-master-canonical-2026-source-of-truth.json,373,DB1348,922,Kimberly CWMU,Kimberly
processed_data/hunt-master-canonical-2026-source-of-truth.json,374,DB1349,524,Weber Florence Creek/Stillman Creek CWMU,Weber Florence Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,512,DS1000,5110,Desert Bighorn Sheep - Statewide Permit,Statewide
processed_data/hunt-master-canonical-2026-source-of-truth.json,535,DS6625,10003,Mineral Mtns,Mineral Mountain
processed_data/hunt-master-canonical-2026-source-of-truth.json,541,EA1012,40,"Cache, Richmond Hyde Park","Cache, Richmond-Hyde Park"
processed_data/hunt-master-canonical-2026-source-of-truth.json,546,EA1020,55,"Manti, Mohrland-Stump Flat","Manti, Morhland Stump Flat"
processed_data/hunt-master-canonical-2026-source-of-truth.json,589,EA1106,224,"Wasatch Mtns, Avintaquin","Wasatch Mtns, Avintaquin A"
processed_data/hunt-master-canonical-2026-source-of-truth.json,595,EA1114,480,"Wasatch Mtns, West Timpanogos","Wasatch Mtns, Timpanogos B"
processed_data/hunt-master-canonical-2026-source-of-truth.json,598,EA1118,526,Alton CWMU,Alton
processed_data/hunt-master-canonical-2026-source-of-truth.json,599,EA1119,527,Bar J Ranch CWMU,Bar J Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,600,EA1120,582,Bear Mountain CWMU,Bear Mountain
processed_data/hunt-master-canonical-2026-source-of-truth.json,601,EA1121,529,Boobe Hole CWMU,Boobe Hole
processed_data/hunt-master-canonical-2026-source-of-truth.json,602,EA1122,560,Causey Spring CWMU,Causey Spring
processed_data/hunt-master-canonical-2026-source-of-truth.json,603,EA1124,732,Chimney Rock CWMU,Chimney Rock
processed_data/hunt-master-canonical-2026-source-of-truth.json,604,EA1125,505,Coldwater Ranch CWMU,Coldwater Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,605,EA1126,640,Cotton Thomas CWMU,Cotton Thomas
processed_data/hunt-master-canonical-2026-source-of-truth.json,606,EA1129,568,Deseret CWMU,Deseret
processed_data/hunt-master-canonical-2026-source-of-truth.json,607,EA1130,516,Double Cone CWMU,Double Cone
processed_data/hunt-master-canonical-2026-source-of-truth.json,608,EA1131,567,Durst Mountain CWMU,Durst Mountain
processed_data/hunt-master-canonical-2026-source-of-truth.json,609,EA1132,520,East Fork Chalk Creek CWMU,East Fork Chalk Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,610,EA1134,522,Ensign Ranches CWMU,Ensign Ranches
processed_data/hunt-master-canonical-2026-source-of-truth.json,611,EA1135,579,Folley Ridge CWMU,Folly Ridge
processed_data/hunt-master-canonical-2026-source-of-truth.json,612,EA1136,525,Grass Valley/Clark Canyon CWMU,Grass Valley/Clark Canyon
processed_data/hunt-master-canonical-2026-source-of-truth.json,613,EA1137,530,Grazing Pasture CWMU,Grazing Pasture
processed_data/hunt-master-canonical-2026-source-of-truth.json,614,EA1138,573,Guildersleeve CWMU,Guildersleeve
processed_data/hunt-master-canonical-2026-source-of-truth.json,615,EA1139,577,Hardscrabble CWMU,Hardscrabble
processed_data/hunt-master-canonical-2026-source-of-truth.json,616,EA1140,555,Heaston East CWMU,Heaston East
processed_data/hunt-master-canonical-2026-source-of-truth.json,617,EA1141,550,Hiawatha CWMU,Hiawatha
processed_data/hunt-master-canonical-2026-source-of-truth.json,618,EA1142,735,Indian Head CWMU,Indian Head
processed_data/hunt-master-canonical-2026-source-of-truth.json,619,EA1143,549,Circle E Ranch CWMU,Circle E Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,620,EA1145,531,Johnson Mountain Ranch CWMU,Johnson Mtn Ranch
processed_data/hunt-master-canonical-2026-source-of-truth.json,621,EA1146,734,Jump Creek CWMU,Jump Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,622,EA1147,484,Little Red Creek CWMU,Little Red Creek
processed_data/hunt-master-canonical-2026-source-of-truth.json,623,EA1149,551,Minnie Maud Ridge CWMU,Minnie Maud Ridge
processed_data/hunt-master-canonical-2026-source-of-truth.json,624,EA1151,485,Moon Ranch CWMU,Moon Ranch
