path,row,hunt_code,boundary_id,hunt_name
data_truth/draw_results_truth/normalized/draw_results_2024_for_2025_candidate_promotion_file_records.csv,5186,DB1208,808,Cwmu Buck Deer - Blackhawk - Any Legal Weapon
data_truth/draw_results_truth/normalized/draw_results_2024_for_2025_candidate_promotion_file_records.csv,5187,DB1208,808,Cwmu Buck Deer - Blackhawk - Any Legal Weapon
data_truth/draw_results_truth/normalized/draw_results_2024_for_2025_candidate_promotion_file_records.csv,5188,DB1208,808,Cwmu Buck Deer - Blackhawk - Any Legal Weapon
data_truth/draw_results_truth/normalized/draw_results_2024_for_2025_candidate_promotion_file_records.csv,5189,DB1208,808,Cwmu Buck Deer - Blackhawk - Any Legal Weapon
data_truth/draw_results_truth/normalized/draw_results_2024_for_2025_candidate_promotion_file_records.csv,5190,DB1208,808,Cwmu Buck Deer - Blackhawk - Any Legal Weapon
data_truth/draw_results_truth/normalized/draw_results_2024_for_2025_candidate_promotion_file_records.csv,5191,DB1208,808,Cwmu Buck Deer - Blackhawk - Any Legal Weapon
data_truth/draw_results_truth/normalized/draw_results_2024_for_2025_candidate_promotion_file_records.csv,5192,DB1208,808,Cwmu Buck Deer - Blackhawk - Any Legal Weapon
data_truth/draw_results_truth/normalized/draw_results_2024_for_2025_candidate_promotion_file_records.csv,5193,DB1208,808,Cwmu Buck Deer - Blackhawk - Any Legal Weapon
data_truth/draw_results_truth/normalized/draw_results_2024_for_2025_candidate_promotion_file_records.csv,5194,DB1208,808,Cwmu Buck Deer - Blackhawk - Any Legal Weapon
data_truth/draw_results_truth/normalized/draw_results_2024_for_2025_candidate_promotion_file_records.csv,5195,DB1208,808,Cwmu Buck Deer - Blackhawk - Any Legal Weapon
data_truth/draw_results_truth/normalized/draw_results_2024_for_2025_candidate_promotion_file_records.csv,5196,DB1208,808,Cwmu Buck Deer - Blackhawk - Any Legal Weapon
