merge_key,hunt_code,residency,points,record_kind,different_columns,live_eligible_applicants,pdf_eligible_applicants,live_total_drawn,pdf_total_drawn,live_total_permits,pdf_total_permits,live_success_ratio,pdf_success_ratio
DB1277|Resident|standard|Bonus|9|POINT_ROW,DB1277,Resident,9,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1277|Resident|standard|Bonus|8|POINT_ROW,DB1277,Resident,8,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1277|Resident|standard|Bonus|7|POINT_ROW,DB1277,Resident,7,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1277|Resident|standard|Bonus|6|POINT_ROW,DB1277,Resident,6,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1277|Resident|standard|Bonus|4|POINT_ROW,DB1277,Resident,4,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1277|Resident|standard|Bonus|2|POINT_ROW,DB1277,Resident,2,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1277|Resident|standard|Bonus|1|POINT_ROW,DB1277,Resident,1,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1277|Resident|standard|Bonus|0|POINT_ROW,DB1277,Resident,0,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1279|Resident|standard|Bonus|22|POINT_ROW,DB1279,Resident,22,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1279|Resident|standard|Bonus|18|POINT_ROW,DB1279,Resident,18,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1279|Resident|standard|Bonus|17|POINT_ROW,DB1279,Resident,17,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1279|Resident|standard|Bonus|15|POINT_ROW,DB1279,Resident,15,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1279|Resident|standard|Bonus|14|POINT_ROW,DB1279,Resident,14,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1279|Resident|standard|Bonus|12|POINT_ROW,DB1279,Resident,12,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1279|Resident|standard|Bonus|10|POINT_ROW,DB1279,Resident,10,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1279|Resident|standard|Bonus|9|POINT_ROW,DB1279,Resident,9,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1279|Resident|standard|Bonus|8|POINT_ROW,DB1279,Resident,8,POINT_ROW,p_draw_percent,6,6,0,0,0,0,,0
DB1279|Resident|standard|Bonus|7|POINT_ROW,DB1279,Resident,7,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1279|Resident|standard|Bonus|6|POINT_ROW,DB1279,Resident,6,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1279|Resident|standard|Bonus|5|POINT_ROW,DB1279,Resident,5,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1279|Resident|standard|Bonus|4|POINT_ROW,DB1279,Resident,4,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1279|Resident|standard|Bonus|3|POINT_ROW,DB1279,Resident,3,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1279|Resident|standard|Bonus|2|POINT_ROW,DB1279,Resident,2,POINT_ROW,p_draw_percent,9,9,0,0,0,0,,0
DB1279|Resident|standard|Bonus|1|POINT_ROW,DB1279,Resident,1,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
DB1279|Resident|standard|Bonus|0|POINT_ROW,DB1279,Resident,0,POINT_ROW,p_draw_percent,7,7,0,0,0,0,,0
DB1280|Resident|standard|Bonus|19|POINT_ROW,DB1280,Resident,19,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1280|Resident|standard|Bonus|16|POINT_ROW,DB1280,Resident,16,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1280|Resident|standard|Bonus|15|POINT_ROW,DB1280,Resident,15,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1280|Resident|standard|Bonus|14|POINT_ROW,DB1280,Resident,14,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1280|Resident|standard|Bonus|13|POINT_ROW,DB1280,Resident,13,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1280|Resident|standard|Bonus|12|POINT_ROW,DB1280,Resident,12,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1280|Resident|standard|Bonus|11|POINT_ROW,DB1280,Resident,11,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1280|Resident|standard|Bonus|10|POINT_ROW,DB1280,Resident,10,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1280|Resident|standard|Bonus|9|POINT_ROW,DB1280,Resident,9,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1280|Resident|standard|Bonus|8|POINT_ROW,DB1280,Resident,8,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1280|Resident|standard|Bonus|7|POINT_ROW,DB1280,Resident,7,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1280|Resident|standard|Bonus|5|POINT_ROW,DB1280,Resident,5,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1280|Resident|standard|Bonus|4|POINT_ROW,DB1280,Resident,4,POINT_ROW,p_draw_percent,7,7,0,0,0,0,,0
DB1280|Resident|standard|Bonus|3|POINT_ROW,DB1280,Resident,3,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1280|Resident|standard|Bonus|2|POINT_ROW,DB1280,Resident,2,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1280|Resident|standard|Bonus|1|POINT_ROW,DB1280,Resident,1,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1280|Resident|standard|Bonus|0|POINT_ROW,DB1280,Resident,0,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1281|Resident|standard|Bonus|15|POINT_ROW,DB1281,Resident,15,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1281|Resident|standard|Bonus|14|POINT_ROW,DB1281,Resident,14,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1281|Resident|standard|Bonus|11|POINT_ROW,DB1281,Resident,11,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1281|Resident|standard|Bonus|10|POINT_ROW,DB1281,Resident,10,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1281|Resident|standard|Bonus|9|POINT_ROW,DB1281,Resident,9,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1281|Resident|standard|Bonus|8|POINT_ROW,DB1281,Resident,8,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1281|Resident|standard|Bonus|7|POINT_ROW,DB1281,Resident,7,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1281|Resident|standard|Bonus|6|POINT_ROW,DB1281,Resident,6,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1281|Resident|standard|Bonus|5|POINT_ROW,DB1281,Resident,5,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1281|Resident|standard|Bonus|4|POINT_ROW,DB1281,Resident,4,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1281|Resident|standard|Bonus|2|POINT_ROW,DB1281,Resident,2,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1281|Resident|standard|Bonus|1|POINT_ROW,DB1281,Resident,1,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1281|Resident|standard|Bonus|0|POINT_ROW,DB1281,Resident,0,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1282|Resident|standard|Bonus|12|POINT_ROW,DB1282,Resident,12,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1282|Resident|standard|Bonus|11|POINT_ROW,DB1282,Resident,11,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1282|Resident|standard|Bonus|7|POINT_ROW,DB1282,Resident,7,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1282|Resident|standard|Bonus|3|POINT_ROW,DB1282,Resident,3,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1282|Resident|standard|Bonus|2|POINT_ROW,DB1282,Resident,2,POINT_ROW,p_draw_percent,6,6,0,0,0,0,,0
DB1282|Resident|standard|Bonus|1|POINT_ROW,DB1282,Resident,1,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1282|Resident|standard|Bonus|0|POINT_ROW,DB1282,Resident,0,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1283|Resident|standard|Bonus|13|POINT_ROW,DB1283,Resident,13,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1283|Resident|standard|Bonus|10|POINT_ROW,DB1283,Resident,10,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1283|Resident|standard|Bonus|8|POINT_ROW,DB1283,Resident,8,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1283|Resident|standard|Bonus|6|POINT_ROW,DB1283,Resident,6,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1283|Resident|standard|Bonus|5|POINT_ROW,DB1283,Resident,5,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1283|Resident|standard|Bonus|4|POINT_ROW,DB1283,Resident,4,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1283|Resident|standard|Bonus|3|POINT_ROW,DB1283,Resident,3,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1283|Resident|standard|Bonus|1|POINT_ROW,DB1283,Resident,1,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1283|Resident|standard|Bonus|0|POINT_ROW,DB1283,Resident,0,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1285|Resident|standard|Bonus|12|POINT_ROW,DB1285,Resident,12,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1285|Resident|standard|Bonus|11|POINT_ROW,DB1285,Resident,11,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1285|Resident|standard|Bonus|9|POINT_ROW,DB1285,Resident,9,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1285|Resident|standard|Bonus|6|POINT_ROW,DB1285,Resident,6,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1285|Resident|standard|Bonus|4|POINT_ROW,DB1285,Resident,4,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1285|Resident|standard|Bonus|3|POINT_ROW,DB1285,Resident,3,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1285|Resident|standard|Bonus|2|POINT_ROW,DB1285,Resident,2,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1285|Resident|standard|Bonus|1|POINT_ROW,DB1285,Resident,1,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1285|Resident|standard|Bonus|0|POINT_ROW,DB1285,Resident,0,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1286|Resident|standard|Bonus|8|POINT_ROW,DB1286,Resident,8,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1286|Resident|standard|Bonus|7|POINT_ROW,DB1286,Resident,7,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1286|Resident|standard|Bonus|6|POINT_ROW,DB1286,Resident,6,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1286|Resident|standard|Bonus|5|POINT_ROW,DB1286,Resident,5,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1286|Resident|standard|Bonus|3|POINT_ROW,DB1286,Resident,3,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1286|Resident|standard|Bonus|2|POINT_ROW,DB1286,Resident,2,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1286|Resident|standard|Bonus|1|POINT_ROW,DB1286,Resident,1,POINT_ROW,p_draw_percent,8,8,0,0,0,0,,0
DB1286|Resident|standard|Bonus|0|POINT_ROW,DB1286,Resident,0,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
DB1287|Resident|standard|Bonus|19|POINT_ROW,DB1287,Resident,19,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1287|Resident|standard|Bonus|13|POINT_ROW,DB1287,Resident,13,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1287|Resident|standard|Bonus|12|POINT_ROW,DB1287,Resident,12,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1287|Resident|standard|Bonus|10|POINT_ROW,DB1287,Resident,10,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1287|Resident|standard|Bonus|9|POINT_ROW,DB1287,Resident,9,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1287|Resident|standard|Bonus|6|POINT_ROW,DB1287,Resident,6,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1287|Resident|standard|Bonus|5|POINT_ROW,DB1287,Resident,5,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1287|Resident|standard|Bonus|4|POINT_ROW,DB1287,Resident,4,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1287|Resident|standard|Bonus|3|POINT_ROW,DB1287,Resident,3,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1287|Resident|standard|Bonus|2|POINT_ROW,DB1287,Resident,2,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1287|Resident|standard|Bonus|1|POINT_ROW,DB1287,Resident,1,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1287|Resident|standard|Bonus|0|POINT_ROW,DB1287,Resident,0,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1288|Resident|standard|Bonus|14|POINT_ROW,DB1288,Resident,14,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1288|Resident|standard|Bonus|13|POINT_ROW,DB1288,Resident,13,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1288|Resident|standard|Bonus|11|POINT_ROW,DB1288,Resident,11,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1288|Resident|standard|Bonus|10|POINT_ROW,DB1288,Resident,10,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1288|Resident|standard|Bonus|9|POINT_ROW,DB1288,Resident,9,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
DB1288|Resident|standard|Bonus|8|POINT_ROW,DB1288,Resident,8,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1288|Resident|standard|Bonus|7|POINT_ROW,DB1288,Resident,7,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1288|Resident|standard|Bonus|6|POINT_ROW,DB1288,Resident,6,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1288|Resident|standard|Bonus|5|POINT_ROW,DB1288,Resident,5,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1288|Resident|standard|Bonus|4|POINT_ROW,DB1288,Resident,4,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1288|Resident|standard|Bonus|3|POINT_ROW,DB1288,Resident,3,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1288|Resident|standard|Bonus|2|POINT_ROW,DB1288,Resident,2,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
DB1288|Resident|standard|Bonus|1|POINT_ROW,DB1288,Resident,1,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1288|Resident|standard|Bonus|0|POINT_ROW,DB1288,Resident,0,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1289|Resident|standard|Bonus|17|POINT_ROW,DB1289,Resident,17,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1289|Resident|standard|Bonus|16|POINT_ROW,DB1289,Resident,16,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1289|Resident|standard|Bonus|15|POINT_ROW,DB1289,Resident,15,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1289|Resident|standard|Bonus|13|POINT_ROW,DB1289,Resident,13,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1289|Resident|standard|Bonus|12|POINT_ROW,DB1289,Resident,12,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1289|Resident|standard|Bonus|11|POINT_ROW,DB1289,Resident,11,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1289|Resident|standard|Bonus|10|POINT_ROW,DB1289,Resident,10,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1289|Resident|standard|Bonus|9|POINT_ROW,DB1289,Resident,9,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
DB1289|Resident|standard|Bonus|8|POINT_ROW,DB1289,Resident,8,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1289|Resident|standard|Bonus|7|POINT_ROW,DB1289,Resident,7,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1289|Resident|standard|Bonus|6|POINT_ROW,DB1289,Resident,6,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1289|Resident|standard|Bonus|5|POINT_ROW,DB1289,Resident,5,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1289|Resident|standard|Bonus|3|POINT_ROW,DB1289,Resident,3,POINT_ROW,p_draw_percent,6,6,0,0,0,0,,0
DB1289|Resident|standard|Bonus|2|POINT_ROW,DB1289,Resident,2,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1289|Resident|standard|Bonus|1|POINT_ROW,DB1289,Resident,1,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1289|Resident|standard|Bonus|0|POINT_ROW,DB1289,Resident,0,POINT_ROW,p_draw_percent,9,9,0,0,0,0,,0
DB1290|Resident|standard|Bonus|19|POINT_ROW,DB1290,Resident,19,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1290|Resident|standard|Bonus|17|POINT_ROW,DB1290,Resident,17,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1290|Resident|standard|Bonus|16|POINT_ROW,DB1290,Resident,16,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1290|Resident|standard|Bonus|15|POINT_ROW,DB1290,Resident,15,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1290|Resident|standard|Bonus|14|POINT_ROW,DB1290,Resident,14,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1290|Resident|standard|Bonus|13|POINT_ROW,DB1290,Resident,13,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1290|Resident|standard|Bonus|11|POINT_ROW,DB1290,Resident,11,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1290|Resident|standard|Bonus|10|POINT_ROW,DB1290,Resident,10,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
DB1290|Resident|standard|Bonus|9|POINT_ROW,DB1290,Resident,9,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1290|Resident|standard|Bonus|8|POINT_ROW,DB1290,Resident,8,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1290|Resident|standard|Bonus|7|POINT_ROW,DB1290,Resident,7,POINT_ROW,p_draw_percent,6,6,0,0,0,0,,0
DB1290|Resident|standard|Bonus|6|POINT_ROW,DB1290,Resident,6,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1290|Resident|standard|Bonus|5|POINT_ROW,DB1290,Resident,5,POINT_ROW,p_draw_percent,7,7,0,0,0,0,,0
DB1290|Resident|standard|Bonus|4|POINT_ROW,DB1290,Resident,4,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
DB1290|Resident|standard|Bonus|3|POINT_ROW,DB1290,Resident,3,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1290|Resident|standard|Bonus|2|POINT_ROW,DB1290,Resident,2,POINT_ROW,p_draw_percent,7,7,0,0,0,0,,0
DB1290|Resident|standard|Bonus|1|POINT_ROW,DB1290,Resident,1,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
DB1290|Resident|standard|Bonus|0|POINT_ROW,DB1290,Resident,0,POINT_ROW,p_draw_percent,6,6,0,0,0,0,,0
DB1291|Resident|standard|Bonus|13|POINT_ROW,DB1291,Resident,13,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1291|Resident|standard|Bonus|9|POINT_ROW,DB1291,Resident,9,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1291|Resident|standard|Bonus|7|POINT_ROW,DB1291,Resident,7,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1291|Resident|standard|Bonus|5|POINT_ROW,DB1291,Resident,5,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1291|Resident|standard|Bonus|4|POINT_ROW,DB1291,Resident,4,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1291|Resident|standard|Bonus|3|POINT_ROW,DB1291,Resident,3,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1291|Resident|standard|Bonus|2|POINT_ROW,DB1291,Resident,2,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1291|Resident|standard|Bonus|1|POINT_ROW,DB1291,Resident,1,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1291|Resident|standard|Bonus|0|POINT_ROW,DB1291,Resident,0,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1292|Resident|standard|Bonus|17|POINT_ROW,DB1292,Resident,17,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1292|Resident|standard|Bonus|16|POINT_ROW,DB1292,Resident,16,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1292|Resident|standard|Bonus|13|POINT_ROW,DB1292,Resident,13,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1292|Resident|standard|Bonus|12|POINT_ROW,DB1292,Resident,12,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1292|Resident|standard|Bonus|11|POINT_ROW,DB1292,Resident,11,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1292|Resident|standard|Bonus|10|POINT_ROW,DB1292,Resident,10,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1292|Resident|standard|Bonus|9|POINT_ROW,DB1292,Resident,9,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1292|Resident|standard|Bonus|7|POINT_ROW,DB1292,Resident,7,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1292|Resident|standard|Bonus|6|POINT_ROW,DB1292,Resident,6,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1292|Resident|standard|Bonus|4|POINT_ROW,DB1292,Resident,4,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1292|Resident|standard|Bonus|3|POINT_ROW,DB1292,Resident,3,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
DB1292|Resident|standard|Bonus|2|POINT_ROW,DB1292,Resident,2,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1292|Resident|standard|Bonus|1|POINT_ROW,DB1292,Resident,1,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1292|Resident|standard|Bonus|0|POINT_ROW,DB1292,Resident,0,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1293|Resident|standard|Bonus|14|POINT_ROW,DB1293,Resident,14,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1293|Resident|standard|Bonus|12|POINT_ROW,DB1293,Resident,12,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1293|Resident|standard|Bonus|7|POINT_ROW,DB1293,Resident,7,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1293|Resident|standard|Bonus|6|POINT_ROW,DB1293,Resident,6,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1293|Resident|standard|Bonus|5|POINT_ROW,DB1293,Resident,5,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1293|Resident|standard|Bonus|3|POINT_ROW,DB1293,Resident,3,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1293|Resident|standard|Bonus|1|POINT_ROW,DB1293,Resident,1,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1293|Resident|standard|Bonus|0|POINT_ROW,DB1293,Resident,0,POINT_ROW,p_draw_percent,6,6,0,0,0,0,,0
DB1294|Resident|standard|Bonus|27|POINT_ROW,DB1294,Resident,27,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1294|Resident|standard|Bonus|11|POINT_ROW,DB1294,Resident,11,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1294|Resident|standard|Bonus|9|POINT_ROW,DB1294,Resident,9,POINT_ROW,p_draw_percent,0,0,0,0,0,0,,
DB1294|Resident|standard|Bonus|8|POINT_ROW,DB1294,Resident,8,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1294|Resident|standard|Bonus|6|POINT_ROW,DB1294,Resident,6,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1294|Resident|standard|Bonus|4|POINT_ROW,DB1294,Resident,4,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1294|Resident|standard|Bonus|3|POINT_ROW,DB1294,Resident,3,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1294|Resident|standard|Bonus|1|POINT_ROW,DB1294,Resident,1,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1294|Resident|standard|Bonus|0|POINT_ROW,DB1294,Resident,0,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1295|Resident|standard|Bonus|13|POINT_ROW,DB1295,Resident,13,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1295|Resident|standard|Bonus|12|POINT_ROW,DB1295,Resident,12,POINT_ROW,p_draw_percent,5,5,0,0,0,0,,0
DB1295|Resident|standard|Bonus|10|POINT_ROW,DB1295,Resident,10,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1295|Resident|standard|Bonus|9|POINT_ROW,DB1295,Resident,9,POINT_ROW,p_draw_percent,8,8,0,0,0,0,,0
DB1295|Resident|standard|Bonus|8|POINT_ROW,DB1295,Resident,8,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1295|Resident|standard|Bonus|7|POINT_ROW,DB1295,Resident,7,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1295|Resident|standard|Bonus|6|POINT_ROW,DB1295,Resident,6,POINT_ROW,p_draw_percent,2,2,0,0,0,0,,0
DB1295|Resident|standard|Bonus|4|POINT_ROW,DB1295,Resident,4,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1295|Resident|standard|Bonus|3|POINT_ROW,DB1295,Resident,3,POINT_ROW,p_draw_percent,4,4,0,0,0,0,,0
DB1295|Resident|standard|Bonus|2|POINT_ROW,DB1295,Resident,2,POINT_ROW,p_draw_percent,6,6,0,0,0,0,,0
DB1295|Resident|standard|Bonus|1|POINT_ROW,DB1295,Resident,1,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
DB1295|Resident|standard|Bonus|0|POINT_ROW,DB1295,Resident,0,POINT_ROW,p_draw_percent,3,3,0,0,0,0,,0
DB1298|Resident|standard|Bonus|16|POINT_ROW,DB1298,Resident,16,POINT_ROW,p_draw_percent,1,1,0,0,0,0,,0
