"HUNT
 NAME","HUNT
 CODE",SPECIES,SEX,"HUNT
 TYPE",WEAPON,"HUNT
 CLASS",SEASON,2026 PERMITS,"2025
HARVEST","SUCCESS
 %","HARVEST
AVG AGE",AVG DAYS,"HUNTERS
 AFIELD"
"Box Elder, Newfoundland Mtn",RS6722,ROCKY MTN SHEEP,RAM,O.I.L,ARCHERY,,Nov 14 2026 - Dec 06 2026,2,2,66.7,,14,2
"Fillmore,
 Oak Creek",RS6727,ROCKY MTN SHEEP,RAM,O.I.L,ARCHERY,,Nov 14 2026 - Dec 06 2026,2,2,100,,2.5,2
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
