hunt_code,hunt_name,source_file,source_pdf_page,reason
CG9999,Sportsman Cougar 2023*,21-22_sportsman_odds.pdf,1,INVALID_PRE_2023_CG9999_FUTURE_COUGAR_TRANSITION_CODE
