source_file,pdf_page_index,has_hunt,point_rows_extracted
21_bg-odds.pdf,1,FALSE,0
21_bg-odds.pdf,2,FALSE,0
21_bg-odds.pdf,3,TRUE,58
21_bg-odds.pdf,4,TRUE,58
21_bg-odds.pdf,5,TRUE,58
21_bg-odds.pdf,6,TRUE,58
21_bg-odds.pdf,7,TRUE,58
21_bg-odds.pdf,8,TRUE,58
21_bg-odds.pdf,9,TRUE,58
21_bg-odds.pdf,10,TRUE,58
21_bg-odds.pdf,11,TRUE,58
21_bg-odds.pdf,12,TRUE,58
21_bg-odds.pdf,13,TRUE,58
21_bg-odds.pdf,14,TRUE,58
21_bg-odds.pdf,15,TRUE,58
21_bg-odds.pdf,16,TRUE,58
21_bg-odds.pdf,17,TRUE,58
21_bg-odds.pdf,18,TRUE,58
21_bg-odds.pdf,19,TRUE,58
21_bg-odds.pdf,20,TRUE,58
21_bg-odds.pdf,21,TRUE,58
21_bg-odds.pdf,22,TRUE,58
21_bg-odds.pdf,23,TRUE,58
21_bg-odds.pdf,24,TRUE,58
21_bg-odds.pdf,25,TRUE,58
21_bg-odds.pdf,26,TRUE,58
21_bg-odds.pdf,27,TRUE,58
21_bg-odds.pdf,28,TRUE,58
21_bg-odds.pdf,29,TRUE,58
21_bg-odds.pdf,30,TRUE,58
21_bg-odds.pdf,31,TRUE,58
21_bg-odds.pdf,32,TRUE,58
21_bg-odds.pdf,33,TRUE,58
21_bg-odds.pdf,34,TRUE,58
21_bg-odds.pdf,35,TRUE,58
21_bg-odds.pdf,36,TRUE,58
21_bg-odds.pdf,37,TRUE,58
21_bg-odds.pdf,38,TRUE,58
21_bg-odds.pdf,39,TRUE,58
21_bg-odds.pdf,40,TRUE,58
21_bg-odds.pdf,41,TRUE,58
21_bg-odds.pdf,42,TRUE,58
21_bg-odds.pdf,43,TRUE,58
21_bg-odds.pdf,44,TRUE,58
21_bg-odds.pdf,45,TRUE,58
21_bg-odds.pdf,46,TRUE,58
21_bg-odds.pdf,47,TRUE,58
21_bg-odds.pdf,48,TRUE,58
21_bg-odds.pdf,49,TRUE,58
21_bg-odds.pdf,50,TRUE,58
21_bg-odds.pdf,51,TRUE,58
21_bg-odds.pdf,52,TRUE,58
21_bg-odds.pdf,53,TRUE,58
21_bg-odds.pdf,54,TRUE,58
21_bg-odds.pdf,55,TRUE,58
21_bg-odds.pdf,56,TRUE,58
21_bg-odds.pdf,57,TRUE,58
21_bg-odds.pdf,58,TRUE,58
21_bg-odds.pdf,59,TRUE,58
21_bg-odds.pdf,60,TRUE,58
21_bg-odds.pdf,61,TRUE,58
21_bg-odds.pdf,62,TRUE,58
21_bg-odds.pdf,63,TRUE,58
21_bg-odds.pdf,64,TRUE,58
21_bg-odds.pdf,65,TRUE,58
21_bg-odds.pdf,66,TRUE,58
21_bg-odds.pdf,67,TRUE,58
21_bg-odds.pdf,68,TRUE,58
21_bg-odds.pdf,69,TRUE,58
21_bg-odds.pdf,70,TRUE,58
21_bg-odds.pdf,71,TRUE,58
21_bg-odds.pdf,72,TRUE,58
21_bg-odds.pdf,73,TRUE,58
21_bg-odds.pdf,74,TRUE,58
21_bg-odds.pdf,75,TRUE,58
21_bg-odds.pdf,76,TRUE,58
21_bg-odds.pdf,77,TRUE,58
21_bg-odds.pdf,78,TRUE,58
21_bg-odds.pdf,79,TRUE,58
21_bg-odds.pdf,80,TRUE,58
21_bg-odds.pdf,81,TRUE,58
21_bg-odds.pdf,82,TRUE,58
21_bg-odds.pdf,83,TRUE,58
21_bg-odds.pdf,84,TRUE,58
21_bg-odds.pdf,85,TRUE,58
21_bg-odds.pdf,86,TRUE,58
21_bg-odds.pdf,87,TRUE,58
21_bg-odds.pdf,88,TRUE,58
21_bg-odds.pdf,89,TRUE,58
21_bg-odds.pdf,90,TRUE,58
21_bg-odds.pdf,91,TRUE,58
21_bg-odds.pdf,92,TRUE,58
21_bg-odds.pdf,93,TRUE,58
21_bg-odds.pdf,94,TRUE,58
21_bg-odds.pdf,95,TRUE,58
21_bg-odds.pdf,96,TRUE,58
21_bg-odds.pdf,97,TRUE,58
21_bg-odds.pdf,98,TRUE,58
21_bg-odds.pdf,99,TRUE,58
21_bg-odds.pdf,100,TRUE,58
21_bg-odds.pdf,101,TRUE,58
21_bg-odds.pdf,102,TRUE,58
21_bg-odds.pdf,103,TRUE,58
21_bg-odds.pdf,104,TRUE,58
21_bg-odds.pdf,105,TRUE,58
21_bg-odds.pdf,106,TRUE,58
