slug,key,different_columns,live_participant_count,previous_participant_count,live_successful_count,previous_successful_count,live_successful_by_regular_round_count,previous_successful_by_regular_round_count,live_successful_by_max_point_round_count,previous_successful_by_max_point_round_count,live_hunt_name,previous_hunt_name,live_hunt_category_name,previous_hunt_category_name,live_species_subtype_name,previous_species_subtype_name
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|1|False|15,participant_count,60,58,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|1|False|5,participant_count,255,247,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|1|False|18,participant_count,43,42,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|1|False|7,participant_count,225,219,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|2|False|10,participant_count,237,232,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|1|False|16,participant_count,42,41,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|2|False|3,participant_count,458,446,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|1|False|6,participant_count,218,215,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|2|False|11,participant_count,218,211,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|1|False|10,participant_count,116,115,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|2|False|22,participant_count,18,17,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|1|False|1,participant_count,402,396,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|1|False|3,participant_count,301,294,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|1|False|20,participant_count,40,37,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|1|False|11,participant_count,117,115,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|2|False|8,participant_count,334,328,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|2|False|12,participant_count,199,195,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|2|False|9,participant_count,316,301,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|1|False|0,participant_count,482,456,,,,,,,,,,,,
2026_big_game_14_rocky_mtn_bighorn_sheep,1956|RMB|2|False|5,participant_count,446,435,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|4,participant_count,194,191,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|10,participant_count,220,214,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|1,participant_count,496,480,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|3,participant_count,452,439,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|5,participant_count,212,205,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|15,participant_count,199,194,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|11,participant_count,214,209,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|18,participant_count,72,70,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|7,participant_count,204,198,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|19,participant_count,62,61,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|16,participant_count,94,93,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|6,participant_count,219,212,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|0,participant_count,635,603,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|17,participant_count,80,78,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|21,participant_count,39,37,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|10,participant_count,143,135,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|1,participant_count,266,260,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|3,participant_count,229,222,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|9,participant_count,295,283,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|15,participant_count,86,84,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|20,participant_count,61,60,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|11,participant_count,120,118,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|13,participant_count,179,173,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|0,participant_count,310,293,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|14,participant_count,186,175,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|2,participant_count,498,485,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|8,participant_count,288,282,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|12,participant_count,199,197,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|4,participant_count,372,362,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|9,participant_count,211,206,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|5,participant_count,341,332,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|13,participant_count,108,105,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|7,participant_count,341,331,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|19,participant_count,28,26,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|16,participant_count,239,236,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|14,participant_count,89,85,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|6,participant_count,330,322,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|2,participant_count,246,240,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|2|False|17,participant_count,324,315,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|8,participant_count,185,180,,,,,,,,,,,,
2026_big_game_15_mountain_goat,1957|GOA|1|False|12,participant_count,140,133,,,,,,,,,,,,
2026_big_game_32_dedicated_hunter_buck_deer,1949|DHL|1|False|3,participant_count,149,144,,,,,,,,,,,,
2026_big_game_32_dedicated_hunter_buck_deer,1949|DHL|2|False|3,participant_count,27,26,,,,,,,,,,,,
2026_big_game_32_dedicated_hunter_buck_deer,1949|DHL|1|False|2,participant_count,203,198,,,,,,,,,,,,
2026_big_game_32_dedicated_hunter_buck_deer,1949|DHL|2|False|0,participant_count,115,101,,,,,,,,,,,,
2026_big_game_32_dedicated_hunter_buck_deer,1949|DHL|1|False|4,participant_count,119,117,,,,,,,,,,,,
2026_big_game_32_dedicated_hunter_buck_deer,1949|DHL|1|False|0,participant_count,436,403,,,,,,,,,,,,
2026_big_game_32_dedicated_hunter_buck_deer,1949|DHL|2|False|1,participant_count,61,60,,,,,,,,,,,,
2026_big_game_32_dedicated_hunter_buck_deer,1949|DHL|2|False|2,participant_count,49,48,,,,,,,,,,,,
2026_big_game_32_dedicated_hunter_buck_deer,1949|DHL|1|False|5,participant_count,69,68,,,,,,,,,,,,
2026_big_game_32_dedicated_hunter_buck_deer,1949|DHL|1|False|1,participant_count,279,272,,,,,,,,,,,,
