slug,draw_name,master_hunt_type_id,hunt_id,hunt_code,hunt_name,hunt_category_name,species_subtype_name,quota_quantity,resident_quota_quantity,nonresident_quota_quantity,point,preference_point,participant_count,successful_count,successful_by_regular_round_count,successful_by_max_point_round_count,residency_type_id,is_youth,is_historical_data
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1551,EB3002,"Book Cliffs, Little Creek Roadless",Limited-Entry,Limited-entry Bull Elk,4,4,0,15.0,15.0,3,2,0,2,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1551,EB3002,"Book Cliffs, Little Creek Roadless",Limited-Entry,Limited-entry Bull Elk,4,4,0,3.0,3.0,6,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,7.0,7.0,1,1,0,1,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,1.0,1.0,4,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,5.0,5.0,1,1,0,1,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,1.0,1.0,4,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,2.0,2.0,3,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,8.0,8.0,1,1,1,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,2.0,2.0,3,2,2,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,3.0,3.0,0,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,9.0,9.0,0,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,8.0,8.0,2,2,0,2,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,4.0,4.0,0,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,0.0,0.0,1,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,3.0,3.0,1,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,4.0,4.0,1,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,0.0,0.0,6,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1552,EB3003,"Cache, Meadowville",Limited-Entry,Limited-entry Bull Elk,9,8,1,5.0,5.0,0,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,0.0,0.0,25,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,3.0,3.0,13,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,7.0,7.0,9,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,14.0,14.0,1,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,1.0,1.0,16,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,11.0,11.0,2,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,12.0,12.0,0,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,11.0,11.0,1,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,5.0,5.0,1,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,4.0,4.0,18,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,9.0,9.0,1,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,6.0,6.0,10,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,2.0,2.0,16,2,2,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,1.0,1.0,1,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,9.0,9.0,4,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,8.0,8.0,12,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,6.0,6.0,4,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,13.0,13.0,1,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,19.0,19.0,1,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,14.0,14.0,4,4,0,4,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,13.0,13.0,4,1,0,1,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,10.0,10.0,7,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,2.0,2.0,1,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,10.0,10.0,1,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,4.0,4.0,4,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,3.0,3.0,2,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,8.0,8.0,2,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,7.0,7.0,3,1,1,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,0.0,0.0,4,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1553,EB3005,"Cache, South",Limited-Entry,Limited-entry Bull Elk,10,9,1,5.0,5.0,13,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,0.0,0.0,129,4,4,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,9.0,9.0,14,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,6.0,6.0,59,11,11,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,4.0,4.0,86,12,12,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,5.0,5.0,24,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,11.0,11.0,1,1,0,1,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,6.0,6.0,20,1,1,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,5.0,5.0,63,11,11,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,2.0,2.0,110,9,9,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,19.0,19.0,3,3,0,3,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,4.0,4.0,23,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,18.0,18.0,0,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,14.0,14.0,0,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,8.0,8.0,20,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,0.0,0.0,34,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,10.0,10.0,15,1,1,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,3.0,3.0,36,1,1,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,17.0,17.0,2,1,0,1,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,7.0,7.0,52,13,13,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,7.0,7.0,21,3,3,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,12.0,12.0,2,2,0,2,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,15.0,15.0,4,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,1.0,1.0,40,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,16.0,16.0,3,1,1,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,12.0,12.0,11,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,14.0,14.0,6,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,2.0,2.0,44,1,1,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,21.0,21.0,0,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,20.0,20.0,4,4,0,4,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,9.0,9.0,35,35,0,35,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,10.0,10.0,8,8,0,8,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,3.0,3.0,115,12,12,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,13.0,13.0,6,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,1.0,1.0,114,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,11.0,11.0,5,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1554,EB3006,Manti,Limited-Entry,Limited-entry Bull Elk,162,146,16,8.0,8.0,34,27,0,27,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,11.0,11.0,4,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,4.0,4.0,8,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,0.0,0.0,14,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,21.0,21.0,2,1,0,1,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,13.0,13.0,3,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,12.0,12.0,5,5,0,5,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,14.0,14.0,1,1,0,1,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,18.0,18.0,2,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,16.0,16.0,3,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,15.0,15.0,1,1,0,1,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,11.0,11.0,4,1,0,1,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,3.0,3.0,5,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,8.0,8.0,8,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,4.0,4.0,17,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,20.0,20.0,3,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,5.0,5.0,19,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,14.0,14.0,5,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,0.0,0.0,14,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,6.0,6.0,11,2,2,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,1.0,1.0,21,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,9.0,9.0,9,1,1,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,5.0,5.0,2,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,10.0,10.0,6,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,6.0,6.0,12,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,12.0,12.0,5,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,3.0,3.0,16,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,17.0,17.0,3,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,7.0,7.0,7,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,13.0,13.0,1,1,0,1,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,10.0,10.0,7,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,8.0,8.0,12,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,7.0,7.0,8,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,9.0,9.0,6,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,2.0,2.0,19,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,2.0,2.0,11,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,1.0,1.0,8,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,19.0,19.0,1,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1555,EB3008,"Fillmore, Pahvant",Limited-Entry,Limited-entry Bull Elk,20,18,2,15.0,15.0,0,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,6.0,6.0,14,8,0,8,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,1.0,1.0,27,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,10.0,10.0,5,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,8.0,8.0,9,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,12.0,12.0,0,0,0,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,19.0,19.0,0,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,18.0,18.0,1,1,0,1,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,16.0,16.0,3,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,11.0,11.0,3,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,0.0,0.0,35,6,6,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,17.0,17.0,2,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,4.0,4.0,9,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,2.0,2.0,18,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,3.0,3.0,19,5,5,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,20.0,20.0,0,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,7.0,7.0,8,8,0,8,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,4.0,4.0,21,1,1,0,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,3.0,3.0,10,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,12.0,12.0,6,1,1,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,13.0,13.0,2,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,8.0,8.0,1,1,0,1,1,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,1.0,1.0,11,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,15.0,15.0,0,0,0,0,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,21.0,21.0,1,1,0,1,2,False,False
2026_big_game_09_limited_entry_bull_elk,Big Game,9,1556,EB3009,La Sal Mtns,Limited-Entry,Limited-entry Bull Elk,39,35,4,5.0,5.0,17,3,3,0,1,False,False
