year,model_year,hunt_code,hunt_name,species,hunt_type,draw_design,residency,applicants_total,bonus_permits,regular_permits,permits_total,success_ratio,success_rate,record_type,source_file,source_scope,source_pdf_page
2021,2022,PB5048,"Limited-entry Alw (rifle) Buck Pronghorn - South Slope, Vernal - Any Legal Weapon",PRONGHORN,L.E.,BONUS_POINT,Resident,198,19,19,38,1 in 5.2,19.23076923,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,415
2021,2022,PB5048,"Limited-entry Alw (rifle) Buck Pronghorn - South Slope, Vernal - Any Legal Weapon",PRONGHORN,L.E.,BONUS_POINT,Nonresident,71,3,2,5,1 in 14.2,7.04225352,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,415
2021,2022,PB5049,Limited-entry Alw (rifle) Buck Pronghorn - Southwest Desert - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,657,41,40,81,1 in 8.1,12.34567901,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,416
2021,2022,PB5049,Limited-entry Alw (rifle) Buck Pronghorn - Southwest Desert - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,763,4,4,8,1 in 95.4,1.04821803,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,416
2021,2022,PB5050,"Limited-entry Alw (rifle) Buck Pronghorn - West Desert, Riverbed - Any Legal Weapon",PRONGHORN,L.E.,BONUS_POINT,Resident,694,16,16,32,1 in 21.7,4.60829493,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,417
2021,2022,PB5050,"Limited-entry Alw (rifle) Buck Pronghorn - West Desert, Riverbed - Any Legal Weapon",PRONGHORN,L.E.,BONUS_POINT,Nonresident,167,2,2,4,1 in 41.8,2.3923445,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,417
2021,2022,PB5051,"Limited-entry Alw (rifle) Buck Pronghorn - West Desert, Rush Valley - Any Legal Weapon",PRONGHORN,L.E.,BONUS_POINT,Resident,406,10,10,20,1 in 20.3,4.92610837,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,418
2021,2022,PB5051,"Limited-entry Alw (rifle) Buck Pronghorn - West Desert, Rush Valley - Any Legal Weapon",PRONGHORN,L.E.,BONUS_POINT,Nonresident,100,1,1,2,1 in 50.0,2,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,418
2021,2022,PB5052,"Limited-entry Alw (rifle) Buck Pronghorn - West Desert, Snake Valley - Any Legal Weapon",PRONGHORN,L.E.,BONUS_POINT,Resident,277,20,19,39,1 in 7.1,14.08450704,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,419
2021,2022,PB5052,"Limited-entry Alw (rifle) Buck Pronghorn - West Desert, Snake Valley - Any Legal Weapon",PRONGHORN,L.E.,BONUS_POINT,Nonresident,172,2,1,3,1 in 57.3,1.7452007,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,419
2021,2022,PB5053,"Limited-entry Archery Buck Pronghorn - Nine Mile, Range Creek -Archer y",PRONGHORN,L.E.,BONUS_POINT,Resident,14,1,1,2,1 in 7.0,14.28571429,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,420
2021,2022,PB5053,"Limited-entry Archery Buck Pronghorn - Nine Mile, Range Creek -Archer y",PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,420
2021,2022,PB5054,"Limited-entry Archery Buck Pronghorn - Panguitch Lake/zion, North - Archery",PRONGHORN,L.E.,BONUS_POINT,Resident,62,3,3,6,1 in 10.3,9.70873786,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,421
2021,2022,PB5054,"Limited-entry Archery Buck Pronghorn - Panguitch Lake/zion, North - Archery",PRONGHORN,L.E.,BONUS_POINT,Nonresident,36,0,1,1,1 in 36.0,2.77777778,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,421
2021,2022,PB5055,"Limited-entry Archery Buck Pronghorn - San Rafael, Desert - Archery",PRONGHORN,L.E.,BONUS_POINT,Resident,13,2,1,3,1 in 4.3,23.25581395,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,422
2021,2022,PB5055,"Limited-entry Archery Buck Pronghorn - San Rafael, Desert - Archery",PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,422
2021,2022,PB5056,"Limited-entry Muzzle Buck Pronghorn - San Rafael, North - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Resident,85,11,10,21,1 in 4.0,25,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,423
2021,2022,PB5056,"Limited-entry Muzzle Buck Pronghorn - San Rafael, North - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Nonresident,114,1,1,2,1 in 57.0,1.75438596,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,423
2021,2022,PB5058,"Limited-entry Archery Buck Pronghorn - San Juan, Hatch Point - Archery",PRONGHORN,L.E.,BONUS_POINT,Resident,3,0,1,1,1 in 3.0,33.33333333,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,424
2021,2022,PB5058,"Limited-entry Archery Buck Pronghorn - San Juan, Hatch Point - Archery",PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,424
2021,2022,PB5059,"Limited-entry Muzzle Buck Pronghorn - Nine Mile, Anthro-myton Bench - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Resident,47,8,8,16,1 in 2.9,34.48275862,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,425
2021,2022,PB5059,"Limited-entry Muzzle Buck Pronghorn - Nine Mile, Anthro-myton Bench - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Nonresident,48,1,1,2,1 in 24.0,4.16666667,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,425
2021,2022,PB5060,"Limited-entry Muzzle Buck Pronghorn - South Slope, Bonanza/diamond Mtn - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Resident,34,6,5,11,1 in 3.1,32.25806452,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,426
2021,2022,PB5060,"Limited-entry Muzzle Buck Pronghorn - South Slope, Bonanza/diamond Mtn - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Nonresident,24,0,1,1,1 in 24.0,4.16666667,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,426
2021,2022,PB5061,"Limited-entry Muzzle Buck Pronghorn - Panguitch Lake/zion, North - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Resident,23,4,3,7,1 in 3.3,30.3030303,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,427
2021,2022,PB5061,"Limited-entry Muzzle Buck Pronghorn - Panguitch Lake/zion, North - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,427
2021,2022,PB5062,Limited-entry Muzzle Buck Pronghorn - Pine Valley - Muzzleloader,PRONGHORN,L.E.,BONUS_POINT,Resident,41,4,4,8,1 in 5.1,19.60784314,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,428
2021,2022,PB5062,Limited-entry Muzzle Buck Pronghorn - Pine Valley - Muzzleloader,PRONGHORN,L.E.,BONUS_POINT,Nonresident,41,0,1,1,1 in 41.0,2.43902439,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,428
2021,2022,PB5063,"Limited-entry Alw (rifle) Buck Pronghorn - Plateau, Highlands -An y Legal Weapon",PRONGHORN,L.E.,BONUS_POINT,Resident,311,9,8,17,1 in 18.3,5.46448087,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,429
2021,2022,PB5063,"Limited-entry Alw (rifle) Buck Pronghorn - Plateau, Highlands -An y Legal Weapon",PRONGHORN,L.E.,BONUS_POINT,Nonresident,98,1,1,2,1 in 49.0,2.04081633,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,429
2021,2022,PB5064,"Limited-entry Archery Buck Pronghorn - Plateau, Highlands - Archery",PRONGHORN,L.E.,BONUS_POINT,Resident,12,3,3,6,1 in 2.0,50,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,430
2021,2022,PB5064,"Limited-entry Archery Buck Pronghorn - Plateau, Highlands - Archery",PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,430
2021,2022,PB5065,"Limited-entry Muzzle Buck Pronghorn - Fillmore, Oak Creek South - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Resident,33,4,4,8,1 in 4.1,24.3902439,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,431
2021,2022,PB5065,"Limited-entry Muzzle Buck Pronghorn - Fillmore, Oak Creek South - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Nonresident,19,0,1,1,1 in 19.0,5.26315789,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,431
2021,2022,PB5066,"Limited-entry Muzzle Buck Pronghorn - North Slope, Three Corners/west Daggett - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Resident,21,4,3,7,1 in 3.0,33.33333333,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,432
2021,2022,PB5066,"Limited-entry Muzzle Buck Pronghorn - North Slope, Three Corners/west Daggett - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Nonresident,21,0,1,1,1 in 21.0,4.76190476,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,432
2021,2022,PB5067,"Limited-entry Muzzle Buck Pronghorn - Plateau, Highlands - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Resident,24,3,3,6,1 in 4.0,25,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,433
2021,2022,PB5067,"Limited-entry Muzzle Buck Pronghorn - Plateau, Highlands - Muzzleloader",PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,433
2021,2022,PB5300,Cwmu Buck Pronghorn - Antelope Creek - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,34,2,1,3,1 in 11.3,8.84955752,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,434
2021,2022,PB5300,Cwmu Buck Pronghorn - Antelope Creek - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,434
2021,2022,PB5302,Cwmu Buck Pronghorn - Deseret - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,229,8,8,16,1 in 14.3,6.99300699,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,435
2021,2022,PB5302,Cwmu Buck Pronghorn - Deseret - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,435
2021,2022,PB5303,Cwmu Buck Pronghorn - Ensign Ranches - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,20,1,1,2,1 in 10.0,10,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,436
2021,2022,PB5303,Cwmu Buck Pronghorn - Ensign Ranches - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,436
2021,2022,PB5305,Cwmu Buck Pronghorn - Park Valley - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,5,1,1,2,1 in 2.5,40,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,437
2021,2022,PB5305,Cwmu Buck Pronghorn - Park Valley - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,437
2021,2022,PB5306,Cwmu Buck Pronghorn - Rabbit Creek - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,7,0,1,1,1 in 7.0,14.28571429,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,438
2021,2022,PB5306,Cwmu Buck Pronghorn - Rabbit Creek - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,438
2021,2022,PB5307,Cwmu Buck Pronghorn - Rlf Deep Creek - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,15,1,1,2,1 in 7.5,13.33333333,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,439
2021,2022,PB5307,Cwmu Buck Pronghorn - Rlf Deep Creek - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,439
2021,2022,PB5309,Cwmu Buck Pronghorn - Skull Valley South - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,6,0,1,1,1 in 6.0,16.66666667,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,440
2021,2022,PB5309,Cwmu Buck Pronghorn - Skull Valley South - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,440
2021,2022,PB5311,Cwmu Buck Pronghorn - The Rose Of Snowville - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,36,1,1,2,1 in 18.0,5.55555556,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,441
2021,2022,PB5311,Cwmu Buck Pronghorn - The Rose Of Snowville - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,441
2021,2022,PB5312,Cwmu Buck Pronghorn - Tl Bar Ranch - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,8,0,1,1,1 in 8.0,12.5,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,442
2021,2022,PB5312,Cwmu Buck Pronghorn - Tl Bar Ranch - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,442
2021,2022,PB5313,Cwmu Buck Pronghorn - West Willow Creek Ranch - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,4,0,1,1,1 in 4.0,25,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,443
2021,2022,PB5313,Cwmu Buck Pronghorn - West Willow Creek Ranch - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,443
2021,2022,PB5314,Cwmu Buck Pronghorn - Westlake - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,32,2,1,3,1 in 10.7,9.34579439,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,444
2021,2022,PB5314,Cwmu Buck Pronghorn - Westlake - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,444
2021,2022,PB5315,Cwmu Buck Pronghorn - Zane - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,6,1,1,2,1 in 3.0,33.33333333,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,445
2021,2022,PB5315,Cwmu Buck Pronghorn - Zane - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,445
2021,2022,PB5325,Cwmu Buck Pronghorn - Allen Ranch - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,12,0,1,1,1 in 12.0,8.33333333,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,446
2021,2022,PB5325,Cwmu Buck Pronghorn - Allen Ranch - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,446
2021,2022,PB5326,Cwmu Buck Pronghorn - Cedar Springs - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,9,0,1,1,1 in 9.0,11.11111111,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,447
2021,2022,PB5326,Cwmu Buck Pronghorn - Cedar Springs - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,447
2021,2022,PB5327,Cwmu Buck Pronghorn - Cottonwood Ridge - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,21,2,2,4,1 in 5.3,18.86792453,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,448
2021,2022,PB5327,Cwmu Buck Pronghorn - Cottonwood Ridge - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,448
2021,2022,PB5328,Cwmu Buck Pronghorn - Pahvant Ensign - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,19,2,1,3,1 in 6.3,15.87301587,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,449
2021,2022,PB5328,Cwmu Buck Pronghorn - Pahvant Ensign - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,449
2021,2022,PB5329,Cwmu Buck Pronghorn - Snowville Flat - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,25,1,1,2,1 in 12.5,8,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,450
2021,2022,PB5329,Cwmu Buck Pronghorn - Snowville Flat - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,450
2021,2022,PB5330,Cwmu Buck Pronghorn - George Creek - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,4,0,1,1,1 in 4.0,25,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,451
2021,2022,PB5330,Cwmu Buck Pronghorn - George Creek - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,451
2021,2022,PB5331,Limited-entry Alw (rifle) Buck Pronghorn - Mt Dutton/paunsaugunt - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,316,14,14,28,1 in 11.3,8.84955752,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,452
2021,2022,PB5331,Limited-entry Alw (rifle) Buck Pronghorn - Mt Dutton/paunsaugunt - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,219,2,1,3,1 in 73.0,1.36986301,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,452
2021,2022,PB5332,Limited-entry Archery Buck Pronghorn - Mt Dutton/paunsaugunt - Archery,PRONGHORN,L.E.,BONUS_POINT,Resident,48,4,3,7,1 in 6.9,14.49275362,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,453
2021,2022,PB5332,Limited-entry Archery Buck Pronghorn - Mt Dutton/paunsaugunt - Archery,PRONGHORN,L.E.,BONUS_POINT,Nonresident,35,0,1,1,1 in 35.0,2.85714286,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,453
2021,2022,PB5337,Cwmu Buck Pronghorn - Heist - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,11,1,1,2,1 in 5.5,18.18181818,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,454
2021,2022,PB5337,Cwmu Buck Pronghorn - Heist - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,454
2021,2022,PB5338,Cwmu Buck Pronghorn - Castle Valley Outdoors - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,9,1,1,2,1 in 4.5,22.22222222,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,455
2021,2022,PB5338,Cwmu Buck Pronghorn - Castle Valley Outdoors - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,455
2021,2022,PB5339,Cwmu Buck Pronghorn - Iron Spring - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Resident,1,0,1,1,1 in 1.0,100,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,456
2021,2022,PB5339,Cwmu Buck Pronghorn - Iron Spring - Any Legal Weapon,PRONGHORN,L.E.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,456
2021,2022,MB6001,Bull Moose - Chalk Creek - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Resident,824,2,1,3,1 in 274.7,0.36403349,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,460
2021,2022,MB6001,Bull Moose - Chalk Creek - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,460
2021,2022,MB6002,Bull Moose - East Canyon - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Resident,756,2,2,4,1 in 189.0,0.52910053,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,461
2021,2022,MB6002,Bull Moose - East Canyon - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,461
2021,2022,MB6003,"Bull Moose - East Canyon, Morgan-summit - Any Legal Weapon",MOOSE,O.I.L.,BONUS_POINT,Resident,337,2,2,4,1 in 84.3,1.18623962,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,462
2021,2022,MB6003,"Bull Moose - East Canyon, Morgan-summit - Any Legal Weapon",MOOSE,O.I.L.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,462
2021,2022,MB6004,Bull Moose - Kamas - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Resident,806,2,1,3,1 in 268.7,0.37216226,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,463
2021,2022,MB6004,Bull Moose - Kamas - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,463
2021,2022,MB6005,Bull Moose - Morgan-south Rich - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Resident,300,3,2,5,1 in 60.0,1.66666667,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,464
2021,2022,MB6005,Bull Moose - Morgan-south Rich - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,464
2021,2022,MB6007,"Bull Moose - North Slope, Three Corners/west Daggett - Any Legal Weapon",MOOSE,O.I.L.,BONUS_POINT,Resident,1069,3,3,6,1 in 178.2,0.56116723,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,466
2021,2022,MB6007,"Bull Moose - North Slope, Three Corners/west Daggett - Any Legal Weapon",MOOSE,O.I.L.,BONUS_POINT,Nonresident,647,0,1,1,1 in 647.0,0.15455951,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,466
2021,2022,MB6008,Bull Moose - Ogden - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Resident,1820,6,6,12,1 in 151.7,0.65919578,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,467
2021,2022,MB6008,Bull Moose - Ogden - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Nonresident,948,0,1,1,1 in 948.0,0.10548523,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,467
2021,2022,MB6009,"Bull Moose - South Slope, Diamond Mtn/vernal - Any Legal Weapon",MOOSE,O.I.L.,BONUS_POINT,Resident,375,1,1,2,1 in 187.5,0.53333333,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,468
2021,2022,MB6009,"Bull Moose - South Slope, Diamond Mtn/vernal - Any Legal Weapon",MOOSE,O.I.L.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,468
2021,2022,MB6010,"Bull Moose - South Slope, Yellowstone - Any Legal Weapon",MOOSE,O.I.L.,BONUS_POINT,Resident,852,2,2,4,1 in 213.0,0.46948357,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,469
2021,2022,MB6010,"Bull Moose - South Slope, Yellowstone - Any Legal Weapon",MOOSE,O.I.L.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,469
2021,2022,MB6200,Cwmu Bull Moose - Bear Springs - Any Legal Weapon,BLACK_BEAR,O.I.L.,BONUS_POINT,Resident,39,0,1,1,1 in 39.0,2.56410256,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,471
2021,2022,MB6200,Cwmu Bull Moose - Bear Springs - Any Legal Weapon,BLACK_BEAR,O.I.L.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,471
2021,2022,MB6201,Cwmu Bull Moose - Beaver Hollow - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Resident,96,1,1,2,1 in 48.0,2.08333333,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,472
2021,2022,MB6201,Cwmu Bull Moose - Beaver Hollow - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,472
2021,2022,MB6202,Cwmu Bull Moose - Causey Spring - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Resident,156,0,1,1,1 in 156.0,0.64102564,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,473
2021,2022,MB6202,Cwmu Bull Moose - Causey Spring - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,473
2021,2022,MB6206,Cwmu Bull Moose - Deseret -An y Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Resident,675,1,1,2,1 in 337.5,0.2962963,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,474
2021,2022,MB6206,Cwmu Bull Moose - Deseret -An y Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Nonresident,0,0,0,0,N/A,,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,474
2021,2022,MB6207,Cwmu Bull Moose - Durst Mountain - Any Legal Weapon,MOOSE,O.I.L.,BONUS_POINT,Resident,91,0,1,1,1 in 91.0,1.0989011,hunt_total_draw_result,21_bg-odds.pdf,BG_PARENT,475
