"source","year","title","status","bytes","file","url","error"
"utah_wildlife_biggame_odds_archive","2015","2015 antlerless drawing odds report","ok","300790","older_years_biggame_odds/2015/15_antlerless_report.pdf","https://wildlife.utah.gov/pdf/bg/2015/15_antlerless_report.pdf",""
"utah_wildlife_biggame_odds_archive","2015","2015 antlerless preference point draw results","ok","1278361","older_years_biggame_odds/2015/15_antlerless_points.pdf","https://wildlife.utah.gov/pdf/bg/2015/15_antlerless_points.pdf",""
"utah_wildlife_biggame_odds_archive","2015","2015 antlerless bonus point draw results","ok","27044","older_years_biggame_odds/2015/15_antlerless_bonus_point_draw.pdf","https://wildlife.utah.gov/pdf/bg/2015/15_antlerless_bonus_point_draw.pdf",""
"utah_wildlife_biggame_odds_archive","2015","2015 antlerless bonus point purchase results","ok","24875","older_years_biggame_odds/2015/15_antlerless_bonus_point_purchase.pdf","https://wildlife.utah.gov/pdf/bg/2015/15_antlerless_bonus_point_purchase.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 sportsman drawing odds report","ok","59304","older_years_biggame_odds/2014/2014_sportsman_odds.pdf","https://wildlife.utah.gov/pdf/bg/2014/2014_sportsman_odds.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 big game drawing odds report","ok","152299","older_years_biggame_odds/2014/14_big_game_odds_report.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_big_game_odds_report.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 bison bonus point purchase, bonus points, drawing odds report","ok","46406","older_years_biggame_odds/2014/14_bison.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_bison.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 bull moose bonus point purchase, bonus points, drawing odds report","ok","125448","older_years_biggame_odds/2014/14_moose.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_moose.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 dedicated hunter preference point purchase, bonus points, drawing odds report","ok","107810","older_years_biggame_odds/2014/14_dedicated_hunter_deer.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_dedicated_hunter_deer.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 desert bighorn bonus point purchase, bonus points, drawing odds report","ok","59888","older_years_biggame_odds/2014/14_desert_bighorn.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_desert_bighorn.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 general-season deer preference point purchase, bonus points, drawing odds report","ok","293932","older_years_biggame_odds/2014/14_general_deer.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_general_deer.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 lifetime general-season deer permit drawing odds report","ok","263548","older_years_biggame_odds/2014/14_lifetime_general_deer.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_lifetime_general_deer.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 limited-entry deer bonus point purchase, bonus points, drawing odds report","ok","417830","older_years_biggame_odds/2014/14_le_deer.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_le_deer.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 limited-entry elk bonus point purchase, bonus points, drawing odds report","ok","577395","older_years_biggame_odds/2014/14_elk.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_elk.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 mountain goat bonus point purchase, bonus points, drawing odds report","ok","67028","older_years_biggame_odds/2014/14_mountain_goat.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_mountain_goat.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 preference and bonus point summaries by residency and species","ok","17525","older_years_biggame_odds/2014/14_drawing_status.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_drawing_status.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 pronghorn bonus point purchase, bonus points, drawing odds report","ok","219278","older_years_biggame_odds/2014/14_pronghorn.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_pronghorn.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 Rocky Mountain bighorn bonus point purchase, bonus points, drawing odds report","ok","54087","older_years_biggame_odds/2014/14_rm_bighorn.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_rm_bighorn.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 antlerless drawing odds report","ok","64321","older_years_biggame_odds/2014/14_antlerless_report.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_antlerless_report.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 antlerless preference point draw results","ok","608450","older_years_biggame_odds/2014/14_antlerless_points.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_antlerless_points.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 antlerless bonus point draw results","ok","22556","older_years_biggame_odds/2014/14_antlerless_bonus_point_draw.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_antlerless_bonus_point_draw.pdf",""
"utah_wildlife_biggame_odds_archive","2014","2014 antlerless bonus point purchase results","ok","19846","older_years_biggame_odds/2014/14_antlerless_bonus_point_purchase.pdf","https://wildlife.utah.gov/pdf/bg/2014/14_antlerless_bonus_point_purchase.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 sportsman drawing odds report","ok","35662","older_years_biggame_odds/2013/2013_sportsman_permits.pdf","https://wildlife.utah.gov/pdf/bg/2013/2013_sportsman_permits.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 big game drawing odds report","ok","219543","older_years_biggame_odds/2013/13_big_game_odds_report.pdf","https://wildlife.utah.gov/pdf/bg/2013/13_big_game_odds_report.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 bison bonus point purchase, bonus points, drawing odds report","ok","57415","older_years_biggame_odds/2013/13_bison.pdf","https://wildlife.utah.gov/pdf/bg/2013/13_bison.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 bull moose bonus point purchase, bonus points, drawing odds report","ok","152117","older_years_biggame_odds/2013/13_moose.pdf","https://wildlife.utah.gov/pdf/bg/2013/13_moose.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 desert bighorn bonus point purchase, bonus points, drawing odds report","ok","74106","older_years_biggame_odds/2013/13_desert_bighorn.pdf","https://wildlife.utah.gov/pdf/bg/2013/13_desert_bighorn.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 elk bonus point purchase, bonus points, drawing odds report","ok","572715","older_years_biggame_odds/2013/13_elk.pdf","https://wildlife.utah.gov/pdf/bg/2013/13_elk.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 general season deer preference point purchase, bonus points, drawing odds report","ok","297772","older_years_biggame_odds/2013/13_general_deer.pdf","https://wildlife.utah.gov/pdf/bg/2013/13_general_deer.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 limited-entry deer bonus point purchase, bonus points, drawing odds report","ok","398379","older_years_biggame_odds/2013/13_le_deer.pdf","https://wildlife.utah.gov/pdf/bg/2013/13_le_deer.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 preference point summary by residency and species","ok","17185","older_years_biggame_odds/2013/13_preference_point_summary.pdf","https://wildlife.utah.gov/pdf/bg/2013/13_preference_point_summary.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 pronghorn bonus point purchase, bonus points, drawing odds report","ok","225590","older_years_biggame_odds/2013/13_pronghorn.pdf","https://wildlife.utah.gov/pdf/bg/2013/13_pronghorn.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 Rocky Mountain bighorn bonus point purchase, bonus points, drawing odds report","ok","61825","older_years_biggame_odds/2013/13_rm_bighorn.pdf","https://wildlife.utah.gov/pdf/bg/2013/13_rm_bighorn.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 mountain goat bonus point purchase, bonus points, drawing odds report","ok","86889","older_years_biggame_odds/2013/13_goat.pdf","https://wildlife.utah.gov/pdf/bg/2013/13_goat.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 antlerless drawing odds report","ok","95099","older_years_biggame_odds/2013/13_antlerless_report.pdf","https://wildlife.utah.gov/pdf/bg/2013/13_antlerless_report.pdf",""
"utah_wildlife_biggame_odds_archive","2013","2013 antlerless preference point draw results","ok","633263","older_years_biggame_odds/2013/13_antlerless_points.pdf","https://wildlife.utah.gov/pdf/bg/2013/13_antlerless_points.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2012 big game drawing odds report","ok","254011","older_years_biggame_odds/2012/12_big_game_odds.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_big_game_odds.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2012 bison bonus point purchase, bonus points, drawing odds report","ok","39613","older_years_biggame_odds/2012/12_bison.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_bison.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2012 bull moose bonus point purchase, bonus points, drawing odds report","ok","155178","older_years_biggame_odds/2012/12_moose.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_moose.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2012 desert bighorn bonus point purchase, bonus points, drawing odds report","ok","61753","older_years_biggame_odds/2012/12_desert_bighorn.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_desert_bighorn.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2012 elk bonus point purchase, bonus points, drawing odds report","ok","620639","older_years_biggame_odds/2012/12_elk.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_elk.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2012 general season deer preference point purchase, bonus points, drawing odds report","ok","306715","older_years_biggame_odds/2012/12_general_deer.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_general_deer.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2012 limited-entry deer bonus point purchase, bonus points, drawing odds report","ok","498938","older_years_biggame_odds/2012/12_le_deer.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_le_deer.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2012 preference point summary by residency and species","ok","17915","older_years_biggame_odds/2012/12_preference_pt_summary.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_preference_pt_summary.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2012 pronghorn bonus point purchase, bonus points, drawing odds report","ok","232252","older_years_biggame_odds/2012/12_pronghorn.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_pronghorn.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2012 Rocky Mountain bighorn bonus point purchase, bonus points, drawing odds report","ok","45215","older_years_biggame_odds/2012/12_rm_bighorn.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_rm_bighorn.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2012 Rocky Mountain goat bonus point purchase, bonus points, drawing odds report","ok","72640","older_years_biggame_odds/2012/12_goat.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_goat.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2011-12 preference point summary by residency and species","error","0","older_years_biggame_odds/2012/11-12_preference_pt_summary.pdf","https://wildlife.utah.gov/pdf/bg/2012/11-12_preference_pt_summary.pdf","The request was aborted: The connection was closed unexpectedly."
"utah_wildlife_biggame_odds_archive","2012","2012 antlerless drawing odds report","ok","89209","older_years_biggame_odds/2012/12_antlerless_report.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_antlerless_report.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2012 antlerless preference point draw results","ok","588456","older_years_biggame_odds/2012/12_antlerless_points.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_antlerless_points.pdf",""
"utah_wildlife_biggame_odds_archive","2012","2011-12 sportsman drawing odds report","ok","17580","older_years_biggame_odds/2012/12_sportsman_odds.pdf","https://wildlife.utah.gov/pdf/bg/2012/12_sportsman_odds.pdf",""
"utah_wildlife_biggame_odds_archive","2011","2011 big game drawing odds report","ok","87534","older_years_biggame_odds/2011/2011_biggame_odds.pdf","https://wildlife.utah.gov/pdf/bg/2011/2011_biggame_odds.pdf",""
"utah_wildlife_biggame_odds_archive","2011","2011 antlerless preference point draw results","ok","612316","older_years_biggame_odds/2011/11_antlerless-points.pdf","https://wildlife.utah.gov/pdf/bg/2011/11_antlerless-points.pdf",""
"utah_wildlife_biggame_odds_archive","2011","2011 big game bonus point draw results by hunt","ok","1530698","older_years_biggame_odds/2011/11_bg_bonus_point_draw_results_hunt.pdf","https://wildlife.utah.gov/pdf/bg/2011/11_bg_bonus_point_draw_results_hunt.pdf",""
"utah_wildlife_biggame_odds_archive","2011","2011 big game bonus point purchase results","ok","31457","older_years_biggame_odds/2011/11_bonus_point_purchase.pdf","https://wildlife.utah.gov/pdf/bg/2011/11_bonus_point_purchase.pdf",""
"utah_wildlife_biggame_odds_archive","2011","2011 big game bonus point draw results by species","ok","45870","older_years_biggame_odds/2011/11_bg_bonus_point_draw_results_species.pdf","https://wildlife.utah.gov/pdf/bg/2011/11_bg_bonus_point_draw_results_species.pdf",""
"utah_wildlife_biggame_odds_archive","2011","2010-11 sportsman drawing odds report","ok","14439","older_years_biggame_odds/2011/11_sportsman_odds.pdf","https://wildlife.utah.gov/pdf/bg/2011/11_sportsman_odds.pdf",""
"utah_wildlife_biggame_odds_archive","2010","2010 antlerless preference point draw results","ok","679664","older_years_biggame_odds/2010/10_antlerless_points.pdf","https://wildlife.utah.gov/pdf/bg/2010/10_antlerless_points.pdf",""
"utah_wildlife_biggame_odds_archive","2010","2010 big game bonus point draw results","ok","1496642","older_years_biggame_odds/2010/10_bg_bonus_point_draw_results.pdf","https://wildlife.utah.gov/pdf/bg/2010/10_bg_bonus_point_draw_results.pdf",""
"utah_wildlife_biggame_odds_archive","2010","2010 big game bonus point purchase results","ok","31111","older_years_biggame_odds/2010/10_bonus_point_purchase.pdf","https://wildlife.utah.gov/pdf/bg/2010/10_bonus_point_purchase.pdf",""
"utah_wildlife_biggame_odds_archive","2010","2010 bonus point summary by residency and species","ok","20145","older_years_biggame_odds/2010/10_bonus_point_summary.pdf","https://wildlife.utah.gov/pdf/bg/2010/10_bonus_point_summary.pdf",""
"utah_wildlife_biggame_odds_archive","2010","2010 big game draw results","ok","45561","older_years_biggame_odds/2010/10_species_draw.pdf","https://wildlife.utah.gov/pdf/bg/2010/10_species_draw.pdf",""
"utah_wildlife_biggame_odds_archive","2010","2010 big game drawing odds report","ok","86476","older_years_biggame_odds/2010/2010_biggame_odds.pdf","https://wildlife.utah.gov/pdf/bg/2010/2010_biggame_odds.pdf",""
