"source","draw_name","license_year","master_hunt_type_id","master_hunt_type_name","status","records","bytes","file","url","error"
"utahdraws_draw_odds_matrix","Big Game","2026","5","General-Season Buck Deer","ok","107","1023015","utahdraws_big_game_2026_general_season_buck_deer_mht5.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Big%20Game&licenseYear=2026&masterHuntTypeID=5",""
"utahdraws_draw_odds_matrix","Big Game","2026","32","Dedicated Hunter Buck Deer","ok","32","192950","utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Big%20Game&licenseYear=2026&masterHuntTypeID=32",""
"utahdraws_draw_odds_matrix","Big Game","2026","6","Draw-only Youth Elk","ok","1","2464","utahdraws_big_game_2026_draw_only_youth_elk_mht6.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Big%20Game&licenseYear=2026&masterHuntTypeID=6",""
"utahdraws_draw_odds_matrix","Big Game","2026","8","Limited-Entry Buck Deer","ok","193","2213106","utahdraws_big_game_2026_limited_entry_buck_deer_mht8.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Big%20Game&licenseYear=2026&masterHuntTypeID=8",""
"utahdraws_draw_odds_matrix","Big Game","2026","9","Limited-Entry Bull Elk","ok","210","3491005","utahdraws_big_game_2026_limited_entry_bull_elk_mht9.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Big%20Game&licenseYear=2026&masterHuntTypeID=9",""
"utahdraws_draw_odds_matrix","Big Game","2026","10","Limited-Entry Buck Pronghorn","ok","88","848919","utahdraws_big_game_2026_limited_entry_buck_pronghorn_mht10.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Big%20Game&licenseYear=2026&masterHuntTypeID=10",""
"utahdraws_draw_odds_matrix","Big Game","2026","11","Bull Moose","ok","27","495425","utahdraws_big_game_2026_bull_moose_mht11.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Big%20Game&licenseYear=2026&masterHuntTypeID=11",""
"utahdraws_draw_odds_matrix","Big Game","2026","12","Bison","ok","17","309347","utahdraws_big_game_2026_bison_mht12.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Big%20Game&licenseYear=2026&masterHuntTypeID=12",""
"utahdraws_draw_odds_matrix","Big Game","2026","13","Desert Bighorn Sheep","ok","19","385843","utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Big%20Game&licenseYear=2026&masterHuntTypeID=13",""
"utahdraws_draw_odds_matrix","Big Game","2026","14","Rocky Mtn Bighorn Sheep","ok","16","286816","utahdraws_big_game_2026_rocky_mtn_bighorn_sheep_mht14.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Big%20Game&licenseYear=2026&masterHuntTypeID=14",""
"utahdraws_draw_odds_matrix","Big Game","2026","15","Mountain Goat","ok","18","312434","utahdraws_big_game_2026_mountain_goat_mht15.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Big%20Game&licenseYear=2026&masterHuntTypeID=15",""
"utahdraws_draw_odds_matrix","Black Bear","2026","1","Black Bear","ok","91","867197","utahdraws_black_bear_2026_black_bear_mht1.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Black%20Bear&licenseYear=2026&masterHuntTypeID=1",""
"utahdraws_draw_odds_matrix","Black Bear","2026","16","Black Bear Restricted Pursuit","ok","10","57397","utahdraws_black_bear_2026_black_bear_restricted_pursuit_mht16.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Black%20Bear&licenseYear=2026&masterHuntTypeID=16",""
"utahdraws_draw_odds_matrix","Sportsman","2026","22","Sportsman Deer","ok","1","2099","utahdraws_sportsman_2026_sportsman_deer_mht22.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Sportsman&licenseYear=2026&masterHuntTypeID=22",""
"utahdraws_draw_odds_matrix","Sportsman","2026","23","Sportsman Elk","ok","1","2097","utahdraws_sportsman_2026_sportsman_elk_mht23.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Sportsman&licenseYear=2026&masterHuntTypeID=23",""
"utahdraws_draw_odds_matrix","Sportsman","2026","24","Sportsman Pronghorn","ok","1","2108","utahdraws_sportsman_2026_sportsman_pronghorn_mht24.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Sportsman&licenseYear=2026&masterHuntTypeID=24",""
"utahdraws_draw_odds_matrix","Sportsman","2026","25","Sportsman Moose","ok","1","1914","utahdraws_sportsman_2026_sportsman_moose_mht25.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Sportsman&licenseYear=2026&masterHuntTypeID=25",""
"utahdraws_draw_odds_matrix","Sportsman","2026","26","Sportsman Bison","ok","1","1904","utahdraws_sportsman_2026_sportsman_bison_mht26.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Sportsman&licenseYear=2026&masterHuntTypeID=26",""
"utahdraws_draw_odds_matrix","Sportsman","2026","28","Sportsman Desert Bighorn Sheep","ok","1","1934","utahdraws_sportsman_2026_sportsman_desert_bighorn_sheep_mht28.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Sportsman&licenseYear=2026&masterHuntTypeID=28",""
"utahdraws_draw_odds_matrix","Sportsman","2026","27","Sportsman Rocky Mtn Bighorn Sheep","ok","1","1945","utahdraws_sportsman_2026_sportsman_rocky_mtn_bighorn_sheep_mht27.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Sportsman&licenseYear=2026&masterHuntTypeID=27",""
"utahdraws_draw_odds_matrix","Sportsman","2026","29","Sportsman Mountain Goat","ok","1","1920","utahdraws_sportsman_2026_sportsman_mountain_goat_mht29.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Sportsman&licenseYear=2026&masterHuntTypeID=29",""
"utahdraws_draw_odds_matrix","Sportsman","2026","30","Sportsman Black Bear","ok","1","1913","utahdraws_sportsman_2026_sportsman_black_bear_mht30.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Sportsman&licenseYear=2026&masterHuntTypeID=30",""
"utahdraws_draw_odds_matrix","Sportsman","2026","31","Sportsman Turkey","ok","1","1925","utahdraws_sportsman_2026_sportsman_turkey_mht31.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Sportsman&licenseYear=2026&masterHuntTypeID=31",""
"utahdraws_draw_odds_matrix","Turkey","2026","3","Turkey","ok","8","103564","utahdraws_turkey_2026_turkey_mht3.json","https://www.utahdraws.com/internetsales/Home/DrawOddsData?drawName=Turkey&licenseYear=2026&masterHuntTypeID=3",""
